
[00:00:00.000 --> 00:00:05.000]   Good evening, everyone.
[00:00:05.000 --> 00:00:09.360]   I love the response here.
[00:00:09.360 --> 00:00:13.120]   Now just before we start, let's play a little game.
[00:00:13.120 --> 00:00:15.720]   Okay, I just added it right now.
[00:00:15.720 --> 00:00:18.720]   This is a photo of me and my family.
[00:00:18.720 --> 00:00:24.240]   Can anybody guess which country this is in?
[00:00:24.240 --> 00:00:30.120]   Just by this photo, you can tell if you have been here.
[00:00:30.120 --> 00:00:32.480]   I'm going to try to point out the specialty.
[00:00:32.480 --> 00:00:35.760]   No, it's not China.
[00:00:35.760 --> 00:00:38.720]   So look at this stack of things.
[00:00:38.720 --> 00:00:40.720]   Oh, somebody said Canada.
[00:00:40.720 --> 00:00:41.720]   All right.
[00:00:41.720 --> 00:00:47.120]   Please get a gift, a cookie from Bonnie at the end of this.
[00:00:47.120 --> 00:00:48.120]   Thank you.
[00:00:48.120 --> 00:00:53.920]   Now, if you've been to Canada, you know that there is a restaurant that has these huge
[00:00:53.920 --> 00:00:58.240]   lobsters and they're so big that they're like 20 pounds each.
[00:00:58.240 --> 00:01:00.280]   Okay, they're like gigantic.
[00:01:00.280 --> 00:01:03.040]   So if you've ever been there, you would recognize it by.
[00:01:03.040 --> 00:01:05.380]   All right, good job.
[00:01:05.380 --> 00:01:07.880]   So some of you might or may not know me.
[00:01:07.880 --> 00:01:11.360]   My name is Michelle, and I serve as one of the pastors here.
[00:01:11.360 --> 00:01:15.440]   It's really my honor here today to share a message with you.
[00:01:15.440 --> 00:01:20.460]   And it's on my heart really to share about honoring our father and mother.
[00:01:20.460 --> 00:01:25.520]   This is a topic that is huge in my heart, and I would love to share with you.
[00:01:25.520 --> 00:01:31.760]   Now, many a times we would think about why is it that we need to honor our father and
[00:01:31.760 --> 00:01:32.760]   mother?
[00:01:32.760 --> 00:01:33.760]   Sometimes we think why?
[00:01:33.760 --> 00:01:36.840]   And at the same time, we're thinking, what does it mean to honor?
[00:01:36.840 --> 00:01:40.280]   I mean, yes, we kind of know what that word is.
[00:01:40.280 --> 00:01:41.920]   But at the same time, we don't really.
[00:01:41.920 --> 00:01:44.400]   What's the difference between honoring them?
[00:01:44.400 --> 00:01:47.800]   And then is it the same as obeying everything they say?
