
[00:00:00.000 --> 00:00:05.000]  (廣播)
[00:00:05.000 --> 00:00:08.000]  各位大兄姊妹平安
[00:00:08.000 --> 00:00:14.000]  今天很高興能夠第一次在Explorer講道
[00:00:14.000 --> 00:00:17.000]  很感謝教務團隊的安排
[00:00:17.000 --> 00:00:20.000]  跟大家有一個很簡短的介紹
[00:00:20.000 --> 00:00:23.000]  可能在座有些人未見過我
[00:00:23.000 --> 00:00:25.000]  我是Carmen
[00:00:25.000 --> 00:00:26.000]  在兩年多前
[00:00:26.000 --> 00:00:29.000]  其實都在港福堂服侍過一段時間
[00:00:29.000 --> 00:00:32.000]  在2021年有些非常好的目者
[00:00:32.000 --> 00:00:36.000]  他們鼓勵我去見到神學院
[00:00:36.000 --> 00:00:40.000]  接受神學的裝備
[00:00:40.000 --> 00:00:43.000]  並且今年我會回來港福堂
[00:00:43.000 --> 00:00:46.000]  因為需要實習
[00:00:46.000 --> 00:00:49.000]  我們在神學的課程當中
[00:00:49.000 --> 00:00:54.000]  主要負責兒童區和學青區的服侍
[00:00:54.000 --> 00:00:59.000]  首先想問問大家
[00:00:59.000 --> 00:01:04.000]  大家期望的天國其實是怎樣的呢?
[00:01:04.000 --> 00:01:08.000]  不知道大家心裏有沒有一些想法呢?
[00:01:08.000 --> 00:01:13.000]  大家在心裏回答就可以了
[00:01:13.000 --> 00:01:18.000]  今天會繼續跟大家看馬學福音的講道系列
[00:01:18.000 --> 00:01:21.000]  今天我們會一起看兩個比喻
[00:01:21.000 --> 00:01:24.000]  兩個都是耶穌和眾人
[00:01:24.000 --> 00:01:27.000]  講有關天國的比喻
[00:01:27.000 --> 00:01:30.000]  我們看了馬學福音幾個星期
[00:01:30.000 --> 00:01:32.000]  不同的目者都有提及
[00:01:32.000 --> 00:01:35.000]  比喻是我們在福音中
[00:01:35.000 --> 00:01:38.000]  常見的修辭手法
[00:01:38.000 --> 00:01:42.000]  目的是要凸顯一些重點
[00:01:42.000 --> 00:01:44.000]  正經的比喻
[00:01:44.000 --> 00:01:47.000]  其實就是一個Earthly Story
[00:01:47.000 --> 00:01:50.000]  With a Heavenly Meaning
[00:01:50.000 --> 00:01:52.000]  謝謝你們的聲效
[00:01:52.000 --> 00:01:55.000]  你會問那是怎樣的呢?
[00:01:55.000 --> 00:01:58.000]  其實意思就是耶穌會用一些
[00:01:58.000 --> 00:02:02.000]  和我們生活拉得很近的關係
[00:02:02.000 --> 00:02:05.000]  去描述天國的奧秘
[00:02:05.000 --> 00:02:09.000]  而耶穌今天在我們待會看的比喻中
[00:02:09.000 --> 00:02:11.000]  就是凸顯這個主題
[00:02:11.000 --> 00:02:12.000]  就是天國
[00:02:12.000 --> 00:02:15.000]  透過比喻去調整
[00:02:15.000 --> 00:02:19.000]  我們看天國的態度
[00:02:19.000 --> 00:02:21.000]  先加多一點背景
[00:02:21.000 --> 00:02:24.000]  其實耶穌在講這個比喻的時候
[00:02:24.000 --> 00:02:26.000]  在前面第三章
[00:02:26.000 --> 00:02:31.000]  我們看到他剛剛收齊了12個門徒
[00:02:31.000 --> 00:02:36.000]  其實有點像ViuTV的花姐
[00:02:36.000 --> 00:02:38.000]  她透過全民造星
[00:02:38.000 --> 00:02:44.000]  選了12個男生去組成一個男團
[00:02:44.000 --> 00:02:47.000]  這個男團好像叫做MIRROR
[00:02:47.000 --> 00:02:49.000]  男團一出的時候
[00:02:49.000 --> 00:02:53.000]  大家看到他們很快就有業績
[00:02:53.000 --> 00:02:55.000]  很多廣告等著他們拍
[00:02:55.000 --> 00:02:58.000]  很多MV、電影等等
[00:02:58.000 --> 00:03:01.000]  雜不吝的東西都找他們拍
[00:03:01.000 --> 00:03:07.000]  所以這12個人就在為MIRROR打響名堂
[00:03:07.000 --> 00:03:12.000]  而當我們回到耶穌在講這個比喻的時候
[00:03:12.000 --> 00:03:16.000]  其實在跟耶穌的門徒和眾人
[00:03:16.000 --> 00:03:20.000]  他們對天國有些疑惑
[00:03:20.000 --> 00:03:22.000]  不太清楚
[00:03:22.000 --> 00:03:26.000]  不太清楚他們在信的天國是甚麼
[00:03:26.000 --> 00:03:29.000]  甚至覺得天國離他們很遠
[00:03:29.000 --> 00:03:32.000]  這個概念很離地
[00:03:32.000 --> 00:03:34.000]  好像抓不到
[00:03:34.000 --> 00:03:36.000]  所以另一邊廂
[00:03:36.000 --> 00:03:38.000]  耶穌這個福音男團
[00:03:38.000 --> 00:03:40.000]  全福音男團
[00:03:40.000 --> 00:03:44.000]  不太清楚自己在傳甚麼
[00:03:44.000 --> 00:03:48.000]  在信的天國好像不太清楚
[00:03:48.000 --> 00:03:52.000]  所以容許我用一個細俗一點的詞語
[00:03:52.000 --> 00:03:54.000]  耶穌這邊的福音
[00:03:54.000 --> 00:03:57.000]  全福音男團好像沒有甚麼業績
[00:03:57.000 --> 00:03:59.000]  我們看到MIRROR這邊
[00:03:59.000 --> 00:04:01.000]  很厲害的MV
[00:04:01.000 --> 00:04:03.000]  又會跳舞
[00:04:03.000 --> 00:04:06.000]  很多訂閱者、追蹤者
[00:04:06.000 --> 00:04:09.000]  但耶穌這邊可能還不太清楚
[00:04:09.000 --> 00:04:12.000]  所以耶穌就要講這個比喻
[00:04:12.000 --> 00:04:15.000]  因為需要門徒和更多人
[00:04:15.000 --> 00:04:17.000]  去清楚這個概念
[00:04:17.000 --> 00:04:19.000]  事不宜遲
[00:04:19.000 --> 00:04:22.000]  我們首先去看第一個比喻
[00:04:22.000 --> 00:04:27.000]  看看耶穌怎樣去描述天國的道理
[00:04:27.000 --> 00:04:30.000]  我們一起去讀一下
[00:04:30.000 --> 00:04:33.000]  1、2、3 起
[00:04:33.000 --> 00:04:39.000]  耶穌遊說 神的國如同人
[00:04:39.000 --> 00:04:41.000]  種子散在地上
[00:04:41.000 --> 00:04:45.000]  黑夜睡覺 白日起來
[00:04:45.000 --> 00:04:48.000]  這種子就白衙生長
[00:04:48.000 --> 00:04:52.000]  那人卻不知如何是這樣
[00:04:52.000 --> 00:04:56.000]  土地自然而地中山
[00:04:56.000 --> 00:05:00.000]  天地相通 只發現頭像在野
[00:05:00.000 --> 00:05:04.000]  然後最終結成飽滿的福祉
[00:05:04.000 --> 00:05:08.000]  五福足料 就擁戀到巨樂
[00:05:08.000 --> 00:05:12.000]  因為修成的自由道理
[00:05:12.000 --> 00:05:15.000]  好 謝謝大家讀得很清晰
[00:05:15.000 --> 00:05:18.000]  我們在第26至29節的比喻
[00:05:18.000 --> 00:05:20.000]  其實《自幽瑪可福音》有記載
[00:05:20.000 --> 00:05:22.000]  我們上星期也聽了
[00:05:22.000 --> 00:05:26.000]  Pastor Gavin有和我們一起去看過這個比喻
[00:05:26.000 --> 00:05:28.000]  什麼比喻?
[00:05:28.000 --> 00:05:30.000]  殺種的比喻
[00:05:30.000 --> 00:05:31.000]  非常好
[00:05:31.000 --> 00:05:33.000]  解釋到不同的土壤
[00:05:33.000 --> 00:05:35.000]  我們的心田的狀況
[00:05:35.000 --> 00:05:38.000]  耶穌在跟眾人說
[00:05:38.000 --> 00:05:40.000]  神的國像什麼
[00:05:40.000 --> 00:05:43.000]  耶穌在描述神的國
[00:05:43.000 --> 00:05:45.000]  就像一顆種子
[00:05:45.000 --> 00:05:50.000]  由小變大的成長故事
[00:05:50.000 --> 00:05:55.000]  由被種子放到土裡去化
[00:05:55.000 --> 00:05:57.000]  到出產飽滿的谷子
[00:05:57.000 --> 00:05:59.000]  然後又豐收
[00:05:59.000 --> 00:06:00.000]  我們可以看到
[00:06:00.000 --> 00:06:05.000]  耶穌在用一些超超超超超平凡的東西
[00:06:05.000 --> 00:06:08.000]  去形容天國
[00:06:08.000 --> 00:06:14.000]  而耶穌就在用一顆種子的成長去比喻天國
[00:06:14.000 --> 00:06:16.000]  大家會否想
[00:06:16.000 --> 00:06:20.000]  為什麼耶穌不用一些華麗一點的東西
[00:06:20.000 --> 00:06:23.000]  一些名貴一點的東西去形容天國
[00:06:23.000 --> 00:06:26.000]  例如神的國像一個城堡
[00:06:26.000 --> 00:06:29.000]  或者一些很金碧輝煌的東西
[00:06:29.000 --> 00:06:31.000]  連上關係
[00:06:31.000 --> 00:06:33.000]  但在這裡耶穌正正相反
[00:06:33.000 --> 00:06:39.000]  他用了一些很平凡很細微的東西去形容天國
[00:06:39.000 --> 00:06:42.000]  在種子長大的比喻裡
