
[00:00:00.000 --> 00:00:02.800]  首先祝大家新年快樂
[00:00:02.800 --> 00:00:07.040]  多謝剛才阿姨提醒我們
[00:00:07.040 --> 00:00:10.440]  其實我們是在一個轉變的系列中
[00:00:10.440 --> 00:00:14.920]  一直在討論生命轉化
[00:00:14.920 --> 00:00:23.320]  我們上個月主要是去看我們與神的關係
[00:00:23.320 --> 00:00:26.560]  或者一些我們要搞內心的事情
[00:00:26.560 --> 00:00:29.800]  因為轉化是由裡到外
[00:00:29.800 --> 00:00:31.800]  如果你搞不定內心的事情
[00:00:31.800 --> 00:00:37.080]  其實你表面的轉化只是行為上的改變
[00:00:37.080 --> 00:00:38.200]  你心目改變的話
[00:00:38.200 --> 00:00:42.400]  其實你的行為仍然會反過來
[00:00:42.400 --> 00:00:45.920]  但是我們現在2月開始
[00:00:45.920 --> 00:00:46.880]  不是一個新系列
[00:00:46.880 --> 00:00:51.880]  都是繼續討論生命轉化
[00:00:51.880 --> 00:00:54.320]  但是我們開始要出去了
[00:00:54.320 --> 00:00:58.720]  因為我們不是圍在一個教會的群體
[00:00:58.720 --> 00:01:01.920]  信仰也不是只有我們與神的關係
[00:01:01.920 --> 00:01:05.120]  而我們是在這個世界上的
[00:01:05.120 --> 00:01:07.720]  而如果我們討論生命轉化
[00:01:07.720 --> 00:01:11.000]  其實如果你真的裡面有轉化
[00:01:11.000 --> 00:01:13.840]  外面是會看得到的
[00:01:13.840 --> 00:01:18.240]  上個月討論的可能是裡面的轉化
[00:01:18.240 --> 00:01:20.440]  只有我們與神會知道
[00:01:20.440 --> 00:01:24.400]  或者你身邊很親近的人會感受得到
[00:01:24.400 --> 00:01:28.400]  但是如果真的外面有轉化的話
[00:01:28.400 --> 00:01:32.720]  你身邊的人其實慢慢也會看得到
[00:01:32.720 --> 00:01:34.160]  你會變得不一樣
[00:01:34.160 --> 00:01:35.960]  你變得不一樣的時候
[00:01:35.960 --> 00:01:38.360]  旁邊的人就會開始好奇
[00:01:38.360 --> 00:01:41.400]  而我也希望你的生命真的會令到
[00:01:41.400 --> 00:01:43.760]  你身邊的人好奇
[00:01:43.760 --> 00:01:46.520]  而去問你問題
[00:01:46.520 --> 00:01:49.280]  我想這個真的是神很喜悅的事情
[00:01:49.280 --> 00:01:50.680]  因為你的生命不同
[00:01:50.680 --> 00:01:51.800]  以致身邊的人看到
[00:01:51.800 --> 00:01:52.920]  以致他們問你
[00:01:52.920 --> 00:01:57.800]  以致他們好奇你所信的神是一位怎樣的神
[00:01:57.800 --> 00:02:00.000]  不過我們要面對的問題就是
[00:02:00.000 --> 00:02:01.480]  開始會有人問
[00:02:01.480 --> 00:02:03.080]  你是基督徒
[00:02:03.080 --> 00:02:04.520]  這樣做不成嗎?
[00:02:04.520 --> 00:02:06.520]  你能不能出夜街?
[00:02:06.520 --> 00:02:09.880]  你可不可以去喝酒?
[00:02:09.880 --> 00:02:11.080]  你18歲了
[00:02:11.080 --> 00:02:12.560]  其實也可以喝酒
[00:02:12.560 --> 00:02:13.760]  可以嗎?
[00:02:13.760 --> 00:02:18.640]  剛剛我們那個
[00:02:18.640 --> 00:02:20.240]  同工
[00:02:20.240 --> 00:02:23.880]  教會的同工生活型
[00:02:23.880 --> 00:02:24.880]  退休型
[00:02:24.880 --> 00:02:26.880]  有一晚我們就
[00:02:26.880 --> 00:02:27.880]  一班同工
[00:02:27.880 --> 00:02:31.800]  我們都出去了一個喝酒的地方
[00:02:31.800 --> 00:02:33.520]  其實沒有說能不能喝酒
[00:02:33.520 --> 00:02:35.520]  但你要知道自己有節制
[00:02:35.520 --> 00:02:39.560]  當中有一位教會徒
[00:02:39.560 --> 00:02:40.800]  嘗試去
[00:02:40.800 --> 00:02:42.320]  有人撩他
[00:02:42.320 --> 00:02:43.320]  不是自己想的
[00:02:43.320 --> 00:02:45.320]  撩他玩1520
[00:02:45.320 --> 00:02:50.440]  就被Irene牧師喝止了
[00:02:50.440 --> 00:02:52.240]  她說你是教會徒
[00:02:52.240 --> 00:02:54.240]  不要玩了
[00:02:54.240 --> 00:02:57.360]  其實1520本身是沒有問題的
[00:02:57.360 --> 00:02:59.120]  你當作一個遊戲
[00:02:59.120 --> 00:03:00.320]  還是適中
[00:03:00.320 --> 00:03:02.320]  但是你要知道自己的身份
[00:03:02.320 --> 00:03:03.520]  什麼是應該做
[00:03:03.520 --> 00:03:04.800]  什麼是不應該做
[00:03:04.800 --> 00:03:07.240]  所以今天我想實際一點
[00:03:07.240 --> 00:03:08.440]  去跟大家
[00:03:08.440 --> 00:03:10.720]  不是討論內心的問題
[00:03:10.720 --> 00:03:12.440]  而是真是
[00:03:12.440 --> 00:03:14.480]  實際
[00:03:14.480 --> 00:03:15.760]  你說有什麼可以做
[00:03:15.760 --> 00:03:16.920]  有什麼不可以做
[00:03:16.920 --> 00:03:19.600]  其實聖經是薄薄的一本
[00:03:19.600 --> 00:03:20.600]  很多東西
[00:03:20.600 --> 00:03:22.040]  我們現今社會
[00:03:22.040 --> 00:03:23.840]  其實很多東西沒有說到
[00:03:23.840 --> 00:03:25.560]  可以做和不可以做
[00:03:25.560 --> 00:03:28.040]  但是我們應該有什麼準則呢
[00:03:28.040 --> 00:03:30.520]  我剛才想到
[00:03:30.520 --> 00:03:32.040]  你們中學生
[00:03:32.040 --> 00:03:33.040]  長大了
[00:03:33.040 --> 00:03:34.600]  我就不懂得教兒童主義學
[00:03:34.600 --> 00:03:36.120]  但是我覺得兒童主義學
[00:03:36.120 --> 00:03:37.480]  一樣容易的東西
[00:03:37.480 --> 00:03:39.480]  除了要帶著小孩走來走去
[00:03:39.480 --> 00:03:40.960]  一樣容易的東西
[00:03:40.960 --> 00:03:42.960]  就是我經常跟別人說
[00:03:42.960 --> 00:03:44.960]  你是很指向性的
[00:03:44.960 --> 00:03:47.400]  很指向性的告訴他
[00:03:47.400 --> 00:03:49.400]  什麼做什麼不做
[00:03:49.400 --> 00:03:51.400]  但是到牧養中學生
[00:03:51.400 --> 00:03:54.200]  你們就不可以直接跟你說
[00:03:54.200 --> 00:03:55.200]  你做這樣
[00:03:55.200 --> 00:03:56.080]  和不做那樣
[00:03:56.080 --> 00:03:58.080]  因為實在是太多的可能性
[00:03:58.080 --> 00:03:59.240]  而我跟別人說
[00:03:59.240 --> 00:04:00.960]  牧養青少年的難位
[00:04:00.960 --> 00:04:02.480]  就是要引導你們
[00:04:02.480 --> 00:04:04.480]  就是說一些原則
[00:04:04.480 --> 00:04:06.600]  我只可以在聖經裏面
[00:04:06.600 --> 00:04:09.000]  幫你引導一些智慧
[00:04:09.000 --> 00:04:10.800]  以致你們長大了
[00:04:10.800 --> 00:04:13.080]  你懂得運用聖經的原則
[00:04:13.080 --> 00:04:15.080]  用神所給你的智慧
[00:04:15.080 --> 00:04:17.280]  聖靈怎樣去帶領你
[00:04:17.280 --> 00:04:19.400]  引導你去做對的決定
[00:04:19.400 --> 00:04:21.080]  這個就是長大了
[00:04:21.080 --> 00:04:22.600]  我今天就是想跟你說
[00:04:22.600 --> 00:04:24.600]  你們成長了
[00:04:24.600 --> 00:04:26.600]  要懂得自己
[00:04:26.600 --> 00:04:29.000]  在生命裏面不同的東西
[00:04:29.000 --> 00:04:31.000]  去做決定
[00:04:31.000 --> 00:04:33.000]  我今天定的題目就是
[00:04:33.000 --> 00:04:36.680]  其實你怎樣做決定
[00:04:36.680 --> 00:04:39.320]  或者其實神是給了我們很多自由
[00:04:39.320 --> 00:04:41.800]  我們不是在一個律法底下
[00:04:41.800 --> 00:04:43.800]  什麼可以做什麼不可以做
[00:04:43.800 --> 00:04:46.160]  而是基督徒是有自由的
[00:04:46.160 --> 00:04:47.680]  神都給我們自由意志
[00:04:47.680 --> 00:04:50.440]  但是我們怎樣去行使我們的自由呢
[00:04:50.440 --> 00:04:51.560]  是不是亂來的呢
[00:04:51.560 --> 00:04:53.560]  所以今天就一起去看看
[00:04:53.560 --> 00:04:56.600]  好,第一個問題先問一下大家
[00:04:56.600 --> 00:04:58.120]  學業進步很重要
[00:04:58.120 --> 00:05:00.120]  我小時候都很喜歡學業進步
[00:05:00.120 --> 00:05:02.440]  有時候去旅行
[00:05:02.440 --> 00:05:04.440]  身邊的朋友又會
[00:05:04.440 --> 00:05:05.880]  有一個朋友
[00:05:05.880 --> 00:05:07.880]  有一次就買了一個學業進步的
[00:05:07.880 --> 00:05:09.880]  這些日本祈福御守給我
[00:05:09.880 --> 00:05:12.440]  朋友送給你
[00:05:12.440 --> 00:05:14.920]  叫你吊在你的袋子裏
[00:05:14.920 --> 00:05:16.920]  你會吊嗎
[00:05:19.960 --> 00:05:21.960]  問一下Gabriel吧
[00:05:21.960 --> 00:05:22.680]  什麼來的
[00:05:22.680 --> 00:05:23.480]  不知道
[00:05:23.480 --> 00:05:25.480]  那問一個知道的人吧
[00:05:25.480 --> 00:05:27.480]  問一下Grace吧
[00:05:27.480 --> 00:05:29.480]  吊不吊啊
[00:05:29.480 --> 00:05:36.200]  朋友幫你在日本有一個手信
[00:05:36.200 --> 00:05:36.760]  很漂亮
[00:05:36.760 --> 00:05:38.760]  日本御守學業進步
[00:05:38.760 --> 00:05:40.760]  那你又快要考DSE了
[00:05:40.760 --> 00:05:41.960]  叫你吊著
[00:05:41.960 --> 00:05:43.640]  吊不吊啊
[00:05:43.640 --> 00:05:44.760]  不吊啊
[00:05:44.760 --> 00:05:46.760]  哦,他說不吊
[00:05:46.760 --> 00:05:48.760]  OK,為什麼
[00:05:48.760 --> 00:05:50.760]  (沒有人回答)
[00:05:50.760 --> 00:05:52.760]  (沒有人回答)
[00:05:52.760 --> 00:05:54.760]  (沒有人回答)
[00:05:54.760 --> 00:05:56.760]  (沒有人回答)
[00:05:56.760 --> 00:05:58.760]  哦,好像不是這樣
[00:05:58.760 --> 00:06:00.760]  那問一下隔壁的Eunice吧
[00:06:00.760 --> 00:06:02.760]  你吊不吊啊
[00:06:02.760 --> 00:06:04.760]  (沒有人回答)
[00:06:04.760 --> 00:06:06.760]  Eunice先回答
[00:06:06.760 --> 00:06:08.760]  你吊不吊啊
[00:06:08.760 --> 00:06:10.760]  不知道
[00:06:10.760 --> 00:06:12.760]  不吊啊
[00:06:12.760 --> 00:06:14.760]  那問一下後面的弟弟
[00:06:14.760 --> 00:06:16.760]  (沒有人回答)
[00:06:16.760 --> 00:06:18.760]  弟弟你吊不吊啊
[00:06:18.760 --> 00:06:20.760]  哦,還懂得這樣吊
[00:06:20.760 --> 00:06:22.760]  OK,其實我沒有
[00:06:22.760 --> 00:06:24.760]  我沒有
[00:06:24.760 --> 00:06:26.760]  我講完之後你們再決定
[00:06:26.760 --> 00:06:28.760]  應不應該吊
[00:06:28.760 --> 00:06:30.760]  我覺得兩個都可以
[00:06:30.760 --> 00:06:32.760]  待會再說多一點
[00:06:32.760 --> 00:06:34.760]  另一個
[00:06:34.760 --> 00:06:36.760]  經常在教會被人問
[00:06:36.760 --> 00:06:38.760]  無論學清和職清都會問我問題
[00:06:38.760 --> 00:06:40.760]  我可不可以做瑜伽
[00:06:40.760 --> 00:06:42.760]  (沒有人回答)
[00:06:42.760 --> 00:06:44.760]  (沒有人回答)
[00:06:44.760 --> 00:06:46.760]  (沒有人回答)
[00:06:46.760 --> 00:06:48.760]  問一下
[00:06:48.760 --> 00:06:50.760]  我問一下Auntie Winnie
[00:06:50.760 --> 00:06:52.760]  她說不
[00:06:52.760 --> 00:06:54.760]  那我問一下Vian
[00:06:54.760 --> 00:06:56.760]  可不可以啊
[00:06:56.760 --> 00:06:58.760]  有個Junior
[00:06:58.760 --> 00:07:00.760]  Junior問你
[00:07:00.760 --> 00:07:02.760]  做Pilates
[00:07:02.760 --> 00:07:04.760]  他給我一個選擇
[00:07:04.760 --> 00:07:06.760]  這兩個
[00:07:06.760 --> 00:07:08.760]  只是一個
[00:07:08.760 --> 00:07:10.760]  很簡單的例子
[00:07:10.760 --> 00:07:12.760]  我們作為基督徒
[00:07:12.760 --> 00:07:14.760]  仍然在世界上
[00:07:14.760 --> 00:07:16.760]  我們沒有脫離世界
[00:07:16.760 --> 00:07:18.760]  仍然與世界盜活
[00:07:18.760 --> 00:07:20.760]  與非基督徒相處
[00:07:20.760 --> 00:07:22.760]  都是一樣要這樣生活
[00:07:22.760 --> 00:07:24.760]  瑜伽是否一個
[00:07:24.760 --> 00:07:26.760]  運動
[00:07:26.760 --> 00:07:28.760]  你說日本的
[00:07:28.760 --> 00:07:30.760]  祈福御守
[00:07:30.760 --> 00:07:32.760]  只是一個裝飾
[00:07:32.760 --> 00:07:34.760]  可不可以去戴呢
[00:07:34.760 --> 00:07:36.760]  我想說
[00:07:36.760 --> 00:07:38.760]  我們現在活在一個
[00:07:38.760 --> 00:07:40.760]  作為基督徒
[00:07:40.760 --> 00:07:42.760]  活在一個以教文化為主流的社會
[00:07:42.760 --> 00:07:44.760]  生活每個層面
[00:07:44.760 --> 00:07:46.760]  都是與我們不同的宗教
[00:07:46.760 --> 00:07:48.760]  文化風俗
[00:07:48.760 --> 00:07:50.760]  的影響
