
[00:00:00.000 --> 00:00:04.000]  謝謝弟兄姊妹,我們一起來讀這段經文。
[00:00:04.000 --> 00:00:14.000]  今天要跟大家講的是初期教會的生命的講道系列。
[00:00:14.000 --> 00:00:17.000]  我們前面已經講了兩講了,這是第三講。
[00:00:17.000 --> 00:00:23.000]  如果你沒有看過聖經,可能有一些詞、概念你很陌生,
[00:00:23.000 --> 00:00:30.000]  不過不要緊,我們每次來到崇拜,聽得懂多少,我們就領受多少。
[00:00:30.000 --> 00:00:35.000]  神的靈就有時候藉著祂要跟你說的,就那一點,
[00:00:35.000 --> 00:00:39.000]  我可能講了十點,就那一點對你有很大的幫助。
[00:00:39.000 --> 00:00:42.000]  我們一起同心禱告。
[00:00:42.000 --> 00:00:45.000]  親愛的主,我們滿心感謝讚美祢。
[00:00:45.000 --> 00:00:51.000]  我們知道祢的聖經的話語的真理歷久長新。
[00:00:51.000 --> 00:00:55.000]  經過了這麼多年,祝福了這麼多生命,
[00:00:55.000 --> 00:00:59.000]  拯救了多少個家庭,幫助了多少人。
[00:00:59.000 --> 00:01:05.000]  我們祈求祢,在這個時候使我們的心就好像一片好土,
[00:01:05.000 --> 00:01:10.000]  祢的話語的種子撒下來,我們能夠接得住,
[00:01:10.000 --> 00:01:14.000]  我們就能夠讓祢的話語成為我們生命中的祝福。
[00:01:14.000 --> 00:01:19.000]  我求祢,祝福這裡每一個弟兄姊妹,每一個朋友,
[00:01:19.000 --> 00:01:22.000]  都能夠今天有不一樣的體會。
[00:01:22.000 --> 00:01:26.000]  我感謝祢,禱告奉主耶穌基督聖名祈求。
[00:01:26.000 --> 00:01:34.000]  我們講初期教會的生命改變講道系列,
[00:01:34.000 --> 00:01:39.000]  因為主耶穌曾經在世上做過一個應許。
[00:01:39.000 --> 00:01:41.000]  這個應許是什麼呢?
[00:01:41.000 --> 00:01:48.000]  這個應許,我們每個人都能夠因它而重生得救。
[00:01:48.000 --> 00:01:52.000]  有一句話,有一個人講得非常好。
[00:01:52.000 --> 00:02:01.000]  他說,Jesus did not come to make bad man good, but dead man live.
[00:02:01.000 --> 00:02:07.000]  就是耶穌基督來,不是使不好的人變好人,
[00:02:07.000 --> 00:02:13.000]  他來是為了使沒有生命的人得生命。
[00:02:13.000 --> 00:02:16.000]  這是我們耶穌基督帶來的不一樣。
[00:02:16.000 --> 00:02:19.000]  所以我們很多人都誤會基督教,
[00:02:19.000 --> 00:02:22.000]  就會以為基督教是要使你變好一點,
[00:02:22.000 --> 00:02:27.000]  那個是副產品,那是要上帝愛你,使你能夠享受,
[00:02:27.000 --> 00:02:31.000]  他本來就設計給你的人生,有平安有喜樂的,
[00:02:31.000 --> 00:02:35.000]  不靠外在的環境來影響你的,那是副產品。
[00:02:35.000 --> 00:02:40.000]  但是,他要帶給你的是一個本質上的不同。
[00:02:40.000 --> 00:02:45.000]  從一個你從來就沒有覺得這世界上有那麼多的喜樂,
[00:02:45.000 --> 00:02:49.000]  那麼多的盼望,變成一個我重生了,我得救了,
[00:02:49.000 --> 00:02:52.000]  我要跟別人講,就好像你這第一個,
[00:02:52.000 --> 00:02:55.000]  全世界第一個發現戰爭結束了,
[00:02:55.000 --> 00:03:00.000]  你開心的,你要見到誰你都講,結束了,戰爭結束了,
[00:03:00.000 --> 00:03:06.000]  好消息,得救了,我得救了,看到誰你都想講,得救了,
[00:03:06.000 --> 00:03:13.000]  而不是我變好一點了,那個喜樂還沒有比你真的從死裡復活,
[00:03:13.000 --> 00:03:17.000]  你的新生命還要來得精彩。
[00:03:17.000 --> 00:03:21.000]  而且不只是得救這麼簡單,還要怎麼樣呢?
[00:03:21.000 --> 00:03:28.000]  在你的人生裡面,像耶穌應許過要給你一個豐盛的生命,
[00:03:28.000 --> 00:03:33.000]  很不一樣的,豐盛的生命到你沒有辦法明白那個邏輯,
[00:03:33.000 --> 00:03:38.000]  你以為一個人要幸福快樂,是需要有多少錢,
[00:03:38.000 --> 00:03:42.000]  有多少地位,有多少人脈,有多少人欣賞他,
[00:03:42.000 --> 00:03:48.000]  但是耶穌他應許的這個豐盛的生命,原來有這些,
[00:03:48.000 --> 00:03:55.000]  但是未必有這些都能夠很豐盛,都能夠很有力量,很有盼望,
[00:03:55.000 --> 00:03:59.000]  是完全不一樣的,你願意知道多一點嗎?
[00:03:59.000 --> 00:04:05.000]  那麼我們現在在看初期教會,是因為我們過去一年多,
[00:04:05.000 --> 00:04:10.000]  我們用了五十幾堂的講道,講了耶穌基督到底在這世界上,
[00:04:10.000 --> 00:04:15.000]  講了什麼,做了什麼,之後他怎麼樣把這個責任,
[00:04:15.000 --> 00:04:19.000]  這個使命給他的門徒,建立了初期教會。
[00:04:19.000 --> 00:04:21.000]  為什麼我們要了解初期教會呢?
[00:04:21.000 --> 00:04:29.000]  因為耶穌應許給我們的生命,要藉著他們成為一個樣板,
[00:04:29.000 --> 00:04:34.000]  然後我們就從中,不一定是重複他們能夠做的事情,
[00:04:34.000 --> 00:04:38.000]  而是從中抓到一些屬靈生命的原則,
[00:04:38.000 --> 00:04:44.000]  明白我是誰,我在這個世界上做什麼,我要去哪裡,
[00:04:44.000 --> 00:04:48.000]  我該如何活,才是精彩,充實有意義。
[00:04:48.000 --> 00:04:53.000]  所以這些初期教會第一代的基督徒,他們的經歷,
[00:04:53.000 --> 00:04:57.000]  他們的回應,成為我們很重要的參考,
[00:04:57.000 --> 00:05:01.000]  讓我們明白信靠耶穌不只是得永生,
[00:05:01.000 --> 00:05:04.000]  而且是可以過一個有意義精彩的人生。
[00:05:04.000 --> 00:05:08.000]  準備好了,我們就要進入第三講了。
[00:05:08.000 --> 00:05:13.000]  第三講我們要看一個人物,叫菲利,Philip,菲利。
[00:05:13.000 --> 00:05:19.000]  首先,他不是十二個門徒之一的菲利。
[00:05:19.000 --> 00:05:24.000]  耶穌選了十二個門徒,其中一個也叫菲利,
[00:05:24.000 --> 00:05:26.000]  但是不是這個菲利。
[00:05:26.000 --> 00:05:33.000]  這個菲利是一個佈道家,是後來的人把這個名號給他,
[00:05:33.000 --> 00:05:35.000]  因為他很會傳福音。
[00:05:35.000 --> 00:05:39.000]  另外一個菲利是耶穌的十二個門徒的菲利,
[00:05:39.000 --> 00:05:42.000]  是十二個門徒裡面的其中一個。
[00:05:42.000 --> 00:05:45.000]  他不是本來被呼召的那一個,
[00:05:45.000 --> 00:05:48.000]  清楚了,他是後來信耶穌,跟隨耶穌的。
[00:05:48.000 --> 00:05:53.000]  他在初期教會突然間人數激增,
[00:05:53.000 --> 00:05:58.000]  耶穌升天復活後,
[00:05:58.000 --> 00:06:02.000]  教門徒在耶路撒冷等聖靈的降臨。
[00:06:02.000 --> 00:06:06.000]  你聽到這裡有點亂,你如果沒有看過聖經,
[00:06:06.000 --> 00:06:11.000]  什麼復活,又升天,又等聖靈降臨?
[00:06:11.000 --> 00:06:18.000]  基本上我常常都用一個問題來幫助你調整你的邏輯思維,
[00:06:18.000 --> 00:06:23.000]  就是你相信神嗎?你相信神存在嗎?
[00:06:23.000 --> 00:06:27.000]  你相信神能夠行神蹟嗎?
[00:06:27.000 --> 00:06:31.000]  如果你能夠相信神,你的神跟我一樣是,
[00:06:31.000 --> 00:06:34.000]  我的神是能行神蹟的,
[00:06:34.000 --> 00:06:38.000]  什麼事情都能做,包括使人復活。
[00:06:38.000 --> 00:06:41.000]  這是合邏輯的。
[00:06:41.000 --> 00:06:44.000]  如果我說我相信神是能行神蹟的,
[00:06:44.000 --> 00:06:50.000]  但是我不相信復活有可能,那我就是矛盾,不合邏輯。
[00:06:50.000 --> 00:06:52.000]  所以聖經記載什麼呢?
[00:06:52.000 --> 00:06:57.000]  記載耶穌一早就預言他會復活,他真的復活。
[00:06:57.000 --> 00:07:03.000]  當時候保羅寫那封書信的時候,他寫什麼呢?
[00:07:03.000 --> 00:07:08.000]  他寫有五百多個人看見,現在我在寫這封信的時候,
[00:07:08.000 --> 00:07:10.000]  還有一大半還在。
[00:07:10.000 --> 00:07:13.000]  什麼意思呢?一大半還活著。
[00:07:13.000 --> 00:07:18.000]  意思就是說有兩百多人,我寫這封信的時候,
[00:07:18.000 --> 00:07:23.000]  你不相信你可以去問他們,他們還活著。
[00:07:23.000 --> 00:07:27.000]  歷史學家,不管是基督徒的歷史學家,
[00:07:27.000 --> 00:07:31.000]  抵擋基督教的,不是基督徒的歷史學家,
[00:07:31.000 --> 00:07:34.000]  都寫在文獻裡面耶穌的存在。
[00:07:34.000 --> 00:07:36.000]  重要是什麼呢?
[00:07:36.000 --> 00:07:40.000]  重要是當彼得領受了聖靈,有能力講道的時候,
[00:07:40.000 --> 00:07:44.000]  那些去耶路撒冷過節的人,過大節,
[00:07:44.000 --> 00:07:46.000]  當時候有個預約節,
[00:07:46.000 --> 00:07:49.000]  你不管是住在埃及,你住在敘利亞哪裡,
[00:07:49.000 --> 00:07:52.000]  很多人都去耶路撒冷要過節。
[00:07:52.000 --> 00:07:55.000]  所以耶路撒冷突然間來了很多人,
[00:07:55.000 --> 00:07:58.000]  他們本來以為去了過節就回家的,
[00:07:58.000 --> 00:08:03.000]  怎麼知道去到那邊就變成基督徒。
[00:08:03.000 --> 00:08:07.000]  那個時候至少三千人信了耶穌還受了洗,
[00:08:07.000 --> 00:08:11.000]  他們就不走了,他們還要學多一點關於耶穌的事情。
[00:08:11.000 --> 00:08:15.000]  所以突然之間耶路撒冷多了很多人,
[00:08:15.000 --> 00:08:18.000]  那些基督徒他們做什麼呢?
[00:08:18.000 --> 00:08:22.000]  他們就把屋子拿出來,大家一起住吧,
[00:08:22.000 --> 00:08:25.000]  凡物公用。
[00:08:25.000 --> 00:08:31.000]  但是在吃飯的事情上,他們忽略了那些外面來的人的寡婦,
[00:08:31.000 --> 00:08:36.000]  因為他們可能用男士的名字來算單位,
[00:08:36.000 --> 00:08:39.000]  就少算了寡婦,結果就出了問題。
[00:08:39.000 --> 00:08:41.000]  出了管理的問題之後,
[00:08:41.000 --> 00:08:50.000]  菲利是其中一個被選,被大家選認定是有恩賜的人,
[00:08:50.000 --> 00:08:53.000]  來服侍眾人的執事,
[00:08:53.000 --> 00:08:58.000]  管理飯食使到門徒們能夠專心傳道。
[00:08:58.000 --> 00:09:03.000]  後來隨著另外一個執事的訓導,
[00:09:03.000 --> 00:09:05.000]  另外一個執事就是誰?
[00:09:05.000 --> 00:09:07.000]  第一個訓導的叫什麼名?
[00:09:07.000 --> 00:09:10.000]  非常好,斯提反,Steven。
[00:09:10.000 --> 00:09:13.000]  他是蠻有能力,很謙卑的,
[00:09:13.000 --> 00:09:17.000]  但是他講的話刺激了當時候的宗教領袖,
[00:09:17.000 --> 00:09:20.000]  因為他們把耶穌釘在十字架,
[00:09:20.000 --> 00:09:26.000]  他們就不想聽下去,就找人做假見證,
[00:09:26.000 --> 00:09:33.000]  說斯提反說了褻瀆神的話,冒犯了摩西的話,
[00:09:33.000 --> 00:09:36.000]  大家就氣憤地用石頭把他打死。
[00:09:36.000 --> 00:09:38.000]  第一個訓導的。
[00:09:38.000 --> 00:09:44.000]  第一個訓導了之後,菲利也被迫離開耶路撒冷。
[00:09:44.000 --> 00:09:45.000]  為什麼呢?
[00:09:45.000 --> 00:09:47.000]  因為耶路撒冷大遭逼迫,
[00:09:47.000 --> 00:09:50.000]  是基督徒的都抓,都抓。
[00:09:50.000 --> 00:09:53.000]  所以聖經記載了褻瀆的經歷,
[00:09:53.000 --> 00:09:56.000]  可以讓我們學習到一些重要的屬靈功課。
[00:09:56.000 --> 00:09:58.000]  所以準備好了沒有?
[00:09:58.000 --> 00:10:03.000]  我想跟大家分享我們從褻瀆身上可以學的功課。
[00:10:03.000 --> 00:10:10.000]  第一個,我們看見愛主的人有美好的生命見證。
[00:10:10.000 --> 00:10:14.000]  這個跟斯提反是一樣的。
[00:10:14.000 --> 00:10:29.000]  他們就是那七個有好名聲,被聖靈充滿智慧充足的人。
[00:10:29.000 --> 00:10:35.000]  他們要選七個人來管理這麼多人的飯食,
[00:10:35.000 --> 00:10:37.000]  他們設了這幾個條件。
[00:10:37.000 --> 00:10:40.000]  我們看這幾個條件,其實這幾個條件,
[00:10:40.000 --> 00:10:44.000]  你如果真的是一個基督徒的老闆,
[00:10:44.000 --> 00:10:47.000]  很適合你用在你的公司的遴選。
[00:10:47.000 --> 00:10:49.000]  第一,要怎麼樣呢?
[00:10:49.000 --> 00:10:51.000]  要有好名聲。
[00:10:51.000 --> 00:10:54.000]  你不管問誰,問誰都好,
[00:10:54.000 --> 00:10:56.000]  每個人講到這個人,就是說什麼呢?
[00:10:56.000 --> 00:11:02.000]  他可靠,他能辦事,他說到做到,
[00:11:02.000 --> 00:11:06.000]  他的態度怎麼樣,有好名聲的,你去問。
[00:11:06.000 --> 00:11:09.000]  這個聖經裡面很有智慧。
[00:11:09.000 --> 00:11:12.000]  第二,被聖靈充滿。
[00:11:12.000 --> 00:11:18.000]  被聖靈充滿,請弟兄姐妹不要把他想到神神化化的東西。
[00:11:18.000 --> 00:11:23.000]  被聖靈充滿,你看得出他的生命能夠結出聖靈的果子,
[00:11:23.000 --> 00:11:33.000]  有特別的溫柔、仁愛、喜樂、和平、恩慈、良善、節制、忍耐。
[00:11:33.000 --> 00:11:38.000]  活出這些品格,這些態度,
[00:11:38.000 --> 00:11:40.000]  當然也跟神很親近。
[00:11:40.000 --> 00:11:41.000]  第三是什麼呢?
[00:11:41.000 --> 00:11:45.000]  智慧充足,不只是有靈性,而且懂得怎麼樣呢?
[00:11:45.000 --> 00:11:47.000]  管理。
[00:11:47.000 --> 00:11:49.000]  現在今天我們有多少人吃飯,
[00:11:49.000 --> 00:11:52.000]  我們應該分怎麼樣的隊來派,
[00:11:52.000 --> 00:11:57.000]  以致不會一下子派到中間就發現,好像不夠了。
[00:11:57.000 --> 00:12:01.000]  要有聰明智慧的人才能夠知道資源有多少,
[00:12:01.000 --> 00:12:08.000]  要用怎麼樣的方法來使到這個事情處理的迅速、有效。
[00:12:08.000 --> 00:12:14.000]  所以這裡看到愛主的人有美好的生命見證。
[00:12:14.000 --> 00:12:19.000]  弟兄姐妹,你想不想要有這樣的生命?
[00:12:19.000 --> 00:12:21.000]  我也想啊。
[00:12:21.000 --> 00:12:25.000]  請你為我禱告,我也為你禱告。
[00:12:25.000 --> 00:12:28.000]  有一個牧師,他在飛機上,
[00:12:28.000 --> 00:12:31.000]  他說一個經理,
[00:12:31.000 --> 00:12:34.000]  在飛機上你知道有時候我們不知道誰坐在我們旁邊的嘛,
[00:12:34.000 --> 00:12:40.000]  然後牧師呢,一般的牧師都不像我這樣的,
[00:12:40.000 --> 00:12:46.000]  就是比較友善的,樣子比較友善,愛講話這樣。
[00:12:46.000 --> 00:12:50.000]  那麼坐下來,旁邊那個看到這麼友善就跟他講話,
[00:12:50.000 --> 00:12:53.000]  談談談,大家談話的時候會談什麼呢?
[00:12:53.000 --> 00:12:55.000]  你是做什麼工作的啊?
[00:12:55.000 --> 00:12:57.000]  他說我是牧師。
[00:12:57.000 --> 00:13:04.000]  一講這句話之後呢,就繼續不講話了。
[00:13:04.000 --> 00:13:07.000]  不知道什麼原因,
[00:13:07.000 --> 00:13:11.000]  是不是別人會覺得跟牧師講話很大的壓力。
[00:13:11.000 --> 00:13:13.000]  這等於好像什麼呢?
[00:13:13.000 --> 00:13:18.000]  等於好像你一個食人族的人,
[00:13:18.000 --> 00:13:24.000]  他跟你說我們一起去吃午餐好嗎?
[00:13:24.000 --> 00:13:27.000]  所以呢,他就想了一個方法,
[00:13:27.000 --> 00:13:29.000]  他就說以後我搭飛機的時候,我要想一個方法。
[00:13:29.000 --> 00:13:33.000]  我要先說話,然後我要怎麼說呢?
[00:13:33.000 --> 00:13:37.000]  我要問他,在你的行業裡面呢,
[00:13:37.000 --> 00:13:40.000]  他先說話,在你的行業裡面呢,
[00:13:40.000 --> 00:13:42.000]  什麼是最重要的?
[00:13:42.000 --> 00:13:44.000]  你想達到什麼目標?
[00:13:44.000 --> 00:13:47.000]  對方就說了,我是做金融的,
[00:13:47.000 --> 00:13:51.000]  我要怎麼樣管理,我的責任,我的角色是融資,
[00:13:51.000 --> 00:13:54.000]  所以對我來說融資最重要。
[00:13:54.000 --> 00:13:59.000]  另外是,我是做風險管理的,風控,我做風控等等。
[00:13:59.000 --> 00:14:03.000]  那麼人家就會問回他了,
[00:14:03.000 --> 00:14:08.000]  那你在你的行業裡面,什麼是最重要的?
[00:14:08.000 --> 00:14:10.000]  為什麼你會問這個問題啊?
[00:14:10.000 --> 00:14:14.000]  原來是他設計好讓他問回他的。
[00:14:14.000 --> 00:14:24.000]  在我的行業裡面,就是要幫助每個人活到最好,等等。
[00:14:24.000 --> 00:14:28.000]  那麼我在想啊,不知道你知不知道,
[00:14:28.000 --> 00:14:31.000]  這就是教會的使命。
[00:14:31.000 --> 00:14:37.000]  教會的使命就是幫助每個人活得最好。
[00:14:37.000 --> 00:14:42.000]  因為上帝照我們每個人都是寶貴的,而且是不同的。
[00:14:42.000 --> 00:14:45.000]  我們要按著你的處境,你遇到的困難,
[00:14:45.000 --> 00:14:49.000]  怎麼樣克服,以至你能夠活出你的最好。
