
[00:00:00.000 --> 00:00:07.000]  今天我想和你們分享一個生命中不能承受的震
[00:00:07.000 --> 00:00:08.500]  為什麼呢?
[00:00:08.500 --> 00:00:11.500]  因為上兩星期我看到一段新聞
[00:00:11.500 --> 00:00:15.000]  很貼合今天的經文
[00:00:15.000 --> 00:00:18.000]  西藏地震
[00:00:18.000 --> 00:00:24.000]  地震震爛了所有房屋
[00:00:24.000 --> 00:00:30.000]  為什麼會全部倒塌呢?
[00:00:30.000 --> 00:00:32.000]  有沒有人聽到新聞說
[00:00:32.000 --> 00:00:36.000]  為什麼會全部倒塌呢?
[00:00:36.000 --> 00:00:43.000]  你看到有些地震不會全部倒塌
[00:00:43.000 --> 00:00:46.000]  可能只是歪了
[00:00:46.000 --> 00:00:52.000]  不會像剛剛那樣全部倒塌
[00:00:52.000 --> 00:00:55.000]  有沒有想過是什麼原因呢?
[00:00:55.000 --> 00:01:00.000]  剛剛有人說地基
[00:01:00.000 --> 00:01:02.000]  地基是怎樣呢?
[00:01:02.000 --> 00:01:06.000]  因為西藏建屋的地基
[00:01:06.000 --> 00:01:10.000]  全部都建在沙土上
[00:01:10.000 --> 00:01:12.000]  所以當地震來的時候
[00:01:12.000 --> 00:01:15.000]  沙土自然比較鬆
[00:01:15.000 --> 00:01:24.000]  鬆的話,所有的樓房都倒塌了
[00:01:24.000 --> 00:01:26.000]  在我們生命中
[00:01:26.000 --> 00:01:30.000]  其實都會有很多不同的震盪
[00:01:30.000 --> 00:01:35.000]  這些不同的震盪可能是來自你的家
[00:01:35.000 --> 00:01:38.000]  可能是來自你的人際關係
[00:01:38.000 --> 00:01:42.000]  甚至可能是一些突然來的
[00:01:42.000 --> 00:01:44.000]  雖然香港沒有地震
[00:01:44.000 --> 00:01:48.000]  你都沒有想過突然之間會出現什麼事情
[00:01:48.000 --> 00:01:52.000]  就好像你沒有想過突然來的COVID一樣
[00:01:52.000 --> 00:01:55.000]  但是在其他人的生命中
[00:01:55.000 --> 00:02:02.000]  可能他們會遇上一些戰爭的情況
[00:02:02.000 --> 00:02:06.000]  甚至Pastor Karen
[00:02:06.000 --> 00:02:10.000]  近期因為他不能離開
[00:02:10.000 --> 00:02:11.000]  但是如果他離開了
[00:02:11.000 --> 00:02:13.000]  我相信大家都會很擔心
[00:02:13.000 --> 00:02:15.000]  知道發生什麼事嗎?
[00:02:15.000 --> 00:02:17.000]  他要去的地方
[00:02:17.000 --> 00:02:19.000]  他要去的神學院LA
[00:02:19.000 --> 00:02:21.000]  發生大火
[00:02:21.000 --> 00:02:25.000]  可能這些都是你在新聞裡面看到的
[00:02:25.000 --> 00:02:28.000]  離自己很遠
[00:02:28.000 --> 00:02:32.000]  但是對於我都很近
[00:02:32.000 --> 00:02:35.000]  對於你們也會認識
[00:02:35.000 --> 00:02:39.000]  我的朋友在LA的屋子就燒了
[00:02:39.000 --> 00:02:41.000]  另外這一幅
[00:02:41.000 --> 00:02:43.000]  知道在誰家裡嗎?
[00:02:43.000 --> 00:02:46.000]  Auntie Annie
[00:02:46.000 --> 00:02:48.000]  這個Auntie Annie
[00:02:48.000 --> 00:02:51.000]  Auntie Annie的屋子正正就看著
[00:02:51.000 --> 00:02:53.000]  但是沒有燒掉她的屋子
[00:02:53.000 --> 00:02:55.000]  這是感謝主
[00:02:55.000 --> 00:02:58.000]  所以其實有很多事情
[00:02:58.000 --> 00:03:02.000]  以為是我們離我們很遠的地方
[00:03:02.000 --> 00:03:05.000]  但是卻是很近
[00:03:05.000 --> 00:03:08.000]  今天我想和大家一起看看
[00:03:08.000 --> 00:03:13.000]  在《馬太福音》七章24到29節
[00:03:13.000 --> 00:03:15.000]  那裡這樣說
[00:03:15.000 --> 00:03:17.000]  (朗讀)
[00:03:17.000 --> 00:03:19.000]  (朗讀)
[00:03:19.000 --> 00:03:21.000]  (朗讀)
[00:03:21.000 --> 00:03:33.480]  把房子蓋在盤石上 雨淋 水沖 風吹 撞着那房子 房子總不倒塌 因為根基立在盤石上
[00:03:33.480 --> 00:03:41.720]  凡聽見我者話 不去行的 好比一個無知的人 把房子蓋在沙土上
[00:03:41.720 --> 00:03:50.680]  雨淋 水沖 風吹 撞著那房子 房子就倒塌了 並且倒塌得很大
[00:03:50.680 --> 00:03:55.800]  耶穌說完了這些話 眾人都唏噓他的教訓
[00:03:55.800 --> 00:04:03.000]  因為他教訓他們 正像有權柄的人 不像他們的民事
[00:04:03.000 --> 00:04:07.480]  我很喜歡這張照片 可能大家看不到
[00:04:07.480 --> 00:04:13.240]  這張照片是一個很大的浪
[00:04:13.240 --> 00:04:18.600]  但是這裡有一個人在衝浪
[00:04:18.600 --> 00:04:21.880]  為什麼我很喜歡這張照片呢?
[00:04:21.880 --> 00:04:26.680]  這是放在我的桌上的照片
[00:04:26.680 --> 00:04:30.600]  因為它給我一個很大的提醒
[00:04:30.600 --> 00:04:35.000]  一個這麼大的浪衝過來身邊
[00:04:35.000 --> 00:04:39.160]  靠我自己一個人衝過去
[00:04:39.160 --> 00:04:41.160]  不是靠我自己一個人
[00:04:41.160 --> 00:04:43.160]  神與我們同在
[00:04:43.160 --> 00:04:45.160]  當神與我們同在的時候
[00:04:45.160 --> 00:04:48.040]  我們能夠衝過這個浪的時候
[00:04:48.040 --> 00:04:50.040]  人生又再不一樣
[00:04:50.040 --> 00:04:53.800]  所以每一次我們遇到困難的時候
[00:04:53.800 --> 00:04:57.640]  不要只想著自己一個人經歷這些困難
[00:04:57.640 --> 00:05:02.600]  我們說到在堅固的根基裡面
[00:05:02.600 --> 00:05:07.240]  最重要的是我們聽道和行道
[00:05:07.240 --> 00:05:09.240]  一個建築物
[00:05:09.240 --> 00:05:12.520]  穩固的建築物
[00:05:12.520 --> 00:05:16.520]  無論是有多悠久的歷史
[00:05:16.520 --> 00:05:19.400]  或者是一些現代的建築物
[00:05:19.400 --> 00:05:23.160]  都需要一個很重要的根基
[00:05:23.160 --> 00:05:25.720]  才可以不倒塌
[00:05:25.720 --> 00:05:30.280]  不會像我剛才所說的西藏的房子
[00:05:30.280 --> 00:05:35.400]  如果建在一個不堅固的地基裡面
[00:05:35.400 --> 00:05:37.960]  就會很容易倒塌
[00:05:37.960 --> 00:05:42.200]  所以根基對於一個建築物很重要
[00:05:42.200 --> 00:05:50.040]  根基也決定了建造在它上面的建築物的高度和重量
[00:05:50.040 --> 00:05:54.680]  所以對於我們作為基督徒來說
[00:05:54.680 --> 00:05:59.480]  我們的根基建基於在什麼地方呢?
[00:05:59.480 --> 00:06:03.480]  是在聽道和行道
[00:06:03.480 --> 00:06:07.480]  這裡說到如果我們聽見
[00:06:07.480 --> 00:06:10.280]  聽見就去行
[00:06:10.280 --> 00:06:12.280]  當你聽的時候
[00:06:12.280 --> 00:06:14.280]  你聽見就去行
[00:06:14.280 --> 00:06:18.280]  中間經歷了一個什麼階段呢?
[00:06:18.280 --> 00:06:22.280]  你聽完之後要怎樣才可以走出來呢?
[00:06:22.280 --> 00:06:25.080]  是要怎樣的?
[00:06:25.080 --> 00:06:27.080]  聽完之後會怎樣?
[00:06:27.080 --> 00:06:31.080]  聽完之後會左耳入右耳出嗎?
[00:06:31.080 --> 00:06:36.280]  貝加芙你們讀書是怎樣的呢?
[00:06:36.280 --> 00:06:42.280]  聽完之後我們要明白才能走出來
[00:06:42.280 --> 00:06:46.280]  如果不明白要怎樣去做呢?
[00:06:46.280 --> 00:06:48.280]  所以記住聽完之後
[00:06:48.280 --> 00:06:50.280]  耳朵在這裡
[00:06:50.280 --> 00:06:54.280]  接著你要去想一下
[00:06:54.280 --> 00:06:56.280]  耳朵和腦很接近
[00:06:56.280 --> 00:06:58.280]  聽完之後去想
[00:06:58.280 --> 00:07:04.280]  接著才是行動
[00:07:04.280 --> 00:07:08.280]  這是一個很重要的根基
[00:07:08.280 --> 00:07:14.280]  我們說這個根基是在盤石上
[00:07:14.280 --> 00:07:16.280]  盤石是什麼呢?
[00:07:16.280 --> 00:07:18.280]  是不是就是這樣一塊石呢?
[00:07:18.280 --> 00:07:24.280]  這裡說盤石是告訴我們根基建基於耶穌基督裡面
[00:07:24.280 --> 00:07:28.280]  耶穌基督裡面是很重要的
[00:07:28.280 --> 00:07:30.280]  在詩篇11篇3節裡這樣說
[00:07:30.280 --> 00:07:34.280]  如果根基是壞的
[00:07:34.280 --> 00:07:36.280]  毀壞了
[00:07:36.280 --> 00:07:38.280]  二人還能作什麼呢?
[00:07:38.280 --> 00:07:42.280]  當根基不穩固的時候
[00:07:42.280 --> 00:07:46.280]  我們可以做什麼呢?
[00:07:46.280 --> 00:07:50.280]  所以我們在這裡說到
[00:07:50.280 --> 00:07:52.280]  聽耶穌基督的話
[00:07:52.280 --> 00:07:56.280]  神的話語就好像我們的指南一樣
[00:07:56.280 --> 00:07:58.280]  這裡說
[00:07:58.280 --> 00:08:00.280]  聽見他話的人
[00:08:00.280 --> 00:08:02.280]  這裡提醒我們
[00:08:02.280 --> 00:08:04.280]  神的話語就像我們生命的地圖一樣
[00:08:04.280 --> 00:08:08.280]  指引我們去正確的路上
[00:08:08.280 --> 00:08:12.280]  其實在我們日常生活裡面
[00:08:12.280 --> 00:08:14.280]  你會聽到很多的聲音
[00:08:14.280 --> 00:08:18.280]  你可能會將一個決定
[00:08:18.280 --> 00:08:20.280]  會和你的朋友分享
[00:08:20.280 --> 00:08:24.280]  然後你很期望你的朋友
[00:08:24.280 --> 00:08:26.280]  回答你的答案
