
[00:00:00.000 --> 00:00:04.000]  (影片播放中)
[00:00:04.000 --> 00:00:11.000]  感謝讚美神,讓我們今天一起來看這個題目:耶穌帶給世人使命
[00:00:11.000 --> 00:00:19.000]  在這裡,我就跟大家一起要講的是一個馬可福音的講道系列
[00:00:19.000 --> 00:00:25.000]  第一講,上次已經跟大家講了耶穌是誰
[00:00:25.000 --> 00:00:32.000]  所以今天第二講,我接著馬可福音講下去,是耶穌給人的使命
[00:00:32.000 --> 00:00:38.000]  在這裡,我們先看今天的講道經文
[00:00:38.000 --> 00:00:41.000]  讀給弟兄姊妹聽
[00:00:41.000 --> 00:00:46.000]  聖靈立刻把耶穌催促到曠野裡去
[00:00:46.000 --> 00:00:53.000]  祂在曠野四十天受撒旦的試探,並與野獸同在一起
[00:00:53.000 --> 00:00:56.000]  且有天使來伺候他
[00:00:56.000 --> 00:01:02.000]  約翰下殲以後,耶穌來到加利利,宣講神的福音
[00:01:02.000 --> 00:01:09.000]  說:日期滿了,神的國靜了,你們要悔改,信福音
[00:01:09.000 --> 00:01:12.000]  耶穌沿著加利利的海邊走
[00:01:12.000 --> 00:01:18.000]  看見西門和西門的弟弟安德烈在海上撒網
[00:01:18.000 --> 00:01:20.000]  他們本是打魚的
[00:01:20.000 --> 00:01:27.000]  耶穌對他們說:來跟從我,我要叫你們得人如得魚一樣
[00:01:27.000 --> 00:01:30.000]  他們立刻舍了網,跟從他
[00:01:30.000 --> 00:01:41.000]  耶穌稍往前走,又見西比泰的兒子雅各和他弟弟約翰在船上捕網
[00:01:41.000 --> 00:01:52.000]  耶穌隨即呼召他們,他們就把父親西比泰和故宮留在船上,跟從了耶穌
[00:01:52.000 --> 00:01:55.000]  這段經文我們都很熟悉
[00:01:55.000 --> 00:01:59.000]  今天我們要講耶穌給世人的使命
[00:01:59.000 --> 00:02:05.000]  在這裡我不知道你有什麼感想
[00:02:05.000 --> 00:02:10.000]  對我來說,人生總是會走到一些階段
[00:02:10.000 --> 00:02:16.000]  突然間忘了本來的目的是什麼
[00:02:16.000 --> 00:02:21.000]  我們就好像一些人,最近很多人喜歡去爬山
[00:02:21.000 --> 00:02:25.000]  以前我也是跟同學常常爬山
[00:02:25.000 --> 00:02:30.000]  有些時候那個山,我們不知道它的路程是怎樣
[00:02:30.000 --> 00:02:36.000]  我們要上去才知道,有多少個山峰,上上下下
[00:02:36.000 --> 00:02:40.000]  本來我們出發之前,我們是看到那些漂亮的照片
[00:02:40.000 --> 00:02:43.000]  我們說要去這個地方,要去這個地方
[00:02:43.000 --> 00:02:50.000]  但是在過程中,可能是三個小時,可能是五個小時,可能是六個小時,還更多
