
[00:00:00.000 --> 00:00:02.000]  今天我們繼續看啟示錄
[00:00:02.000 --> 00:00:04.920]  我一看這段聖經
[00:00:04.920 --> 00:00:06.680]  我就想起耶穌
[00:00:06.680 --> 00:00:07.880]  那當然啦
[00:00:07.880 --> 00:00:09.240]  在說耶穌嘛
[00:00:09.240 --> 00:00:12.200]  不過我不是想起耶穌再來
[00:00:12.200 --> 00:00:17.200]  我想起耶穌剛剛道成肉身來到地上
[00:00:17.200 --> 00:00:18.960]  的那段時間
[00:00:18.960 --> 00:00:23.120]  耶穌剛剛道成肉身來到地上
[00:00:23.120 --> 00:00:25.920]  祂開始傳道
[00:00:25.920 --> 00:00:28.840]  祂一出來
[00:00:28.840 --> 00:00:33.240]  當祂教導有關神的角度要臨到的時候
[00:00:33.240 --> 00:00:36.040]  祂說了兩句話
[00:00:36.040 --> 00:00:40.560]  「天國近了,你們應當悔改」
[00:00:40.560 --> 00:00:43.160]  就是天國來了
[00:00:43.160 --> 00:00:45.240]  我們要怎樣進入呢
[00:00:45.240 --> 00:00:47.160]  我們需要悔改
[00:00:47.160 --> 00:00:49.840]  不過如果我們看
[00:00:49.840 --> 00:00:51.840]  《紀卷》的福音書
[00:00:51.840 --> 00:00:55.840]  我們就看到當時不少人心裡不是想這件事
[00:00:56.840 --> 00:00:58.840]  他們當時心裡就想
[00:00:58.840 --> 00:01:00.840]  好了 耶穌那麼出名那麼厲害
[00:01:00.840 --> 00:01:04.840]  祂是不是就是來帶領我們以色列人重新建立
[00:01:04.840 --> 00:01:07.840]  一個很輝煌的王國
[00:01:07.840 --> 00:01:11.440]  祂是不是就是在當下
[00:01:11.440 --> 00:01:15.840]  帶領以色列人重新脫離羅馬的統治
[00:01:15.840 --> 00:01:19.840]  重新建立一個屬於他們自己的國家
[00:01:19.840 --> 00:01:22.840]  於是我們開始看到
[00:01:23.840 --> 00:01:27.440]  他們有人很想耶穌做王
[00:01:27.440 --> 00:01:30.840]  所以聖經是這樣記載的
[00:01:30.840 --> 00:01:34.440]  「眾人看見耶穌所行的神蹟,就說:
[00:01:34.440 --> 00:01:38.440]  『這真是那要來世間的先知』」
[00:01:38.440 --> 00:01:40.640]  然後聖經說
[00:01:40.640 --> 00:01:44.840]  「耶穌既知道眾人要來強逼他作王,
[00:01:44.840 --> 00:01:49.440]  就獨自又退到山上去了」
[00:01:49.440 --> 00:01:51.640]  從耶穌的行動
[00:01:51.640 --> 00:01:55.840]  我們知道耶穌當時不是要來做這個世界上的王
[00:01:55.840 --> 00:01:59.840]  不是要來這個世界做地上以色列的王
[00:01:59.840 --> 00:02:06.840]  後來經過一連串的耶穌傳道工作
[00:02:06.840 --> 00:02:07.840]  三年多之後
[00:02:07.840 --> 00:02:11.840]  耶穌知道他為世人犧牲的日子近了
[00:02:11.840 --> 00:02:14.840]  他就決定上去耶路撒冷
[00:02:14.840 --> 00:02:19.840]  當他進入耶路撒冷的時候
[00:02:19.840 --> 00:02:23.840]  聖經告訴我們耶路撒冷的居民很高興
[00:02:23.840 --> 00:02:25.840]  聖經說
[00:02:25.840 --> 00:02:28.840]  「眾人多半把衣服鋪在路上,
[00:02:28.840 --> 00:02:32.840]  還有人撼下樹枝來鋪在路上」
[00:02:32.840 --> 00:02:33.840]  很歡迎耶穌
[00:02:33.840 --> 00:02:35.840]  很渴望祂的來到
[00:02:35.840 --> 00:02:36.840]  所以來了
[00:02:36.840 --> 00:02:37.840]  很開心
[00:02:37.840 --> 00:02:40.840]  然後他們就說
[00:02:40.840 --> 00:02:43.840]  「和善勒歸於大衛之子,
[00:02:43.840 --> 00:02:46.840]  奉主明來的是應當稱重的,
[00:02:46.840 --> 00:02:49.840]  至高無上的和善勒」
[00:02:49.840 --> 00:02:51.840]  我們看馬克福音
[00:02:51.840 --> 00:02:55.840]  「和善勒奉主明來的是應當稱重的,
[00:02:55.840 --> 00:03:00.840]  那將要來的我祖大衛之國是應當稱重的,
[00:03:00.840 --> 00:03:03.840]  至高無上的和善勒」
[00:03:03.840 --> 00:03:06.840]  有人福音這樣記載
[00:03:06.840 --> 00:03:08.840]  「第二天有一大群人上來,
[00:03:08.840 --> 00:03:10.840]  過節的人聽見耶穌要來耶路撒冷,
[00:03:10.840 --> 00:03:13.840]  就拿著棕樹枝出去迎接他,
[00:03:13.840 --> 00:03:17.840]  然後就說:和善勒,以色列的王,
[00:03:17.840 --> 00:03:22.840]  奉主明來的是應當稱重的」
[00:03:22.840 --> 00:03:26.840]  三段的經文
[00:03:26.840 --> 00:03:27.840]  三個的名字
[00:03:27.840 --> 00:03:31.840]  大衛之子、大衛之國、以色列的王
[00:03:31.840 --> 00:03:33.840]  很明顯地耶路撒冷的居民
[00:03:33.840 --> 00:03:37.840]  那麼雀躍歡迎耶穌進入耶路撒冷的原因
[00:03:37.840 --> 00:03:39.840]  是他們認為這位以色列的王
[00:03:39.840 --> 00:03:41.840]  現在要進入他的京城
[00:03:41.840 --> 00:03:43.840]  他來了,我們渴求很久
[00:03:43.840 --> 00:03:45.840]  他來做我們的王,他終於來了
[00:03:45.840 --> 00:03:48.840]  所以我們帶著雀躍的心迎接他進來
[00:03:48.840 --> 00:03:51.840]  我當然知道
[00:03:51.840 --> 00:03:53.840]  當耶穌說我不是你的王之後
[00:03:53.840 --> 00:03:56.840]  情況急轉直下
[00:03:56.840 --> 00:04:00.840]  群眾說釘死他,釘死他,釘死他
[00:04:00.840 --> 00:04:03.840]  因為他不是我們心目當中想的那個人
[00:04:03.840 --> 00:04:08.840]  後來耶穌復活
[00:04:08.840 --> 00:04:10.840]  他又再來見門徒
[00:04:11.840 --> 00:04:13.840]  門徒念念不忘
[00:04:13.840 --> 00:04:17.840]  主也你就要在這個時候復興以色列國
[00:04:17.840 --> 00:04:20.840]  耶穌復活
[00:04:20.840 --> 00:04:23.840]  經過危難,門徒四散躲起來
[00:04:23.840 --> 00:04:26.840]  見到耶穌,仍然想著這件事
[00:04:26.840 --> 00:04:28.840]  門徒的意思仍然沒有改變
[00:04:28.840 --> 00:04:30.840]  心裡想著耶穌既然這麼厲害
[00:04:30.840 --> 00:04:32.840]  有能力從死亡中復活過來
[00:04:32.840 --> 00:04:36.840]  而且又再一次將我們分散聚集在一起
[00:04:36.840 --> 00:04:37.840]  想做什麼呢?
[00:04:37.840 --> 00:04:38.840]  當然做一件事
[00:04:38.840 --> 00:04:41.840]  用他的大能幫我們重建地上的以色列王國
[00:04:41.840 --> 00:04:44.840]  耶穌死了可以復活這麼大的能力
[00:04:44.840 --> 00:04:47.840]  還不是幫我們建立地上的王國
[00:04:47.840 --> 00:04:52.840]  然後耶穌告訴他們
[00:04:52.840 --> 00:04:54.840]  聚集他們的目的
[00:04:54.840 --> 00:04:57.840]  就是要他們去到普天之下傳福音
[00:04:57.840 --> 00:05:01.840]  然後耶穌就被接升天
[00:05:01.840 --> 00:05:03.840]  當耶穌被接升天的時候
[00:05:03.840 --> 00:05:05.840]  聖經這樣記載
[00:05:05.840 --> 00:05:08.840]  加利利人,你們為什麼站著望天呢?
[00:05:08.840 --> 00:05:11.840]  就離開你們被接升天的耶穌
[00:05:11.840 --> 00:05:14.840]  你們要看他怎樣升上天去
[00:05:14.840 --> 00:05:17.840]  他也要怎樣來臨
[00:05:17.840 --> 00:05:21.840]  這就是二千年來基督教信仰當中
[00:05:21.840 --> 00:05:22.840]  我們常常提到的
[00:05:22.840 --> 00:05:25.840]  主必定再回來
[00:05:25.840 --> 00:05:31.840]  這是我們作主門徒很期盼的一件事
[00:05:32.840 --> 00:05:36.840]  頂小妹,你預備好迎接耶穌回來了嗎?
[00:05:36.840 --> 00:05:39.840]  如果耶穌今天站在我前面
[00:05:39.840 --> 00:05:40.840]  真的不知道該怎麼說
[00:05:40.840 --> 00:05:42.840]  還不能說
[00:05:42.840 --> 00:05:49.840]  頂小妹,我們有沒有預備好迎接耶穌回來?
[00:05:49.840 --> 00:05:55.840]  今天這段經文
[00:05:55.840 --> 00:05:57.840]  我相信第一段他對我們說
[00:05:57.840 --> 00:05:59.840]  就是在來基督的身份
[00:05:59.840 --> 00:06:01.840]  他是一個得勝的凱旋者
[00:06:02.840 --> 00:06:04.840]  今天我們看的啟示錄
[00:06:04.840 --> 00:06:06.840]  十九章十一到二十一節
[00:06:06.840 --> 00:06:09.840]  正正就是描述基督再回來的情況
[00:06:09.840 --> 00:06:14.840]  其實從上一次李文耀博士所說的
[00:06:14.840 --> 00:06:17.840]  講道就是十九章前面的十節經文
[00:06:17.840 --> 00:06:20.840]  約翰已經很清楚地告訴我們
[00:06:20.840 --> 00:06:23.840]  他說他聽到有聲音告訴他
[00:06:23.840 --> 00:06:25.840]  Hallelujah,我們的主
[00:06:25.840 --> 00:06:29.840]  全能者作王了
[00:06:29.840 --> 00:06:30.840]  他聽到有聲音告訴他
[00:06:30.840 --> 00:06:32.840]  神要作王了
[00:06:32.840 --> 00:06:34.840]  在今天的經文
[00:06:34.840 --> 00:06:35.840]  約翰告訴我們
[00:06:35.840 --> 00:06:37.840]  他不單止聽到
[00:06:37.840 --> 00:06:39.840]  他看到一個景象
[00:06:39.840 --> 00:06:42.840]  就是這位永生的神
[00:06:42.840 --> 00:06:44.840]  真的要來作王
[00:06:44.840 --> 00:06:49.840]  所以我們先看啟示錄十九章十一到十六節
[00:06:49.840 --> 00:06:50.840]  這幾個聖經告訴我們
