
[00:00:00.000 --> 00:00:02.000]  (字幕製作:貝爾)
[00:00:02.000 --> 00:00:07.160]  各位早安
[00:00:07.160 --> 00:00:09.160]  再次歡迎大家
[00:00:09.160 --> 00:00:11.160]  歡迎網上的
[00:00:11.160 --> 00:00:13.160]  我都不忘記網上的電影姊妹
[00:00:13.160 --> 00:00:15.160]  亦歡迎新朋友
[00:00:15.160 --> 00:00:17.160]  剛才有幾位新朋友
[00:00:17.160 --> 00:00:20.420]  正式再次歡迎你們來到我們中間
[00:00:20.420 --> 00:00:24.520]  但願這個地方能夠成為你一個屬靈的家
[00:00:24.520 --> 00:00:26.520]  感到一個家的溫暖
[00:00:26.520 --> 00:00:29.520]  剛才想說一些很sweet的東西
[00:00:29.520 --> 00:00:33.520]  亦很開心能夠再次見到
[00:00:33.520 --> 00:00:35.520]  Ivan在我們中間
[00:00:35.520 --> 00:00:37.520]  跟我們大敬拜
[00:00:37.520 --> 00:00:42.520]  可能疫情之前他也有跟我們一起敬拜
[00:00:42.520 --> 00:00:44.520]  我都很開心能夠一起同宮
[00:00:44.520 --> 00:00:49.520]  這個是沒有計劃過的引言
[00:00:49.520 --> 00:00:54.520]  亦都知道今天我們預備要去outing
[00:00:54.520 --> 00:00:57.520]  所以我就不會說太多太複雜的東西
[00:00:57.520 --> 00:01:02.520]  很快就可以讓大家去outing
[00:01:02.520 --> 00:01:07.520]  如果你今天打開聖經app
[00:01:07.520 --> 00:01:10.520]  打到羅馬書第十六章的時候
[00:01:10.520 --> 00:01:13.520]  羅馬書有聖經app
[00:01:13.520 --> 00:01:15.520]  當然有電話
[00:01:15.520 --> 00:01:17.520]  亦都可能有聖經app
[00:01:17.520 --> 00:01:23.520]  如果你按下去羅馬書第十六章的時候
[00:01:23.520 --> 00:01:25.520]  你會發現甚麼
[00:01:25.520 --> 00:01:27.520]  有人可以真的按一下嗎
[00:01:27.520 --> 00:01:31.520]  請人說說
[00:01:31.520 --> 00:01:33.520]  有沒有人發現甚麼
[00:01:33.520 --> 00:01:35.520]  羅馬書第十六章
[00:01:35.520 --> 00:01:37.520]  有沒有人發現甚麼
[00:01:37.520 --> 00:01:41.520]  有些人名
[00:01:41.520 --> 00:01:43.520]  還有呢
[00:01:43.520 --> 00:01:49.520]  還在按
[00:01:49.520 --> 00:01:53.520]  今天鼓勵大家開電話
[00:01:53.520 --> 00:01:55.520]  很難得讓大家按電話
[00:01:55.520 --> 00:01:57.520]  看著經文
[00:01:57.520 --> 00:02:00.520]  因為這裡有很多人名
[00:02:00.520 --> 00:02:02.520]  還有呢
[00:02:02.520 --> 00:02:06.520]  我們終於來到羅馬書的最後一章
[00:02:06.520 --> 00:02:08.520]  真是厲害
[00:02:08.520 --> 00:02:12.520]  我們由上年八月看到現在
[00:02:12.520 --> 00:02:14.520]  有多少個月
[00:02:14.520 --> 00:02:16.520]  看了十個月羅馬書
[00:02:16.520 --> 00:02:17.520]  都很不容易
[00:02:17.520 --> 00:02:19.520]  不如給點掌聲給自己
[00:02:19.520 --> 00:02:21.520]  給點掌聲給旁邊的
[00:02:21.520 --> 00:02:23.520]  無論你是和我一起的
[00:02:23.520 --> 00:02:25.520]  這八個月
[00:02:25.520 --> 00:02:27.520]  十個月由八月到現在
[00:02:27.520 --> 00:02:30.520]  我發現原來我第一次chapter one
[00:02:30.520 --> 00:02:32.520]  原來我們差不多頭兩次
[00:02:32.520 --> 00:02:34.520]  說羅馬書已經是八月八的時候
[00:02:34.520 --> 00:02:37.520]  到現在十個月去看一卷書
[00:02:37.520 --> 00:02:39.520]  就是看十六章
[00:02:39.520 --> 00:02:41.520]  十六個chapter
[00:02:41.520 --> 00:02:43.520]  真是非常不容易
[00:02:43.520 --> 00:02:45.520]  知道裡面其實都幾難
[00:02:45.520 --> 00:02:47.520]  但我們終於都看完
[00:02:47.520 --> 00:02:50.520]  他講甚麼呢
[00:02:50.520 --> 00:02:52.520]  當我們去重溫
[00:02:52.520 --> 00:02:54.520]  當我們去到這一章的時候
[00:02:54.520 --> 00:02:56.520]  我發現很奇怪
[00:02:56.520 --> 00:03:00.520]  有沒有人可以數到裡面有多少個人名
[00:03:00.520 --> 00:03:02.520]  有沒有人喜歡計數
[00:03:02.520 --> 00:03:04.520]  數一下有多少個人名
[00:03:04.520 --> 00:03:08.520]  我相信大家心裡已經計到
[00:03:08.520 --> 00:03:10.520]  有三十個人名
[00:03:10.520 --> 00:03:12.520]  真是非常誇張
[00:03:12.520 --> 00:03:15.520]  究竟我們今天看些甚麼呢
[00:03:15.520 --> 00:03:17.520]  看些甚麼呢
[00:03:17.520 --> 00:03:20.520]  看了這個list都覺得頭暈
[00:03:20.520 --> 00:03:25.520]  原來這個是保羅的寫作風格
[00:03:25.520 --> 00:03:29.520]  原來保羅在每一卷書或每一封信的最後
[00:03:29.520 --> 00:03:31.520]  他就會做這些事
[00:03:31.520 --> 00:03:33.520]  他會在書信的最後
[00:03:33.520 --> 00:03:35.520]  會有一些問安
[00:03:35.520 --> 00:03:37.520]  他英文叫greetings
[00:03:37.520 --> 00:03:39.520]  應該大家正在開來看
[00:03:39.520 --> 00:03:41.520]  他會有一些問安
[00:03:41.520 --> 00:03:43.520]  有時候又會講一些advice
[00:03:43.520 --> 00:03:45.520]  一些勸勉
[00:03:45.520 --> 00:03:47.520]  又或者他代替其他人
[00:03:47.520 --> 00:03:49.520]  去問候那些Christians
[00:03:49.520 --> 00:03:53.520]  最後就加上一些praise
[00:03:53.520 --> 00:03:55.520]  讚美神的說話
[00:03:55.520 --> 00:03:57.520]  來做一個總結
[00:03:57.520 --> 00:04:01.520]  大部份的經文大部份的書信都是這樣的
[00:04:01.520 --> 00:04:03.520]  他寫了十三卷書
[00:04:03.520 --> 00:04:05.520]  都很厲害
[00:04:05.520 --> 00:04:07.520]  但今天我們去到十六章
[00:04:07.520 --> 00:04:09.520]  究竟我們想看些甚麼呢
[00:04:09.520 --> 00:04:13.520]  今天我就想介紹他有幾個friend給大家認識
[00:04:13.520 --> 00:04:17.520]  我想大家都很習慣認識新朋友
[00:04:17.520 --> 00:04:19.520]  記得我剛才說
[00:04:19.520 --> 00:04:23.520]  我們這一章有三十多個人
[00:04:23.520 --> 00:04:25.520]  但如果你計一至十六節
[00:04:25.520 --> 00:04:29.520]  一到十六節就有二十九個
[00:04:29.520 --> 00:04:33.520]  而最後那兩個是沒有人名的
[00:04:33.520 --> 00:04:35.520]  一到十六節有二十九個
[00:04:35.520 --> 00:04:38.520]  其中有兩個最下面就是
[00:04:38.520 --> 00:04:41.520]  誰誰的mother或者sister
[00:04:41.520 --> 00:04:47.520]  今天我就決定介紹三個叫做保羅的閨密
[00:04:47.520 --> 00:04:49.520]  保羅的besties給大家聽
[00:04:49.520 --> 00:04:51.520]  大家預備
[00:04:51.520 --> 00:04:55.520]  羅馬書第十六章第一節這樣說
[00:04:55.520 --> 00:04:57.520]  知道大家還未睡醒
[00:04:57.520 --> 00:04:59.520]  可能在這裡幫大家讀
[00:04:59.520 --> 00:05:01.520]  我對你們推薦我們的姐妹
[00:05:01.520 --> 00:05:03.520]  菲比
[00:05:03.520 --> 00:05:05.520]  她是堅格理教會的執事
[00:05:05.520 --> 00:05:09.520]  請你們在主裡面用合乎聖徒的方式來接待她
[00:05:09.520 --> 00:05:12.520]  她在任何事上需要你們的幫助
[00:05:12.520 --> 00:05:14.520]  你們就幫她吧
[00:05:14.520 --> 00:05:17.520]  因為她數來都是幫了很多人
[00:05:17.520 --> 00:05:19.520]  也幫了我保羅
[00:05:19.520 --> 00:05:21.520]  第一個叫做菲比
[00:05:21.520 --> 00:05:23.520]  菲比
[00:05:23.520 --> 00:05:25.520]  請問這裡有沒有人叫菲比
[00:05:25.520 --> 00:05:28.520]  有沒有認識friend叫菲比
[00:05:28.520 --> 00:05:30.520]  後面有
[00:05:30.520 --> 00:05:32.520]  我也認識一個朋友叫菲比
[00:05:32.520 --> 00:05:33.520]  應該有兩個
[00:05:33.520 --> 00:05:34.520]  原來
[00:05:34.520 --> 00:05:36.520]  找回資料才知道
[00:05:36.520 --> 00:05:37.520]  原來她是希臘文
[00:05:37.520 --> 00:05:39.520]  是Greek的名字
[00:05:39.520 --> 00:05:41.520]  意思是bright
[00:05:41.520 --> 00:05:43.520]  或者pure
[00:05:43.520 --> 00:05:45.520]  bright或者pure的意思
[00:05:45.520 --> 00:05:47.520]  這個菲比很厲害
[00:05:47.520 --> 00:05:49.520]  她是教會裡的
[00:05:49.520 --> 00:05:51.520]  執事
[00:05:51.520 --> 00:05:52.520]  Deacon
[00:05:52.520 --> 00:05:54.520]  是服侍上帝的人
[00:05:54.520 --> 00:05:55.520]  執事
[00:05:55.520 --> 00:05:56.520]  有沒有人知道執事是誰
[00:05:56.520 --> 00:05:57.520]  是什麼人
[00:05:57.520 --> 00:05:59.520]  是什麼人
[00:05:59.520 --> 00:06:01.520]  有人知道
[00:06:01.520 --> 00:06:03.520]  是
[00:06:04.520 --> 00:06:07.520]  我本來想找一張阿姨的照片放上去
[00:06:07.520 --> 00:06:08.520]  不要緊
[00:06:08.520 --> 00:06:09.520]  阿姨先揮揮手
[00:06:09.520 --> 00:06:11.520]  她就是我們教會中的Deacon
[00:06:11.520 --> 00:06:12.520]  其中一位的Deacon
[00:06:12.520 --> 00:06:14.520]  雖然她不是傳道人
[00:06:14.520 --> 00:06:16.520]  但她們都是服侍教會的
[00:06:16.520 --> 00:06:18.520]  都是教會的領袖
[00:06:18.520 --> 00:06:20.520]  就好像我們中間的阿姨
[00:06:20.520 --> 00:06:23.520]  這裡其實一開始在使徒行傳
[00:06:23.520 --> 00:06:25.520]  已經告訴我們
[00:06:25.520 --> 00:06:27.520]  他們是負責一些教會裡
[00:06:27.520 --> 00:06:28.520]  很實際的東西
[00:06:28.520 --> 00:06:29.520]  一些需要
[00:06:29.520 --> 00:06:32.520]  例如看飯食
[00:06:32.520 --> 00:06:34.520]  一日三餐
[00:06:34.520 --> 00:06:35.520]  吃什麼
[00:06:35.520 --> 00:06:36.520]  管理物資
[00:06:36.520 --> 00:06:38.520]  甚至用一些財政
[00:06:38.520 --> 00:06:40.520]  管理一些財政上的東西
[00:06:40.520 --> 00:06:42.520]  去侍奉神
[00:06:42.520 --> 00:06:44.520]  但原來這個菲比
[00:06:44.520 --> 00:06:46.520]  這個菲比
[00:06:46.520 --> 00:06:48.520]  除了執事這個身份
[00:06:48.520 --> 00:06:51.520]  原來她更加有一個獨特的角色
[00:06:51.520 --> 00:06:55.520]  就是原來她是專誠幫補羅
[00:06:55.520 --> 00:06:57.520]  去送這封Book of Romans
[00:06:57.520 --> 00:06:58.520]  這個信
[00:06:58.520 --> 00:07:02.520]  就是把這封信送到教會的那個人
[00:07:02.520 --> 00:07:04.520]  這就很重要了
[00:07:04.520 --> 00:07:06.520]  今天我們傳下來
[00:07:06.520 --> 00:07:08.520]  有這封Book of Romans
[00:07:08.520 --> 00:07:09.520]  這個不是Book
[00:07:09.520 --> 00:07:10.520]  其實是Supporter's Letters
[00:07:10.520 --> 00:07:11.520]  這封信
[00:07:11.520 --> 00:07:13.520]  原來是她去發給別人
[00:07:13.520 --> 00:07:15.520]  她去送去那裡
[00:07:15.520 --> 00:07:17.520]  就好像我們送信
[00:07:17.520 --> 00:07:18.520]  需要什麼?
[00:07:18.520 --> 00:07:19.520]  郵差
[00:07:19.520 --> 00:07:21.520]  原來她正正就是這個郵差
[00:07:21.520 --> 00:07:24.520]  把這封信帶到哪個地方?
[00:07:24.520 --> 00:07:26.520]  羅馬
[00:07:26.520 --> 00:07:28.520]  帶到羅馬當中
[00:07:28.520 --> 00:07:30.520]  不單止這樣
[00:07:30.520 --> 00:07:31.520]  你可以想像到
[00:07:31.520 --> 00:07:34.520]  當羅馬的教會揭開這封信
[00:07:34.520 --> 00:07:36.520]  會發現什麼?
[00:07:36.520 --> 00:07:38.520]  當她發現一些不明白
[00:07:38.520 --> 00:07:39.520]  或者很複雜
[00:07:39.520 --> 00:07:40.520]  好像我們今天這樣
[00:07:40.520 --> 00:07:41.520]  很難明白的時候
[00:07:41.520 --> 00:07:43.520]  可能菲比也要負責
[00:07:43.520 --> 00:07:45.520]  要跟她講解一下
[00:07:45.520 --> 00:07:47.520]  Clarify
[00:07:47.520 --> 00:07:49.520]  Interpret當中說的話
[00:07:49.520 --> 00:07:50.520]  所以我想說的是
[00:07:50.520 --> 00:07:52.520]  菲比也很厲害
[00:07:52.520 --> 00:07:53.520]  菲比很厲害
[00:07:53.520 --> 00:07:55.520]  所以在教會當中的執事
[00:07:55.520 --> 00:07:56.520]  我不能說
[00:07:56.520 --> 00:07:58.520]  所以保羅在第二節就說
[00:07:58.520 --> 00:07:59.520]  叫羅馬教會
[00:07:59.520 --> 00:08:01.520]  你要好好接待她
[00:08:01.520 --> 00:08:03.520]  因為我現在就派她過來
[00:08:03.520 --> 00:08:04.520]  給你一封信
[00:08:04.520 --> 00:08:06.520]  這是第一個人
[00:08:06.520 --> 00:08:08.520]  接下來第二和第三個
[00:08:08.520 --> 00:08:10.520]  我就想一次過介紹
[00:08:10.520 --> 00:08:12.520]  第二和第三個叫什麼名字?
[00:08:12.520 --> 00:08:16.520]  叫做Priscilla和Aquila
[00:08:16.520 --> 00:08:18.520]  有沒有人叫Priscilla?
[00:08:18.520 --> 00:08:22.520]  有沒有認識的朋友叫Priscilla?
[00:08:22.520 --> 00:08:24.520]  我們都認識
[00:08:24.520 --> 00:08:26.520]  我們當中Timothy Fellowship
[00:08:26.520 --> 00:08:28.520]  都有一個叫Priscilla
[00:08:28.520 --> 00:08:30.520]  是誰來的?
[00:08:30.520 --> 00:08:32.520]  他們是Couple
[00:08:32.520 --> 00:08:34.520]  第二和第三是一對Couple
[00:08:34.520 --> 00:08:36.520]  你見到綠色的是什麼?
[00:08:36.520 --> 00:08:37.520]  女
[00:08:37.520 --> 00:08:38.520]  Female
[00:08:38.520 --> 00:08:39.520]  藍色
[00:08:39.520 --> 00:08:41.520]  其他色是男
[00:08:41.520 --> 00:08:43.520]  這對Couple
[00:08:43.520 --> 00:08:46.520]  和保羅的關係更加近
[00:08:46.520 --> 00:08:48.520]  他們是怎樣?
[00:08:48.520 --> 00:08:49.520]  或者我讀給大家聽
[00:08:49.520 --> 00:08:52.520]  請向伯基拉和亞居拉問案
[00:08:52.520 --> 00:08:54.520]  他們在耶穌基督裏面
