
[00:00:00.000 --> 00:00:05.000]  (廣告)
[00:00:05.000 --> 00:00:08.600]  今天是《緩分》系列的講道
[00:00:08.600 --> 00:00:12.000]  輪到我講《肥立比書》一章十二到三十節
[00:00:12.000 --> 00:00:15.000]  以往我在不同場合都講過這段經文
[00:00:15.000 --> 00:00:18.200]  主要都是從喜樂的角度去講
[00:00:18.200 --> 00:00:22.000]  今天嘗試從另一個角度跟大家思想這段經文
[00:00:22.000 --> 00:00:25.600]  思想一下退場之後的心境
[00:00:25.600 --> 00:00:30.600]  人生總是在各式各樣的進場、退場裏度過
[00:00:30.600 --> 00:00:33.800]  沒有人進了一個場之後就不離開
[00:00:33.800 --> 00:00:37.200]  也沒有人離開之後就不再進場
[00:00:37.200 --> 00:00:41.200]  退場只不過是進入另一個場景
[00:00:41.200 --> 00:00:46.200]  場是一個比較抽象複雜的觀念
[00:00:46.200 --> 00:00:51.000]  在日常生活裏我們都會稱某個環境為球場
[00:00:51.000 --> 00:00:53.800]  叫做市場、叫做職場
[00:00:53.800 --> 00:00:57.600]  大體上場是有一定的社會關係
[00:00:57.600 --> 00:01:02.600]  有角色的扮演、有目的、有行為的規則
[00:01:02.600 --> 00:01:08.200]  市場裏面有考官、有監考員、有參加考試的學生
[00:01:08.200 --> 00:01:13.200]  球場有教練、有球員、有球證、有觀眾
[00:01:13.200 --> 00:01:17.600]  每個角色、每個要做的事都有清楚的定名
[00:01:17.600 --> 00:01:21.200]  有一定的遵守遊戲規則
[00:01:21.200 --> 00:01:24.200]  有目標要達成
[00:01:24.200 --> 00:01:27.600]  崇拜也是一個場
[00:01:27.600 --> 00:01:30.200]  在這裏有不同的參加者
[00:01:30.200 --> 00:01:33.600]  有既定的崇拜的程序、規則
[00:01:33.600 --> 00:01:36.000]  我們回來是有一個特定的目的
[00:01:36.000 --> 00:01:37.400]  要去敬拜上帝
[00:01:37.400 --> 00:01:40.400]  有不同的期望在裏面
[00:01:40.400 --> 00:01:44.000]  崇拜就是在一個場景裏面
[00:01:44.000 --> 00:01:46.600]  譬如工作或者家庭的場景
[00:01:46.600 --> 00:01:50.200]  進入教會群體的場景裏面
[00:01:50.200 --> 00:01:52.400]  我們一起去敬拜上帝
[00:01:52.400 --> 00:01:55.600]  崇拜完結後我們就離開教會這個場景
[00:01:55.600 --> 00:01:57.600]  進入另一個場景裏面
[00:01:57.600 --> 00:02:01.600]  譬如一家人去某個餐館裏面吃飯
[00:02:01.600 --> 00:02:07.400]  人生就是這樣在不同的進場、退場裏面度過
[00:02:07.400 --> 00:02:09.400]  有時候是自願的
[00:02:09.400 --> 00:02:11.800]  有時候是被迫的
[00:02:11.800 --> 00:02:14.800]  有時候進入了一個職場或者工場裏面
[00:02:14.800 --> 00:02:16.600]  我們很快就要離開
[00:02:16.600 --> 00:02:19.400]  有時候我們離開了一個場景之後
[00:02:19.400 --> 00:02:21.800]  就不會再有機會回到裏面
[00:02:21.800 --> 00:02:25.200]  有時候是帶著歡喜快樂的心進場
[00:02:25.200 --> 00:02:32.400]  有時候就帶著悲傷、憂愁、恐懼的心境離場
[00:02:32.400 --> 00:02:35.800]  在各樣的進場、退場的轉換裏面
[00:02:35.800 --> 00:02:41.400]  我們的心境會不會很容易受到一些環境事物的轉變影響呢?
[00:02:41.400 --> 00:02:46.000]  在各種的角色的扮演、轉換裏面
[00:02:46.000 --> 00:02:48.400]  我們會不會很容易迷失了自己
[00:02:48.400 --> 00:02:51.600]  搞不清楚什麼是重要、什麼是次要
[00:02:51.600 --> 00:02:55.400]  甚至連我們自己是誰都搞不清楚呢?
[00:02:55.400 --> 00:02:58.200]  保羅在寫《菲勒比書》的時候
[00:02:58.200 --> 00:03:01.200]  正是被囚禁失去自由的時候
[00:03:01.200 --> 00:03:05.200]  可以這樣說是一個被迫退場的經驗
[00:03:05.200 --> 00:03:08.200]  從宣教工場退下來
[00:03:08.200 --> 00:03:14.000]  去到一個有御刑全軍看守被困所的一個場景
[00:03:14.000 --> 00:03:17.400]  究竟保羅當時被囚禁在哪裏呢?
[00:03:17.400 --> 00:03:19.600]  聖經學者有幾個揣測
[00:03:19.600 --> 00:03:24.400]  可能在以弗所、可能在蓋薩尼亞、可能在羅馬
[00:03:24.400 --> 00:03:27.200]  無論被囚禁在哪裏都好
[00:03:27.200 --> 00:03:35.400]  都是一個被強迫從一個可以自由去不同的地方傳福音的場景退下來
[00:03:35.400 --> 00:03:38.400]  突然之間什麼都沒有了
[00:03:38.400 --> 00:03:40.400]  沒有傳福音的機會
[00:03:40.400 --> 00:03:42.600]  沒有建立教會的機會
[00:03:42.600 --> 00:03:46.400]  沒有探望弟兄姊妹的機會
[00:03:46.400 --> 00:03:50.400]  被囚禁之後,離場之後究竟何時可以出來呢?
[00:03:50.400 --> 00:03:52.400]  還有沒有機會出來呢?
[00:03:52.400 --> 00:03:54.400]  沒有人知道
[00:03:54.400 --> 00:03:56.400]  在旁人的眼中
[00:03:56.400 --> 00:04:00.400]  保羅的侍奉生命就這樣完結了
[00:04:00.400 --> 00:04:07.400]  弟兄姊妹,假如你有一天好像保羅一樣被迫離開一個工作的場景
[00:04:07.400 --> 00:04:09.400]  什麼都沒有了
[00:04:09.400 --> 00:04:11.400]  你會有什麼感受?
[00:04:11.400 --> 00:04:13.400]  你會有什麼反應?
[00:04:13.400 --> 00:04:15.400]  你會不會很憤怒?
[00:04:15.400 --> 00:04:20.400]  會不會不斷想一些方法去爭取去報復?
[00:04:20.400 --> 00:04:23.400]  會不會灰心失意?
[00:04:23.400 --> 00:04:25.400]  會不會自暴自棄?
[00:04:25.400 --> 00:04:28.400]  本來做得好好的,生活得好好的
[00:04:28.400 --> 00:04:30.400]  一個意外
[00:04:30.400 --> 00:04:33.400]  一場金融風暴
[00:04:33.400 --> 00:04:35.400]  一次世紀的疫症
[00:04:35.400 --> 00:04:38.400]  就把你所有的東西搶走了
[00:04:38.400 --> 00:04:40.400]  打回原形
[00:04:40.400 --> 00:04:43.400]  在這個時候,你有什麼反應?
[00:04:44.400 --> 00:04:47.400]  保羅被迫離開宣教工場
[00:04:47.400 --> 00:04:49.400]  他失去了自由
[00:04:49.400 --> 00:04:51.400]  失去了侍奉上帝建立教會的機會
[00:04:51.400 --> 00:04:54.400]  但是他內心的一些憤怒
[00:04:54.400 --> 00:04:56.400]  一些惡毒
[00:04:56.400 --> 00:04:58.400]  一點灰心失意都沒有
[00:04:58.400 --> 00:05:02.400]  被迫離場之後,保羅反而為此歡喜
[00:05:02.400 --> 00:05:04.400]  十八節,這又何妨呢?
[00:05:04.400 --> 00:05:06.400]  或是假意,或是真心
[00:05:06.400 --> 00:05:08.400]  無論如何,只要基督被傳開
[00:05:08.400 --> 00:05:10.400]  為此我就歡喜
[00:05:10.400 --> 00:05:12.400]  我還要歡喜
[00:05:12.400 --> 00:05:14.400]  這裡有兩個的歡喜
[00:05:14.400 --> 00:05:17.400]  前面的歡喜是用了現在的時態
[00:05:17.400 --> 00:05:19.400]  表示我現在很歡喜
[00:05:19.400 --> 00:05:22.400]  後面的是用了未來的時態
[00:05:22.400 --> 00:05:24.400]  表示我要繼續歡喜
[00:05:24.400 --> 00:05:27.400]  I will continue to rejoice
[00:05:27.400 --> 00:05:34.400]  在一個被囚禁的陷阱裡
[00:05:34.400 --> 00:05:37.400]  保羅說我要歡喜
[00:05:37.400 --> 00:05:39.400]  並且要繼續歡喜
[00:05:39.400 --> 00:05:41.400]  為什麼?
[00:05:41.400 --> 00:05:43.400]  因為在退場之後
[00:05:43.400 --> 00:05:47.400]  保羅看清楚了幾件事情
[00:05:47.400 --> 00:05:51.400]  第一,他看清楚了個人不幸的遭遇
[00:05:51.400 --> 00:05:54.400]  原來是難了不了上帝的作為
[00:05:54.400 --> 00:05:56.400]  十二到十四節
[00:05:56.400 --> 00:05:58.400]  弟兄們,我要你們知道
[00:05:58.400 --> 00:06:01.400]  我所遭遇的事反而使福音更興旺
[00:06:01.400 --> 00:06:04.400]  以至如迎全軍和其餘的人都知道
[00:06:04.400 --> 00:06:07.400]  我是為基督的緣故受困所的
[00:06:07.400 --> 00:06:10.400]  而且那在主內的弟兄多半都因我受的困所
[00:06:10.400 --> 00:06:12.400]  而篤信不疑
[00:06:12.400 --> 00:06:16.400]  越發放膽無懼怕地傳道
[00:06:16.400 --> 00:06:20.400]  在一個艱難坎坷的日子裡
[00:06:20.400 --> 00:06:22.400]  我們很多時候只看到自己有多淒涼
[00:06:22.400 --> 00:06:24.400]  有多慘,有多痛苦
[00:06:24.400 --> 00:06:27.400]  我們很多時候看不到原來上帝
[00:06:27.400 --> 00:06:29.400]  他仍然可以透過我們身邊的人
[00:06:29.400 --> 00:06:31.400]  繼續去工作
[00:06:31.400 --> 00:06:33.400]  退場之後
[00:06:33.400 --> 00:06:35.400]  保羅看到即使沒有了自己
[00:06:35.400 --> 00:06:38.400]  耶穌基督的福音繼續被傳開
[00:06:38.400 --> 00:06:41.400]  並且因為他所遭遇的事
[00:06:41.400 --> 00:06:44.400]  福音更加越發興旺
[00:06:44.400 --> 00:06:46.400]  主內的弟兄姊妹
[00:06:46.400 --> 00:06:48.400]  他們不但沒有退縮
[00:06:48.400 --> 00:06:50.400]  反而因為他的退場
[00:06:50.400 --> 00:06:54.400]  越發放膽無懼怕地傳道
[00:06:54.400 --> 00:06:58.400]  人性有一個傾向
[00:06:58.400 --> 00:07:01.400]  就是很容易將焦點放在自己那裡
[00:07:01.400 --> 00:07:03.400]  我們經常都會覺得
[00:07:03.400 --> 00:07:04.400]  沒有了我
[00:07:04.400 --> 00:07:07.400]  身邊的人、身邊的事就會有很大影響
[00:07:07.400 --> 00:07:09.400]  工作得越久
[00:07:09.400 --> 00:07:10.400]  越有成就的人
[00:07:10.400 --> 00:07:13.400]  就越有這種態度、心態
[00:07:13.400 --> 00:07:14.400]  覺得沒有了自己
[00:07:14.400 --> 00:07:16.400]  什麼都做不來
[00:07:16.400 --> 00:07:18.400]  什麼都辦不成
[00:07:18.400 --> 00:07:20.400]  這種人有一種傾向
[00:07:20.400 --> 00:07:22.400]  就是要將所有的事攬上身
[00:07:22.400 --> 00:07:25.400]  不輕易將一些工作分配給其他人
[00:07:25.400 --> 00:07:28.400]  慢慢地身邊的人就覺得自己很多餘
[00:07:28.400 --> 00:07:31.400]  慢慢地那種工作的熱誠
[00:07:31.400 --> 00:07:33.400]  侍奉的熱誠
[00:07:33.400 --> 00:07:35.400]  慢慢地就失去了
[00:07:35.400 --> 00:07:37.400]  什麼都由你管理
[00:07:37.400 --> 00:07:38.400]  什麼都由你做
