
[00:00:00.000 --> 00:00:02.000]  大英姐妹晚安
[00:00:02.000 --> 00:00:06.000]  很久沒有在講壇透過分享信息
[00:00:06.000 --> 00:00:09.000]  跟大家一齊敬拜主
[00:00:09.000 --> 00:00:12.000]  今天我感謝上帝
[00:00:12.000 --> 00:00:20.000]  讓我仍然可以在教會分享聖經的信息
[00:00:20.000 --> 00:00:23.000]  請為黃國峰傳道祈禱
[00:00:23.000 --> 00:00:25.000]  因為他身體抱恙
[00:00:25.000 --> 00:00:31.000]  我會在這週末的四堂崇拜分享
[00:00:31.000 --> 00:00:34.000]  不知道在座有多少大英姐妹
[00:00:34.000 --> 00:00:37.000]  啟示錄書卷
[00:00:37.000 --> 00:00:42.000]  你一直都有在敬拜的時候聽講解
[00:00:42.000 --> 00:00:44.000]  舉手看看
[00:00:44.000 --> 00:00:46.000]  很多
[00:00:46.000 --> 00:00:49.000]  一卷不容易看的書卷
[00:00:49.000 --> 00:00:56.000]  但透過一起在崇拜查閱的時候
[00:00:56.000 --> 00:01:03.000]  我們或多或少都能夠掌握上帝的心意和教導
[00:01:03.000 --> 00:01:09.000]  今天我們已經去到啟示錄第十七章這章經文
[00:01:09.000 --> 00:01:11.000]  十八節的經文
[00:01:11.000 --> 00:01:15.000]  講出不是很多的信息
[00:01:15.000 --> 00:01:20.000]  但卻是很值得我們去思考
[00:01:20.000 --> 00:01:25.000]  我定的題目是世上榮華天上審判
[00:01:25.000 --> 00:01:30.000]  因為世上的榮華其實都很吸引人
[00:01:30.000 --> 00:01:31.000]  耶穌受試探
[00:01:31.000 --> 00:01:33.000]  其中第一個試探
[00:01:33.000 --> 00:01:37.000]  就是撒旦魔鬼將榮華擠在他面前
[00:01:37.000 --> 00:01:40.000]  來考驗這位神子
[00:01:40.000 --> 00:01:44.000]  聖經告訴我們將來在天會有大審判
[00:01:44.000 --> 00:01:50.000]  所以我們要為將來的膠杖做好預備的功夫
[00:01:50.000 --> 00:01:53.000]  我們先做一個祈禱
[00:01:53.000 --> 00:01:56.000]  以致我們能夠進入今天的經文理解
[00:01:57.000 --> 00:02:01.000]  創天造地的真神
[00:02:01.000 --> 00:02:03.000]  為我們寫明的耶穌基督
[00:02:03.000 --> 00:02:07.000]  還有對常常用說不出來嘆息
[00:02:07.000 --> 00:02:09.000]  引導我們進入真理的聖靈
[00:02:09.000 --> 00:02:14.000]  我們很感謝三一上帝將聖言留下給我們
[00:02:14.000 --> 00:02:17.000]  又給啟示錄這個書卷
[00:02:17.000 --> 00:02:22.000]  給我們稍微知道將來世界的終局
[00:02:22.000 --> 00:02:24.000]  和上帝的心意
[00:02:24.000 --> 00:02:28.000]  所以我們很需要上帝幫助我們
[00:02:28.000 --> 00:02:33.000]  拿開心靈裡各樣的思慮煩憂和難阻
[00:02:33.000 --> 00:02:37.000]  讓我們能夠好好的從你的話語裡
[00:02:37.000 --> 00:02:39.000]  去理出頭緒
[00:02:39.000 --> 00:02:42.000]  知道行事為人的方向
[00:02:42.000 --> 00:02:47.000]  知道你所期盼和你帶領的結果
[00:02:47.000 --> 00:02:51.000]  就叫我們都能夠在你的恩典
[00:02:51.000 --> 00:02:53.000]  你的國度裡能夠有份
[00:02:53.000 --> 00:02:55.000]  我們謝謝你
[00:02:55.000 --> 00:02:58.000]  同心祈禱奉主明求
[00:02:58.000 --> 00:02:59.000]  阿們
[00:02:59.000 --> 00:03:04.000]  上一次看啟示錄的時候
[00:03:04.000 --> 00:03:07.000]  我們看到第十六章
[00:03:07.000 --> 00:03:12.000]  相信也說到七碗的災難
[00:03:12.000 --> 00:03:17.000]  上帝藉著七碗的災難
[00:03:17.000 --> 00:03:21.000]  將祂對世人和世界的憤怒
[00:03:21.000 --> 00:03:23.000]  傾倒地上
