
[00:00:00.000 --> 00:00:02.000]  好,大家早安
[00:00:02.000 --> 00:00:07.000]  我知道今天人不多,因為有些人可能讀書,有些人可能考試
[00:00:07.000 --> 00:00:09.000]  但都頗欣賞大家回來
[00:00:09.000 --> 00:00:12.000]  雖然回來有很多原因
[00:00:12.000 --> 00:00:17.000]  回來有很多原因,可能是你父母迫你回來,夾你回來
[00:00:17.000 --> 00:00:20.000]  初中可能夾你回來,高中就未必了
[00:00:20.000 --> 00:00:24.000]  我想之後都可能你都,總之不同的原因去回來
[00:00:24.000 --> 00:00:30.000]  所以今天講的題目是去到,又講一些我們經常講的字眼
[00:00:30.000 --> 00:00:35.000]  講我的字眼,我講過缺志、愛、恩典
[00:00:35.000 --> 00:00:37.000]  今天講團契
[00:00:37.000 --> 00:00:40.000]  我知道有些人不是回團契的
[00:00:40.000 --> 00:00:45.000]  我們當然有大專的Barnabas團契,我們有高中的Timothy團契
[00:00:45.000 --> 00:00:49.000]  大家習慣可能不是回團契的,可能那個叫小組
[00:00:49.000 --> 00:00:53.000]  就是你們待會完崇拜之後會參加的小組
[00:00:53.000 --> 00:00:58.000]  有一次我去問我大組的同學
[00:00:58.000 --> 00:01:02.000]  我問,為什麼你今天坐在這裡呢?
[00:01:02.000 --> 00:01:07.000]  特別例如現在,在座有沒有人考完試?
[00:01:07.000 --> 00:01:11.000]  應該考完都沒有舉手,可能被人打
[00:01:11.000 --> 00:01:14.000]  準備要考試呢?
[00:01:14.000 --> 00:01:18.000]  是,準備要考試
[00:01:18.000 --> 00:01:20.000]  那今天你回來為什麼呢?
[00:01:20.000 --> 00:01:23.000]  為什麼不在家多讀兩小時書呢?
[00:01:23.000 --> 00:01:28.000]  那時候我問我那組的同學
[00:01:28.000 --> 00:01:31.000]  當時我問他,為什麼你不寧願出去玩
[00:01:31.000 --> 00:01:34.000]  你出去玩也好,在家多睡兩小時也好
[00:01:34.000 --> 00:01:36.000]  平時上學早起床應該很累
[00:01:36.000 --> 00:01:42.000]  為什麼你要早睡少兩個小時,回來開教會崇拜小組呢?
[00:01:42.000 --> 00:01:45.000]  有時候你可能覺得很悶,他們真的會跟我說很悶
[00:01:45.000 --> 00:01:47.000]  那麼悶你又回來?
[00:01:47.000 --> 00:01:51.000]  有些人當時掛著很迷惘的表情
[00:01:51.000 --> 00:01:53.000]  好像沒有想過這個問題
[00:01:53.000 --> 00:01:55.000]  有人回答我,他沒有想過
[00:01:55.000 --> 00:01:57.000]  我回來就回來,掛了回來
[00:01:57.000 --> 00:01:59.000]  但有人跟我說,很有趣
[00:01:59.000 --> 00:02:01.000]  他說回來比在家打機好
[00:02:01.000 --> 00:02:03.000]  然後我就問他
[00:02:03.000 --> 00:02:07.000]  你自己也在打機,那你在家打機和在家打機有什麼分別呢?
[00:02:07.000 --> 00:02:09.000]  然後他回答我
[00:02:09.000 --> 00:02:12.000]  回來有班人一起打機
[00:02:12.000 --> 00:02:17.000]  是班人一起打機,比一個人在家打機好
[00:02:17.000 --> 00:02:20.000]  可能雖然這樣的回答
[00:02:20.000 --> 00:02:23.000]  其實也反映我們有時候回來教會
[00:02:23.000 --> 00:02:27.000]  當然我們回來會聽耶穌,聽聖經
[00:02:27.000 --> 00:02:33.000]  但無可避免我們也是因為人而回來
[00:02:33.000 --> 00:02:37.000]  所以今天我們說團契這個字眼,或者小組
[00:02:37.000 --> 00:02:40.000]  如果你本身沒有這個團契,就叫小組
[00:02:40.000 --> 00:02:42.000]  就是待會的小組
[00:02:42.000 --> 00:02:46.000]  我們回來的時候,往往有一班人一起去玩
[00:02:46.000 --> 00:02:48.000]  好像很熟悉
[00:02:48.000 --> 00:02:52.000]  但當我們團契的時候,我們在做什麼呢?
[00:02:52.000 --> 00:02:54.000]  當我出席小組的時候
[00:02:54.000 --> 00:03:00.000]  我除了一邊聽著導師說,一邊在打機之外
[00:03:00.000 --> 00:03:03.000]  或者在放空,游魂之外
[00:03:03.000 --> 00:03:05.000]  我在做什麼呢?
[00:03:05.000 --> 00:03:10.000]  要回答這個問題,要回到新約的聖經裡面
[00:03:10.000 --> 00:03:17.000]  因為團契這個字眼,在舊約可以說是沒有這個字
[00:03:17.000 --> 00:03:20.000]  團契,即是今天你開的團契小組
[00:03:20.000 --> 00:03:22.000]  是一個在耶穌基督出現之後
[00:03:22.000 --> 00:03:24.000]  才比較明顯的概念
[00:03:24.000 --> 00:03:28.000]  因為在舊約裡面,很多時候是一班以色列人一起敬拜
[00:03:28.000 --> 00:03:29.000]  就像今天這樣
[00:03:29.000 --> 00:03:33.000]  比較少說所謂小組團契的事情
[00:03:33.000 --> 00:03:36.000]  在新約的聖經裡面
[00:03:36.000 --> 00:03:42.000]  如果你翻譯聖經,你發現團契這個字是沒有出現的
[00:03:42.000 --> 00:03:44.000]  當然不是說團契這個字不存在
[00:03:44.000 --> 00:03:47.000]  因為在中文聖經的翻譯裡面
[00:03:47.000 --> 00:03:51.000]  團契這個字很多時候翻譯成相交
[00:03:51.000 --> 00:03:55.000]  相交聽起來不是今天常用的字眼
[00:03:55.000 --> 00:03:57.000]  所以如果你跟一些不信耶穌的朋友說
[00:03:57.000 --> 00:03:59.000]  今天回去跟別人相交
[00:03:59.000 --> 00:04:01.000]  他們應該會很迷惘地問你
[00:04:01.000 --> 00:04:03.000]  搭過交通工具嗎?
[00:04:03.000 --> 00:04:04.000]  做什麼?
[00:04:04.000 --> 00:04:08.000]  《約翰一書》一章三節就是一個這麼經典的例子
[00:04:08.000 --> 00:04:11.000]  它是出現了三次
[00:04:11.000 --> 00:04:13.000]  經文是這樣說的
[00:04:13.000 --> 00:04:17.000]  這裡是說我們,即是當時信耶穌的人
[00:04:17.000 --> 00:04:21.000]  我們將我們所看到所聽見的向你們宣講
[00:04:21.000 --> 00:04:24.000]  好讓你們與我們有契合相交
[00:04:24.000 --> 00:04:30.000]  我們的契合相交是與父並他兒子耶穌基督契合相交
[00:04:30.000 --> 00:04:33.000]  契合相交出現了三次
[00:04:33.000 --> 00:04:35.000]  其實在原本的經文裡面
[00:04:35.000 --> 00:04:38.000]  這三次都是團契這個字
[00:04:38.000 --> 00:04:43.000]  我們試試將團契這個字代入讀來發生什麼事
[00:04:43.000 --> 00:04:44.000]  我邀請大家讀一下
[00:04:44.000 --> 00:04:45.000]  雖然我知道有人讀英文
[00:04:45.000 --> 00:04:47.000]  但我想請你盡量讀中文
[00:04:47.000 --> 00:04:48.000]  即是可以的話
[00:04:48.000 --> 00:04:49.000]  你真的不得錢讀英文
[00:04:49.000 --> 00:04:51.000]  英文寫了fellowship
[00:04:51.000 --> 00:04:52.000]  英文就寫了
[00:04:52.000 --> 00:04:53.000]  好,一二三
[00:04:53.000 --> 00:04:59.000]  我們把所看見的所聽見的向你們宣講
[00:04:59.000 --> 00:05:02.000]  好讓你們與我們有團契
[00:05:02.000 --> 00:05:09.000]  我們的團契是與父並他兒子耶穌基督團契
[00:05:09.000 --> 00:05:10.000]  有點奇怪
[00:05:10.000 --> 00:05:11.000]  我突然間這樣讀一讀
[00:05:11.000 --> 00:05:13.000]  團契是什麼呢
[00:05:13.000 --> 00:05:16.000]  即是怎樣跟耶穌基督去團契呢
[00:05:16.000 --> 00:05:18.000]  即是當你說耶穌在中間
[00:05:18.000 --> 00:05:21.000]  但不會突然間坐了一個耶穌在那裡
[00:05:21.000 --> 00:05:22.000]  那你也會害怕
[00:05:22.000 --> 00:05:23.000]  我也會害怕的
[00:05:23.000 --> 00:05:25.000]  如果真的坐了耶穌在那裡
[00:05:26.000 --> 00:05:29.000]  團契並不只是一群人一起
[00:05:29.000 --> 00:05:31.000]  這個字很有趣
[00:05:31.000 --> 00:05:34.000]  這個字在中文的翻譯上
[00:05:34.000 --> 00:05:36.000]  其實當時的人為了翻譯聖經
[00:05:36.000 --> 00:05:39.000]  是想收集關於這個字的資訊
[00:05:39.000 --> 00:05:43.000]  但到最後一個不太滿意的翻譯是團契
[00:05:43.000 --> 00:05:46.000]  即是團,你想到團結、團隊
[00:05:46.000 --> 00:05:48.000]  即是一群人一起
[00:05:48.000 --> 00:05:52.000]  但團契又不只是一群人一起
[00:05:52.000 --> 00:05:54.000]  又不只是一群人這裡說契合
[00:05:54.000 --> 00:05:56.000]  即是一群人很投契
[00:05:56.000 --> 00:05:58.000]  談同樣的話題
[00:05:58.000 --> 00:06:00.000]  例如一起追Lollipop
[00:06:00.000 --> 00:06:03.000]  即是不只是這樣的事情
[00:06:03.000 --> 00:06:05.000]  團契的重點
[00:06:05.000 --> 00:06:07.000]  如果按照這段經文來說
[00:06:07.000 --> 00:06:11.000]  是更加在於我們去分享什麼
[00:06:11.000 --> 00:06:14.000]  這段經文是仕途日行寫的
[00:06:14.000 --> 00:06:15.000]  他前半部就說
[00:06:15.000 --> 00:06:20.000]  我們將所看見、所聽見的向你宣講
[00:06:20.000 --> 00:06:24.000]  你覺得聽見和看見是誰呢?
[00:06:24.000 --> 00:06:26.000]  聽見的是什麼呢?
[00:06:26.000 --> 00:06:29.000]  如果用經文的內容
[00:06:29.000 --> 00:06:32.000]  他聽到和看到的應該就是耶穌自己
[00:06:32.000 --> 00:06:36.000]  所以教會的團契和小組
[00:06:36.000 --> 00:06:38.000]  其實是需要講耶穌的
[00:06:38.000 --> 00:06:40.000]  雖然我知道對大家來說
[00:06:40.000 --> 00:06:42.000]  有時講耶穌是悶的
[00:06:42.000 --> 00:06:45.000]  甚至如果你一到五都有宗教堂聽耶穌
[00:06:45.000 --> 00:06:46.000]  還要回來講耶穌
[00:06:46.000 --> 00:06:48.000]  是好像悶
[00:06:48.000 --> 00:06:51.000]  但團契必然有耶穌這個元素
[00:06:51.000 --> 00:06:53.000]  教會的團契和小組
[00:06:53.000 --> 00:06:55.000]  特別在今天的情況下
[00:06:55.000 --> 00:06:58.000]  往往是基於我們一些共同的背景
[00:06:58.000 --> 00:07:00.000]  例如剛才提過
[00:07:00.000 --> 00:07:02.000]  我們有大專的Barnabas團契
[00:07:02.000 --> 00:07:05.000]  背景相似的可能是大專
[00:07:05.000 --> 00:07:10.000]  和一些可能剛剛在職場做了一點時間的人一起
[00:07:10.000 --> 00:07:12.000]  我們的小組
[00:07:12.000 --> 00:07:13.000]  即是大家的小組
[00:07:13.000 --> 00:07:15.000]  是按照你的年級一起
[00:07:15.000 --> 00:07:19.000]  我們是按年紀和背景去分組
[00:07:19.000 --> 00:07:21.000]  這件事本身是沒有問題的
[00:07:21.000 --> 00:07:25.000]  但如果我們僅僅是分了一個組
[00:07:25.000 --> 00:07:26.000]  我們就一起
[00:07:26.000 --> 00:07:28.000]  總之你回家坐著就行
[00:07:28.000 --> 00:07:30.000]  你不要回家睡覺就行
[00:07:30.000 --> 00:07:31.000]  如果是這樣
[00:07:31.000 --> 00:07:34.000]  可能團契的意義我們就失去了
[00:07:34.000 --> 00:07:37.000]  我們不知道做什麼坐在一起
[00:07:37.000 --> 00:07:39.000]  我們又不知道分享什麼
[00:07:39.000 --> 00:07:40.000]  我們就坐在一起
[00:07:40.000 --> 00:07:44.000]  所以這樣的小組會變成怎樣呢?
[00:07:44.000 --> 00:07:46.000]  我不知道是不是你的小組情況
[00:07:46.000 --> 00:07:47.000]  希望不是
[00:07:47.000 --> 00:07:48.000]  變成什麼呢?
[00:07:48.000 --> 00:07:50.000]  通常大家開會就是
[00:07:50.000 --> 00:07:51.000]  很辛苦啊
[00:07:51.000 --> 00:07:53.000]  下星期考試啊
[00:07:53.000 --> 00:07:54.000]  很吵啊
[00:07:54.000 --> 00:07:55.000]  想死啊
[00:07:55.000 --> 00:07:59.000]  如果團契全部都是這樣的內容
[00:07:59.000 --> 00:08:02.000]  這個叫做訴苦大會
[00:08:02.000 --> 00:08:04.000]  或者很失戀啊
[00:08:04.000 --> 00:08:05.000]  很不開心啊
[00:08:05.000 --> 00:08:07.000]  我不是說不要說這些
[00:08:07.000 --> 00:08:11.000]  待會我會去說團契是必然都要有這些的
[00:08:11.000 --> 00:08:16.000]  但如果只有這些事情的小組或者團契
[00:08:16.000 --> 00:08:20.000]  那就失去了聖經裡面說團契的本質
[00:08:20.000 --> 00:08:23.000]  說團契的本質是一定有耶穌的
[00:08:23.000 --> 00:08:25.000]  你喜不喜歡也好
[00:08:25.000 --> 00:08:27.000]  是一定會說耶穌的
[00:08:27.000 --> 00:08:29.000]  說耶穌就這樣說吧
[00:08:29.000 --> 00:08:33.000]  但是團契的生活應該是怎樣呢?
[00:08:33.000 --> 00:08:35.000]  今天看另一段
[00:08:35.000 --> 00:08:37.000]  我相信有些人是比較熟悉的經文
[00:08:37.000 --> 00:08:39.000]  但今天看的向度有一點不同
[00:08:39.000 --> 00:08:41.000]  這段經文是什麼呢?
