
[00:00:00.000 --> 00:00:02.000]  頂姐妹平安
[00:00:02.000 --> 00:00:06.000]  在風雨飄搖的晚上
[00:00:06.000 --> 00:00:08.000]  見到大家我都很開心
[00:00:08.000 --> 00:00:10.000]  剛才那首詩歌
[00:00:10.000 --> 00:00:14.000]  有兩句很感動我的
[00:00:14.000 --> 00:00:18.000]  第一句很代表我現在的身體狀態
[00:00:18.000 --> 00:00:22.000]  就是滿載身心的疲乏
[00:00:22.000 --> 00:00:26.000]  第二句我不知道和你們會不會有相似呢
[00:00:26.000 --> 00:00:28.000]  第二句就是你是我的唯獨
[00:00:28.000 --> 00:00:32.000]  求主幫助我們今晚在這裡
[00:00:32.000 --> 00:00:36.000]  可以聽到上帝親自對我們的說話
[00:00:36.000 --> 00:00:38.000]  我們一起有個祈禱
[00:00:38.000 --> 00:00:42.000]  親愛的天父上帝
[00:00:42.000 --> 00:00:47.000]  多謝你讓我們能夠坐在這個聖殿裡面
[00:00:47.000 --> 00:00:49.000]  打開我們的心
[00:00:49.000 --> 00:00:51.000]  打開我們的耳朵
[00:00:51.000 --> 00:00:54.000]  能夠清楚聽到你對我們的說話
[00:00:54.000 --> 00:00:57.000]  求主你繼續幫助我們
[00:00:57.000 --> 00:00:59.000]  帶領著我們
[00:00:59.000 --> 00:01:02.000]  我們同心禱告奉主明求
[00:01:02.000 --> 00:01:03.000]  阿們
[00:01:03.000 --> 00:01:08.000]  今天我們所說的是警醒和盼望
[00:01:08.000 --> 00:01:11.000]  是啟示錄裡面第六章
[00:01:11.000 --> 00:01:15.000]  也是啟示錄第三個部分
[00:01:15.000 --> 00:01:19.000]  第一個部分我們說到七教會的那一封信
[00:01:19.000 --> 00:01:24.000]  接著是上一次我們說到天上的敬拜
[00:01:24.000 --> 00:01:29.000]  今天我們開始揭起第三個部分
[00:01:29.000 --> 00:01:33.000]  這個部分總共有三樣東西
[00:01:33.000 --> 00:01:38.000]  第一個叫七印六到八章
[00:01:38.000 --> 00:01:40.000]  第二是七號
[00:01:40.000 --> 00:01:42.000]  接著有七碗
[00:01:42.000 --> 00:01:45.000]  這三樣東西都很特別
[00:01:45.000 --> 00:01:48.000]  是在一個循環裡面
[00:01:48.000 --> 00:01:50.000]  它在一個什麼循環裡面呢
[00:01:50.000 --> 00:01:55.000]  就是每次你回去看聖經的時候
[00:01:55.000 --> 00:02:00.000]  你會看到由第一到第六會停一停
[00:02:00.000 --> 00:02:03.000]  接著就會有七出現
[00:02:03.000 --> 00:02:07.000]  七出現了就帶下一個的一出來了
[00:02:07.000 --> 00:02:10.000]  七號第一個出現了
[00:02:10.000 --> 00:02:14.000]  接著一到六又是這樣停一停
[00:02:14.000 --> 00:02:16.000]  接著第七號出現
[00:02:16.000 --> 00:02:19.000]  就帶第一個碗出場了
[00:02:19.000 --> 00:02:26.000]  所以整個段落裡面都是這樣循環的
[00:02:26.000 --> 00:02:29.000]  今天我們在第六章裡面
[00:02:29.000 --> 00:02:33.000]  我們會揭示第一到七個的印
[00:02:33.000 --> 00:02:36.000]  這個印是說什麼呢
[00:02:36.000 --> 00:02:42.000]  這個印是三個七裡面的第一個
[00:02:42.000 --> 00:02:47.000]  而這三組的一個審是代表一個審判
[00:02:47.000 --> 00:02:51.000]  但它不是單獨的一件事
[00:02:51.000 --> 00:02:57.000]  它是代表著一層又一層地逐步去加劇
[00:02:57.000 --> 00:03:02.000]  最終是說到主耶穌再來的時候
[00:03:02.000 --> 00:03:05.000]  新天新地的實現
[00:03:05.000 --> 00:03:08.000]  這個七印的審判
[00:03:08.000 --> 00:03:11.000]  告訴我們一個很重要的提醒
[00:03:11.000 --> 00:03:16.000]  是說到神是掌管歷史的那一位
[00:03:16.000 --> 00:03:19.000]  他的審判帶給我們在這個時代
[00:03:19.000 --> 00:03:24.000]  到底有些什麼的體現呢
[00:03:24.000 --> 00:03:27.000]  我們先去看看
[00:03:27.000 --> 00:03:33.000]  除了在啟示錄裡面有提到這樣的狀態之外
[00:03:33.000 --> 00:03:35.000]  其實在四福音
[00:03:35.000 --> 00:03:39.000]  無論是在馬太、馬可甚至是路加
[00:03:39.000 --> 00:03:43.000]  都有提到我們今天所提及的東西
[00:03:43.000 --> 00:03:50.000]  我們先讀一下馬太福音24章3到8節
