
[00:00:00.000 --> 00:00:06.560]   Good evening, everybody.
[00:00:06.560 --> 00:00:11.600]   I love traveling on the MTR.
[00:00:11.600 --> 00:00:24.720]   Besides the privilege as an old man of traveling for $2, no, $1.90, it is generally the fastest
[00:00:24.720 --> 00:00:30.040]   way to get from A to B in Hong Kong.
[00:00:30.040 --> 00:00:33.200]   Sandra and I used it tonight.
[00:00:33.200 --> 00:00:42.960]   For me, one of the greatest things about our MTR system, it is well signposted.
[00:00:42.960 --> 00:00:47.800]   There is always a clear way out.
[00:00:47.800 --> 00:00:57.440]   If we come to Admiralty Station, whether I want to go to Star Street or Lippo Center,
[00:00:57.440 --> 00:01:02.320]   there is a clearly marked exit.
[00:01:02.320 --> 00:01:09.040]   Even here at KFCI, we have a clearly marked exit.
[00:01:09.040 --> 00:01:13.920]   See ya.
[00:01:13.920 --> 00:01:20.400]   My message tonight is simple.
[00:01:20.400 --> 00:01:26.520]   The main way out is to stay out.
[00:01:26.520 --> 00:01:28.460]   Shall I repeat that?
[00:01:28.460 --> 00:01:36.000]   The main way out is to stay out.
[00:01:36.000 --> 00:01:38.920]   Back again.
[00:01:38.920 --> 00:01:42.840]   I have a confession.
[00:01:42.840 --> 00:01:46.680]   I dream a lot these days.
[00:01:46.680 --> 00:01:51.480]   I mean, after all, the Bible says, doesn't it, old man, dream dreams.
[00:01:51.480 --> 00:01:54.840]   I dream a lot these days.
[00:01:54.840 --> 00:02:02.880]   I must say that my dreams are usually not like spooky dreams or nightmares.
[00:02:02.880 --> 00:02:07.360]   My dreams are not usually eureka moments.
[00:02:07.360 --> 00:02:14.440]   They're not usually, although sometimes deep spiritual revelations.
[00:02:14.440 --> 00:02:16.440]   I want to take you back a few weeks ago.
[00:02:16.440 --> 00:02:20.360]   I was in a deep sleep.
[00:02:20.360 --> 00:02:26.120]   I dreamt I was in a sort of jungle area.
[00:02:26.120 --> 00:02:35.760]   I was in full hiking gear, you know, sponsored by North Face, with a well-packed rucksack
[00:02:35.760 --> 00:02:38.600]   on my back.
[00:02:38.600 --> 00:02:42.480]   The going was tough.
[00:02:42.480 --> 00:02:48.440]   And in my dream, I was all alone.
[00:02:48.440 --> 00:02:57.060]   I didn't notice I'd strayed into some sandy-looking terrain.
[00:02:57.060 --> 00:03:03.520]   The ground felt spongy.
[00:03:03.520 --> 00:03:16.920]   For one step, two step, suddenly, it gave way.
[00:03:16.920 --> 00:03:21.160]   I was up to my knees in quicksand.
[00:03:21.160 --> 00:03:27.900]   And the picture will show you that Indiana Jones knows all about it.
[00:03:27.900 --> 00:03:31.120]   It's wet.
[00:03:31.120 --> 00:03:34.120]   It's shifting.
[00:03:34.120 --> 00:03:41.600]   I was stuck and very slowly going down.
[00:03:41.600 --> 00:03:43.080]   I shouted for help.
[00:03:43.080 --> 00:03:47.920]   Thank goodness I didn't wake Sandra.
[00:03:47.920 --> 00:03:52.000]   But no one was around.
[00:03:52.000 --> 00:03:58.600]   I fought to free myself, but I couldn't reach anything to lift myself up.
[00:03:58.600 --> 00:04:02.720]   I didn't even have a snake like Indiana Jones.
[00:04:02.720 --> 00:04:07.460]   Very soon, I was trapped up to my thighs.
[00:04:07.460 --> 00:04:13.600]   And I was slowly continuing to sink.
[00:04:13.600 --> 00:04:15.680]   I was trapped.
[00:04:15.680 --> 00:04:18.200]   I was panicking.
[00:04:18.200 --> 00:04:22.520]   Another hour goes by.
[00:04:22.520 --> 00:04:25.400]   Another hour.
[00:04:25.400 --> 00:04:27.960]   Still another hour.
[00:04:27.960 --> 00:04:36.840]   I seem to remember in my dream that the sun was scorching overhead.
[00:04:36.840 --> 00:04:41.360]   I vowed not to give up.
[00:04:41.360 --> 00:04:44.640]   But I was growing exhausted.
[00:04:44.640 --> 00:04:52.120]   The harder I fought, the more the quicksand weighed me down.
[00:04:52.120 --> 00:04:59.540]   Now I'd heard somewhere that struggling only makes you sink faster.
