
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:07.340]   - Wasn't expecting that, but good evening, church.
[00:00:07.340 --> 00:00:08.480]   (audience laughing)
[00:00:08.480 --> 00:00:11.360]   I'm excited to dive into God's word with you all today.
[00:00:11.360 --> 00:00:15.000]   Yeah, as a church in preparation for Easter,
[00:00:15.000 --> 00:00:18.380]   we've been going through the parables of Jesus.
[00:00:18.380 --> 00:00:21.640]   And we're not only doing this as KFCI alone,
[00:00:21.640 --> 00:00:23.840]   our local church, but we're joining along
[00:00:23.840 --> 00:00:27.080]   with other churches in Hong Kong and around the world
[00:00:27.080 --> 00:00:28.500]   as part of the One Campaign.
[00:00:29.720 --> 00:00:32.480]   And now today we'll continue on with the parable
[00:00:32.480 --> 00:00:34.760]   of the rich fool in Luke 12.
[00:00:34.760 --> 00:00:37.760]   We'll be discussing a topic that's maybe on everyone's mind,
[00:00:37.760 --> 00:00:39.160]   and as you can tell by the name,
[00:00:39.160 --> 00:00:41.300]   the parable of the rich fool,
[00:00:41.300 --> 00:00:43.240]   today we'll be talking about money.
[00:00:43.240 --> 00:00:46.100]   Now money really needs no introduction.
[00:00:46.100 --> 00:00:47.860]   We're all very familiar with money.
[00:00:47.860 --> 00:00:50.520]   It's something we use, whether we have lots of it
[00:00:50.520 --> 00:00:52.320]   or not much of it at all.
[00:00:52.320 --> 00:00:55.360]   Money is often front of mind for lots of people.
[00:00:55.360 --> 00:00:57.840]   It's why some of us go to school or we go to work
[00:00:57.840 --> 00:01:00.400]   or we want our kids to go to good schools
[00:01:00.400 --> 00:01:04.240]   so that we can find a good job and then make lots of money.
[00:01:04.240 --> 00:01:06.460]   Or for some, money can be a big criteria
[00:01:06.460 --> 00:01:09.300]   when looking for romantic partners or making friends.
[00:01:09.300 --> 00:01:11.560]   That's just how it is sometimes.
[00:01:11.560 --> 00:01:14.220]   So today we're talking about money.
[00:01:14.220 --> 00:01:17.640]   But notice that this is the parable of the rich fool.
[00:01:17.640 --> 00:01:20.560]   It's also a parable about foolishness.
[00:01:20.560 --> 00:01:23.400]   Now foolishness also needs no introduction.
[00:01:23.400 --> 00:01:25.840]   We're all very familiar with foolishness,
[00:01:25.840 --> 00:01:28.320]   some of us more than others.
[00:01:28.320 --> 00:01:31.080]   But this is the parable of the rich fool.
[00:01:31.080 --> 00:01:34.560]   It's a parable about both money and foolishness.
[00:01:34.560 --> 00:01:37.720]   It's a story teaching us about foolish attitudes
[00:01:37.720 --> 00:01:39.600]   towards God and money.
[00:01:39.600 --> 00:01:42.220]   It prompts us to ask ourselves the question,
[00:01:42.220 --> 00:01:45.060]   are we fixated on money in a foolish way?
[00:01:45.060 --> 00:01:48.940]   Have we become fools in our love of money?
[00:01:48.940 --> 00:01:51.740]   And now before we get into the parable,
[00:01:51.740 --> 00:01:54.940]   I want to set the stage a little bit for the story.
[00:01:54.940 --> 00:01:57.540]   Because what we read today isn't just a standalone story.
[00:01:57.540 --> 00:01:58.980]   It's not just one parable.
[00:01:58.980 --> 00:02:01.660]   It's only a small section of the book of Luke,
[00:02:01.660 --> 00:02:05.740]   which in itself is only a small portion of the entire Bible.
[00:02:05.740 --> 00:02:06.900]   And if we flip to our Bibles
