
[00:00:00.000 --> 00:00:21.000]  陳全華牧師
[00:00:30.000 --> 00:00:40.000]  民訴記十章一到三十六節 有請陳牧師
[00:01:00.000 --> 00:01:14.000]  其實我會日文只有幾個字 例如「阿諾」 即是「諗下」「等下」 或者「Ohayo」 或者是「多謝」「Arigato」
[00:01:14.000 --> 00:01:25.000]  去到的時候他們通常都會說很多東西 很有禮貌的 剛剛上個月和太太和兒子都去了有幾天
[00:01:25.000 --> 00:01:35.000]  亦都在酒店check in的時候 當時環境都幾嘈吵 他就開始說「みなさんようこそ」 我當然不知道他在說什麼
[00:01:35.000 --> 00:01:48.000]  我看著他扮明 很有禮貌 他都知道我不明白 他就說「Welcome」有一個重要的字 原來是「Welcome」
[00:01:48.000 --> 00:01:59.000]  然後他會繼續說 一堆日文 「ゆこく」「の」「つかん」 當然不明白
[00:01:59.000 --> 00:02:10.000]  然後他會有重點說「Dinner 6.30」 其實他一早就說「Dinner 6.30」
[00:02:10.000 --> 00:02:20.000]  然後我就說「Oh」 很明顯「ありがとう」 他一看就知道我不懂 然後他又說「しゅくの時間」
[00:02:20.000 --> 00:02:30.000]  然後我又呆了 「Breakfast 8.30」 我就「Oh」 然後就「さようなら」
[00:02:30.000 --> 00:02:36.000]  很有趣的 有時候真的不明白 但他都很喜歡 很有禮貌 很想親切地說
[00:02:36.000 --> 00:02:42.000]  不過我覺得重要的是 他知道我不明白 而他要說重點的字
[00:02:42.000 --> 00:02:52.000]  「Breakfast 8.30」「Dinner 6.30」 有時候我們人生都是 很多的聲音我們都聽到
[00:02:52.000 --> 00:03:01.000]  可能是街的聲音 我們內心的掙扎 工作的繁忙 但很重要的是我們究竟聽不聽到神的聲音
[00:03:01.000 --> 00:03:10.000]  我們要承認 神的重點在我們生命如何帶領 神從來都不會沉默
[00:03:10.000 --> 00:03:16.000]  他不單止有重點的關鍵字 並且他會很清晰地告訴我們
[00:03:16.000 --> 00:03:24.000]  究竟我們人生裡面 特別在一些交叉的地方 有些不同我們人生的十字路口
[00:03:24.000 --> 00:03:33.000]  他會告訴我們 究竟有什麼關鍵字 甚至很清晰地提示我們 引導我們 並且有他的聲音
[00:03:33.000 --> 00:03:41.000]  但我們重點就是要專心聽到 在一些這麼繁忙或者這麼喧鬧的時候
[00:03:41.000 --> 00:03:49.000]  我們要聽清楚並且跟到他的腳步 今天說到「出阿俠記」正正是說這件事
[00:03:49.000 --> 00:03:55.000]  「出阿俠記」到文授記第十章是說 他們已經離開了埃及
[00:03:55.000 --> 00:04:03.000]  亦都在西乃山大概停留一年的時間 那裡領受了十屆
[00:04:03.000 --> 00:04:16.000]  亦都領受了在會幕裡面的勢則 就在那個時刻 他們開始知道安營差不多完結了 又要再起來
[00:04:16.000 --> 00:04:27.000]  但我們要明白一個很重要的訊息 我們出了埃及 在以色列文不代表他們就自動可以進入應許之地
[00:04:27.000 --> 00:04:33.000]  我再說一次 離開了埃及 上帝將他們帶來一個圍爐之地
[00:04:33.000 --> 00:04:40.000]  不等於他們就可以自動進入應許的地方 就好像我們今天一樣
[00:04:40.000 --> 00:04:48.000]  當我們信了耶穌 不等於我們就可以自動進入一個豐盛的生命
[00:04:48.000 --> 00:04:55.000]  因為中間是有些歷程 有些旅程我們需要渡過
[00:04:55.000 --> 00:05:05.000]  從夢拯救到進入應許 是需要聆聽和信心之旅
[00:05:05.000 --> 00:05:11.000]  今天我們藉著這段聖經 我們會學習三個重要的步伐
[00:05:11.000 --> 00:05:16.000]  讓我們知道耶穌多少個救恩 剛剛我們過了復活節
[00:05:16.000 --> 00:05:26.000]  我們知道耶穌死而復活 但更重要 我們知不知道自己已經死而復活
[00:05:26.000 --> 00:05:32.000]  我們知不知道我們自己也進入了這個豐盛的生命
[00:05:32.000 --> 00:05:39.000]  我們立刻進入有三個學習 第一個學習記載在第十章一到十節
[00:05:39.000 --> 00:05:45.000]  亦是剛才Stanley開始引用的聖經 剛才的敬拜我自己很感動
[00:05:45.000 --> 00:05:49.000]  亦是中間上帝有說話講 稍後我們會分享
[00:05:49.000 --> 00:05:55.000]  不如我們看看這十節的經文 看看我們在學習一學習到甚麼
[00:05:55.000 --> 00:05:57.000]  我們一起讀 預備起
[00:05:57.000 --> 00:06:26.000]  「耶穌說:曉如摩西說,並叫眾人起行,吹這號的時候,傳會眾要到你那裡,要聚集到你那裡。
[00:06:26.000 --> 00:06:35.000]  好了 很有趣 一開始我們未讀完前 我們知道銀紙做兩支號
[00:06:35.000 --> 00:06:40.000]  裏面見到單吹 亦都一會兒我們讀到會大聲吹
[00:06:40.000 --> 00:06:44.000]  我們繼續讀下去 第五節到第八節 預備起
[00:06:44.000 --> 00:06:49.000]  「吹出大聲的時候,東邊安的營都要起行,
[00:06:49.000 --> 00:06:59.000]  二次吹出大聲的時候,南邊安的營都要起行,他們將起行,要吹出大聲。
[00:06:59.000 --> 00:07:20.000]  單吹最嚴重的時候,你沒有要吹號,但要吹出大聲。巧如子孫作祭詞的要吹者,者要作應,誠誠在外不如於一地。」
[00:07:20.000 --> 00:07:25.000]  好了 我們看下去第九第十節 最後兩節讀完 預備起
[00:07:25.000 --> 00:07:31.000]  「自己的地,與欺壓你們的敵人打仗。」
[00:07:56.000 --> 00:08:08.000]  第一樣我們要學習的 在這段經文就是 神是會出聲的 重點是我們要分辨到神的號聲
[00:08:08.000 --> 00:08:17.000]  在我們今天地上有很多聲音 出街有汽車聲 去搭地鐵有The next stop is 尖沙崔
[00:08:17.000 --> 00:08:24.000]  很多聲音 第一樣我們要懂得分辨 剛才我們讀到有兩支銀號
[00:08:24.000 --> 00:08:34.000]  他們有明顯不同的功用 剛才我們提到 他們在西乃山停留大概一年多之後 要起營
[00:08:34.000 --> 00:08:42.000]  但不可以聽錯 為甚麼呢 因為剛才例如吹出大聲 其實原文是叫Tagwa
[00:08:42.000 --> 00:08:49.000]  聲和吹號原本的字是不同的 吹號叫Hasura
[00:08:49.000 --> 00:08:59.000]  即是說其實在原本的聲音 我們不單止要分辨 並且在區分裏面要知道 它吹的時候帶來甚麼訊息
[00:08:59.000 --> 00:09:06.000]  有些訊息是長的 有些是彈斷的 有些是大聲的 有些是兩次的
[00:09:06.000 --> 00:09:12.000]  它分別是會焦聚人 亦都有時會叫我們去打仗
[00:09:12.000 --> 00:09:21.000]  有時亦都會叫我們在過程裏面開始起行 聲音我們常常都有 但要懂得分辨
[00:09:21.000 --> 00:09:30.000]  有時我們聽就好像聽不到一樣 我不知道大家有沒有現在還需要去櫃員機撳錢
[00:09:30.000 --> 00:09:39.000]  現在越來越少了 因為電子貨幣 我間中都會去撳一下 雖然其實我太太是我的櫃員機
[00:09:39.000 --> 00:09:50.000]  即是我沒有錢 請在她的銀包裏拿 有些利是錢我都可以有 因為我父母 外父都會有
[00:09:50.000 --> 00:09:58.000]  多了請我入錢 當然我都會去櫃員機 近來有一個經歷是這樣的
[00:09:58.000 --> 00:10:10.000]  我排隊有兩架櫃員機 在我前面排隊 突然間聽到我隔離的櫃員機有聲音 嘟嘟嘟嘟嘟
[00:10:10.000 --> 00:10:19.000]  我不知道大家知不知道為甚麼櫃員機會嘟嘟嘟嘟嘟的 我就望去隔離 為甚麼 因為沒有拿錢
[00:10:19.000 --> 00:10:28.000]  我就知道當時那個人在講電話 跟住我再望一望自己 咦不見了那個人 跟住有一堆錢出來了
[00:10:28.000 --> 00:10:37.000]  當時一堆錢出來了 大家要做甚麼 知不知道 馬上向後退 千萬不要碰 碰那個死那個
[00:10:37.000 --> 00:10:43.000]  CCTV都看了 我好怕不要動在隔離 隔離那個本來在排隊的馬上向後退
[00:10:43.000 --> 00:10:50.000]  在想那個人會不會回來 應該回來的不回來 走了
[00:10:50.000 --> 00:11:01.000]  不應該在這裡出現的就出現 好怕 問題不是有沒有聲音 問題是那個應該聽到聲音的他聽不到
[00:11:01.000 --> 00:11:09.000]  他好忙 很多事要搞 最後那些錢就慢慢嘟嘟嘟嘟進去了
[00:11:09.000 --> 00:11:21.000]  大家不要覺得小事 因為曾經新聞講 有人因為見到前面有一堆錢 他拿走了 結果拘捕了
[00:11:21.000 --> 00:11:31.000]  我們要分辨到 有時我們人生都好忙 忙到一個地步 好重要的聲音都忘記了 聽不到
[00:11:31.000 --> 00:11:41.000]  這個聲音不單止在講 何時起營 何時聚集 何時打仗 並且是有一定的次序要行
[00:11:41.000 --> 00:11:51.000]  剛才提到東邊 南邊 例如下去就有西邊 有北邊
[00:11:51.000 --> 00:12:03.000]  我們知道文掃記一開始 第一章會這樣講 會望四圍安營 是好有秩序的 在神的設計底下
[00:12:03.000 --> 00:12:14.000]  原本是這樣 我不知道大家有沒有印象 記憶 其實整個安營二百幾萬人是怎樣安營的
[00:12:14.000 --> 00:12:24.000]  他們的安營有什麼呢 有約櫃 約櫃在中間 文掃記第一章你們可能已經看過了
[00:12:24.000 --> 00:12:37.000]  你不用看細節 你見到黃色東邊 有七萬幾人 有五萬幾人 就是每一個支派出現
[00:12:37.000 --> 00:12:53.000]  大概東邊就是這樣 排得好有秩序 接著下去 南邊有劉邊四萬幾 西面五萬幾 接著總共有幾多人
[00:12:53.000 --> 00:13:08.000]  第二隊 南邊 第三隊 西邊有二百年 接著有幾多萬等等 總共十萬在東南西
[00:13:08.000 --> 00:13:22.000]  最後一邊 北邊 你見到有六萬幾 阿徹 接著四萬幾 五萬幾 總共未安營未出的有十五萬幾
[00:13:22.000 --> 00:13:29.000]  我們見到的 原來我們的人生在上帝的指令底下可以井井有條
[00:13:29.000 --> 00:13:36.000]  有些人跟我說 昨天我也信了主 跟隨主這麼豐富 為什麼我還這麼混亂
[00:13:36.000 --> 00:13:44.000]  很大的原因可能是我們沒有理神的聲音 我們還在走自己覺得要走的路
[00:13:44.000 --> 00:13:51.000]  有時候他的聲音叫我們安營不要走 有時候聲音叫我們起營要動
[00:13:51.000 --> 00:14:03.000]  在日本上個月去玩的那幾天 我兒子安排得很豐富 跟二十六歲的人去玩是很厲害的
[00:14:03.000 --> 00:14:10.000]  他有一晚安排我們十點幾十一點 去了全亞洲Top25的Cocktail Bar
[00:14:10.000 --> 00:14:17.000]  十幾人去飲 飲完飲到十二點 我們聊天 跟兒子聊聊 他現在剛做見習醫生
[00:14:17.000 --> 00:14:23.000]  很辛苦 通宵沒得睡 我們回到酒店也一兩點 洗完澡
[00:14:23.000 --> 00:14:30.000]  我說明天有什麼安排 兒子 明天我們六點起床 什麼事啊
[00:14:30.000 --> 00:14:35.000]  我們七點訂了一個日本式的早餐 我看一看不是吧
[00:14:35.000 --> 00:14:40.000]  我說你就on call三十六個鐘頭不睡 你Daddy要睡的
[00:14:40.000 --> 00:14:47.000]  這是我想的 不敢說 他安排了 當然去 不是下次不和你去旅行
[00:14:47.000 --> 00:14:56.000]  明的 跟著又去 下午又去哪裡吃 晚上我記得他安排了一個一起踩到的Sushi Bar
[00:14:56.000 --> 00:15:07.000]  就是吃Tempura的 排隊的 很便宜的 每人大概百五元二百元就很多炸蝦吃
[00:15:07.000 --> 00:15:15.000]  這裡我很記得有一幕 當我排隊的時候 當時有一個露宿者坐在Sushi Bar
[00:15:15.000 --> 00:15:22.000]  他旁邊是沒有日本人坐的 那個露宿者的腳都爛了
[00:15:22.000 --> 00:15:30.000]  我估計他糖尿病 一代二代很嚴重 日本人不坐
[00:15:30.000 --> 00:15:38.000]  跟著去到我們旁邊的空位 還有兩個空位站起來 他就叫你們三個去
[00:15:38.000 --> 00:15:48.000]  我馬上想 簡直是歧視 日本人你不叫 不過很快耳朵有個聲音說
[00:15:48.000 --> 00:15:55.000]  陳全華我安排你服侍了露宿者這麼多年 你不怕的 我說是不怕的
[00:15:55.000 --> 00:16:00.000]  露宿者逼到我沒有位子坐 他說你很肥嗎 我也有點肥
[00:16:00.000 --> 00:16:05.000]  那就坐過去吧 我就坐過去 我很記得那股味道
[00:16:05.000 --> 00:16:12.000]  我們一直在叫Sushi 一直在吃Tempura 他就不斷撞我
[00:16:12.000 --> 00:16:16.000]  其實不是他想撞我 因為他一代二代 這次不單是這樣
[00:16:16.000 --> 00:16:24.000]  他用過的器具繼續在那些共用裝水那裡裝 大家日本人都走開
[00:16:24.000 --> 00:16:33.000]  陳跟我說不是起行安寧的時候 他說人不接待的你接待
