
[00:00:00.000 --> 00:00:03.080]  感恩神的恩典帶領我們相聚
[00:00:03.080 --> 00:00:05.820]  各位弟兄姊妹 大家主內平安
[00:00:05.820 --> 00:00:09.220]  那我們繼續還是約書雅紀的
[00:00:09.220 --> 00:00:12.040]  講道系列 今天呢 來到
[00:00:12.040 --> 00:00:14.200]  第十四章了
[00:00:14.200 --> 00:00:17.480]  大家剛才在主席李暉弟兄的
[00:00:17.480 --> 00:00:20.800]  帶領下 讀過了這一段的經文
[00:00:20.800 --> 00:00:23.220]  期間如果有留心的弟兄姊妹
[00:00:23.220 --> 00:00:26.480]  就會留意到啊 今天的講題
[00:00:26.480 --> 00:00:29.480]  在經文當中 反覆重複了
[00:00:29.480 --> 00:00:30.860]  三次
[00:00:30.860 --> 00:00:33.840]  專心跟從耶和華
[00:00:33.840 --> 00:00:36.840]  那麼今天呢 也特別想用
[00:00:36.840 --> 00:00:40.100]  出現了三次的經文為題
[00:00:40.100 --> 00:00:43.100]  和大家一起來思想
[00:00:43.100 --> 00:00:45.660]  這段經文的內容
[00:00:45.660 --> 00:00:48.500]  那麼剛才大家讀過經文啊
[00:00:48.500 --> 00:00:51.360]  那麼在分帝的時候
[00:00:51.360 --> 00:00:54.540]  這時 猶大支派的一個人
[00:00:54.540 --> 00:00:55.960]  就出現了啊
[00:00:55.960 --> 00:00:58.060]  這個人是誰啊
[00:00:59.060 --> 00:01:00.060]  加勒
[00:01:00.060 --> 00:01:04.180]  加勒 加勒 對 加勒
[00:01:04.180 --> 00:01:07.460]  那麼加勒呢 在經文當中呢 我們就可以看到啊
[00:01:07.460 --> 00:01:10.980]  好 加勒可以看到
[00:01:10.980 --> 00:01:13.000]  這個
[00:01:13.000 --> 00:01:15.460]  好 現在暫時看不到
[00:01:15.460 --> 00:01:19.440]  可以看到 他是猶大支派
[00:01:19.440 --> 00:01:21.640]  耶福尼的兒子
[00:01:21.640 --> 00:01:24.780]  通常呢 有這樣一個敘述呢 就會論述說到說
[00:01:24.780 --> 00:01:27.600]  究竟是誰
[00:01:27.600 --> 00:01:30.600]  指向的是哪一位
[00:01:30.600 --> 00:01:33.760]  指到的呢 就是這個
[00:01:33.760 --> 00:01:36.900]  這個加勒 加勒這個人啊
[00:01:36.900 --> 00:01:37.900]  他就來了
[00:01:37.900 --> 00:01:41.220]  好 那麼呢
[00:01:41.220 --> 00:01:44.300]  他就和約書亞呢 就特別有一些
[00:01:44.300 --> 00:01:46.940]  對話 以至於呢 在
[00:01:46.940 --> 00:01:49.520]  這個抽籤的之前
[00:01:49.520 --> 00:01:52.860]  就做了一些所屬地的劃分
[00:01:52.860 --> 00:01:56.120]  猶大支派的這塊地呢 而且其中的
[00:01:56.120 --> 00:01:59.120]  這個地方呢 就屬於了加勒
[00:01:59.120 --> 00:02:00.500]  還有猶大支派了
[00:02:00.500 --> 00:02:03.820]  那麼講起加勒這個人呢 大家肯定不陌生啊
[00:02:03.820 --> 00:02:06.100]  肯定不陌生
[00:02:06.100 --> 00:02:09.380]  當時在耶和華小玉他的
[00:02:09.380 --> 00:02:11.000]  僕人摩西
[00:02:11.000 --> 00:02:14.200]  要在每一個支派當中要選取一個人
[00:02:14.200 --> 00:02:17.460]  去窺探迦南帝的時候
[00:02:17.460 --> 00:02:20.940]  其中一位就是加勒
[00:02:20.940 --> 00:02:22.340]  加勒
[00:02:22.340 --> 00:02:26.100]  另一位呢 大家也不陌生 就是約書亞
[00:02:26.660 --> 00:02:28.660]  所以這十二個人呢
[00:02:28.660 --> 00:02:31.520]  不是平平常常選出來的
[00:02:31.520 --> 00:02:34.840]  其實有他們精心的挑選
[00:02:34.840 --> 00:02:38.340]  要看神給以色列民的這塊地
[00:02:38.340 --> 00:02:40.920]  究竟我們要怎麼樣
[00:02:40.920 --> 00:02:44.180]  去得到呢 於是他們就去了
[00:02:44.180 --> 00:02:46.160]  作為探子就去了
[00:02:46.160 --> 00:02:49.280]  而且今天講的這個西伯倫啊
[00:02:49.280 --> 00:02:52.280]  當時記住在這個民宿祭的時候
[00:02:52.280 --> 00:02:55.040]  民宿祭的時候 他們也
[00:02:55.040 --> 00:02:57.080]  到了西伯倫這個地方
[00:02:57.080 --> 00:03:00.800]  也到了西伯倫這個地方 當時呢
[00:03:00.800 --> 00:03:02.980]  他們就看見的景象啊
[00:03:02.980 --> 00:03:04.840]  非常的特別啦
[00:03:04.840 --> 00:03:08.360]  據探子回來的回報
[00:03:08.360 --> 00:03:11.260]  哇 不得了啦 很多探子說啦
[00:03:11.260 --> 00:03:12.820]  那個地方的人呢
[00:03:12.820 --> 00:03:16.380]  啊 偉人啊 巨人啊 高得不得了啊
[00:03:16.380 --> 00:03:19.140]  我們在他的面前
[00:03:19.140 --> 00:03:20.960]  好像茅座一樣
[00:03:20.960 --> 00:03:22.800]  小得不得了
[00:03:23.280 --> 00:03:26.300]  他們甚至呢 不但可以看到那個地方啊
[00:03:26.300 --> 00:03:29.220]  這幅圖可能大家在不同的
[00:03:29.220 --> 00:03:31.880]  藝術作品啊 雕塑上面可以看得到
[00:03:31.880 --> 00:03:34.560]  還搬了一串葡萄回來
[00:03:34.560 --> 00:03:38.860]  至於這串葡萄大到一個怎麼樣的地步啊
[00:03:38.860 --> 00:03:41.300]  一串葡萄
[00:03:41.300 --> 00:03:43.100]  兩個人的
[00:03:43.100 --> 00:03:45.820]  要扛著回來
[00:03:45.820 --> 00:03:47.660]  哇 何其大啊
[00:03:47.660 --> 00:03:51.260]  當然 同樣看到一樣的景象
[00:03:51.260 --> 00:03:54.280]  會有不同的
[00:03:54.280 --> 00:03:55.920]  心理的領受
[00:03:55.920 --> 00:03:59.680]  有的探子 或者說
[00:03:59.680 --> 00:04:01.160]  絕大部分探子
[00:04:01.160 --> 00:04:03.340]  完了 完了 完了
[00:04:03.340 --> 00:04:04.940]  沒辦法啦
[00:04:04.940 --> 00:04:07.440]  那個地方的人那麼高大
[00:04:07.440 --> 00:04:09.280]  我們那麼渺小
[00:04:09.280 --> 00:04:11.040]  回去吧 回去吧
[00:04:11.040 --> 00:04:13.140]  回埃及去吧
[00:04:13.140 --> 00:04:16.500]  好不容易走了40年
[00:04:16.500 --> 00:04:19.580]  臨近了應許之地的時候要回去
[00:04:19.800 --> 00:04:20.800]  呵呵
[00:04:20.800 --> 00:04:22.500]  但是呢
[00:04:22.500 --> 00:04:25.180]  約書亞和迦勒卻不同啊
[00:04:25.180 --> 00:04:26.500]  他們看到
[00:04:26.500 --> 00:04:28.780]  哇 神說的沒錯
[00:04:28.780 --> 00:04:32.520]  這個地方真的是牛奶與蜜之地
[00:04:32.520 --> 00:04:33.520]  以至於
[00:04:33.520 --> 00:04:36.360]  種出來的
[00:04:36.360 --> 00:04:38.600]  這樣的一種的農作物啊
[00:04:38.600 --> 00:04:42.160]  大到要兩個人才去抬得了啊
[00:04:42.160 --> 00:04:45.200]  我們要趕快去把這個地拿下來啊
[00:04:45.200 --> 00:04:48.600]  給到的反饋是決然不同的
[00:04:48.600 --> 00:04:51.620]  所以那個時候 探子
[00:04:51.620 --> 00:04:54.340]  已經去了西伯倫的那個地方了
[00:04:54.340 --> 00:04:57.380]  所以在經歷了很多年啊
[00:04:57.380 --> 00:05:00.060]  40多年了 這個時候
[00:05:00.060 --> 00:05:03.060]  透過征戰啊 在曠野啊 有神的時間啊
[00:05:03.060 --> 00:05:05.140]  進入了以後
[00:05:05.140 --> 00:05:08.440]  這個時候在講到西伯倫這個地方的時候
[00:05:08.440 --> 00:05:11.580]  迦勒就出來說話了
[00:05:11.580 --> 00:05:14.240]  那麼如果我們看地圖啊
[00:05:14.240 --> 00:05:17.660]  西伯倫這個地方呢 在迦南地的南部
[00:05:17.660 --> 00:05:20.660]  在綠色的這塊地方呢
[00:05:20.660 --> 00:05:23.660]  就是專門給這個猶大支派所分的領地了
[00:05:23.660 --> 00:05:26.660]  他的土地
[00:05:26.660 --> 00:05:29.660]  那西伯倫呢 在死海的這個西邊呢
[00:05:29.660 --> 00:05:32.660]  就在這裡啊 在西面
[00:05:32.660 --> 00:05:35.660]  西伯倫這個地方啊 那個時候呢就要講到說了啊
[00:05:35.660 --> 00:05:38.660]  我們還有極多未得之地嗎
[00:05:38.660 --> 00:05:41.660]  告訴那個約書亞嘛
[00:05:41.660 --> 00:05:44.660]  於是他們要看 接下來的地
[00:05:44.660 --> 00:05:46.300]  怎麼把它承接下來
[00:05:47.120 --> 00:05:50.120]  那麼透過今天反覆出現的
[00:05:50.120 --> 00:05:52.020]  這一節經文
[00:05:52.020 --> 00:05:55.260]  專心跟從耶和華 還有我們要
[00:05:55.260 --> 00:05:56.500]  進入迦勒
[00:05:56.500 --> 00:05:59.420]  他的一個生命的處境
[00:05:59.420 --> 00:06:03.020]  以及他決然不同的生命態度
[00:06:03.020 --> 00:06:06.380]  我把題目會拆分成3點
[00:06:06.380 --> 00:06:08.780]  一起和大家分享
[00:06:08.780 --> 00:06:10.460]  這樣一個主題
[00:06:10.460 --> 00:06:13.860]  邀請各位弟兄姊妹 我們一起會有
[00:06:13.860 --> 00:06:14.860]  先有個禱告
[00:06:16.480 --> 00:06:19.080]  天父上帝 愛我們的神
[00:06:19.080 --> 00:06:22.820]  謝謝祢 時時與我們同在
[00:06:22.820 --> 00:06:24.940]  祢引領我們的人生道路
[00:06:24.940 --> 00:06:28.260]  主啊 當我們進入到
[00:06:28.260 --> 00:06:31.260]  約書亞記的講道系列的時候
[00:06:31.260 --> 00:06:34.300]  今天還要進入到 特別是迦勒的一個
[00:06:34.300 --> 00:06:36.560]  生命處境的時候
[00:06:36.560 --> 00:06:39.700]  求主 祢也對我們說話
[00:06:39.700 --> 00:06:42.460]  因為我們的處境
[00:06:42.460 --> 00:06:44.460]  也會有各樣的紛擾
[00:06:44.600 --> 00:06:47.260]  我們也需要主祢的提醒
[00:06:47.260 --> 00:06:50.820]  盼望我們可以打開我們的內心
[00:06:50.820 --> 00:06:53.420]  求主祢的話語澆灌在我們的心田
[00:06:53.420 --> 00:06:56.240]  當中 也讓我們
[00:06:56.240 --> 00:06:59.060]  經歷生命的豐盛 蒙主
[00:06:59.060 --> 00:07:00.280]  祢所喜悅
[00:07:00.280 --> 00:07:03.640]  願我口中的言語 眾弟兄姊妹的
[00:07:03.640 --> 00:07:06.440]  心懷意念 都得蒙天父上帝
[00:07:06.440 --> 00:07:09.580]  祢的悅納 同心禱告 奉主名求
[00:07:09.580 --> 00:07:10.880]  Amen
[00:07:10.880 --> 00:07:14.140]  好 首先要講到迦勒的一個
[00:07:14.140 --> 00:07:15.240]  特質啊
[00:07:15.240 --> 00:07:18.600]  就是 他的一個生命的
[00:07:18.600 --> 00:07:21.100]  態度 生命的態度
[00:07:21.100 --> 00:07:24.500]  這裡呢 就講到了態度就是
[00:07:24.500 --> 00:07:26.120]  專心啊
[00:07:26.120 --> 00:07:29.240]  專心跟從耶和華的
[00:07:29.240 --> 00:07:30.240]  專心
[00:07:30.240 --> 00:07:33.900]  正因為他有了這樣一種
[00:07:33.900 --> 00:07:37.440]  專心的生命態度的時候呢
[00:07:37.440 --> 00:07:40.980]  以至於 他在回溯到
[00:07:40.980 --> 00:07:43.740]  45年前 他和
[00:07:43.740 --> 00:07:46.740]  他和其中另外的
[00:07:46.740 --> 00:07:50.440]  11位探子 去窺探那地的時候
[00:07:50.440 --> 00:07:53.460]  變成他現在的回溯
[00:07:53.460 --> 00:07:55.680]  還有心裡面的堅持啊
[00:07:55.680 --> 00:07:58.520]  這裡就講到了 期間啊
[00:07:58.520 --> 00:08:01.520]  我們可以看到 約書雅紀14章的第7節
[00:08:01.520 --> 00:08:04.720]  窺探與回報
[00:08:04.720 --> 00:08:07.740]  那個時候啊 耶和華的僕人就
[00:08:07.740 --> 00:08:10.060]  打發了 迦勒
[00:08:10.060 --> 00:08:12.900]  去窺探這地 那時我
[00:08:12.900 --> 00:08:16.280]  正40歲 我按著心意
[00:08:16.280 --> 00:08:17.780]  回報他
[00:08:17.780 --> 00:08:21.620]  偵查看到的場景 大家都是一樣的啊
[00:08:21.620 --> 00:08:24.380]  有巨人 有果實
[00:08:24.380 --> 00:08:27.620]  但是呢 很多的探子已經心裡面
[00:08:27.620 --> 00:08:31.160]  已經消化了 就是消化如水啊
[00:08:31.160 --> 00:08:33.300]  根本肝腔不起來啊
[00:08:33.300 --> 00:08:36.860]  但是那個時候 約書雅的心態
[00:08:36.860 --> 00:08:39.600]  卻是要即刻奪取那地的
[00:08:39.600 --> 00:08:42.560]  所以 約書雅沒有
[00:08:42.560 --> 00:08:45.580]  受到 周圍另外那10個
[00:08:45.580 --> 00:08:47.140]  探子的影響
[00:08:47.140 --> 00:08:51.400]  照著他所看到和領受的
[00:08:51.400 --> 00:08:54.900]  照著他對神的信心
[00:08:54.900 --> 00:08:58.340]  來回報他 回報這裡的意思呢
[00:08:58.340 --> 00:09:01.120]  是 回去稟報啊
[00:09:01.120 --> 00:09:04.200]  我領受是什麼的 我如實
[00:09:04.200 --> 00:09:06.360]  就反饋了出來
[00:09:06.360 --> 00:09:10.360]  這裡有一個特點啊 有一個特點啊 就是
[00:09:10.960 --> 00:09:13.320]  看到的事物呢 都一致
[00:09:13.320 --> 00:09:16.680]  領受回來的時候呢 會有
[00:09:16.680 --> 00:09:19.680]  截然不同的兩種心態啊
[00:09:19.680 --> 00:09:23.320]  在第8節的時候 我們可以看到
[00:09:23.320 --> 00:09:26.480]  同我上去的眾弟兄 使
[00:09:26.480 --> 00:09:28.820]  百姓的心 消化了
[00:09:28.820 --> 00:09:32.140]  不單是他們 已經完全的
[00:09:32.140 --> 00:09:34.780]  沒有這樣一個決心了
[00:09:34.780 --> 00:09:38.480]  還影響了回來 聽他們回報的
[00:09:38.480 --> 00:09:39.660]  眾百姓
[00:09:40.320 --> 00:09:42.960]  都已經叫做 消化如水啊
[00:09:42.960 --> 00:09:46.000]  軟得不得了啊 沒辦法了
[00:09:46.000 --> 00:09:48.360]  甚至那個時候 打退堂鼓啊
[00:09:48.360 --> 00:09:51.560]  回去了 回去了 回埃及去
[00:09:51.560 --> 00:09:54.920]  我們要想辦法 把這兩個要害我們的
[00:09:54.920 --> 00:09:57.680]  探子處理了 所以這個時候
[00:09:57.680 --> 00:09:58.680]  也看到
[00:09:58.680 --> 00:10:02.680]  並不是 人多的時候
[00:10:02.680 --> 00:10:05.660]  多數的人就一定掌握到
[00:10:05.660 --> 00:10:07.160]  神的旨意的
[00:10:07.160 --> 00:10:10.260]  不是人多的時候
[00:10:10.260 --> 00:10:13.280]  多數的人表決的時候 就可以
[00:10:13.280 --> 00:10:15.480]  找到正確的方向的
[00:10:15.480 --> 00:10:18.500]  不是求人的意思
[00:10:18.500 --> 00:10:21.280]  而是求神的意思
[00:10:21.280 --> 00:10:24.880]  而且也讓我們看到 內在的
[00:10:24.880 --> 00:10:27.600]  信心啊 各位弟兄姊妹 內在的
[00:10:27.600 --> 00:10:30.580]  信心 會促成我們
[00:10:30.580 --> 00:10:33.560]  外在的看見 還有
[00:10:33.560 --> 00:10:34.560]  回去的
[00:10:34.560 --> 00:10:37.860]  回報 這樣一個回去的報告啊
[00:10:37.860 --> 00:10:40.860]  我們的舉動啊 成為我們的行動
[00:10:40.860 --> 00:10:44.380]  我們看到的就像 加勒那樣啊
[00:10:44.380 --> 00:10:47.560]  加勒和約束亞那樣 有的人說啊
[00:10:47.560 --> 00:10:49.780]  啊 只是看到那
[00:10:49.780 --> 00:10:52.180]  巨人 就害怕
[00:10:52.180 --> 00:10:56.280]  看到那果實 覺得美好
[00:10:56.280 --> 00:10:57.280]  啊
[00:10:57.280 --> 00:11:00.920]  有的時候看到果實 也是因為貪心啊
