
[00:00:00.000 --> 00:00:02.000]  就是我們說的新天新地
[00:00:02.000 --> 00:00:04.880]  在哪裡是沒有罪的污染
[00:00:04.880 --> 00:00:08.880]  在哪裡我們能夠面對面敬拜上主
[00:00:08.880 --> 00:00:14.440]  所以今天我不知道大家在想
[00:00:14.440 --> 00:00:16.440]  你的家鄉在哪裡
[00:00:16.440 --> 00:00:20.240]  最近這幾年可能有些香港人也會想
[00:00:20.240 --> 00:00:24.240]  可能要轉變他們的家鄉
[00:00:24.640 --> 00:00:31.280]  也有一些人可能面對他們退休之後
[00:00:31.280 --> 00:00:33.280]  他們會住在哪裡
[00:00:33.280 --> 00:00:36.800]  最近我才知道
[00:00:36.800 --> 00:00:39.440]  原來我們教會也有一些弟兄姊妹
[00:00:39.440 --> 00:00:43.920]  他們有第二個家鄉
[00:00:43.920 --> 00:00:45.920]  在大灣區
[00:00:45.920 --> 00:00:47.920]  不同的城市
[00:00:47.920 --> 00:00:52.240]  他們當那邊有多一個地方
[00:00:52.240 --> 00:00:54.960]  將來他們退休後
[00:00:54.960 --> 00:00:57.960]  或者怎樣來兩邊走
[00:00:57.960 --> 00:01:03.200]  明年年中的時候
[00:01:03.200 --> 00:01:06.400]  如果什麼也沒有變化的話
[00:01:06.400 --> 00:01:10.480]  我都很大機會在明年六月尾
[00:01:10.480 --> 00:01:13.120]  會退休
[00:01:13.120 --> 00:01:14.400]  有很多人都說
[00:01:14.400 --> 00:01:16.400]  你這麼年輕退什麼休
[00:01:16.400 --> 00:01:19.400]  我的身份證告訴我
[00:01:19.400 --> 00:01:22.800]  我已經進入退休年齡
[00:01:22.800 --> 00:01:27.400]  也有弟兄姊妹猜測我
[00:01:27.400 --> 00:01:29.400]  你退休之後
[00:01:29.400 --> 00:01:31.400]  你是不是會回加拿大呢
[00:01:31.400 --> 00:01:37.400]  我說我是有些怕我不適應那邊
[00:01:37.400 --> 00:01:39.400]  我說已經回來了二十年了
[00:01:39.400 --> 00:01:41.400]  而且這二十年我很感謝神
[00:01:41.400 --> 00:01:43.400]  讓我無論在港福家
[00:01:43.400 --> 00:01:47.400]  或者其他所認識的教會
[00:01:47.400 --> 00:01:49.400]  牧者
[00:01:49.400 --> 00:01:51.400]  甚至國內
[00:01:51.400 --> 00:01:57.400]  都有很多很好的朋友和弟兄姊妹
[00:01:57.400 --> 00:02:00.400]  我知道我自己的家鄉
[00:02:00.400 --> 00:02:02.400]  我在香港出生
[00:02:02.400 --> 00:02:09.400]  所以若果主有另外一些很特別的大靈
[00:02:09.400 --> 00:02:10.400]  如果不是的話
[00:02:10.400 --> 00:02:15.400]  我亦盼望神為我開路和預備
[00:02:15.400 --> 00:02:18.400]  我最大的要處理的就是
[00:02:18.400 --> 00:02:20.400]  我愛父愛母
[00:02:20.400 --> 00:02:22.400]  他們九十歲了
[00:02:22.400 --> 00:02:26.400]  我怎樣將他們從加拿大搬回香港
[00:02:26.400 --> 00:02:30.400]  這就是我們希望能夠做到的時候
[00:02:30.400 --> 00:02:34.400]  我退休之後我的家鄉就是香港
[00:02:34.400 --> 00:02:36.400]  和大灣區
[00:02:36.400 --> 00:02:40.400]  我不知道大灣區是不是真的
[00:02:40.400 --> 00:02:44.400]  但這是我自己初步的一些想法
[00:02:44.400 --> 00:02:46.400]  但我盼望
[00:02:46.400 --> 00:02:49.400]  我想在這裡和大家分享
[00:02:49.400 --> 00:02:51.400]  不是和大家說退休之後
[00:02:51.400 --> 00:02:52.400]  我們的家鄉
[00:02:52.400 --> 00:02:55.400]  我們最重要的就是我們死後
[00:02:55.400 --> 00:02:56.400]  我們很清楚
[00:02:56.400 --> 00:02:58.400]  我們知道我們有一個永恆的盼望
[00:02:58.400 --> 00:03:00.400]  我們的家鄉
[00:03:00.400 --> 00:03:02.400]  主對我們的應許是甚麼呢
[00:03:02.400 --> 00:03:05.400]  我們一起讀一下第十五到十七節
[00:03:05.400 --> 00:03:10.400]  我們照主的話告訴你們一件事
[00:03:10.400 --> 00:03:14.400]  我們者活著還存留到主來臨的人
[00:03:14.400 --> 00:03:18.400]  絕不會在那已經歲了的人之先
[00:03:18.400 --> 00:03:20.400]  因為召集令一發
[00:03:20.400 --> 00:03:22.400]  天使掌的呼音一叫
[00:03:22.400 --> 00:03:24.400]  神的號角一吹
[00:03:24.400 --> 00:03:27.400]  主必親自從天降臨
[00:03:27.400 --> 00:03:29.400]  那在基督裡死了的人
[00:03:29.400 --> 00:03:31.400]  必先復活
[00:03:31.400 --> 00:03:35.400]  這個是保羅說是主的說話
[00:03:35.400 --> 00:03:38.400]  如果我們翻查新約聖經
[00:03:38.400 --> 00:03:41.400]  在哪裏有主的說話
[00:03:41.400 --> 00:03:44.400]  這個說法不是直接的
[00:03:44.400 --> 00:03:48.400]  好像保羅在某卷書
[00:03:48.400 --> 00:03:52.400]  direct quotation引出來的
[00:03:52.400 --> 00:03:54.400]  但這個觀念確實是有的
[00:03:54.400 --> 00:03:57.400]  我們在《光輔多前書》十五章都有說
[00:03:57.400 --> 00:04:00.400]  浩濤沒次吹響的時候
[00:04:00.400 --> 00:04:03.400]  是在說原來被提那一刻
[00:04:03.400 --> 00:04:06.400]  原來是我們仍在生的人
[00:04:06.400 --> 00:04:08.400]  我們會被提
[00:04:08.400 --> 00:04:11.400]  已死的人也要被提
[00:04:11.400 --> 00:04:13.400]  他們被提的身體的
[00:04:13.400 --> 00:04:16.400]  雜事之間的改變是很快的
[00:04:16.400 --> 00:04:19.400]  是眨眼之間一秒鐘
[00:04:19.400 --> 00:04:22.400]  所以有些人以為被提就很有趣
[00:04:22.400 --> 00:04:25.400]  突然間見到Karen傳到一路升上去
[00:04:25.400 --> 00:04:32.400]  或者何牧師在這裏升上去
[00:04:32.400 --> 00:04:33.400]  我說不是的
[00:04:33.400 --> 00:04:34.400]  如果你這樣看到
[00:04:34.400 --> 00:04:36.400]  你是很肯定那個不是被提
[00:04:36.400 --> 00:04:38.400]  那個不知是甚麼幻象
[00:04:38.400 --> 00:04:41.400]  被提根本我們不可能見到
[00:04:41.400 --> 00:04:42.400]  因為太快了
[00:04:42.400 --> 00:04:44.400]  十字不見了
[00:04:44.400 --> 00:04:46.400]  不在這裏
[00:04:46.400 --> 00:04:48.400]  所以我們在說這裏
[00:04:48.400 --> 00:04:53.400]  主耶穌回來親自降臨之前
[00:04:53.400 --> 00:04:56.400]  是有這幾種聲音
[00:04:56.400 --> 00:04:59.400]  是說那些已經碎了的人
[00:04:59.400 --> 00:05:02.400]  他們會先復活
[00:05:02.400 --> 00:05:05.400]  他們會聽到一個召集令
[00:05:05.400 --> 00:05:10.400]  這個召集令就是神的號角會吹響
[00:05:10.400 --> 00:05:13.400]  這個號角在聖經裏面
[00:05:13.400 --> 00:05:16.400]  通常是揚國祭的號角
[00:05:16.400 --> 00:05:21.400]  主要是神的子民在曠野
[00:05:21.400 --> 00:05:23.400]  他們出埃及
[00:05:23.400 --> 00:05:25.400]  他們去聖殿敬拜
[00:05:25.400 --> 00:05:28.400]  都是由祭司來吹號角
[00:05:28.400 --> 00:05:30.400]  來帶領他們
[00:05:30.400 --> 00:05:32.400]  要召集他們去敬拜
[00:05:32.400 --> 00:05:34.400]  或者他們要出戰
[00:05:34.400 --> 00:05:36.400]  去攻打敵人的時候
[00:05:36.400 --> 00:05:38.400]  也是會用這個號角
[00:05:38.400 --> 00:05:42.400]  所以這裏有說到召集令要聚集他們一起
[00:05:42.400 --> 00:05:45.400]  有天使長的呼聲
[00:05:45.400 --> 00:05:49.400]  這個天使長在猶太人的文獻
[00:05:49.400 --> 00:05:55.400]  他們往往說米加列是他們守護的天使
[00:05:55.400 --> 00:06:00.400]  米加列是保護他們以色列的人民
[00:06:00.400 --> 00:06:03.400]  但是我們要看在這裏所說的
[00:06:03.400 --> 00:06:06.400]  是針對所有神的兒女
[00:06:06.400 --> 00:06:10.400]  在主耶穌親自從天降臨以先
[00:06:10.400 --> 00:06:12.400]  就會有這些號角
[00:06:12.400 --> 00:06:17.400]  天使長的呼聲和召集令來吹響
[00:06:17.400 --> 00:06:19.400]  大家都會聽到
[00:06:19.400 --> 00:06:23.400]  而霎時間這些人會必先復活
[00:06:23.400 --> 00:06:27.400]  這裏是說第一批人要被提的
[00:06:27.400 --> 00:06:29.400]  必先復活
[00:06:29.400 --> 00:06:32.400]  頭一次復活的這班人是有福的
[00:06:32.400 --> 00:06:33.400]  和是聖潔的
[00:06:33.400 --> 00:06:36.400]  這是《啟示錄》20章第6節所說的
[00:06:36.400 --> 00:06:39.400]  是說這一類的信徒
[00:06:39.400 --> 00:06:43.400]  他們真正和耶穌基督的約有份
[00:06:43.400 --> 00:06:45.400]  他們復活被提
[00:06:45.400 --> 00:06:49.400]  他們因為已經蒙主的寶血所救贖的這些兒女
[00:06:49.400 --> 00:06:52.400]  罪蒙赦免得到完全的解決
[00:06:52.400 --> 00:06:57.400]  接著17節我們再看第二批的人
[00:06:57.400 --> 00:06:58.400]  我們一起讀
[00:06:58.400 --> 00:07:02.400]  然後我們這些活著還存留的人
[00:07:02.400 --> 00:07:05.400]  必和他們一同被提到雲裡
[00:07:05.400 --> 00:07:07.400]  在空中與主相會
[00:07:07.400 --> 00:07:12.400]  這樣我們就要和主永遠同在
[00:07:12.400 --> 00:07:17.400]  這裏說的是我們那些仍然活著的
[00:07:17.400 --> 00:07:21.400]  保羅要回答第13節那條問題
[00:07:21.400 --> 00:07:23.400]  死了的信徒怎麼辦呢?
[00:07:23.400 --> 00:07:25.400]  他說你不要擔心
[00:07:25.400 --> 00:07:27.400]  他們沒有任何損失
[00:07:27.400 --> 00:07:29.400]  死了的信徒
[00:07:29.400 --> 00:07:32.400]  他們到耶穌要從天降臨的時候
[00:07:32.400 --> 00:07:36.400]  他們就霎時間先復活
[00:07:36.400 --> 00:07:40.400]  而我們這一班如果仍然活著還存留的人
[00:07:40.400 --> 00:07:45.400]  就會和他們一起被提到雲裡
[00:07:45.400 --> 00:07:47.400]  與主相會
[00:07:47.400 --> 00:07:50.400]  而且和主永遠同在
[00:07:50.400 --> 00:07:52.400]  這是一個結果
[00:07:52.400 --> 00:07:54.400]  這個結果和這個過程
[00:07:54.400 --> 00:07:57.400]  當然這裏說的
[00:07:57.400 --> 00:08:01.400]  有一些觀念是很重要的
[00:08:01.400 --> 00:08:02.400]  要說出來
[00:08:02.400 --> 00:08:03.400]  就是被提
