
[00:00:00.000 --> 00:00:02.800]  好,今日我哋會講
[00:00:02.800 --> 00:00:06.640]  Pasar Johnny 同我哋講咗咩係喜樂
[00:00:06.640 --> 00:00:10.000]  接住落嚟我哋會睇下肥立比書
[00:00:10.000 --> 00:00:12.240]  接住落嚟會話畀我哋知
[00:00:12.240 --> 00:00:14.880]  當我哋喺逆境裏面
[00:00:14.880 --> 00:00:17.920]  我哋點樣可以喜樂
[00:00:17.920 --> 00:00:24.000]  我唔知你係咩時間係會最唔開心嘅呢?
[00:00:24.000 --> 00:00:26.160]  係咪考試失敗呀?
[00:00:26.160 --> 00:00:29.200]  朋友同你嘅好朋友反面呀?
[00:00:29.200 --> 00:00:31.760]  定係父母畀你嘅壓力呢?
[00:00:31.760 --> 00:00:33.920]  或者係其他嘅嘢呢?
[00:00:33.920 --> 00:00:35.920]  我而家畀一分鐘嘅時間你
[00:00:35.920 --> 00:00:38.000]  同你隔離位嗰個商量下
[00:00:38.000 --> 00:00:41.680]  你之前最唔開心嘅時間係啲咩嘢?
[00:00:41.680 --> 00:00:43.280]  同隔離位講咗啦
[00:00:43.280 --> 00:00:46.800]  咁不如搵一兩個人分享下先
[00:00:46.800 --> 00:00:49.840]  好,嚟,Kabu,你講下
[00:00:49.840 --> 00:00:52.400]  我最唔開心嘅時候就係
[00:00:52.400 --> 00:00:54.560]  朋友之間佢哋嘅吵架
[00:00:54.560 --> 00:00:56.160]  因為可能有一次
[00:00:56.160 --> 00:00:58.160]  可能朋友之間佢哋嘈交
[00:00:58.160 --> 00:01:00.800]  並唔係真係有人得罪咗對方
[00:01:00.800 --> 00:01:02.400]  可能係中間有一個誤會
[00:01:02.400 --> 00:01:05.280]  但雙方就誤解咗嗰件事
[00:01:05.280 --> 00:01:06.640]  搞到好憎對方
[00:01:06.640 --> 00:01:09.200]  呢個時候要將佢哋調和
[00:01:09.200 --> 00:01:10.720]  係好困難嘅一件事
[00:01:10.720 --> 00:01:13.680]  所以好心煩同埋都唔開心
[00:01:13.680 --> 00:01:16.080]  做和事佬好唔開心
[00:01:16.080 --> 00:01:17.680]  我問個女嘅先
[00:01:17.680 --> 00:01:19.120]  呢度有冇?
[00:01:19.120 --> 00:01:22.640]  支持下我先,你講
[00:01:22.640 --> 00:01:24.640]  Caster Karen要走
[00:01:24.880 --> 00:01:26.480]  嘩!
[00:01:26.480 --> 00:01:28.480]  佢聽唔到,就走咗
[00:01:28.480 --> 00:01:30.480]  嘩!
[00:01:30.480 --> 00:01:34.960]  最唔開心Caster Karen走
[00:01:34.960 --> 00:01:36.960]  但係Caster Irene走最開心
[00:01:36.960 --> 00:01:40.960]  哈哈哈哈
[00:01:40.960 --> 00:01:42.960]  唔係,純粹講
[00:01:42.960 --> 00:01:46.000]  咁你呢?你最唔開心係咩?
[00:01:46.000 --> 00:01:50.000]  要準備考試嗰陣,好難
[00:01:50.000 --> 00:01:53.760]  原來我哋各人都有一啲
[00:01:53.760 --> 00:01:55.760]  喺心裏面認定咗
[00:01:55.760 --> 00:01:59.520]  好容易令到我哋唔開心嘅事情
[00:01:59.520 --> 00:02:02.720]  今日保羅話畀我哋知
[00:02:02.720 --> 00:02:04.720]  一樣好重要嘅嘢
[00:02:04.720 --> 00:02:06.320]  佢話畀我哋知
[00:02:06.320 --> 00:02:10.880]  原來保羅喺呢個肥立比書寫作嘅期間
[00:02:10.880 --> 00:02:13.600]  其實佢係喺一個監獄裏面
[00:02:13.600 --> 00:02:16.160]  但係點樣
[00:02:16.160 --> 00:02:18.400]  佢能夠喺監獄裏面
[00:02:18.400 --> 00:02:20.400]  可以寫出一篇
[00:02:20.400 --> 00:02:23.200]  係講喜樂嘅書信
[00:02:23.200 --> 00:02:25.440]  今日我哋要講嘅喜樂
[00:02:25.440 --> 00:02:28.800]  唔係真係話要開心開心開心
[00:02:28.800 --> 00:02:30.800]  其實喜樂
[00:02:30.800 --> 00:02:32.800]  係可以係一個點樣
[00:02:32.800 --> 00:02:34.800]  係一個情感嘅表達
[00:02:34.800 --> 00:02:38.560]  同時亦都係一個生活嘅態度
[00:02:38.560 --> 00:02:40.560]  同埋思考嘅模式
[00:02:40.560 --> 00:02:42.560]  喺肥立比書裏面
[00:02:42.560 --> 00:02:44.560]  話畀我哋知道
[00:02:44.560 --> 00:02:46.560]  保羅喺監獄裏面
[00:02:46.560 --> 00:02:48.560]  佢喺呢封書信裏面
[00:02:48.560 --> 00:02:50.560]  不停咁樣講到喜樂
[00:02:50.560 --> 00:02:52.560]  你可唔可以想像
[00:02:52.560 --> 00:02:54.560]  一個人喺監獄裏面
[00:02:54.560 --> 00:02:57.840]  佢仲係可以喜樂呢
[00:02:57.840 --> 00:03:00.560]  喺監獄裏面可能係一個絕望
[00:03:00.560 --> 00:03:04.560]  係一個好陰暗嘅地方
[00:03:04.560 --> 00:03:06.560]  但係對於保羅
[00:03:06.560 --> 00:03:08.560]  佢嘅思考方式呢
[00:03:08.560 --> 00:03:11.520]  就同我哋好似好不一樣
[00:03:11.520 --> 00:03:13.520]  點解呢
[00:03:13.520 --> 00:03:16.560]  佢話雖然我係喺監獄裏面
[00:03:16.560 --> 00:03:19.760]  但係我嘅心裏面卻係自由嘅
[00:03:19.760 --> 00:03:21.760]  而且快樂
[00:03:21.760 --> 00:03:25.760]  原因係佢睇嗰樣嘢
[00:03:25.760 --> 00:03:27.760]  係好唔一樣
[00:03:27.760 --> 00:03:32.960]  因為快樂係會令到人哋覺得
[00:03:32.960 --> 00:03:35.760]  佢將個視線轉咗去另一個平台
[00:03:35.760 --> 00:03:37.760]  佢覺得佢喺監獄裏面
[00:03:37.760 --> 00:03:41.760]  只不過係換咗另一個地方去傳福音
[00:03:41.760 --> 00:03:43.760]  佢可以將福音傳過畀嗰啲呢
[00:03:43.760 --> 00:03:47.760]  看守監獄嘅人
[00:03:47.760 --> 00:03:49.760]  我哋話呢
[00:03:49.760 --> 00:03:51.760]  快樂呢
[00:03:51.760 --> 00:03:53.760]  點解咁艱難呢
[00:03:53.760 --> 00:03:55.760]  頭先有講到啦
[00:03:55.760 --> 00:03:57.760]  成績會令我哋焦慮
[00:03:57.760 --> 00:03:59.760]  我哋成日覺得如果我哋成績唔夠好
[00:03:59.760 --> 00:04:03.760]  就好擔心會讓到我哋嘅父母好失望
