
[00:00:00.000 --> 00:00:04.800]  各位丁姐妹早晨
[00:00:04.800 --> 00:00:10.800]  很開心可以在疫情的限制放寬之下
[00:00:10.800 --> 00:00:15.200]  我們一起在上午一早起來敬拜我們的主
[00:00:15.200 --> 00:00:16.400]  去聽主的道
[00:00:16.400 --> 00:00:20.600]  可以跟大家分享我的榮幸福分
[00:00:20.600 --> 00:00:21.800]  可以這樣服侍
[00:00:21.800 --> 00:00:26.000]  今天我們看的書信是《猶大書》
[00:00:26.000 --> 00:00:29.400]  不知道大家自己看過《猶大書》了沒有
[00:00:29.400 --> 00:00:32.400]  這本書卷很多時候都被基督徒遺忘
[00:00:32.400 --> 00:00:35.200]  在我們這個門徒訓練系列裡
[00:00:35.200 --> 00:00:38.600]  我們上半年主要看的新約書信
[00:00:38.600 --> 00:00:40.200]  其實已經來到最後一卷
[00:00:40.200 --> 00:00:42.000]  《猶大書》是一個很短的書信
[00:00:42.000 --> 00:00:43.000]  只有一章
[00:00:43.000 --> 00:00:45.000]  今天我會說一至十六節
[00:00:45.000 --> 00:00:46.200]  不要小看它
[00:00:46.200 --> 00:00:47.600]  其實它一點都不簡單
[00:00:47.600 --> 00:00:49.000]  先介紹一下背景
[00:00:49.000 --> 00:00:50.200]  我們開始講道之前
[00:00:50.200 --> 00:00:52.200]  因為今天是第一天講
[00:00:52.200 --> 00:00:53.200]  所以一定要介紹一下
[00:00:53.200 --> 00:00:56.000]  《猶大書》作者應該就是猶大
[00:00:56.000 --> 00:00:57.400]  雖然他沒有說明
[00:00:57.400 --> 00:01:00.200]  他介紹自己是耶穌基督的僕人
[00:01:00.200 --> 00:01:02.000]  瓦國的兄弟猶大
[00:01:02.000 --> 00:01:03.600]  瓦國又是哪位呢
[00:01:03.600 --> 00:01:05.600]  說得出名的當然是出名的
[00:01:05.600 --> 00:01:08.600]  他其實是早期耶路撒冷教會的領袖
[00:01:08.600 --> 00:01:09.800]  除此之外
[00:01:09.800 --> 00:01:11.400]  另一個特點就是
[00:01:11.400 --> 00:01:15.000]  瓦國和猶大都是耶穌的親兄弟
[00:01:15.000 --> 00:01:15.800]  就是弟弟
[00:01:15.800 --> 00:01:17.000]  耶穌是最大的
[00:01:17.000 --> 00:01:18.800]  就是他們的親弟弟
[00:01:18.800 --> 00:01:21.800]  當然他寫的東西的份量
[00:01:21.800 --> 00:01:23.800]  不是因為他是耶穌的親弟弟
[00:01:23.800 --> 00:01:24.800]  所以才這麼特別
[00:01:24.800 --> 00:01:26.000]  待會我們會看到
[00:01:26.000 --> 00:01:28.800]  這封信寫給誰的對象
[00:01:28.800 --> 00:01:30.800]  應該就是猶太
[00:01:30.800 --> 00:01:32.400]  有猶太背景的基督徒
[00:01:32.400 --> 00:01:36.200]  因為當中講了很多舊約聖經的故事
[00:01:36.200 --> 00:01:39.000]  更加有很多猶太人的
[00:01:39.000 --> 00:01:41.000]  猶太文獻的解釋
[00:01:41.000 --> 00:01:43.200]  或者是故事
[00:01:43.200 --> 00:01:45.400]  待會我們都會看到
[00:01:45.400 --> 00:01:47.600]  因為有這麼多舊約聖經
[00:01:47.600 --> 00:01:48.400]  猶太文獻
[00:01:48.400 --> 00:01:49.800]  所以待會大家特別留心
[00:01:49.800 --> 00:01:52.000]  因為那些解釋
[00:01:52.000 --> 00:01:54.000]  需要大家開始認識一點
[00:01:54.000 --> 00:01:56.000]  舊約聖經的故事
[00:01:56.000 --> 00:01:59.600]  才能夠明白猶太在跟我們說什麼
[00:01:59.600 --> 00:02:02.000]  在開始之前我們一起有個祈禱
[00:02:02.000 --> 00:02:04.000]  親愛的恩主
[00:02:04.000 --> 00:02:06.600]  我們將我們今早每人的心志
[00:02:06.600 --> 00:02:08.000]  擺到你面前
[00:02:08.000 --> 00:02:09.000]  真理的靈
[00:02:09.000 --> 00:02:10.800]  求你開開我們每人的心
[00:02:10.800 --> 00:02:12.800]  讓我們被你軟化
[00:02:12.800 --> 00:02:14.600]  讓我們每個人的心
[00:02:14.600 --> 00:02:17.800]  都願意被你改變
[00:02:17.800 --> 00:02:19.800]  心意更新而變化
[00:02:19.800 --> 00:02:21.000]  我們一起來測驗
[00:02:21.000 --> 00:02:25.600]  主你自己何謂可以令你喜悅的旨意
[00:02:25.600 --> 00:02:29.000]  讓我們生命能夠藉著你的道去被改變
[00:02:29.000 --> 00:02:30.200]  我們的祈禱交託
[00:02:30.200 --> 00:02:32.400]  奉主耶穌基督得勝命自祈求
[00:02:32.400 --> 00:02:33.000]  阿們
[00:02:33.000 --> 00:02:34.400]  好了
[00:02:34.400 --> 00:02:36.400]  猶大書
[00:02:36.400 --> 00:02:41.200]  我今天的題目叫蒙恩和敬虔
[00:02:41.200 --> 00:02:42.400]  猶大書真的很獨特
[00:02:42.400 --> 00:02:44.600]  所以我想起它真的很像一個
[00:02:44.600 --> 00:02:48.000]  武林秘笈獨門的秘笈
[00:02:48.000 --> 00:02:50.200]  我稱它為猶大的獨門秘笈
