
[00:00:00.000 --> 00:00:02.000]  港福堂的弟兄姊妹
[00:00:02.000 --> 00:00:06.000]  今天我很高興在大家當中
[00:00:06.000 --> 00:00:10.000]  我剛剛從蒙古宣教回來
[00:00:10.000 --> 00:00:12.000]  多了很多經歷
[00:00:12.000 --> 00:00:14.000]  不過可以跟大家分享
[00:00:14.000 --> 00:00:21.000]  不過經過蒙古國牧師的訓練
[00:00:21.000 --> 00:00:23.000]  我訓練牧師做傳道
[00:00:23.000 --> 00:00:28.000]  我體會到很多人都很想給主使用
[00:00:28.000 --> 00:00:35.000]  大會給我的題目是馬後福音十一章整章
[00:00:35.000 --> 00:00:43.000]  但是我今天希望集中在十一章的第一節到第十節
[00:00:43.000 --> 00:00:45.000]  跟大家分享
[00:00:45.000 --> 00:00:49.000]  分享的主題叫做主要用它
[00:00:49.000 --> 00:00:55.000]  我相信每一個弟兄姊妹成長的階段
[00:00:55.000 --> 00:00:59.000]  你都會很想有你的夢想
[00:00:59.000 --> 00:01:03.000]  希望能夠被使用
[00:01:03.000 --> 00:01:07.000]  未信耶穌的人當然都是一樣
[00:01:07.000 --> 00:01:11.000]  我們很希望被大公司使用
[00:01:11.000 --> 00:01:13.000]  誰會用我呢
[00:01:13.000 --> 00:01:15.000]  以美國來說
[00:01:15.000 --> 00:01:16.000]  我在加拿大來的
[00:01:16.000 --> 00:01:17.000]  北美來的
[00:01:17.000 --> 00:01:19.000]  最好是Bill基
[00:01:20.000 --> 00:01:25.000]  入到Bill基的Microsoft公司裏面做
[00:01:25.000 --> 00:01:27.000]  你說多重要呢
[00:01:27.000 --> 00:01:29.000]  有些在矽谷
[00:01:29.000 --> 00:01:33.000]  矽谷有很多不同的大的機構
[00:01:33.000 --> 00:01:35.000]  這些IT的機構很厲害
[00:01:35.000 --> 00:01:37.000]  大家都很夢想
[00:01:37.000 --> 00:01:39.000]  在我們多不多一些弟兄姊妹
[00:01:39.000 --> 00:01:41.000]  多好啊
[00:01:41.000 --> 00:01:43.000]  拿到很好的成績
[00:01:43.000 --> 00:01:45.000]  申請矽谷裏面
[00:01:45.000 --> 00:01:51.000]  希望有一個大公司能夠來用它
[00:01:51.000 --> 00:01:53.000]  這是一個很大的光榮
[00:01:53.000 --> 00:01:54.000]  是不是
[00:01:54.000 --> 00:01:58.000]  我不知道今天你信了耶穌之後
[00:01:58.000 --> 00:02:02.000]  你是否以我是Bill基所使用的
[00:02:02.000 --> 00:02:04.000]  Bill基用我
[00:02:04.000 --> 00:02:06.000]  矽谷用我
[00:02:06.000 --> 00:02:09.000]  我們加拿大有一個姊妹
[00:02:09.000 --> 00:02:11.000]  有一個Headhunter
[00:02:11.000 --> 00:02:15.000]  走去多倫多找到一個玩具的
[00:02:15.000 --> 00:02:18.000]  做生意的
[00:02:18.000 --> 00:02:21.000]  有這個才幹的人
[00:02:21.000 --> 00:02:24.000]  重金禮聘她
[00:02:24.000 --> 00:02:25.000]  回來香港
[00:02:25.000 --> 00:02:32.000]  在大陸成為世界八個最大的VP
[00:02:32.000 --> 00:02:35.000]  在她公司裏面成為一員
[00:02:35.000 --> 00:02:38.000]  很好的福利
[00:02:38.000 --> 00:02:41.000]  我們可能被人這樣
[00:02:41.000 --> 00:02:43.000]  這些叫Headhunter
[00:02:43.000 --> 00:02:45.000]  到處去Headhunter
[00:02:45.000 --> 00:02:48.000]  我們會覺得很被尊重
[00:02:48.000 --> 00:02:50.000]  和很光榮
[00:02:50.000 --> 00:02:52.000]  但今天我和你講這個題目
[00:02:52.000 --> 00:02:54.000]  主會用他
[00:02:54.000 --> 00:02:56.000]  這個主會用他
[00:02:56.000 --> 00:02:57.000]  很特別
[00:02:57.000 --> 00:02:59.000]  這個他
[00:02:59.000 --> 00:03:04.000]  其實是一個奴隸子
[00:03:04.000 --> 00:03:07.000]  主怎會用他呢
[00:03:07.000 --> 00:03:10.000]  當然這段經文
[00:03:10.000 --> 00:03:14.000]  有很多牧師或傳道都講過
[00:03:14.000 --> 00:03:19.000]  很多牧師主要用你
[00:03:19.000 --> 00:03:22.000]  去鼓勵信徒避神使用
[00:03:22.000 --> 00:03:25.000]  好像奴隸子沒有經驗
[00:03:25.000 --> 00:03:26.000]  不顯赫
[00:03:26.000 --> 00:03:29.000]  但不被自己的性格攔阻
[00:03:29.000 --> 00:03:31.000]  避主使用
[00:03:31.000 --> 00:03:33.000]  這些是好的
[00:03:33.000 --> 00:03:35.000]  我都覺得是很好的鼓勵
[00:03:35.000 --> 00:03:38.000]  都是一般性的
[00:03:38.000 --> 00:03:42.000]  我們在這段經文裏面找到的重點
[00:03:42.000 --> 00:03:44.000]  但我今天就和大家分享
[00:03:44.000 --> 00:03:46.000]  這段經文裏頭
[00:03:46.000 --> 00:03:50.000]  很重要的焦點在哪裏
[00:03:50.000 --> 00:03:54.000]  有一個港道家
[00:03:54.000 --> 00:03:56.000]  Kalavula
[00:03:56.000 --> 00:03:58.000]  Kalavula是一個教授
[00:03:58.000 --> 00:04:00.000]  在神學院教港道學
[00:04:00.000 --> 00:04:04.000]  他很強調一個段落神學
[00:04:04.000 --> 00:04:07.000]  每一個聖經裏面的段落
[00:04:07.000 --> 00:04:08.000]  都是有意思的
[00:04:08.000 --> 00:04:10.000]  他要帶動你
[00:04:10.000 --> 00:04:14.000]  能夠去學習完成
[00:04:14.000 --> 00:04:16.000]  耶穌基督在你身上
[00:04:16.000 --> 00:04:18.000]  上帝在你身上的吩咐
[00:04:18.000 --> 00:04:21.000]  你完成了就有一顆珍珠
[00:04:21.000 --> 00:04:22.000]  這顆珍珠
[00:04:22.000 --> 00:04:24.000]  你讀經每一段
[00:04:24.000 --> 00:04:26.000]  你都得到這個珍珠
[00:04:26.000 --> 00:04:28.000]  串聯了
[00:04:28.000 --> 00:04:30.000]  你將來去見上帝的時候
[00:04:30.000 --> 00:04:31.000]  就很寶貴
[00:04:31.000 --> 00:04:34.000]  因為你在讀經裏
[00:04:34.000 --> 00:04:36.000]  上帝對你的要求
[00:04:36.000 --> 00:04:38.000]  你能夠去完成
[00:04:38.000 --> 00:04:40.000]  是何等的寶貴
[00:04:40.000 --> 00:04:44.000]  這就是很重要的段落神學
[00:04:44.000 --> 00:04:47.000]  今天我會用這段經文
[00:04:47.000 --> 00:04:49.000]  其實講出這個段落
[00:04:49.000 --> 00:04:51.000]  重點 焦點是甚麼呢
[00:04:51.000 --> 00:04:57.000]  是否只是鼓勵你去被主使用
[00:04:57.000 --> 00:04:59.000]  被神使用
[00:04:59.000 --> 00:05:01.000]  其實回答是這麼簡單
[00:05:01.000 --> 00:05:03.000]  我讀這段經文
[00:05:03.000 --> 00:05:06.000]  有三個重點和大家分享
[00:05:06.000 --> 00:05:11.000]  第一個重點是第一節到第三節
[00:05:11.000 --> 00:05:13.000]  其實第一節到第三節
[00:05:13.000 --> 00:05:15.000]  你讀一下就知道
[00:05:15.000 --> 00:05:17.000]  我們讀一讀
[00:05:17.000 --> 00:05:20.000]  耶穌和門徒將近耶路撒冷
[00:05:20.000 --> 00:05:25.000]  到了伯伐奇和伯大尼
[00:05:25.000 --> 00:05:26.000]  在格蘭山那裏
[00:05:26.000 --> 00:05:29.000]  打發兩個門徒對他們說
[00:05:29.000 --> 00:05:32.000]  你們往對面村子去
[00:05:32.000 --> 00:05:35.000]  一進去的時候
[00:05:35.000 --> 00:05:38.000]  必看見一匹的驢驢
[00:05:38.000 --> 00:05:41.000]  喘在山在那裏
[00:05:41.000 --> 00:05:43.000]  是從來沒有人騎過的
[00:05:43.000 --> 00:05:46.000]  可以解開牽來
[00:05:46.000 --> 00:05:48.000]  若有人對你說
[00:05:48.000 --> 00:05:50.000]  為甚麼作這事呢
[00:05:50.000 --> 00:05:52.000]  你們就算主要用他
[00:05:52.000 --> 00:05:57.000]  也必立時讓你牽來
[00:05:57.000 --> 00:06:00.000]  這個段落的焦點在哪裏呢
[00:06:00.000 --> 00:06:02.000]  這個段落的焦點當然是
[00:06:02.000 --> 00:06:03.000]  耶穌打發
[00:06:03.000 --> 00:06:05.000]  這個講到他的意向
[00:06:05.000 --> 00:06:08.000]  打發人打發門徒
[00:06:08.000 --> 00:06:11.000]  他將近耶路撒冷
[00:06:11.000 --> 00:06:14.000]  經過伯伐奇和伯大尼
[00:06:14.000 --> 00:06:16.000]  在格蘭山那裏
[00:06:16.000 --> 00:06:18.000]  就叫他們兩個門徒去工作
[00:06:18.000 --> 00:06:21.000]  這個是耶穌的意向
[00:06:21.000 --> 00:06:27.000]  由伯伐奇、伯大尼到耶路撒冷
[00:06:27.000 --> 00:06:30.000]  進到耶路撒冷
[00:06:30.000 --> 00:06:32.000]  格蘭山進到耶路撒冷
[00:06:32.000 --> 00:06:35.000]  這是一個歷程
[00:06:35.000 --> 00:06:38.000]  這個旅程是有重點有焦點的
[00:06:38.000 --> 00:06:40.000]  耶穌究竟要做甚麼呢
[00:06:40.000 --> 00:06:42.000]  為甚麼要去這個地方呢
[00:06:42.000 --> 00:06:45.000]  原來他就是要很重要的一件事
[00:06:45.000 --> 00:06:48.000]  告訴無論是這班門徒
[00:06:48.000 --> 00:06:52.000]  或者日後我們這班讀聖經的人
[00:06:52.000 --> 00:06:55.000]  知道主要用他
[00:06:55.000 --> 00:06:59.000]  就是要找一匹驢驢
[00:06:59.000 --> 00:07:01.000]  耶穌定義
[00:07:01.000 --> 00:07:03.000]  按神的旨意
[00:07:03.000 --> 00:07:06.000]  以驢驢子進入到耶經
[00:07:06.000 --> 00:07:09.000]  當然這個小驢驢是很獨特的
[00:07:09.000 --> 00:07:10.000]  為甚麼要找小驢驢呢
[00:07:10.000 --> 00:07:12.000]  我們很不明白
[00:07:12.000 --> 00:07:13.000]  為甚麼不找馬呢
[00:07:13.000 --> 00:07:14.000]  不找牛呢
[00:07:14.000 --> 00:07:18.000]  為甚麼要找驢驢子呢
[00:07:18.000 --> 00:07:20.000]  原來是有意思的
[00:07:20.000 --> 00:07:21.000]  不是隨便
[00:07:21.000 --> 00:07:22.000]  不是隨便說
[00:07:22.000 --> 00:07:24.000]  我騎進去耶路撒冷
[00:07:24.000 --> 00:07:26.000]  原來耶穌是有用意的
[00:07:26.000 --> 00:07:30.000]  他也知道他來這個世界做甚麼
[00:07:30.000 --> 00:07:32.000]  他是按聖經的預言
[00:07:32.000 --> 00:07:36.000]  是要來遵行上帝的旨意
[00:07:36.000 --> 00:07:39.000]  所以在舊約的先知的預言
[00:07:39.000 --> 00:07:42.000]  特別說到尼塞亞的君王
[00:07:42.000 --> 00:07:45.000]  在詩篇的118篇
[00:07:45.000 --> 00:07:47.000]  25節裏面已經說了
[00:07:47.000 --> 00:07:48.000]  他說甚麼呢
[00:07:48.000 --> 00:07:51.000]  他說:耶和華求你拯救
[00:07:51.000 --> 00:07:54.000]  耶和華求你使我們亨通
[00:07:54.000 --> 00:08:01.000]  原來這個預節的日子裏面
[00:08:01.000 --> 00:08:04.000]  即是耶穌未釘十字架
[00:08:04.000 --> 00:08:08.000]  未進行被釘的之前的五天
[00:08:08.000 --> 00:08:15.000]  就要選定羊羔進行被殺而犧牲
[00:08:15.000 --> 00:08:17.000]  被殺犧牲為甚麼呢
[00:08:17.000 --> 00:08:19.000]  就是要進行拯救
[00:08:19.000 --> 00:08:23.000]  所以你看到和撒勒
[00:08:23.000 --> 00:08:26.000]  後來你看到段落第十節裏面
[00:08:26.000 --> 00:08:28.000]  提到後面那裏
[00:08:28.000 --> 00:08:30.000]  說到學生
[00:08:30.000 --> 00:08:36.000]  原來學生就是要求神來拯救
[00:08:36.000 --> 00:08:40.000]  這個也是應驗舊約的先知
[00:08:40.000 --> 00:08:42.000]  叫做撒加尼亞
[00:08:42.000 --> 00:08:44.000]  撒加尼亞先知在九章九節
[00:08:44.000 --> 00:08:46.000]  很出名很容易記的九章九節
[00:08:46.000 --> 00:08:49.000]  他就是應驗到將來這個救世主
[00:08:49.000 --> 00:08:53.000]  會來到這個世界拯救萬民
[00:08:53.000 --> 00:08:56.000]  其實當然現在以色列很高興
[00:08:56.000 --> 00:08:57.000]  就是拯救他們
[00:08:57.000 --> 00:09:00.000]  他們自以為說上帝只愛他們
[00:09:00.000 --> 00:09:02.000]  不過上帝不是只愛他們
[00:09:02.000 --> 00:09:04.000]  你讀一讀這個九章九節
[00:09:04.000 --> 00:09:07.000]  石安的民應大大喜樂
[00:09:07.000 --> 00:09:10.000]  而老撒冷的民應歡呼
[00:09:10.000 --> 00:09:12.000]  看你的王來到這裡
[00:09:12.000 --> 00:09:16.000]  他是公義的並且私行拯救
[00:09:16.000 --> 00:09:18.000]  謙謙和和的騎著驢
[00:09:18.000 --> 00:09:22.000]  就是騎著驢的驅使
[00:09:22.000 --> 00:09:25.000]  這個寓言是很獨特的
[00:09:25.000 --> 00:09:28.000]  因為很少人會這樣做
[00:09:28.000 --> 00:09:29.000]  特別是皇帝
[00:09:29.000 --> 00:09:31.000]  你怎會叫皇帝去騎驢
[00:09:31.000 --> 00:09:35.000]  有沒有搞錯 驢在騎驢
[00:09:35.000 --> 00:09:37.000]  一點威勢都沒有
[00:09:37.000 --> 00:09:40.000]  影響皇帝的身份
[00:09:40.000 --> 00:09:43.000]  皇帝怎會坐這些驢呢
[00:09:43.000 --> 00:09:46.000]  應該坐馬 騎馬
[00:09:46.000 --> 00:09:51.000]  這種威勢才配得起皇帝之風
[00:09:51.000 --> 00:09:55.000]  皇帝的風範
[00:09:55.000 --> 00:09:57.000]  他如果說這件事
[00:09:57.000 --> 00:10:00.000]  獨特是指一個很特殊的人
[00:10:00.000 --> 00:10:02.000]  世間人都不會這樣做
[00:10:02.000 --> 00:10:03.000]  他是怎樣呢
[00:10:03.000 --> 00:10:05.000]  他來到這裡是公義的
[00:10:05.000 --> 00:10:07.000]  提到他要私行拯救
[00:10:07.000 --> 00:10:11.000]  而且謙謙和和的
[00:10:11.000 --> 00:10:13.000]  如果是騎著馬就不是了
[00:10:13.000 --> 00:10:15.000]  騎著馬是山
[00:10:15.000 --> 00:10:18.000]  去到哪裡就表示一種
[00:10:18.000 --> 00:10:20.000]  大家很威猛
[00:10:20.000 --> 00:10:22.000]  很崇高
[00:10:22.000 --> 00:10:24.000]  但騎驢
[00:10:24.000 --> 00:10:26.000]  而且是驢的驅使
[00:10:26.000 --> 00:10:28.000]  真的很卑微
[00:10:28.000 --> 00:10:30.000]  這就應驗了
[00:10:30.000 --> 00:10:35.000]  上帝要藉著他的獨生子來到這個世界
[00:10:35.000 --> 00:10:38.000]  其實在舊約聖經裡都有預言
[00:10:38.000 --> 00:10:40.000]  舊約聖經裡
[00:10:40.000 --> 00:10:42.000]  詩篇裡很清楚說
[00:10:42.000 --> 00:10:44.000]  詩篇就是希伯來書引用
[00:10:44.000 --> 00:10:48.000]  希伯來書引用舊約聖經
[00:10:48.000 --> 00:10:50.000]  詩篇說的
[00:10:50.000 --> 00:10:54.000]  我來了是要按經卷上的記載
[00:10:54.000 --> 00:10:56.000]  希伯來書十章七節就告訴我
[00:10:56.000 --> 00:11:01.000]  那時我來了是要照你的旨而行
[00:11:01.000 --> 00:11:05.000]  我的事在經卷上已經記載
[00:11:05.000 --> 00:11:07.000]  原來主要用他
[00:11:07.000 --> 00:11:09.000]  這是耶穌的定義
[00:11:09.000 --> 00:11:12.000]  當然神也是這樣來掌管
[00:11:12.000 --> 00:11:16.000]  當然聖三一神已經想過了
[00:11:16.000 --> 00:11:18.000]  怎麼救人呢
[00:11:18.000 --> 00:11:20.000]  救人就是猜耶穌下來
[00:11:20.000 --> 00:11:23.000]  三一神的第二個位格
[00:11:23.000 --> 00:11:25.000]  就是耶穌基督要來到這個世界
[00:11:25.000 --> 00:11:27.000]  他來做什麼呢
[00:11:27.000 --> 00:11:30.000]  不是很威風的騎馬來到這個世界
[00:11:30.000 --> 00:11:32.000]  去征服人
[00:11:32.000 --> 00:11:34.000]  去叫人誰不聽 殺
[00:11:34.000 --> 00:11:36.000]  殺無赦
[00:11:36.000 --> 00:11:37.000]  不是這樣
[00:11:37.000 --> 00:11:40.000]  他不是用牛不是用馬
[00:11:40.000 --> 00:11:41.000]  而是用奴驅子
[00:11:41.000 --> 00:11:44.000]  這就表示他照著父神的旨意
[00:11:44.000 --> 00:11:48.000]  為人類成就偉大的救贖大功
[00:11:48.000 --> 00:11:50.000]  馬是用來打仗
[00:11:50.000 --> 00:11:52.000]  奴一點都不威風
[00:11:52.000 --> 00:11:54.000]  而是謙謙和和
[00:11:54.000 --> 00:11:57.000]  表示神是不以武力得人心
[00:11:57.000 --> 00:12:01.000]  而是以謙和感動人心歸向
[00:12:01.000 --> 00:12:03.000]  表示他來到這個世界
[00:12:03.000 --> 00:12:05.000]  不是以武力征服人
[00:12:05.000 --> 00:12:10.000]  而是以愛得到人的降服和迴轉
[00:12:10.000 --> 00:12:13.000]  所以騎著奴驅子
[00:12:13.000 --> 00:12:15.000]  你看到一點都不相襯
[00:12:15.000 --> 00:12:18.000]  這個宇宙全能的大主宰
[00:12:18.000 --> 00:12:21.000]  你想想這個宇宙既然是他所做
[00:12:21.000 --> 00:12:24.000]  他比這個宇宙應該更大
[00:12:24.000 --> 00:12:27.000]  這個偉大的神竟然成為人
[00:12:27.000 --> 00:12:29.000]  有什麼可能
[00:12:29.000 --> 00:12:32.000]  成為人 多微小
[00:12:32.000 --> 00:12:33.000]  你不要說什麼
[00:12:33.000 --> 00:12:34.000]  如果我是黃志強
[00:12:34.000 --> 00:12:37.000]  我要變成一個螞蟻
[00:12:37.000 --> 00:12:39.000]  我都覺得有沒有搞錯
[00:12:39.000 --> 00:12:41.000]  那個高度
[00:12:41.000 --> 00:12:43.000]  我是高層次的
[00:12:43.000 --> 00:12:45.000]  我是高為空間的
[00:12:45.000 --> 00:12:47.000]  螞蟻是異度空間
[00:12:47.000 --> 00:12:50.000]  我都覺得有沒有失我的身份
[00:12:50.000 --> 00:12:51.000]  變成螞蟻
[00:12:51.000 --> 00:12:55.000]  兩筆鬚和人溝通
[00:12:55.000 --> 00:12:57.000]  這個宇宙萬物的主宰
[00:12:57.000 --> 00:12:59.000]  是比宇宙更大
[00:12:59.000 --> 00:13:00.000]  他既然做得宇宙
[00:13:00.000 --> 00:13:02.000]  他當然比宇宙更大
[00:13:02.000 --> 00:13:03.000]  竟然成為人
[00:13:03.000 --> 00:13:06.000]  所以我們很難想像
[00:13:06.000 --> 00:13:09.000]  這個就是表示他的謙卑
[00:13:09.000 --> 00:13:10.000]  一個這麼尊貴
[00:13:10.000 --> 00:13:13.000]  這麼威嚴的上帝
[00:13:13.000 --> 00:13:16.000]  竟然道成肉身來到這個世界
[00:13:16.000 --> 00:13:17.000]  目的是什麼
[00:13:17.000 --> 00:13:19.000]  他就照他的話
[00:13:19.000 --> 00:13:21.000]  照上帝的話
[00:13:21.000 --> 00:13:23.000]  照父神的計劃
[00:13:23.000 --> 00:13:24.000]  來到這個世界
[00:13:24.000 --> 00:13:26.000]  這個是沒法想的
[00:13:26.000 --> 00:13:28.000]  所以全能宇宙的大主宰
[00:13:28.000 --> 00:13:30.000]  成為人的樣式
[00:13:30.000 --> 00:13:31.000]  叫人的樣子
[00:13:31.000 --> 00:13:32.000]  全心馴服
[00:13:32.000 --> 00:13:33.000]  以至於死
[00:13:33.000 --> 00:13:35.000]  死在十字架上
[00:13:35.000 --> 00:13:37.000]  所以這種是何等大恩典
[00:13:37.000 --> 00:13:40.000]  難怪保羅在他寫最後一卷書
[00:13:40.000 --> 00:13:43.000]  他講到基督耶穌降世
[00:13:43.000 --> 00:13:45.000]  是為了拯救罪人
[00:13:45.000 --> 00:13:46.000]  這話是可信的
[00:13:46.000 --> 00:13:48.000]  是十分可佩服的
[00:13:48.000 --> 00:13:50.000]  我在罪人中是一個罪魁
[00:13:50.000 --> 00:13:53.000]  怎麼可能我這個罪魁
[00:13:53.000 --> 00:13:56.000]  上帝竟然救我的方法是什麼
[00:13:56.000 --> 00:13:59.000]  他竟然降世成為人
[00:13:59.000 --> 00:14:01.000]  為我來成就這個救恩
[00:14:01.000 --> 00:14:04.000]  這是一個很獨特的地方
