
[00:00:00.000 --> 00:00:02.000]  (字幕:Sarah)
[00:00:02.000 --> 00:00:09.360]  今天是第五個星期的合班
[00:00:09.360 --> 00:00:12.080]  我們會講很簡短的訊息
[00:00:12.080 --> 00:00:15.080]  然後我們會分組活動
[00:00:15.080 --> 00:00:18.080]  但看到這個題目的時候
[00:00:18.080 --> 00:00:20.640]  本人就覺得10分鐘
[00:00:20.640 --> 00:00:22.920]  因順稱義這個題目
[00:00:22.920 --> 00:00:24.760]  10分鐘是講不了的
[00:00:24.760 --> 00:00:27.400]  因為在神學院裡面
[00:00:27.400 --> 00:00:30.440]  這個題目是講最少三個鐘
[00:00:30.440 --> 00:00:34.520]  所以10分鐘聽得明白
[00:00:34.520 --> 00:00:36.520]  你就真的會明白
[00:00:36.520 --> 00:00:38.640]  聽不明白不要緊
[00:00:38.640 --> 00:00:41.200]  因為在你一生的信仰歷程裡面
[00:00:41.200 --> 00:00:44.480]  你是會不斷地聽
[00:00:44.480 --> 00:00:46.920]  什麼叫做因順稱義
[00:00:46.920 --> 00:00:49.880]  在新約裡面
[00:00:49.880 --> 00:00:52.680]  因順稱義這個主題
[00:00:52.680 --> 00:00:54.520]  是一個很核心的主題
[00:00:54.520 --> 00:00:58.280]  就是彼此相愛這麼重要
[00:00:58.280 --> 00:01:01.600]  我們說因順稱義出自羅馬書
[00:01:01.600 --> 00:01:04.000]  是一個保羅的核心價值
[00:01:04.000 --> 00:01:06.200]  也是我們作為基督徒
[00:01:06.200 --> 00:01:09.000]  一個很重要要知道的東西
[00:01:09.000 --> 00:01:12.680]  因為我們說我們為何稱義
[00:01:12.680 --> 00:01:15.000]  稱義是什麼意思呢
[00:01:15.000 --> 00:01:18.240]  義人在你的心目中是什麼意思
[00:01:18.240 --> 00:01:19.920]  什麼叫義人
[00:01:19.920 --> 00:01:23.640]  在聖經裡面什麼叫義人
[00:01:23.640 --> 00:01:25.920]  沒有罪的人
[00:01:25.920 --> 00:01:28.120]  還是做很多好的行為
[00:01:28.120 --> 00:01:32.120]  然後你成為一個好人
[00:01:32.120 --> 00:01:34.520]  聖經裡面告訴我們
[00:01:34.520 --> 00:01:37.320]  一樣很重要的東西
[00:01:37.320 --> 00:01:39.120]  我們一個義人都沒有
[00:01:39.120 --> 00:01:41.320]  在你我之間
[00:01:41.320 --> 00:01:44.440]  因為你和我都是一個罪人
[00:01:44.440 --> 00:01:47.800]  在羅馬書三章23節
[00:01:47.800 --> 00:01:50.920]  有一個很重要的東西告訴我們
[00:01:50.920 --> 00:01:55.240]  稱義的源頭是靠神的恩典
[00:01:55.240 --> 00:02:01.440]  所以我們稱義有三個很基礎的要點
[00:02:01.440 --> 00:02:04.920]  第一個就是叫做救贖
[00:02:04.920 --> 00:02:06.400]  什麼是救贖呢
[00:02:06.400 --> 00:02:10.720]  就在經文裡面23節和24節那裡說
[00:02:10.720 --> 00:02:13.320]  因為世人都犯了罪
[00:02:13.320 --> 00:02:15.520]  規決了神的榮耀
[00:02:15.520 --> 00:02:17.920]  如今夢神的恩典
[00:02:17.920 --> 00:02:22.920]  基督耶穌的救贖就白白的稱義了
[00:02:22.920 --> 00:02:26.040]  人不是靠行為去稱義
[00:02:26.040 --> 00:02:29.320]  但是當我們信主之後
