
[00:00:00.000 --> 00:00:04.000]  多謝施班帶領我們用一首美麗的詩歌
[00:00:04.000 --> 00:00:09.000]  代表我們將一個輕香的祭獻給我們的上帝
[00:00:09.000 --> 00:00:13.000]  今天我們繼續看啟示錄
[00:00:13.000 --> 00:00:16.000]  我一看這段聖經
[00:00:16.000 --> 00:00:18.000]  我就想起耶穌
[00:00:18.000 --> 00:00:20.000]  當然了,在說耶穌
[00:00:20.000 --> 00:00:23.000]  不過我不是想起耶穌再來
[00:00:23.000 --> 00:00:30.000]  我就想起耶穌剛剛到城獄身來到地上的那段時間
[00:00:30.000 --> 00:00:34.000]  耶穌剛剛到城獄身來到地上
[00:00:34.000 --> 00:00:37.000]  祂開始傳道
[00:00:37.000 --> 00:00:44.000]  祂一出來,當祂教導有關神的角度要臨到的時候
[00:00:44.000 --> 00:00:47.000]  祂說了兩句話
[00:00:47.000 --> 00:00:53.000]  天國近了,你們應當悔改
[00:00:53.000 --> 00:00:56.000]  天國來了,我們要怎樣進入呢?
[00:00:56.000 --> 00:00:59.000]  我們需要悔改
[00:00:59.000 --> 00:01:03.000]  不過如果我們看幾卷的福音書
[00:01:03.000 --> 00:01:07.000]  我們就看到當時不少人心裏不是想這件事
[00:01:07.000 --> 00:01:09.000]  他們當時心裏就想
[00:01:09.000 --> 00:01:12.000]  好了,耶穌那麼出名那麼厲害
[00:01:12.000 --> 00:01:20.000]  祂是不是就是帶領我們以色列人重新建立一個很輝煌的王國
[00:01:20.000 --> 00:01:27.000]  祂是不是就是在當下帶領以色列人重新脫離羅馬的統治
[00:01:27.000 --> 00:01:32.000]  重新建立一個屬於他們自己的國家
[00:01:32.000 --> 00:01:34.000]  於是我們開始看到
[00:01:34.000 --> 00:01:39.000]  他們有人很想耶穌做王
[00:01:41.000 --> 00:01:42.000]  所以聖經是這樣記載的
[00:01:42.000 --> 00:01:46.000]  眾人看見耶穌所行的神蹟就說
[00:01:46.000 --> 00:01:50.000]  這真是那要來世間的先知
[00:01:50.000 --> 00:01:56.000]  聖經說耶穌既知道眾人要來強逼他作王
[00:01:56.000 --> 00:02:01.000]  就獨自又退到山上去了
[00:02:01.000 --> 00:02:03.000]  從耶穌的行動我們知道
[00:02:03.000 --> 00:02:07.000]  耶穌當時不是要來做這個世界上的王
[00:02:07.000 --> 00:02:10.000]  不是要來這個世界做地上以色列的王
[00:02:10.000 --> 00:02:18.000]  好了,後來經過一連串耶穌的傳道工作
[00:02:18.000 --> 00:02:19.000]  三年多之後
[00:02:19.000 --> 00:02:23.000]  耶穌知道他為世人犧牲的日子近了
[00:02:23.000 --> 00:02:26.000]  他就決定上去耶路撒冷
[00:02:26.000 --> 00:02:31.000]  當他進入耶路撒冷的時候
[00:02:31.000 --> 00:02:32.000]  聖經告訴我們
[00:02:32.000 --> 00:02:35.000]  耶路撒冷的居民很高興
[00:02:35.000 --> 00:02:39.000]  聖經說眾人多半把衣服鋪在路上
[00:02:39.000 --> 00:02:43.000]  還有人撞下樹枝來鋪在路上
[00:02:43.000 --> 00:02:45.000]  很歡迎耶穌
[00:02:45.000 --> 00:02:47.000]  很渴望他的來到
[00:02:47.000 --> 00:02:49.000]  所以來了,很開心
[00:02:49.000 --> 00:02:52.000]  然後他們就說
[00:02:52.000 --> 00:02:55.000]  和珊娜歸於大衛之子
[00:02:55.000 --> 00:02:58.000]  奉主名來的是應當稱重的
[00:02:58.000 --> 00:03:01.000]  至高無上的和珊娜
[00:03:01.000 --> 00:03:03.000]  我們看馬克福音
[00:03:03.000 --> 00:03:07.000]  和珊娜奉主名來的是應當稱重的
[00:03:07.000 --> 00:03:11.000]  那將要來的我祖大衛之國
[00:03:11.000 --> 00:03:13.000]  是應當稱重的
[00:03:13.000 --> 00:03:16.000]  至高無上的和珊娜
[00:03:16.000 --> 00:03:18.000]  馬克福音這樣記載
[00:03:18.000 --> 00:03:22.000]  第二天有一大群人上來過節的人聽見耶穌要來耶路撒冷
[00:03:22.000 --> 00:03:24.000]  就拿著棕樹枝出去迎接他
[00:03:24.000 --> 00:03:28.000]  喊著說和珊娜以色列的王
[00:03:28.000 --> 00:03:34.000]  奉主名來的是應當稱重的
[00:03:35.000 --> 00:03:37.000]  三段經文
[00:03:37.000 --> 00:03:39.000]  三個名字
[00:03:39.000 --> 00:03:43.000]  大衛之子,大衛之國,以色列的王
[00:03:43.000 --> 00:03:45.000]  很明顯地耶路撒冷的居民
