
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:08.240]   Actually, I just want to say thank you guys
[00:00:08.240 --> 00:00:09.620]   for having me here tonight,
[00:00:09.620 --> 00:00:12.880]   because it's such an honor to actually stand here
[00:00:12.880 --> 00:00:15.080]   and share with you guys.
[00:00:15.080 --> 00:00:17.000]   It's not my comfort zone,
[00:00:17.000 --> 00:00:19.720]   but I know God's standing here by His Holy Spirit,
[00:00:19.720 --> 00:00:23.480]   and He's prepared me to share a word in season for you.
[00:00:23.480 --> 00:00:26.080]   So I just want to pray over us at the moment,
[00:00:26.080 --> 00:00:28.000]   just to, Father, you just prepare our hearts
[00:00:28.000 --> 00:00:30.000]   just for the word that you have
[00:00:30.000 --> 00:00:31.900]   for everyone in this room tonight
[00:00:31.900 --> 00:00:34.160]   about your unconditional love
[00:00:34.160 --> 00:00:36.840]   that is beyond our understanding.
[00:00:36.840 --> 00:00:40.120]   It's supernatural, and it is amazing.
[00:00:40.120 --> 00:00:42.360]   We thank you again in Jesus' name.
[00:00:42.360 --> 00:00:47.960]   There should be a picture coming up.
[00:00:47.960 --> 00:00:49.640]   So if you can't see it,
[00:00:49.640 --> 00:00:53.560]   this was John's birthday in April,
[00:00:53.560 --> 00:00:54.600]   and we had a family brunch.
[00:00:54.600 --> 00:00:55.760]   There's one person missing,
[00:00:55.760 --> 00:00:57.860]   which is another mom in our family,
[00:00:57.860 --> 00:00:59.960]   and that was Sam, our eldest daughter-in-law,
[00:00:59.960 --> 00:01:01.040]   who was born in Hong Kong,
[00:01:01.040 --> 00:01:02.480]   but she had another engagement.
[00:01:02.480 --> 00:01:05.240]   But this is basically the Snell Groves.
[00:01:05.240 --> 00:01:08.520]   So we came with four, so we have two sons,
[00:01:08.520 --> 00:01:11.260]   and now we have 11 of us in Hong Kong.
[00:01:11.260 --> 00:01:14.520]   So Snell Groves around Hong Kong, you notice them.
[00:01:14.520 --> 00:01:18.040]   So actually, if you look up there,
[00:01:18.040 --> 00:01:20.960]   I don't know how many generations you can basically see.
[00:01:20.960 --> 00:01:24.840]   There's three.
[00:01:26.060 --> 00:01:27.960]   So there's three generations there
[00:01:27.960 --> 00:01:31.600]   with the love of a family running right the way through,
[00:01:31.600 --> 00:01:34.800]   through a father and a mother, which is us,
[00:01:34.800 --> 00:01:36.400]   and we've become grandparents
[00:01:36.400 --> 00:01:38.740]   to these wonderful grandkids here,
[00:01:38.740 --> 00:01:42.000]   who range from the age of eight to 16.
[00:01:42.000 --> 00:01:46.020]   So yes, we've got a whole 'nother generation ahead of us
[00:01:46.020 --> 00:01:47.500]   coming up and running.
[00:01:47.500 --> 00:01:51.300]   The love of the family.
[00:01:51.300 --> 00:01:52.520]   We've had our ups and downs,
[00:01:52.520 --> 00:01:54.520]   but you know, in the middle of all this,
[00:01:54.520 --> 00:01:56.080]   there's so many stories I can tell you,
[00:01:56.080 --> 00:01:58.200]   but I'll tell you them another day.
[00:01:58.200 --> 00:02:00.320]   And during through all this time,
[00:02:00.320 --> 00:02:04.480]   I know that my heavenly father was with me unconditionally
[00:02:04.480 --> 00:02:07.720]   as we walked through bringing up these two boys,
