
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:08.760]   And we're taking this opportunity post Eta
[00:00:08.760 --> 00:00:12.460]   to do a short series on 2 Peter.
[00:00:12.460 --> 00:00:19.240]   2 Peter is actually very rarely preached in church.
[00:00:19.240 --> 00:00:23.560]   And as Michelle said, I don't think I can ever remember
[00:00:23.560 --> 00:00:27.840]   preaching anything from 2 Peter in the last 25 years.
[00:00:27.840 --> 00:00:31.200]   But it is an important book
[00:00:31.200 --> 00:00:36.760]   and it is an important book with an important message.
[00:00:36.760 --> 00:00:42.960]   And the clue came before Lent in 1 Peter 5.
[00:00:42.960 --> 00:00:45.180]   I wanna turn to it before we start.
[00:00:45.180 --> 00:00:49.300]   'Cause 1 Peter 5 said this, verse 8.
[00:00:49.300 --> 00:00:51.520]   Be alert.
[00:00:51.520 --> 00:00:57.080]   Be alert and of sober mind.
[00:00:58.080 --> 00:01:03.080]   "Your enemy, the devil, prowls around like a roaring lion,
[00:01:03.080 --> 00:01:07.320]   "looking for someone to devour.
[00:01:07.320 --> 00:01:14.140]   "Resist him, standing firm in the faith
[00:01:14.140 --> 00:01:18.200]   "because you know that the family of believers
[00:01:18.200 --> 00:01:21.480]   "throughout the world is undergoing
[00:01:21.480 --> 00:01:25.280]   "the same kind of sufferings."
[00:01:25.280 --> 00:01:28.920]   It is why we have called this short series,
[00:01:28.920 --> 00:01:32.680]   "Beware, but Grow."
[00:01:32.680 --> 00:01:39.520]   Beware means to look out, keep your eyes open, stay alert.
[00:01:39.520 --> 00:01:46.680]   I wanna tell you a story about a college professor
[00:01:46.680 --> 00:01:51.280]   who had a mysterious habit of removing a tennis ball
[00:01:51.280 --> 00:01:55.680]   from his jacket pocket as he walked into the lecture.
[00:01:55.680 --> 00:01:58.400]   He would set it on the corner of his podium.
[00:01:58.400 --> 00:02:03.600]   And after giving the lecture at the end of the day,
[00:02:03.600 --> 00:02:07.440]   he would once again pick up the tennis ball,
[00:02:07.440 --> 00:02:12.120]   place it in his jacket pocket and leave the room.
[00:02:12.120 --> 00:02:15.520]   No one ever understood why he did this
[00:02:15.520 --> 00:02:20.520]   until one day a student fell asleep during the lecture.
[00:02:20.560 --> 00:02:22.440]   (audience laughing)
[00:02:22.440 --> 00:02:25.960]   The professor didn't miss a word of his lecture
[00:02:25.960 --> 00:02:29.400]   as he walked up to the podium, picked up the tennis ball
[00:02:29.400 --> 00:02:33.160]   and he threw it.
[00:02:33.160 --> 00:02:38.160]   He hit the sleeping student squarely on top of the head.
[00:02:38.160 --> 00:02:41.280]   I'm much too kind to do that, I did it on his chest.
[00:02:41.280 --> 00:02:47.520]   The next day, the professor walked into the room,
[00:02:47.720 --> 00:02:51.800]   reached in his jacket and removed a baseball.
[00:02:51.800 --> 00:02:59.160]   No one ever fell asleep in class the rest of the semester.
[00:02:59.160 --> 00:03:06.720]   As your pastors here at KFCI,
[00:03:06.720 --> 00:03:12.600]   our heart for you is 100% in line with Peter's message.
[00:03:12.600 --> 00:03:16.800]   That's why I'm so excited to preach this message tonight.
[00:03:16.800 --> 00:03:20.260]   We want to protect you from harm.
[00:03:20.260 --> 00:03:26.240]   God has been speaking to us about being shepherds.
