
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:08.960]   - Excited to be back here, to be able to share with you.
[00:00:08.960 --> 00:00:11.360]   I'll give you one minute on the family gathering
[00:00:11.360 --> 00:00:13.560]   that we're doing, that we're starting tomorrow,
[00:00:13.560 --> 00:00:16.080]   and really praying that the Lord would use it.
[00:00:16.080 --> 00:00:17.480]   It started really with Christina and I,
[00:00:17.480 --> 00:00:19.760]   and then with Joe and his dear wife Alex,
[00:00:19.760 --> 00:00:23.160]   who have become parents as well three weeks ago,
[00:00:23.160 --> 00:00:26.660]   really asking ourselves, how do we disciple our children?
[00:00:26.660 --> 00:00:29.660]   How do we disciple our family?
[00:00:29.660 --> 00:00:32.380]   And how do we disciple not just our biological children,
[00:00:32.380 --> 00:00:34.060]   but also our spiritual children?
[00:00:34.060 --> 00:00:36.720]   How do we live as a family together,
[00:00:36.720 --> 00:00:38.720]   that's devoted to one another,
[00:00:38.720 --> 00:00:40.840]   to actually walking with one another?
[00:00:40.840 --> 00:00:42.280]   And so that's why we're doing this,
[00:00:42.280 --> 00:00:43.820]   and it's a family gathering, of course,
[00:00:43.820 --> 00:00:46.860]   it's child-friendly, but it's not exclusive
[00:00:46.860 --> 00:00:49.640]   to just people with children either.
[00:00:49.640 --> 00:00:51.200]   But rather it's, how do we explore,
[00:00:51.200 --> 00:00:54.900]   how do we invest in what it means to be children of God,
[00:00:54.900 --> 00:00:55.940]   to be a family together?
[00:00:55.940 --> 00:00:59.560]   To not just do church on a, just do 90 minutes,
[00:00:59.560 --> 00:01:02.160]   one day a week, but to do more than that.
[00:01:02.160 --> 00:01:03.200]   What does that actually mean?
[00:01:03.200 --> 00:01:04.700]   So that's what the family gathering's about.
[00:01:04.700 --> 00:01:07.260]   Feel free to come and ask us any questions.
[00:01:07.260 --> 00:01:11.120]   So we've been in the UK for this long time,
[00:01:11.120 --> 00:01:14.920]   and I forgot how hot it is outside in Hong Kong.
[00:01:14.920 --> 00:01:17.520]   I also forgot how cold it is inside as well,
[00:01:17.520 --> 00:01:18.760]   with all the air con.
[00:01:18.760 --> 00:01:22.560]   So those two things were really quite a shock to us.
[00:01:22.560 --> 00:01:24.480]   And there's one question that I always dreaded
[00:01:24.480 --> 00:01:26.380]   when we got back to Hong Kong.
[00:01:26.380 --> 00:01:28.920]   Those of you who visit home will probably hear it a lot,
[00:01:28.920 --> 00:01:31.980]   especially these last few months,
[00:01:31.980 --> 00:01:33.280]   or sorry, these last few years.
[00:01:33.280 --> 00:01:34.960]   The question we got all the way was,
[00:01:34.960 --> 00:01:37.160]   hey, how's Hong Kong?
