
[00:00:00.000 --> 00:00:02.000]  各位大兄姐妹早晨
[00:00:02.000 --> 00:00:08.420]  我們今天會開展今年新一系列的門訓講道
[00:00:08.420 --> 00:00:11.420]  亦會開一個新的書卷
[00:00:11.420 --> 00:00:15.500]  我們上年用了一年時間
[00:00:15.500 --> 00:00:19.500]  我們的門訓系列就是看了聖經的最後一卷
[00:00:19.500 --> 00:00:21.500]  林牧師很跳脫
[00:00:21.500 --> 00:00:30.000]  今年我們選了在整本聖經的頭的摩西五經裏面的第四卷文素記
[00:00:30.000 --> 00:00:33.500]  作為我們今年的講道系列
[00:00:33.500 --> 00:00:43.000]  大家都知道摩西五經是關於以色列人成為上帝納約子民
[00:00:43.000 --> 00:00:47.000]  一個很重要的歷史技術
[00:00:47.000 --> 00:00:52.000]  當然這個歷史技術不是只有一些事實
[00:00:52.000 --> 00:00:55.000]  而是當中有上帝頒佈的律法
[00:00:55.000 --> 00:01:00.000]  有很多上帝的判語在當中
[00:01:00.000 --> 00:01:06.000]  很多人物生命的一些互動我們都在當中看到
[00:01:06.000 --> 00:01:16.000]  我不知道大家有沒有想過文素記究竟書名是什麼意思
[00:01:16.000 --> 00:01:23.000]  其實如果是按希伯來聖經並不是文素記
[00:01:23.000 --> 00:01:31.000]  因為希伯來聖經慣常用了每卷書開頭的一個重要的詞語
[00:01:31.000 --> 00:01:33.000]  第一個重要的詞語
[00:01:33.000 --> 00:01:36.000]  如果第一個字是「載」就不太重要
[00:01:36.000 --> 00:01:38.000]  但重要的詞語
[00:01:38.000 --> 00:01:43.000]  希伯來聖經是在曠野當中
[00:01:43.000 --> 00:01:50.000]  第一個就是介紹這班以色列人來到曠野
[00:01:50.000 --> 00:01:54.000]  其實都很貼近這本書內容的技術
[00:01:54.000 --> 00:01:56.000]  因為基本上這本書
[00:01:56.000 --> 00:02:02.000]  由第一章的第一節到最後第36章的最後那一節
[00:02:02.000 --> 00:02:06.000]  基本上都是發生在曠野當中
[00:02:06.000 --> 00:02:15.000]  而我們叫文素記是用了希臘七十字譯本的書名
[00:02:15.000 --> 00:02:22.000]  因為這本書的開頭和接近尾聲那一節第26章
[00:02:22.000 --> 00:02:32.000]  都有數點人數數點以色列文的一個技術在當中
[00:02:32.000 --> 00:02:36.000]  但你要留意
[00:02:36.000 --> 00:02:39.000]  雖然一前一後都有數點人數
[00:02:39.000 --> 00:02:43.000]  但不是說首尾呼應 最後又數多次
[00:02:43.000 --> 00:02:50.000]  而是兩件事中間足足相隔了四十年
[00:02:50.000 --> 00:02:53.000]  並且第二次被數點的人
[00:02:53.000 --> 00:02:55.000]  基本上除了兩個之外
[00:02:55.000 --> 00:02:58.000]  其他都不是第一次數點的人
[00:02:58.000 --> 00:03:01.000]  除了迦勒和約書亞
[00:03:01.000 --> 00:03:07.000]  第二次數點的沒有一個是第一次數點的時候
[00:03:07.000 --> 00:03:09.000]  他的名字有被提及的人
[00:03:09.000 --> 00:03:15.000]  因為他們已經在曠野離世了
[00:03:15.000 --> 00:03:21.000]  這班以色列文他們本來要穿越曠野
[00:03:21.000 --> 00:03:24.000]  是上帝很想帶領他們
[00:03:24.000 --> 00:03:31.000]  去得神應許給他們在迦南的地業
[00:03:31.000 --> 00:03:36.000]  不過可惜因為他們對上帝的不信靠
[00:03:36.000 --> 00:03:38.000]  他們對上帝的埋怨
[00:03:38.000 --> 00:03:43.000]  他們甚至說回埃及我不想去得應許之地
[00:03:43.000 --> 00:03:49.000]  上帝就真的沒有給這一代的人去應許之地
[00:03:49.000 --> 00:03:51.000]  但上帝很信實
[00:03:51.000 --> 00:03:56.000]  因為這班人都是上帝在出埃及的時候
[00:03:56.000 --> 00:04:00.000]  和他們納約在西乃山納約的子民
[00:04:00.000 --> 00:04:03.000]  上帝繼續在曠野作他們的神
[00:04:03.000 --> 00:04:06.000]  不過他們沒有機會進入應許地
[00:04:06.000 --> 00:04:10.000]  在那裏繼續有上帝作他們的神
[00:04:10.000 --> 00:04:12.000]  他們作上帝的子民
[00:04:12.000 --> 00:04:17.000]  我忍不住想起我們剛剛看完的那卷啟事錄
[00:04:17.000 --> 00:04:21.000]  其實都是說我們一班的基督徒
[00:04:21.000 --> 00:04:23.000]  跟隨主的門徒
[00:04:23.000 --> 00:04:26.000]  其實我們都是在走人生的旅程
[00:04:26.000 --> 00:04:30.000]  我盼望你和我的焦點都很清楚
[00:04:30.000 --> 00:04:35.000]  我們是被上帝帶領我們的人生去進發
[00:04:35.000 --> 00:04:40.000]  去要得著上帝應許給我們在天上的基業
[00:04:40.000 --> 00:04:45.000]  以色列人他們想得在迦南地的地業
[00:04:45.000 --> 00:04:50.000]  我們亦都努力想得在天上的基業
[00:04:50.000 --> 00:04:53.000]  所以我們盼望今年一同很認真
[00:04:53.000 --> 00:04:57.000]  很仔細逐章逐章去看這卷書的時候
[00:04:57.000 --> 00:05:01.000]  盼望我們真的能夠從這班第一代的以色列人
[00:05:01.000 --> 00:05:06.000]  他們的錯誤在當中去吸取教訓
[00:05:06.000 --> 00:05:12.000]  以致我們在這條真正要上得天上基業的道路上
[00:05:12.000 --> 00:05:17.000]  我們每一個都成為26章之後
[00:05:17.000 --> 00:05:20.000]  那班還在存留的那班人
[00:05:20.000 --> 00:05:26.000]  因為始終都是摩西五經是關於
[00:05:26.000 --> 00:05:29.000]  和作為第一次文素記的講道
[00:05:29.000 --> 00:05:33.000]  咦 我明明開了的 現在才開
[00:05:33.000 --> 00:05:38.000]  都有少少的悼論 幫大家理解
[00:05:38.000 --> 00:05:44.000]  這個都離不開我們有少少關於他們出埃及的回顧
