
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:00:02.160 --> 00:00:08.960]   I have the privilege of sharing the Word of God
[00:00:08.960 --> 00:00:10.880]   with you today, feeling a little bit insecure
[00:00:10.880 --> 00:00:14.160]   because the speaker from last week ended with a rap
[00:00:14.160 --> 00:00:15.960]   and I am not gonna be able to do that
[00:00:15.960 --> 00:00:17.720]   and she has some self-designed slides
[00:00:17.720 --> 00:00:19.620]   and mine are gonna be just black on white,
[00:00:19.620 --> 00:00:21.920]   so feeling very insecure right now,
[00:00:21.920 --> 00:00:25.920]   but praying that actually as we go through this chapter
[00:00:25.920 --> 00:00:28.680]   of 2 Timothy 3, that the Lord will be able
[00:00:28.680 --> 00:00:29.920]   to open up to you something.
[00:00:29.920 --> 00:00:33.320]   I mean, that was a tough chapter to read, wasn't it?
[00:00:33.320 --> 00:00:36.440]   If you have a look at what Paul was saying to Timothy,
[00:00:36.440 --> 00:00:37.800]   it wasn't good.
[00:00:37.800 --> 00:00:42.800]   That first verse really hits you, but understand this.
[00:00:42.800 --> 00:00:44.960]   Understand this, in the last days
[00:00:44.960 --> 00:00:47.680]   there will be times of difficulty.
[00:00:47.680 --> 00:00:49.880]   And we just really appreciate the heart
[00:00:49.880 --> 00:00:52.640]   behind what Paul is saying here.
[00:00:52.640 --> 00:00:55.000]   So as Johnny told us a couple weeks back,
[00:00:55.000 --> 00:00:57.720]   2 Timothy 3 was Paul's last letter.
[00:00:57.720 --> 00:00:58.960]   He's writing it in prison.
[00:00:58.960 --> 00:01:02.520]   He knows that this time he won't get out.
[00:01:02.520 --> 00:01:04.680]   This will be the last time.
[00:01:04.680 --> 00:01:06.680]   And so can you just imagine just for a second,
[00:01:06.680 --> 00:01:08.360]   as he's writing this in this prison cell,
[00:01:08.360 --> 00:01:09.760]   knowing that he won't be going out,
[00:01:09.760 --> 00:01:11.760]   this will be the last thing that he writes to Timothy.
[00:01:11.760 --> 00:01:14.200]   And this is the most important thing
[00:01:14.200 --> 00:01:16.880]   he wants Timothy to remember.
[00:01:16.880 --> 00:01:20.860]   Think about the book of John, chapter 14 to 17.
[00:01:20.860 --> 00:01:22.800]   Chapter 13 is the Last Supper,
[00:01:22.800 --> 00:01:25.140]   and then we head into the last few chapters
[00:01:25.140 --> 00:01:27.360]   where Jesus heads into this monologue.
[00:01:27.360 --> 00:01:28.600]   He starts John 14 saying,
[00:01:28.600 --> 00:01:29.960]   "I'm the way, the truth, and the life."
[00:01:29.960 --> 00:01:32.280]   And then he ends up with John 17 with his last prayer.
[00:01:32.280 --> 00:01:33.920]   It's kind of like his last bit saying,
[00:01:33.920 --> 00:01:35.880]   "If you forget everything else,
[00:01:35.880 --> 00:01:38.040]   "if you forget everything I've taught you
[00:01:38.040 --> 00:01:41.720]   "these last three years, remember this."
[00:01:41.720 --> 00:01:44.320]   And so Paul writes with that same heart.
[00:01:44.320 --> 00:01:47.360]   He's telling Timothy, "I'm gonna be gone soon.
[00:01:47.360 --> 00:01:51.240]   "I know that I won't get out this time.
[00:01:51.240 --> 00:01:54.000]   "And I know that you're gonna be on your own from here.
[00:01:54.000 --> 00:01:55.560]   "And so therefore I want you to remember this."
[00:01:55.560 --> 00:01:58.240]   And so understand this.
[00:01:58.240 --> 00:02:02.000]   Don't just know it, but understand it deep in your heart
[00:02:02.000 --> 00:02:03.400]   that the last days are coming
[00:02:03.400 --> 00:02:06.580]   and they are going to be hard.
[00:02:06.580 --> 00:02:09.360]   The last days represents this period
[00:02:09.360 --> 00:02:12.240]   from the moment Jesus leaves and heads to heaven
[00:02:12.240 --> 00:02:16.560]   and basically all this time now until he returns.
[00:02:16.560 --> 00:02:18.760]   The apostle Peter talks about this in Acts 2
[00:02:18.760 --> 00:02:20.920]   where he's prophesying, quoting Joel.
[00:02:20.920 --> 00:02:22.680]   And he's saying, "In the last days,
[00:02:22.680 --> 00:02:24.360]   "young men will dream dreams."
[00:02:24.360 --> 00:02:26.120]   And so we are in the last days right now
[00:02:26.120 --> 00:02:29.120]   and Paul is telling Timothy and we are being told
[00:02:29.120 --> 00:02:31.720]   that in these last days, times will be hard.
[00:02:31.720 --> 00:02:34.680]   Now we don't really need reminding of that.
[00:02:34.680 --> 00:02:36.500]   We just need to switch on the news.
[00:02:36.500 --> 00:02:39.360]   We just need to go to Fox News, SCMP, the BBC,
[00:02:39.360 --> 00:02:43.280]   and we will see that the times are not the easiest, right?
[00:02:43.280 --> 00:02:44.220]   But here's the thing.
[00:02:44.220 --> 00:02:48.220]   Every time we look at something that isn't good news,
[00:02:48.220 --> 00:02:51.320]   don't we still have that same sense of shock,
[00:02:51.320 --> 00:02:54.380]   that same sense of, "Oh, wow, bad things are happening.
[00:02:54.380 --> 00:02:55.560]   "They shouldn't be, they shouldn't be."
