
[00:00:00.000 --> 00:00:03.640]  早安 你也跟旁邊的人打個招呼吧
[00:00:03.640 --> 00:00:06.760]  在開始之前 想問問大家
[00:00:06.760 --> 00:00:12.720]  在座有誰看過《愛的迫降》這套風靡一時的韓劇
[00:00:12.720 --> 00:00:14.320]  可以舉手 看看
[00:00:14.320 --> 00:00:16.400]  哦 看得到嗎 Crystal
[00:00:16.400 --> 00:00:18.240]  挺好的
[00:00:18.240 --> 00:00:19.640]  看得到嗎 Charlotte
[00:00:19.640 --> 00:00:20.920]  挺好的
[00:00:20.920 --> 00:00:24.560]  這套韓劇有誰為了
[00:00:24.560 --> 00:00:26.080]  你看到男女主角
[00:00:26.080 --> 00:00:28.680]  誰認識男女主角 除了看過的
[00:00:28.680 --> 00:00:30.240]  一定很喜歡
[00:00:30.240 --> 00:00:32.640]  有誰為了男女主角而看
[00:00:32.640 --> 00:00:33.560]  也不是
[00:00:33.560 --> 00:00:36.920]  其實我媽媽那段時間很喜歡看這套劇
[00:00:36.920 --> 00:00:39.320]  當然我沒有看過 因為我媽媽很喜歡
[00:00:39.320 --> 00:00:41.520]  但我沒有看過的時候
[00:00:41.520 --> 00:00:42.920]  因為我媽媽那麼喜歡
[00:00:42.920 --> 00:00:45.040]  所以我好像也看過這套劇
[00:00:45.040 --> 00:00:47.120]  我媽媽那段時間
[00:00:47.120 --> 00:00:49.960]  我想她看男主角是袁彬
[00:00:49.960 --> 00:00:54.000]  我想她看袁彬的次數和時間比我還多
[00:00:54.000 --> 00:00:55.200]  她看了看之後
[00:00:55.200 --> 00:00:57.400]  就好像變得跟袁彬很熟悉
[00:00:57.400 --> 00:01:00.360]  不知道Ivan有沒有對Crystal有這個感覺
[00:01:00.360 --> 00:01:02.120]  他也一起看
[00:01:02.120 --> 00:01:03.880]  他們好像比我還熟悉
[00:01:03.880 --> 00:01:07.480]  我媽媽就好像每次都預知到下一幕
[00:01:07.480 --> 00:01:10.600]  袁彬一定會親吻女主角孫麗珍
[00:01:10.600 --> 00:01:14.840]  她又好像預知到袁彬說完這句對白之後
[00:01:14.840 --> 00:01:16.520]  一定會哭
[00:01:16.520 --> 00:01:19.320]  除了一邊心痛她
[00:01:19.320 --> 00:01:21.800]  一邊當自己是編劇
[00:01:21.800 --> 00:01:23.440]  她經常都說得出
[00:01:23.440 --> 00:01:25.520]  這個和這個人是有關係的
[00:01:25.520 --> 00:01:30.240]  這個人和那個人在下一幕一定會吵架
[00:01:30.240 --> 00:01:31.320]  那時候我心想
[00:01:31.320 --> 00:01:33.360]  這個主角是哪來的自信
[00:01:33.360 --> 00:01:36.040]  把自己當成編劇
[00:01:36.040 --> 00:01:37.080]  有誰呢?
[00:01:37.080 --> 00:01:39.600]  你家裡的主角也是這樣
[00:01:39.600 --> 00:01:42.320]  你家裡的主角也是看劇的時候
[00:01:42.320 --> 00:01:44.440]  每次都預知到
[00:01:44.440 --> 00:01:48.320]  或者有誰自己就是主角
[00:01:48.320 --> 00:01:49.680]  不敢承認了
[00:01:49.680 --> 00:01:51.680]  後來我發現
[00:01:51.680 --> 00:01:56.120]  是因為我媽媽有一套很有啟發性的斯拉波劇法則
[00:01:56.120 --> 00:01:57.240]  不知道你們有沒有
[00:01:57.240 --> 00:02:00.040]  所以今天我很想透過經文
[00:02:00.040 --> 00:02:02.800]  和大家開心分享一下這套法則
[00:02:02.800 --> 00:02:06.200]  讓我們在生命和信仰當中
[00:02:06.200 --> 00:02:08.680]  都有我媽媽的自信
[00:02:08.680 --> 00:02:12.600]  讓大家可以認識我們人生的編劇家
[00:02:12.600 --> 00:02:14.680]  也是我們今天的講題
[00:02:14.680 --> 00:02:17.000]  在開始之前我們一起祈禱吧
[00:02:17.000 --> 00:02:20.000]  (廣東話)
[00:02:20.200 --> 00:02:23.200]  (廣東話)
[00:02:23.200 --> 00:02:26.200]  (廣東話)
[00:02:26.200 --> 00:02:28.880]  無論我們今天是帶著什麼狀態
[00:02:28.880 --> 00:02:30.880]  我們幾點睡覺
[00:02:30.880 --> 00:02:32.880]  或者我們是不是真的有睡覺
[00:02:32.880 --> 00:02:34.320]  我們是否精神也好
[00:02:34.320 --> 00:02:37.280]  但我們生命當中所有狀況你都知道
[00:02:37.280 --> 00:02:39.640]  就讓我們今天打開我們的心
[00:02:39.640 --> 00:02:40.680]  打開我們的耳朵
[00:02:40.680 --> 00:02:42.320]  讓你的靈
[00:02:42.320 --> 00:02:44.960]  讓你的說話都進入我們的生命當中
[00:02:44.960 --> 00:02:48.280]  以致我們今天不是聽完之後左耳進右耳出
[00:02:48.280 --> 00:02:50.880]  而是我們真的可以透過你的經文
[00:02:50.880 --> 00:02:51.800]  透過你的說話
[00:02:51.800 --> 00:02:53.800]  讓我們的生命都得以改變
[00:02:53.800 --> 00:02:56.800]  以上我祈禱奉主明求 阿門
[00:02:56.800 --> 00:03:00.000]  話說我媽媽的第一條法則
[00:03:00.000 --> 00:03:03.000]  就是她很喜歡看完頭兩集之後
[00:03:03.000 --> 00:03:05.400]  就一飛就飛去結局那裡看
[00:03:05.400 --> 00:03:06.800]  我認為是不行的
[00:03:06.800 --> 00:03:09.800]  因為她覺得結局是最精彩的部分
[00:03:09.800 --> 00:03:11.520]  於是她看完之後
[00:03:11.520 --> 00:03:15.200]  又會回到前面看一些她沒看過的集數
[00:03:15.200 --> 00:03:21.000]  她覺得這樣反而可以在前面留意劇情的細節
[00:03:21.000 --> 00:03:25.600]  所以我們今天可以像我媽媽這個主婦一樣
[00:03:25.600 --> 00:03:27.200]  一起先由結局
[00:03:27.200 --> 00:03:29.800]  去看一段我們都很耳熟能詳的經文
[00:03:29.800 --> 00:03:33.800]  就是在《馬學福音》的六章45至52節
[00:03:33.800 --> 00:03:37.400]  我們先讀一次結局49至51節
[00:03:37.400 --> 00:03:39.000]  準備 1 2 3
[00:03:39.600 --> 00:03:43.000]  「但門徒看見他在海面上走
[00:03:43.000 --> 00:03:44.800]  以為是鬼怪
[00:03:44.800 --> 00:03:46.400]  就喊叫起來
[00:03:46.400 --> 00:03:49.000]  因為他們都看見了他
[00:03:49.000 --> 00:03:50.400]  且甚驚慌
[00:03:50.400 --> 00:03:52.600]  耶穌臉盲對他們說
[00:03:52.600 --> 00:03:55.400]  你們放心 是我不要怕
[00:03:55.400 --> 00:03:58.200]  於是到他們那裡上了船
[00:03:58.200 --> 00:03:59.600]  風就住了
[00:03:59.600 --> 00:04:02.200]  他們心裡十分驚奇」
[00:04:02.200 --> 00:04:04.200]  我們這套劇
[00:04:04.200 --> 00:04:06.200]  今天在49節就說
[00:04:06.200 --> 00:04:08.800]  耶穌在一個海面上走
[00:04:08.800 --> 00:04:12.000]  還有51節就提到有風
[00:04:12.000 --> 00:04:15.400]  而且這種風不是平時吹亂頭髮
[00:04:15.400 --> 00:04:17.200]  你弄一下砍音的那種風
[00:04:17.200 --> 00:04:20.400]  而是你記不記得之前有個颱風叫做小犬
[00:04:20.400 --> 00:04:22.800]  本身大家預期它可能是一個芝娃娃
[00:04:22.800 --> 00:04:25.600]  但最後就變成了一隻Husky
[00:04:25.600 --> 00:04:27.600]  那種十號風球
[00:04:27.600 --> 00:04:28.800]  你想像一下
[00:04:28.800 --> 00:04:32.000]  有一天你在這個十號風球的情況下
[00:04:32.000 --> 00:04:33.600]  就在搭船去長洲
[00:04:33.600 --> 00:04:34.800]  可能去我們學校
[00:04:34.800 --> 00:04:37.200]  見到新學院就探望我和Carmen或者Ronica
[00:04:37.200 --> 00:04:39.200]  當你在長洲的時候
[00:04:39.200 --> 00:04:44.600]  那隻船就坐得好像海盜船
[00:04:44.600 --> 00:04:48.000]  當你快要怕得尿褲子的時候
[00:04:48.000 --> 00:04:50.000]  突然之間你在船裡面
[00:04:50.000 --> 00:04:53.200]  就見到海面上有你親愛的教會目者
[00:04:53.200 --> 00:04:56.200]  可能是Irene、Gavin、Timothy、Karen
[00:04:56.200 --> 00:04:59.600]  他們就在維港的海面上走到你那裡
[00:04:59.600 --> 00:05:01.400]  然後你就更害怕
[00:05:01.400 --> 00:05:02.600]  以為撞鬼
[00:05:02.600 --> 00:05:04.200]  就算不是撞鬼
[00:05:04.200 --> 00:05:06.600]  你也覺得自己那一刻一定是瘋了
[00:05:06.600 --> 00:05:10.800]  當你在船上怕得大叫的時候
[00:05:10.800 --> 00:05:12.400]  就像50節所說的
[00:05:12.400 --> 00:05:13.800]  例如Gavin
[00:05:13.800 --> 00:05:14.600]  Gavin今天不在
[00:05:14.600 --> 00:05:15.600]  我們就說Gavin
[00:05:15.600 --> 00:05:20.000]  你知道Gavin每次和大家說話的時候
[00:05:20.000 --> 00:05:22.400]  他有一個口頭禪是一定會說的
[00:05:22.400 --> 00:05:23.200]  知道嗎?
