
[00:00:00.000 --> 00:00:04.000]  大姐、姐妹早安
[00:00:04.000 --> 00:00:08.000]  我們今天繼續思想傳道書的內容
[00:00:08.000 --> 00:00:10.000]  提到智慧的問題
[00:00:10.000 --> 00:00:14.000]  傳道者一直都保持著兩個態度
[00:00:14.000 --> 00:00:16.000]  一方面智慧是好的
[00:00:16.000 --> 00:00:18.000]  智慧有益處的
[00:00:18.000 --> 00:00:21.000]  譬如傳道書七章十二節那裡提到
[00:00:21.000 --> 00:00:25.000]  智慧庇護人好像金錢庇護人一樣
[00:00:25.000 --> 00:00:27.000]  錢不是萬能的
[00:00:27.000 --> 00:00:31.000]  不過錢的確可以幫我們解決很多人生的問題
[00:00:31.000 --> 00:00:34.000]  譬如你有錢可以有病的時候
[00:00:34.000 --> 00:00:36.000]  你可以買一些好的藥
[00:00:36.000 --> 00:00:38.000]  找好的醫生去看
[00:00:38.000 --> 00:00:42.000]  有錢你甚至可以請幾個保鏢去保護你
[00:00:42.000 --> 00:00:47.000]  智慧庇護人好像金錢庇護人一樣
[00:00:47.000 --> 00:00:50.000]  還有傳道書七章十九節那裡提到
[00:00:50.000 --> 00:00:56.000]  智慧使有智慧的人比城中十個的官長更加有能力
[00:00:56.000 --> 00:00:59.000]  做官長要做很多決定
[00:00:59.000 --> 00:01:05.000]  需要有知識、分析能力、勇氣、智慧
[00:01:05.000 --> 00:01:07.000]  官長如果沒有智慧
[00:01:07.000 --> 00:01:10.000]  請十個都是沒有作用的
[00:01:10.000 --> 00:01:12.000]  智慧很重要
[00:01:12.000 --> 00:01:14.000]  越是坐在高位的人
[00:01:14.000 --> 00:01:16.000]  越是需要有智慧去判斷事情
[00:01:16.000 --> 00:01:18.000]  什麼是需要馬上做
[00:01:18.000 --> 00:01:21.000]  什麼是可以放慢一點、遲一點才做
[00:01:21.000 --> 00:01:23.000]  什麼可以改變
[00:01:23.000 --> 00:01:25.000]  什麼改變不了
[00:01:25.000 --> 00:01:28.000]  所羅門登基做以色列王的時候
[00:01:28.000 --> 00:01:30.000]  大家都有印象
[00:01:30.000 --> 00:01:32.000]  他開口祈禱
[00:01:32.000 --> 00:01:34.000]  然後告訴智慧
[00:01:34.000 --> 00:01:36.000]  讓他可以在百姓面前
[00:01:36.000 --> 00:01:40.000]  可以做公義、明智的判斷
[00:01:40.000 --> 00:01:41.000]  智慧很重要
[00:01:41.000 --> 00:01:44.000]  特別在上位的人更加需要有智慧
[00:01:44.000 --> 00:01:48.000]  另一方面傳道者也跟我們說
[00:01:48.000 --> 00:01:50.000]  智慧無論多厲害也好
[00:01:50.000 --> 00:01:52.000]  其實都有它的限制
[00:01:52.000 --> 00:01:56.000]  譬如智慧人和愚昧人都會死亡
[00:01:56.000 --> 00:02:01.000]  智慧人知道適當的時機和必經的過程
[00:02:01.000 --> 00:02:05.000]  但是智慧未必得糧食
[00:02:05.000 --> 00:02:07.000]  聰明的未必得財富
[00:02:07.000 --> 00:02:09.000]  九章十一節
[00:02:09.000 --> 00:02:12.000]  有智慧的人是好的、厲害的
[00:02:12.000 --> 00:02:14.000]  不過有時也沒什麼用
[00:02:14.000 --> 00:02:16.000]  今天我們看這段經文
[00:02:16.000 --> 00:02:20.000]  傳道者再舉幾個情景出來
[00:02:20.000 --> 00:02:23.000]  這幾個情景很可能是真實的
[00:02:23.000 --> 00:02:28.000]  也很可能是傳道者自己虛構出來的
[00:02:28.000 --> 00:02:30.000]  想像出來的處境
[00:02:30.000 --> 00:02:34.000]  第一個情景出現在九章十三到十六節
[00:02:34.000 --> 00:02:38.000]  這裡提到有一個很小的城
[00:02:38.000 --> 00:02:41.000]  這個城裡面不是很多人住
[00:02:41.000 --> 00:02:46.000]  平時生活很安定、開開心心
[00:02:46.000 --> 00:02:49.000]  突然有一天有個大君王來攻擊他們
[00:02:49.000 --> 00:02:53.000]  收足邢呂、張誠圍困
[00:02:53.000 --> 00:02:57.000]  收足邢呂其實有一個更好的翻譯
[00:02:57.000 --> 00:03:01.000]  就是要建造龐大的攻城設施
[00:03:01.000 --> 00:03:04.000]  一個這麼小的城
[00:03:04.000 --> 00:03:06.000]  只有很少人住
[00:03:06.000 --> 00:03:11.000]  需要建造龐大的攻城設施嗎?
[00:03:11.000 --> 00:03:15.000]  很明顯是一個誇張的情景
[00:03:15.000 --> 00:03:19.000]  要突出實力是相當懸殊的
[00:03:19.000 --> 00:03:20.000]  不能打的
[00:03:20.000 --> 00:03:23.000]  我人比你多、武器比你多
[00:03:23.000 --> 00:03:24.000]  怎能打呢?
[00:03:24.000 --> 00:03:28.000]  誰知道城裡有一個貧窮的智慧人
[00:03:28.000 --> 00:03:32.000]  他可以用智慧去拯救這個小城
[00:03:32.000 --> 00:03:35.000]  智慧是很厲害的
[00:03:35.000 --> 00:03:39.000]  當人人認為輸定了不能打的時候
[00:03:39.000 --> 00:03:43.000]  智慧有能力去逆轉整個形勢
[00:03:43.000 --> 00:03:45.000]  可以化腐朽為神奇
[00:03:45.000 --> 00:03:47.000]  智慧是很厲害的
[00:03:47.000 --> 00:03:50.000]  不過智慧也有它的限制
[00:03:50.000 --> 00:03:52.000]  九章十五節
[00:03:52.000 --> 00:03:54.000]  「他用智慧救了那城
[00:03:54.000 --> 00:03:57.000]  卻沒有人紀念那窮人」
[00:03:57.000 --> 00:03:59.000]  學者告訴我們
[00:03:59.000 --> 00:04:03.000]  他用智慧救了那城
[00:04:03.000 --> 00:04:07.000]  在原文有兩個可能的翻譯
[00:04:07.000 --> 00:04:10.000]  第一個翻譯是我們讀到的翻譯
[00:04:10.000 --> 00:04:15.000]  「他已經用了智慧救了那城」
[00:04:15.000 --> 00:04:19.000]  這個翻譯裡我們看到智慧發揮了它的作用
[00:04:19.000 --> 00:04:23.000]  智慧救了那小小的城
[00:04:23.000 --> 00:04:25.000]  不過很可惜
[00:04:25.000 --> 00:04:32.000]  戰時之後城裡的人很快就忘記了貧窮的智慧人
[00:04:32.000 --> 00:04:36.000]  智慧的限制就是你幫了人其實沒什麼用
[00:04:36.000 --> 00:04:39.000]  最後人們都會忘記你
[00:04:39.000 --> 00:04:40.000]  都會藐視你
[00:04:40.000 --> 00:04:43.000]  你說的話都是沒有人聽的
[00:04:43.000 --> 00:04:46.000]  出身低賤就是出身低賤
[00:04:46.000 --> 00:04:48.000]  有智慧也是沒什麼用的
[00:04:48.000 --> 00:04:51.000]  你改變不了別人對你的看法
[00:04:51.000 --> 00:04:54.000]  改變不了你的身份地位
[00:04:54.000 --> 00:04:56.000]  這是第一個翻譯
[00:04:56.000 --> 00:05:00.000]  第二個有可能的翻譯是
[00:05:00.000 --> 00:05:05.000]  「他本來可用智慧救了那城」
[00:05:05.000 --> 00:05:08.000]  整句話的意思就不同了
[00:05:08.000 --> 00:05:13.000]  那個貧窮人本來可以用智慧去救這個城
[00:05:13.000 --> 00:05:16.000]  不過因為城裡的人看不起他
[00:05:16.000 --> 00:05:17.000]  藐視他
[00:05:17.000 --> 00:05:18.000]  忘記他
[00:05:18.000 --> 00:05:24.000]  那就浪費了本來可以用智慧去救城的作用
[00:05:24.000 --> 00:05:26.000]  智慧真的很厲害
[00:05:26.000 --> 00:05:28.000]  智慧勝過勇力
[00:05:28.000 --> 00:05:33.000]  不過當你生活在一個階級觀念很重的群體裡
[00:05:33.000 --> 00:05:35.000]  是沒有什麼機會發揮的
[00:05:35.000 --> 00:05:36.000]  你出身不好
[00:05:36.000 --> 00:05:39.000]  人人都戴著有色眼鏡去看你
[00:05:39.000 --> 00:05:40.000]  看不起你
[00:05:40.000 --> 00:05:44.000]  你有多聰明有多多智慧都是沒什麼用的
