
[00:00:00.000 --> 00:00:02.000]  (字幕:Mandy)
[00:00:02.000 --> 00:00:06.000]  大家好
[00:00:06.000 --> 00:00:10.000]  我還沒上台就已經聽到有人問
[00:00:10.000 --> 00:00:13.000]  為什麼又說男女關係
[00:00:13.000 --> 00:00:17.000]  因為上星期我們說了戀愛
[00:00:17.000 --> 00:00:18.000]  經過一個星期之後
[00:00:18.000 --> 00:00:19.000]  因為時間關係
[00:00:19.000 --> 00:00:21.000]  我們已經要進入結婚的階段
[00:00:21.000 --> 00:00:25.000]  所以今天會跟大家說婚姻
[00:00:25.000 --> 00:00:27.000]  可能你們會覺得
[00:00:27.000 --> 00:00:28.000]  未有來吧
[00:00:28.000 --> 00:00:29.000]  為什麼要跟我說這些東西
[00:00:29.000 --> 00:00:30.000]  但我想問你
[00:00:30.000 --> 00:00:32.000]  如果你中六才考DSE
[00:00:32.000 --> 00:00:34.000]  那你中一至中五是不是不用上學
[00:00:34.000 --> 00:00:36.000]  就是了
[00:00:36.000 --> 00:00:38.000]  有些事要先學好
[00:00:38.000 --> 00:00:39.000]  要準備
[00:00:39.000 --> 00:00:40.000]  是不是
[00:00:40.000 --> 00:00:42.000]  好,那我想問一下
[00:00:42.000 --> 00:00:44.000]  有沒有人曾經
[00:00:44.000 --> 00:00:47.000]  曾經去幻想一下自己將來
[00:00:47.000 --> 00:00:49.000]  結婚的時候
[00:00:49.000 --> 00:00:50.000]  即任何關於結婚的事
[00:00:50.000 --> 00:00:51.000]  有沒有人想過
[00:00:51.000 --> 00:00:54.000]  沒有?
[00:00:54.000 --> 00:00:56.000]  真的沒有?
[00:00:57.000 --> 00:00:59.000]  原來只有我這麼奇怪
[00:00:59.000 --> 00:01:01.000]  我讀書的時候
[00:01:01.000 --> 00:01:03.000]  我們的同學真的有討論
[00:01:03.000 --> 00:01:05.000]  我們會討論一下
[00:01:05.000 --> 00:01:08.000]  將來自己想跟一個怎樣的人結婚
[00:01:08.000 --> 00:01:11.000]  還有想最多的是
[00:01:11.000 --> 00:01:12.000]  我們結婚的時候
[00:01:12.000 --> 00:01:15.000]  那件婚紗的拖尾可以有多長
[00:01:15.000 --> 00:01:18.000]  我們一班女生經常都想過這些
[00:01:18.000 --> 00:01:22.000]  其實那時候我們說這些東西
[00:01:22.000 --> 00:01:25.000]  我們從來都沒有討論婚姻是什麼
[00:01:25.000 --> 00:01:27.000]  究竟婚姻是什麼
[00:01:27.000 --> 00:01:29.000]  我們反而沒有討論
[00:01:29.000 --> 00:01:32.000]  那你猜如果你Google一下婚姻
[00:01:32.000 --> 00:01:33.000]  它會給你什麼答案
[00:01:33.000 --> 00:01:34.000]  有沒有人試過
[00:01:34.000 --> 00:01:35.000]  不過你現在不用試
[00:01:35.000 --> 00:01:37.000]  你可以把你的手機藏起來
[00:01:37.000 --> 00:01:38.000]  我幫你試了
[00:01:38.000 --> 00:01:41.000]  如果你Google一下
[00:01:41.000 --> 00:01:43.000]  你會發覺原來Google出來
[00:01:43.000 --> 00:01:45.000]  就說婚姻是什麼
[00:01:45.000 --> 00:01:48.000]  婚姻是愛情的墳墓
[00:01:48.000 --> 00:01:50.000]  婚姻是戀愛的墳墓
[00:01:50.000 --> 00:01:52.000]  婚姻是一座圍城
[00:01:53.000 --> 00:01:55.000]  很慘好像坐牢一樣
[00:01:55.000 --> 00:01:57.000]  幸好最後有一個比較正面的
[00:01:57.000 --> 00:02:00.000]  最後他說婚姻是神所設立的
[00:02:00.000 --> 00:02:05.000]  我自己是25歲結婚的
[00:02:05.000 --> 00:02:07.000]  我結婚沒多久之後
[00:02:07.000 --> 00:02:09.000]  就是農曆新年了
[00:02:09.000 --> 00:02:10.000]  我回到公司
[00:02:10.000 --> 00:02:11.000]  其實那裡有很多同事
[00:02:11.000 --> 00:02:13.000]  都是大我三幾年了
[00:02:13.000 --> 00:02:14.000]  結婚沒多久
[00:02:14.000 --> 00:02:15.000]  同事就互相
[00:02:15.000 --> 00:02:17.000]  心想試吃一下新年
[00:02:17.000 --> 00:02:19.000]  有一個男同事
[00:02:21.000 --> 00:02:23.000]  他應該30歲
[00:02:23.000 --> 00:02:25.000]  他的兒子應該一兩歲
[00:02:25.000 --> 00:02:28.000]  他就說心想事情就好
[00:02:28.000 --> 00:02:29.000]  我今年新年願望就是
[00:02:29.000 --> 00:02:31.000]  升官發達死老婆
[00:02:31.000 --> 00:02:34.000]  連男同事也來了一下
[00:02:34.000 --> 00:02:35.000]  男同事聽到說
[00:02:35.000 --> 00:02:37.000]  你開玩笑說得這麼不中聽
[00:02:37.000 --> 00:02:39.000]  但他說他不是開玩笑
[00:02:39.000 --> 00:02:41.000]  他說他真的想
[00:02:41.000 --> 00:02:45.000]  幸好過了十幾二十年之後
[00:02:45.000 --> 00:02:46.000]  我見到他
[00:02:46.000 --> 00:02:49.000]  他這三個願望都沒有一個實現
[00:02:50.000 --> 00:02:52.000]  是嗎?很好
[00:02:52.000 --> 00:02:55.000]  當時另一個男同事聽到他這樣說
[00:02:55.000 --> 00:02:56.000]  都很年輕
[00:02:56.000 --> 00:02:57.000]  我不知道他結婚多久
[00:02:57.000 --> 00:02:58.000]  其實他比我大一兩年
[00:02:58.000 --> 00:03:00.000]  我那時25歲
[00:03:00.000 --> 00:03:01.000]  他就說
[00:03:01.000 --> 00:03:06.000]  其實所有人結婚之後不離婚
[00:03:06.000 --> 00:03:09.000]  都只是因為一個原因
[00:03:09.000 --> 00:03:10.000]  就是責任
[00:03:10.000 --> 00:03:13.000]  不是因為兩個人之間還有愛
[00:03:13.000 --> 00:03:16.000]  原來愛間的世界
[00:03:16.000 --> 00:03:17.000]  我們在教會經常說愛
[00:03:17.000 --> 00:03:19.000]  但原來我們出去外面的世界
[00:03:20.000 --> 00:03:23.000]  看婚姻都很負面
[00:03:23.000 --> 00:03:25.000]  因為你知道Google的大數據
[00:03:25.000 --> 00:03:26.000]  分析出來
[00:03:26.000 --> 00:03:29.000]  原來人們搜尋的都是這麼負面的東西
[00:03:29.000 --> 00:03:32.000]  不知道世界上的離婚率
[00:03:32.000 --> 00:03:34.000]  其實不斷地上升
[00:03:34.000 --> 00:03:36.000]  我現在找了這個出來
[00:03:36.000 --> 00:03:40.000]  香港的離婚率
[00:03:40.000 --> 00:03:43.000]  香港離婚率在2017到2018年
[00:03:43.000 --> 00:03:46.000]  已經由37%增加到48%
[00:03:47.000 --> 00:03:49.000]  你沒想到吧
[00:03:49.000 --> 00:03:51.000]  在2019年
[00:03:51.000 --> 00:03:54.000]  那一年有4萬4千多對新人結婚
[00:03:54.000 --> 00:03:58.000]  但是同一年有2萬1千多對舊人
[00:03:58.000 --> 00:03:59.000]  決定分開
[00:03:59.000 --> 00:04:01.000]  是不是很傷心
[00:04:01.000 --> 00:04:04.000]  我記得我認識一個律師
[00:04:04.000 --> 00:04:06.000]  他專門幫人打離婚官司
[00:04:06.000 --> 00:04:09.000]  所以他看到很多東西
[00:04:09.000 --> 00:04:12.000]  他就知道原來當一對夫婦
[00:04:12.000 --> 00:04:14.000]  到最後要分開的時候
[00:04:14.000 --> 00:04:16.000]  其實除了情感的傷害
[00:04:16.000 --> 00:04:18.000]  很多的傷害之外
[00:04:18.000 --> 00:04:19.000]  有很多的瓜葛
[00:04:19.000 --> 00:04:20.000]  財產分配
[00:04:20.000 --> 00:04:22.000]  他看到很多東西
[00:04:22.000 --> 00:04:24.000]  他就告訴我們
[00:04:24.000 --> 00:04:25.000]  有一天
[00:04:25.000 --> 00:04:27.000]  他約了一群閨蜜
[00:04:27.000 --> 00:04:29.000]  在一間名店裡的咖啡廳
[00:04:29.000 --> 00:04:31.000]  喝下午茶
[00:04:31.000 --> 00:04:32.000]  喝下喝下
[00:04:32.000 --> 00:04:33.000]  聊著聊著
[00:04:33.000 --> 00:04:34.000]  他就決定了
[00:04:34.000 --> 00:04:36.000]  他要跟他的丈夫離婚
[00:04:36.000 --> 00:04:38.000]  他手上沒有紙
[00:04:38.000 --> 00:04:42.000]  他就馬上將咖啡店桌面的餐墊
[00:04:42.000 --> 00:04:43.000]  那張紙餐墊
[00:04:43.000 --> 00:04:44.000]  反轉他
[00:04:44.000 --> 00:04:45.000]  拿空白那面拿一支筆出來
[00:04:45.000 --> 00:04:47.000]  馬上寫一個新的遺囑
[00:04:47.000 --> 00:04:48.000]  交給他的閨蜜
[00:04:48.000 --> 00:04:49.000]  她就說
[00:04:49.000 --> 00:04:50.000]  你放心
[00:04:50.000 --> 00:04:52.000]  她會跟你丈夫離婚
[00:04:52.000 --> 00:04:54.000]  如果你在途中出了什麼意外
[00:04:54.000 --> 00:04:56.000]  你沒趕得及跟你的丈夫離婚
[00:04:56.000 --> 00:04:59.000]  我們就會拿你最後的遺囑出來
[00:04:59.000 --> 00:05:00.000]  超越你之前的遺囑
[00:05:00.000 --> 00:05:01.000]  她一毛錢都不會拿到你的
[00:05:01.000 --> 00:05:03.000]  你放心
[00:05:03.000 --> 00:05:07.000]  原來婚姻可以用這麼精明
[00:05:07.000 --> 00:05:09.000]  又這麼灑脫的方法
[00:05:09.000 --> 00:05:12.000]  很簡單地處理掉
[00:05:12.000 --> 00:05:14.000]  是不是聽起來
[00:05:14.000 --> 00:05:17.000]  有一點傷感呢
[00:05:17.000 --> 00:05:20.000]  其實要找一個人跟你結婚
[00:05:20.000 --> 00:05:22.000]  坦白說不是很難
[00:05:22.000 --> 00:05:24.000]  我相信你將來都會遇到
[00:05:24.000 --> 00:05:26.000]  一些心儀的對象
[00:05:26.000 --> 00:05:29.000]  如果想婚紗的拖尾很長
[00:05:29.000 --> 00:05:32.000]  也不難的
[00:05:32.000 --> 00:05:34.000]  我覺得自己結婚的時候
[00:05:34.000 --> 00:05:35.000]  婚紗拖尾的長度
[00:05:35.000 --> 00:05:37.000]  我也滿意的
[00:05:37.000 --> 00:05:39.000]  但是
[00:05:39.000 --> 00:05:41.000]  難的就是
[00:05:41.000 --> 00:05:42.000]  一直堅持到底
[00:05:42.000 --> 00:05:44.000]  有一套劇集
[00:05:44.000 --> 00:05:46.000]  叫做將婚姻進行到底
[00:05:46.000 --> 00:05:48.000]  原來要將婚姻進行到底
[00:05:48.000 --> 00:05:50.000]  並不是這麼容易的事
[00:05:50.000 --> 00:05:52.000]  我記得我初初快要結婚的時候
[00:05:52.000 --> 00:05:54.000]  很多人提醒我
[00:05:54.000 --> 00:05:59.000]  很多人為了擠牙膏的小事
[00:05:59.000 --> 00:06:02.000]  會搞到分辨
[00:06:02.000 --> 00:06:03.000]  你們可能覺得很奇怪
[00:06:03.000 --> 00:06:05.000]  擠牙膏為什麼會分辨呢
[00:06:05.000 --> 00:06:07.000]  擠牙膏為什麼會分辨呢
[00:06:07.000 --> 00:06:09.000]  (可能因為遷就不到對方)
[00:06:09.000 --> 00:06:10.000]  對 因為遷就不到對方
[00:06:10.000 --> 00:06:13.000]  現在可能因為太多人擠牙膏分辨
[00:06:13.000 --> 00:06:15.000]  所以牙膏改良了
[00:06:15.000 --> 00:06:17.000]  現在擠牙膏會彈上來
[00:06:17.000 --> 00:06:18.000]  是膠桶的
[00:06:18.000 --> 00:06:20.000]  但以前古代的牙膏
[00:06:20.000 --> 00:06:23.000]  你按下去會凹下去
[00:06:23.000 --> 00:06:25.000]  它不會復原
[00:06:25.000 --> 00:06:27.000]  所以按了一段時間
[00:06:27.000 --> 00:06:29.000]  牙膏的樣子就變成體諒傷
[00:06:29.000 --> 00:06:31.000]  我小時候
[00:06:31.000 --> 00:06:34.000]  我爸爸是一個超級無敵企理的人
[00:06:34.000 --> 00:06:37.000]  他的內衣褲是編了一次七號
[00:06:37.000 --> 00:06:38.000]  星期一穿一號
[00:06:38.000 --> 00:06:39.000]  星期二穿二號
[00:06:39.000 --> 00:06:40.000]  星期三穿三號
[00:06:40.000 --> 00:06:41.000]  他不會混亂的
[00:06:41.000 --> 00:06:42.000]  很奇怪
[00:06:42.000 --> 00:06:44.000]  我們自小訓練了
[00:06:44.000 --> 00:06:45.000]  我們擠牙膏
[00:06:45.000 --> 00:06:47.000]  全家人都很整齊地
[00:06:47.000 --> 00:06:49.000]  從底部慢慢推上去
[00:06:49.000 --> 00:06:51.000]  下面就很整齊
[00:06:51.000 --> 00:06:53.000]  上面是新的一樣
[00:06:53.000 --> 00:06:54.000]  漿糊糊的
[00:06:54.000 --> 00:06:57.000]  但當我結婚的時候
[00:06:57.000 --> 00:06:59.000]  因為有人提醒我
[00:06:59.000 --> 00:07:00.000]  有人提醒我
[00:07:00.000 --> 00:07:02.000]  所以我知道不要為了擠牙膏
[00:07:02.000 --> 00:07:03.000]  而搞分辨
[00:07:03.000 --> 00:07:05.000]  所以我每一天早上起床刷牙
[00:07:05.000 --> 00:07:07.000]  在擠牙膏之前
[00:07:07.000 --> 00:07:08.000]  我會做一件事
[00:07:08.000 --> 00:07:10.000]  就是把牙膏從下面慢慢
[00:07:10.000 --> 00:07:11.000]  很小心地推上去
[00:07:11.000 --> 00:07:14.000]  把被人壓到凹陷的地方
[00:07:14.000 --> 00:07:17.000]  盡量修復
[00:07:17.000 --> 00:07:19.000]  修復到像古墨修復一樣
[00:07:19.000 --> 00:07:21.000]  修復到七成
[00:07:21.000 --> 00:07:22.000]  都不會脹鼓鼓的
[00:07:22.000 --> 00:07:24.000]  但都像樣一點
[00:07:24.000 --> 00:07:25.000]  我沒有為了擠牙膏去吵架
[00:07:25.000 --> 00:07:27.000]  但我每天自己擠牙膏之前
[00:07:27.000 --> 00:07:29.000]  我都忍不住一定要做這件事
[00:07:29.000 --> 00:07:32.000]  但是沒有人告訴我
[00:07:32.000 --> 00:07:33.000]  除了牙膏之外
[00:07:33.000 --> 00:07:34.000]  還有很多小事
[00:07:34.000 --> 00:07:36.000]  我爸爸看報紙
[00:07:36.000 --> 00:07:37.000]  他看完報紙後
[00:07:37.000 --> 00:07:38.000]  他摺好整齊
[00:07:38.000 --> 00:07:40.000]  好像新的一樣
[00:07:40.000 --> 00:07:42.000]  可以拿去報紙攤再賣給別人
[00:07:42.000 --> 00:07:43.000]  都沒有人知道
[00:07:43.000 --> 00:07:44.000]  有人看過
[00:07:44.000 --> 00:07:45.000]  但我結婚後
[00:07:45.000 --> 00:07:46.000]  我每天在房間
[00:07:46.000 --> 00:07:47.000]  一走出去
[00:07:47.000 --> 00:07:48.000]  剛剛走出去
[00:07:48.000 --> 00:07:50.000]  就是看到茶几
[00:07:50.000 --> 00:07:51.000]  不知為何
[00:07:51.000 --> 00:07:53.000]  茶几裡總是發現一堆
[00:07:53.000 --> 00:07:55.000]  摺成不規則形狀
[00:07:55.000 --> 00:07:58.000]  而且拱起半尺高的物體
[00:07:58.000 --> 00:08:00.000]  我就覺得很大震撼
[00:08:00.000 --> 00:08:02.000]  對我來說很大衝擊
[00:08:02.000 --> 00:08:04.000]  為何報紙會變成這樣
[00:08:04.000 --> 00:08:05.000]  所以我結婚後
[00:08:05.000 --> 00:08:08.000]  第一次和另一半吵架
[00:08:08.000 --> 00:08:11.000]  就是為了報紙應該怎樣摺
[00:08:11.000 --> 00:08:15.000]  很多時候我們看童話故事
[00:08:15.000 --> 00:08:17.000]  到最後都說
[00:08:17.000 --> 00:08:21.000]  從此公主和王子就開開心心地生活在一起
[00:08:21.000 --> 00:08:23.000]  結局就沒有了
[00:08:23.000 --> 00:08:25.000]  為甚麼?因為童話故事結束了
[00:08:25.000 --> 00:08:27.000]  大家就要一起
[00:08:27.000 --> 00:08:28.000]  公主和王子
[00:08:28.000 --> 00:08:30.000]  要去寫一本新的小說
[00:08:30.000 --> 00:08:32.000]  是一本寫實小說
[00:08:32.000 --> 00:08:34.000]  這本小說是兩個人一起寫的
[00:08:34.000 --> 00:08:36.000]  有些人寫得很精彩
[00:08:36.000 --> 00:08:38.000]  寫得很燦爛
[00:08:38.000 --> 00:08:40.000]  寫實小說好看還是童話小說好看?
[00:08:40.000 --> 00:08:42.000]  童話故事好看?
[00:08:42.000 --> 00:08:43.000]  (童話故事好看)
[00:08:43.000 --> 00:08:45.000]  對呀 你還是喜歡看童話故事
[00:08:45.000 --> 00:08:46.000]  (現在已經不喜歡了)
[00:08:46.000 --> 00:08:47.000]  現在已經不喜歡了
[00:08:47.000 --> 00:08:48.000]  即是你進入開始
[00:08:48.000 --> 00:08:52.000]  要預備將來寫寫實小說的階段
[00:08:52.000 --> 00:08:55.000]  當你兩個人一起寫小說的時候
[00:08:55.000 --> 00:08:57.000]  有些人寫得很精彩
[00:08:57.000 --> 00:08:58.000]  有些人寫到爛尾
[00:08:58.000 --> 00:09:00.000]  當然完成不了
[00:09:00.000 --> 00:09:02.000]  怎樣才可以寫好一本
[00:09:02.000 --> 00:09:05.000]  夫婦兩人寫好一本小說呢?
[00:09:05.000 --> 00:09:07.000]  有甚麼?
[00:09:07.000 --> 00:09:09.000]  有甚麼?
[00:09:09.000 --> 00:09:10.000]  (有問題)
[00:09:10.000 --> 00:09:12.000]  哦
[00:09:12.000 --> 00:09:14.000]  其實好像你去做一個題目
[00:09:14.000 --> 00:09:15.000]  你想做得好
[00:09:15.000 --> 00:09:16.000]  你做一個project做得好
[00:09:16.000 --> 00:09:18.000]  你首先要找出題目的人
[00:09:18.000 --> 00:09:20.000]  問他你為甚麼出這條題目
[00:09:20.000 --> 00:09:21.000]  你的purpose是甚麼
[00:09:21.000 --> 00:09:23.000]  還有你的評分標準是甚麼
[00:09:23.000 --> 00:09:24.000]  所以婚姻
[00:09:24.000 --> 00:09:26.000]  剛才你看google都會說
[00:09:26.000 --> 00:09:27.000]  婚姻是神設立的
[00:09:27.000 --> 00:09:29.000]  既然婚姻是神設立的
[00:09:29.000 --> 00:09:30.000]  我們是否要知道
[00:09:30.000 --> 00:09:34.000]  其實神為甚麼要發明婚姻給我們
[00:09:34.000 --> 00:09:36.000]  這麼爛這麼多人看這麼負面
[00:09:36.000 --> 00:09:38.000]  為甚麼要做這東西給我們
[00:09:38.000 --> 00:09:39.000]  考考大家
[00:09:39.000 --> 00:09:41.000]  神何時設立婚姻呢?
[00:09:41.000 --> 00:09:42.000]  第一段婚姻
[00:09:42.000 --> 00:09:44.000]  聖經記載在哪裏
[00:09:44.000 --> 00:09:45.000]  創世記
[00:09:45.000 --> 00:09:46.000]  創世記沒錯
[00:09:46.000 --> 00:09:48.000]  第一對夫婦是誰
[00:09:48.000 --> 00:09:50.000]  亞當和夏娃
[00:09:50.000 --> 00:09:51.000]  早到哪裏呢?
[00:09:51.000 --> 00:09:52.000]  你猜
[00:09:52.000 --> 00:09:53.000]  第一章
[00:09:53.000 --> 00:09:54.000]  第一章嗎?
[00:09:54.000 --> 00:09:55.000]  第二章
[00:09:55.000 --> 00:09:56.000]  第二章
[00:09:56.000 --> 00:09:57.000]  很厲害
[00:09:57.000 --> 00:09:58.000]  第二章
[00:09:58.000 --> 00:09:59.000]  不如我們一起讀出來
[00:09:59.000 --> 00:10:00.000]  讀中文
[00:10:00.000 --> 00:10:03.000]  一二三
[00:10:03.000 --> 00:10:05.000]  耶和華神說
[00:10:05.000 --> 00:10:07.000]  那人獨居不好
[00:10:07.000 --> 00:10:10.000]  我要為他做一個配偶幫助他
[00:10:10.000 --> 00:10:15.000]  因此人要兩子連合
[00:10:15.000 --> 00:10:17.000]  二人成為一體
[00:10:17.000 --> 00:10:21.000]  原來聖經是由一段婚姻開始
[00:10:21.000 --> 00:10:25.000]  神還未完成所有創造
[00:10:25.000 --> 00:10:26.000]  做了亞當
[00:10:26.000 --> 00:10:28.000]  還未做夏娃的時候
[00:10:28.000 --> 00:10:30.000]  神已經設計了婚姻
[00:10:30.000 --> 00:10:31.000]  已經決定要有婚姻
[00:10:31.000 --> 00:10:33.000]  做一個女人給亞當
[00:10:33.000 --> 00:10:34.000]  不是做情人
[00:10:34.000 --> 00:10:35.000]  不是做什麼
[00:10:35.000 --> 00:10:36.000]  是做妻子
