
[00:00:00.000 --> 00:00:06.000]  「上帝的旨意行在地上,並如同行在天上」
[00:00:06.000 --> 00:00:13.000]  能夠一起在神的面前敬拜和學習,也是上帝給予我們很大的恩典。
[00:00:13.000 --> 00:00:27.000]  很喜歡靜華敬拜隊帶我們唱的詩歌,引導我們的心靈願意上帝的旨意行在地上,並如同行在天上。
[00:00:27.000 --> 00:00:42.000]  很在乎我們對神的教導究竟願不願意實踐在生命上,以至其他人能夠見到神明明的在我們中間。
[00:00:42.000 --> 00:00:56.000]  教會在今年由年初開始一直在港壇看生命記,越看的時候,我就對摩西的領袖越欣賞。
[00:00:56.000 --> 00:01:14.000]  這個領袖帶領以色列民走了很多的路,結果因著民眾的活躍和他在神面前的犯錯,沒有能夠進入英許地。
[00:01:14.000 --> 00:01:29.000]  但是在他人生最後的幾十天裡,他為著將要進入英許地的新生代,他重新講解神所賜的各樣的列例典章,
[00:01:29.000 --> 00:01:43.000]  希望他們去到這個新的地方的時候,能夠活出以神為中心的生活,是叫更加多人因著神的指紋能夠得到祝福。
[00:01:43.000 --> 00:01:56.000]  上一次我們已經看完第十四章,就是講到潔淨和不潔淨的食物和十一奉獻的要求。
[00:01:56.000 --> 00:02:15.000]  今天我們會看第十五章和第十六章的經文,怎樣去實踐安息年這個概念和那個節期究竟的定例和我們有什麼關係。
[00:02:15.000 --> 00:02:27.000]  因為內容很豐富,所以我會集中講安息年十五章這個部分,而待會的Jenny傳道,她會講十六章節期的限定。
[00:02:27.000 --> 00:02:34.000]  所以我也鼓勵弟兄姊妹,想了解這兩章的經文,其實兩旁都要聽。
[00:02:34.000 --> 00:02:50.000]  在新年記十五章的內容裡,摩西是重新解釋安息年應該怎樣實踐。
[00:02:50.000 --> 00:03:00.000]  所以我們今天會看多一點的經文,我相信神的話語一解開,我們就能夠得著亮光。
[00:03:00.000 --> 00:03:05.000]  所以我們先做一個祈禱,然後我們領受神的教導。
[00:03:05.000 --> 00:03:22.000]  創天造地的真神,我們何其蒙恩,被你揀選,可以認你為阿爸父,並且你樂意將你的心意對我們陳明,
[00:03:22.000 --> 00:03:35.000]  叫我們能夠遵你而行,不單止本身能夠享受你的賜福,你更加叫我們能夠成為更多人的祝福,叫人能夠認識你。
[00:03:35.000 --> 00:03:46.000]  多謝你將你的話語留下,這段時間我們很想靜心學習,願意聖靈引導我們,
[00:03:46.000 --> 00:03:56.000]  讓我們有受教的心,並且樂意進行。我們同心禱告,奉耶穌的名求,阿們。
[00:03:56.000 --> 00:04:04.000]  今年培訓部和祈禱部都幫助我們推行一個三年的讀經計劃。
[00:04:04.000 --> 00:04:13.000]  從今年一月開始,我們就由創世記一直看,知道現在看到哪裏嗎?文素記的二十四章。
[00:04:13.000 --> 00:04:23.000]  一直看的時候,我發現原來這樣逐章逐章看,聖經真的非常有道理,而且能夠明白。
[00:04:23.000 --> 00:04:33.000]  如果你一直看的時候,你可能對待會我所說的幾個節期定例都會有一些概念。
[00:04:33.000 --> 00:04:42.000]  我們來看看吧。和今天十五章有關的是港島安息年。
[00:04:42.000 --> 00:04:47.000]  看看這個第一個守安息日,我猜大家有概念了。
[00:04:47.000 --> 00:04:51.000]  在《出埃及記》、《利美記》和《新明記》都有提及。
[00:04:51.000 --> 00:05:07.000]  我選擇了《新明記》的這個段落來看守安息日。它和《創世記》和《利美記》的講解多了一點人道的解釋。
[00:05:07.000 --> 00:05:14.000]  這個概念我們都知道,十誡裏提醒我們要守安息日。
[00:05:14.000 --> 00:05:26.000]  就好像耶和華上帝所吩咐的一樣,六日要勞碌做你的工,但第七日是向耶和華上帝當守安息日。
[00:05:26.000 --> 00:05:36.000]  在這一天,你和你的兒女,瀑皮、牛奴、牲畜和城裏寄居的客女都不可做任何的工。
[00:05:36.000 --> 00:05:41.000]  目的是什麼?洗你的瀑皮,可以和你一樣休息。
[00:05:41.000 --> 00:05:54.000]  即是說,全人都因著安靜在神的面前,我們可以得著勞碌的釋放和自由,
[00:05:54.000 --> 00:06:08.000]  也可以親近神,來重養得力,連我們的瀑皮,他們的休息,都是為了守安息日,同樣得著安息。
[00:06:08.000 --> 00:06:20.000]  然後有一個概念叫做安息年,第七年不耕種,不收割,讓窮人得食,也讓土地休息。
[00:06:20.000 --> 00:06:33.000]  內容都是簡單的,又是提醒六年要耕種田地,要修整葡萄園,然後修好地裏的出產。
[00:06:33.000 --> 00:06:48.000]  第七年地要完全安息,是守夜和華的安息,不種田地,不修整葡萄園,
[00:06:48.000 --> 00:07:08.000]  讓農作物自然生長,裝架也不用修,留給勞碌、侍女、故宮和寄居的外人作為食物。
[00:07:08.000 --> 00:07:17.000]  而且地的出產也成為生畜和地上走獸的食物,一個這樣的概念。
[00:07:17.000 --> 00:07:35.000]  還有一個氣年,氣年是說七個七年之後,就是49年,然後在第五十年定為一個盛年。
[00:07:35.000 --> 00:07:49.000]  這個盛年是向全地所有居民宣告自由,我們稱呼這個盛年為氣年。
[00:07:49.000 --> 00:07:57.000]  這個氣年很特別,叫各人的產業歸還自己,各人要歸回自己的家。
[00:07:57.000 --> 00:08:10.000]  到五十年,要作為你們的氣年,不可以耕種,不收割,這些自然生的裝架,也不摘取、修剪葡萄樹上的葡萄,
[00:08:10.000 --> 00:08:17.000]  然後我們也可以吃自然生長的農作物。
[00:08:17.000 --> 00:08:30.000]  但過程中要我們彼此不可窺乎,要敬畏你的神,耶和華,我們的上帝,要遵行他的律例,謹守他的典章,
[00:08:30.000 --> 00:08:37.000]  就可以在地上安然居住。這個氣年的概念其實不容易遵從的,
[00:08:37.000 --> 00:08:54.000]  有人就會問,第四十九年,最後一個七年的安息年,又不准種,五十年又氣年,又不准種,究竟我們夠不夠食物吃呢?
[00:08:54.000 --> 00:09:11.000]  原來神自己是答應在最後的第六年,會發令賜福你們,你們就能長出三年的農作物。
[00:09:11.000 --> 00:09:21.000]  然後到第八年的時候,這樣數的第八年,你們就要耕種,吃塵糧,因為耕種的時候還未能生完,
[00:09:21.000 --> 00:09:30.000]  你們就要吃塵糧,到過一年,就有農作物收成的時候,你們還有塵糧可吃。
[00:09:30.000 --> 00:09:41.000]  這個氣年的概念是上帝的吩咐,是叫所有的奴僕可以得釋放,土地歸回原主。
[00:09:41.000 --> 00:09:55.000]  這個氣年其實是對跟隨的人一個信心的操練,你能不能相信幾年不工作,然後上帝的供應依然足夠呢?
[00:09:55.000 --> 00:10:07.000]  你又能不能當你成為一個既得利益者的時候,你願不願意按著神所吩咐的,令到各樣的東西重新分配呢?
[00:10:07.000 --> 00:10:23.000]  這個建議是希望窮人和債戶,他們可以有重新開始的景況,也叫地圖能夠保存地力,重建生態循環的安排。
[00:10:23.000 --> 00:10:29.000]  不過這個氣年是並沒有執行的。
[00:10:29.000 --> 00:10:47.000]  今天來到新命紀第十五章,我們會看安息列,主點是叫人學習豁免,cancel debt,釋放,叫人得自由。
[00:10:47.000 --> 00:11:05.000]  如果我將第十五章一到十八節的經文分成兩部分的話,一到十一節其實就是講到要豁免債務,憐憫窮人,而十二到十八節就是顧念同胞,釋放奴僕。
[00:11:05.000 --> 00:11:10.000]  我們就去看一下怎樣來做。
[00:11:10.000 --> 00:11:18.000]  我們今天生活在香港,我們沒有耕地,但是我們有跟人相處的關係。
[00:11:18.000 --> 00:11:27.000]  這裡說到,每七年的最後一年,你就要施行豁免,清除所有的債務。
[00:11:27.000 --> 00:11:30.000]  豁免的方式是怎樣呢?
[00:11:30.000 --> 00:11:39.000]  凡是債主要將手裏所借給鄰舍的,全部豁免,不要向鄰舍和弟兄追討。
[00:11:39.000 --> 00:11:51.000]  因為耶和華的豁免已經宣告了,你可以向外幫人追討,但是你的弟兄欠你的,無論是什麼,你都要放手豁免。
[00:11:51.000 --> 00:12:07.000]  你看到我將豁免highlight了四次,在短短的三節經文裏面出現了四次豁免,你就明白,神要我們免債,是我們很清楚的一個命令和吩咐。
[00:12:07.000 --> 00:12:18.000]  免債容易嗎?不容易,但是我們唱歌唱著這套文,就是神免我們的債,我們都要學習去免人的債。
[00:12:18.000 --> 00:12:34.000]  可以是金錢的債,可以是人情的債,也可以是各樣人家虧欠我們的,然後我們學習去放手,讓對方讓自己有一個全新的開始。
[00:12:34.000 --> 00:12:54.000]  免債再下去,他有這樣說,其實在你們中間不會有貧窮人,因為在耶和華,你神所賜你的遺孽的地上,耶和華必大大賜福給你。
[00:12:54.000 --> 00:13:10.000]  只要你留心聽從耶和華,你神的話,謹守遵行我今日所吩咐你這一切的命令,因為耶和華,你的神會照祂所應許你的賜福給你。
[00:13:10.000 --> 00:13:23.000]  神是怎樣賜福呢?他說你必借給許多國家,卻不需要去借貸,你要管轄許多國家,他們卻不能轄制你。
[00:13:23.000 --> 00:13:31.000]  這是耶和華上帝對他的子民的一個這樣的吩咐和應許。
[00:13:31.000 --> 00:13:43.000]  他答應賜福他的子民,如果我們願意遵照耶和華的吩咐來做,他說你們中間就不會有窮人了。
[00:13:43.000 --> 00:13:56.000]  剛才提到豁免是對同族同胞的欠債,即我們在安息年的時候來豁免,對外人可以追討。
[00:13:56.000 --> 00:14:06.000]  所以當我們如果屬神的子民願意這樣去善待同胞的話,在他們中間就不會有貧窮人了。
[00:14:06.000 --> 00:14:13.000]  而且因著留心聽耶和華的吩咐,耶和華就會賜大福,
[00:14:13.000 --> 00:14:27.000]  讓整個民族成為一個不需要借貸的民族,並且可以因著上帝的賜福,成為管理其他多國的一個狀況。
[00:14:27.000 --> 00:14:33.000]  這是耶和華對他的子民所說的應許。
[00:14:33.000 --> 00:14:36.000]  然後他就這樣說,
[00:14:36.000 --> 00:14:44.000]  「喜耶和華,你神所賜給你的地上,任何一座城裏,如果你弟兄裏有一個貧窮人,
[00:14:44.000 --> 00:14:56.000]  你就不可以硬著心就手不幫助你貧窮的弟兄,你總要伸手幫助他,照他所缺乏的借給他,補他的不足。
[00:14:56.000 --> 00:15:07.000]  你要謹慎,不要心起惡念,第七年就是豁免年了,快要來了,我借不借好呢?
[00:15:07.000 --> 00:15:18.000]  你就冷眼看你貧窮的弟兄,什麼都不給他,他若為你的緣故求好耶和華,你就有罪了。」
[00:15:19.000 --> 00:15:21.000]  經文是這樣說的,
[00:15:21.000 --> 00:15:28.000]  當你在居住的地方,你見到同族的有一個貧窮人,
[00:15:28.000 --> 00:15:35.000]  你就不要硬著心牆,見到他有需要,你都就手不幫助。
[00:15:35.000 --> 00:15:43.000]  你要怎樣?你要伸手幫助他,照他所缺乏的借給他,補他的不足。
[00:15:45.000 --> 00:15:51.000]  容易嗎?我們現在習慣這樣,貧窮是有原因的,
[00:15:51.000 --> 00:15:57.000]  為什麼你的不努力,我要補足你呢?
[00:15:57.000 --> 00:16:11.000]  每個人都在經營自己的人生,要顧念其他人,似乎不是我們容易和願意做的事。
[00:16:11.000 --> 00:16:20.000]  但神真的這樣教我們,你不要理,總之見到有窮乏,你就幫助。
[00:16:20.000 --> 00:16:29.000]  祂說你千萬不要心起惡念,你在計算,七年就有一個豁免年,
[00:16:29.000 --> 00:16:36.000]  就是什麼都要清除,如果第六年來問你借,借不借呢?
[00:16:36.000 --> 00:16:41.000]  接著就要豁免,就是沒有了。
[00:16:41.000 --> 00:16:49.000]  很多時候因著這些計算,就會冷眼看著你貧窮的弟兄,什麼都不給他。
[00:16:49.000 --> 00:17:00.000]  這段經文的教導,叫我們學會一件事,原來人生的經營,不只是積聚財力。
[00:17:00.000 --> 00:17:08.000]  上帝要我們用我們有的資源,來建立身邊的人。
[00:17:08.000 --> 00:17:19.000]  祂說你要小心,當你什麼都不肯顧念的時候,如果他向耶和華求告,你就有罪了,神必替你算帳。
[00:17:19.000 --> 00:17:28.000]  祂說你要慷慨解囊,給他的時候不要心痛,因為耶和華,你的神必為者是,
[00:17:28.000 --> 00:17:34.000]  在你一切的工作,和你所做的裡面,賜福給你。
[00:17:34.000 --> 00:17:41.000]  我們很多時候都將我們經營所得,看為我們的資產,和是我們所擁有。
[00:17:41.000 --> 00:17:55.000]  不過聖經在這裡提醒,其實那些身外物,是耶和華賜福給我們的,你要給予的時候,不要心痛。
[00:17:55.000 --> 00:18:00.000]  因為神必按著你所做的,來賜福給你。
[00:18:00.000 --> 00:18:14.000]  然後十一節,他就說,因為地上的貧窮人,永遠不會斷絕,所以我吩咐你說,總要伸手幫助你地上,困苦貧窮的弟兄。
[00:18:14.000 --> 00:18:22.000]  前面有說,你們中間不會有貧窮人,這裡有說,世上的貧窮人,永遠不會斷絕。
[00:18:22.000 --> 00:18:42.000]  為什麼?如果我們每個人都遵循上帝的心意,肯去重訂資源,和與人共享,與人分享,真的可以減除人的貧窮。
[00:18:42.000 --> 00:18:52.000]  但是如果我們不是用這樣的心態,來處人處事,地上的貧窮人,是永遠不會斷絕的。
[00:18:52.000 --> 00:19:00.000]  所以這裡吩咐我們,總要伸手幫助你地上,困苦貧窮的弟兄。
[00:19:00.000 --> 00:19:15.000]  似乎地上的貧窮人,永遠不會斷絕,就成為了屬神子民努力的目標,就是說上帝有他的心意,叫我們去按著他的教導來前行。
[00:19:15.000 --> 00:19:28.000]  去年整個香港停擺,在疫情期間,教會的社關部,推動我們去為基層的人去送上禦勇。
[00:19:28.000 --> 00:19:41.000]  我自己在呼籲的時候,打開衣櫃看一看,嘩,原來我不止一件禦勇,一件,兩件,三件。
[00:19:41.000 --> 00:19:56.000]  然後我就很知道,其實不單止我們,甚至我們的會眾,我們是活在很大的豐富裡面,是很大的豐富,擁有很多很多。
[00:19:56.000 --> 00:20:19.000]  但是在獻禦勇的過程中,又看到那些基層的人,在很冷的時候,他們穿得很單薄,當他一拿到禦勇,有個小孩,拿了禦勇抱著,很開心很開心,覺得那件衣服很寶貴。
[00:20:19.000 --> 00:20:33.000]  針研十四章三十一節,他這樣說,欺壓貧寒人的是藐視做他的主,憐憫窮困人的是尊敬主。
[00:20:33.000 --> 00:20:47.000]  原來我們說愛我們的上帝,可以在哪裡顯示呢?可以在連戌困苦貧窮的人那裡顯示出來。
[00:20:47.000 --> 00:21:01.000]  這個是第一部分,摩西教導我們怎樣去善用上帝給我們的資材,然後叫神得喜悅得祝福。
[00:21:01.000 --> 00:21:08.000]  下一部分,十二到十八節,提醒我們要顧念同胞,釋放奴僕。
[00:21:08.000 --> 00:21:21.000]  可能我們都沒有這個概念,當時的以色列民,他們進了迦南地之後,其實每個支派都有他們自己的土地。
[00:21:21.000 --> 00:21:46.000]  但是很老實,不是每個人都懂得經營,又要納稅等等,真的會有一些人後來變成沒有地,沒有田產,甚至為了生計,要把自己當抵押,去做人家的奴僕。
[00:21:46.000 --> 00:22:01.000]  在這些狀況裡面,摩西提醒怎樣來看待,因著經濟需要,然後要以自身做抵押,作為奴僕,我們應該怎樣對待他呢?
[00:22:01.000 --> 00:22:13.000]  第十二節,他這樣說的,你弟兄中若有一個希伯來男人或者希伯來女人賣給你,以服侍了你六年,到第七年就要讓他自由離開你。
[00:22:13.000 --> 00:22:29.000]  你讓他自由離開的時候,不要讓他空手而去,要從你的羊群和場,阿酒池裡面拿一些慷慨地送給他,然後說你的神怎樣賜福給你,你都要照樣給他。
[00:22:29.000 --> 00:22:39.000]  要記得你在埃及地做過奴僕,然後說你的神救贖了你,為此我今天將這事吩咐你。
[00:22:39.000 --> 00:22:56.000]  這裡提到以自己作為抵押,成為服侍你的人,他服侍了你六年之後,第七年你就應該由他離開,完成了他的抵押責任。
[00:22:56.000 --> 00:23:08.000]  甚至是說你讓他離開的時候,不要讓他空手而去,因為受他得到的自由,他要再重新建立,其實他都需要一些幫助。
[00:23:08.000 --> 00:23:29.000]  他就說你有羊的,你有和菌的,你有酒的,你都給他一些,慷慨地送給他。目的是什麼?是希望他真的能夠離開之後,可以獨立,有新的開始,不用再做奴僕,再將自己重新抵押。
[00:23:29.000 --> 00:23:37.000]  耶和華就在這裡提醒我們,神怎樣賜福給你,你就要怎樣對待他。
[00:23:37.000 --> 00:23:50.000]  他就引述一些以色列民很記得的片段,他說你要記得你在埃及地做過奴僕,是一個什麼狀況,然後耶和華說你的神救贖了你,
[00:23:50.000 --> 00:24:06.000]  所以今天耶和華繼續用這個曾經成為奴僕,得自由,他都希望他的子民能夠這樣令到身邊的人可以得著一個全新的開始。
[00:24:06.000 --> 00:24:34.000]  我們都是被神救贖的,不知道未信主之前我們是被什麼核制,然後經歷他的釋放,自由,有全新的開始,聖經提醒我們,我們都應該以一個這樣的心態來善待那些人,當然這個是在奴僕的狀態裡面的要求。
[00:24:34.000 --> 00:24:46.000]  原來作為奴僕有些人想走,有些人就不願意離開,對於那些不願意離開的,摩西又有什麼提醒呢?
[00:24:46.000 --> 00:25:06.000]  他就說如果你有些奴僕服侍了你六年七年,他都不想走,是因著他愛你和你的家,並且在你那裡做得很好,那你就用一個鎳在門上穿透他的耳朵,他就永遠成為你的奴僕。
[00:25:06.000 --> 00:25:25.000]  你的事,你的袋被裡都是這樣的,你讓他們從你那裡自由離開的時候,不要看為困難,因為他已經服侍你六年,相當於故宮雙倍的工錢,然後說你的神必在你所做的一切事上,似乎合理。
[00:25:25.000 --> 00:25:49.000]  原來有些工人是想留下,有些人是想走,對於那些離開的,不要看為困難,你就盡力來建立他,因為他在六年裡面沒有每天收你的工資,在當時的狀況下,其實他們所做的已經比起故宮應該得雙倍的工錢。
[00:25:49.000 --> 00:26:18.000]  然後有些不肯離開的,你就好好待他,當他是家人,為什麼要在耳朵那裡戳一個洞?不是我們現在的女孩子想裝漂亮,戴耳環,而是當時的一個記號,是雙方同意,是一個盟約,對方永遠成為你的奴僕,你永遠成為他的主人,你照顧他,他服侍你。
[00:26:18.000 --> 00:26:39.000]  記不記得在創世記,阿伯拉罕有一個奴僕人,他跟隨阿伯拉罕很久,阿伯拉罕也將很重要的家事和業務交給他管理,連兒子娶過什麼老婆,都是這個奴僕人為他選擇。
[00:26:39.000 --> 00:26:51.000]  所以就算是主人奴僕的角色,原來也可以建立一個可以互信互愛的關係。
[00:26:51.000 --> 00:27:17.000]  我記得跟一些弟兄姊妹聊天的時候,他們有些工人真的服侍他二十年,三十多年,都是這樣忠心良善,很相信是因為這個家庭,給奴僕人有很發揮的狀況,也有很好的照顧,以致奴僕人都是甘心繼續服侍。
[00:27:17.000 --> 00:27:26.000]  在這裡我們看到摩西告訴我們,男女僕人都是同等的待遇。
[00:27:26.000 --> 00:27:42.000]  如果你看從十五章一節到這裡,你會發覺摩西的教導很人性,他以人的需要為極之重要。
[00:27:42.000 --> 00:27:51.000]  看完這兩部分的經文,對我們又有什麼提醒呢?
[00:27:51.000 --> 00:28:02.000]  我們又不是在一個農耕的社會,我們究竟有什麼要學習呢?
[00:28:02.000 --> 00:28:20.000]  有兩段經文,尼加書六章八節,他說:西人啊,耶和華以指示你何為善?他向你所要的是什麼呢?只要你行公義,好憐憫,全謙卑的心與你的神同行。
[00:28:20.000 --> 00:28:31.000]  很有趣的,我們說我們信耶穌,我們跟隨上帝,是他的指紋,原來聖經對我們的要求都是很簡單。
[00:28:31.000 --> 00:28:39.000]  什麼應該做,什麼不應該做,已經指示我們了。我們要做的是什麼呢?
[00:28:39.000 --> 00:28:52.000]  按著神自己的公義和憐憫,謙卑的,按著神的心意與神同行,將上帝的要求盡量實踐在我們的生活裡面。
[00:28:52.000 --> 00:29:04.000]  其實我們每個人都只能夠活一次,究竟我們的存在是帶來別人的合制,還是能夠建立別人呢?
[00:29:04.000 --> 00:29:10.000]  還是我們的存在其實對身邊任何一個人都不帶來影響?
[00:29:10.000 --> 00:29:17.000]  摩西叫我們用神恩代我們的方法去恩代其他的人。
[00:29:17.000 --> 00:29:26.000]  我很記得耶穌是這樣說的,他說:我來是叫人得生命,並且得的更豐盛。
[00:29:26.000 --> 00:29:33.000]  我們跟隨了耶穌之後,有沒有經歷過那麼豐盛的生命呢?
[00:29:33.000 --> 00:29:42.000]  如果耶穌能夠叫人得生命,並且得的更豐盛,我們作為耶穌的門徒,
[00:29:42.000 --> 00:29:52.000]  又會不會令到我們身邊的人可以認識耶穌,跟隨耶穌,得著豐盛的生命呢?
[00:29:52.000 --> 00:29:58.000]  約翰一書三章十七到十八節,他這樣說的:
[00:29:58.000 --> 00:30:09.000]  凡有世上財物的,看見弟兄缺乏,卻關閉了惻隱的心,神的愛怎能夠住在他裡面呢?
[00:30:09.000 --> 00:30:21.000]  大子們啊,我們相愛,不要只在言語或是頭上,總要以行為和真誠表現出來。
[00:30:21.000 --> 00:30:28.000]  神愛世人,可能我們愛不到所有的世人,
