
[00:00:00.000 --> 00:00:04.000]  頂姐妹 晚安
[00:00:04.000 --> 00:00:10.000]  今天是大年初十一
[00:00:10.000 --> 00:00:16.000]  農曆新年過得很快
[00:00:16.000 --> 00:00:20.000]  通常我們說到年初十五才完結
[00:00:20.000 --> 00:00:23.000]  整個農曆新年的元宵
[00:00:23.000 --> 00:00:27.000]  今天和大家分享的啟示錄訊息
[00:00:27.000 --> 00:00:31.000]  是緊接於上一次Karen傳道
[00:00:31.000 --> 00:00:36.000]  和我們開始了七教會的訊息
[00:00:36.000 --> 00:00:39.000]  七教會第一個教會
[00:00:39.000 --> 00:00:41.000]  相信大家都很清楚知道
[00:00:41.000 --> 00:00:43.000]  是以弗所
[00:00:43.000 --> 00:00:46.000]  上一次她也說得很清晰
[00:00:46.000 --> 00:00:49.000]  以弗所的教會一個最大的
[00:00:49.000 --> 00:00:52.000]  就是他們失落了起初的愛心
[00:00:52.000 --> 00:00:55.000]  這個也是主耶穌時刻提醒我們
[00:00:55.000 --> 00:00:57.000]  每一個時代
[00:00:57.000 --> 00:00:59.000]  眾教會都需要注意
[00:00:59.000 --> 00:01:04.000]  其實教會不單止要有一個純正的信仰
[00:01:04.000 --> 00:01:07.000]  我們需要行上帝的話
[00:01:07.000 --> 00:01:10.000]  一個教會如果只有真理
[00:01:10.000 --> 00:01:12.000]  但沒有愛心的話
[00:01:12.000 --> 00:01:15.000]  這個教會就變得冷冰冰
[00:01:15.000 --> 00:01:17.000]  但有些教會很有愛心
[00:01:17.000 --> 00:01:18.000]  但沒有真理
[00:01:18.000 --> 00:01:20.000]  這個也很大件事
[00:01:20.000 --> 00:01:22.000]  而我們今天就要來看
[00:01:22.000 --> 00:01:25.000]  其實是善美娜這個第二個教會
[00:01:25.000 --> 00:01:31.000]  是他們很有追求
[00:01:31.000 --> 00:01:33.000]  跟隨主耶穌
[00:01:33.000 --> 00:01:35.000]  而且是至死忠心
[00:01:35.000 --> 00:01:39.000]  他們堅守上帝自己的說話
[00:01:39.000 --> 00:01:42.000]  而第三間教會就是別加摩
[00:01:42.000 --> 00:01:44.000]  他們是抗拒異端
[00:01:44.000 --> 00:01:47.000]  也都堅守神的道
[00:01:47.000 --> 00:01:48.000]  這兩間教會
[00:01:48.000 --> 00:01:52.000]  有他們的強項和弱項
[00:01:52.000 --> 00:01:54.000]  可以說七教會裏面
[00:01:54.000 --> 00:01:55.000]  唯一一個教會
[00:01:55.000 --> 00:01:59.000]  似乎沒有被主耶穌責備的
[00:01:59.000 --> 00:02:01.000]  就是善美娜這個教會
[00:02:01.000 --> 00:02:02.000]  其他的教會
[00:02:02.000 --> 00:02:06.000]  每一間都會被他提醒
[00:02:06.000 --> 00:02:08.000]  我們今天試試來看
[00:02:08.000 --> 00:02:10.000]  這七個教會裏面
[00:02:10.000 --> 00:02:12.000]  第二和第三間
[00:02:12.000 --> 00:02:17.000]  由啟示錄在經文裏面
[00:02:17.000 --> 00:02:23.000]  讓我們從第八節到第十七節
[00:02:23.000 --> 00:02:25.000]  我們看回這個地圖的時候
[00:02:25.000 --> 00:02:26.000]  都很清楚
[00:02:26.000 --> 00:02:30.000]  我曾經帶過兩次
[00:02:30.000 --> 00:02:32.000]  一班弟兄姊妹
[00:02:32.000 --> 00:02:34.000]  當然是不同的弟兄姊妹
[00:02:34.000 --> 00:02:39.000]  去到土耳其和希臘
[00:02:39.000 --> 00:02:43.000]  來重塑一下
[00:02:43.000 --> 00:02:46.000]  關於保羅的宣教行蹤
[00:02:46.000 --> 00:02:48.000]  特別我們看到
[00:02:48.000 --> 00:02:50.000]  啟示錄那七個教會
[00:02:50.000 --> 00:02:53.000]  昔日曾經保羅
[00:02:53.000 --> 00:02:56.000]  由耶路撒冷
[00:02:56.000 --> 00:02:59.000]  他來到安提亞
[00:02:59.000 --> 00:03:04.000]  他出發到小亞細亞地方
[00:03:04.000 --> 00:03:05.000]  當然最著名
[00:03:05.000 --> 00:03:06.000]  我們大家都知道
[00:03:06.000 --> 00:03:10.000]  就是他見到馬其頓的異象
[00:03:10.000 --> 00:03:13.000]  他原本想在小亞細亞
[00:03:13.000 --> 00:03:14.000]  在土耳其
[00:03:14.000 --> 00:03:16.000]  一直向北上
[00:03:16.000 --> 00:03:18.000]  但上帝感動他
[00:03:18.000 --> 00:03:24.000]  要橫過去希臘那邊的地方
[00:03:24.000 --> 00:03:26.000]  去到菲臘比
[00:03:26.000 --> 00:03:28.000]  馬其頓的地方
[00:03:28.000 --> 00:03:30.000]  我們今天
[00:03:30.000 --> 00:03:33.000]  我曾經和弟兄姊妹
[00:03:33.000 --> 00:03:36.000]  去行這七個教會的遺跡的時候
[00:03:36.000 --> 00:03:39.000]  我們都是由爾忽所開始
[00:03:39.000 --> 00:03:42.000]  在土耳其西南邊
[00:03:42.000 --> 00:03:46.000]  一直上到第二間教會
[00:03:46.000 --> 00:03:47.000]  就是善美那
[00:03:47.000 --> 00:03:49.000]  他們相隔50公里
[00:03:49.000 --> 00:03:51.000]  其實不算很遠
[00:03:51.000 --> 00:03:55.000]  如果今天用車來講
[00:03:55.000 --> 00:04:00.000]  其實一小時就一定到達
[00:04:00.000 --> 00:04:03.000]  但由善美那再向北上
[00:04:03.000 --> 00:04:05.000]  就是別加摩
[00:04:05.000 --> 00:04:06.000]  那裡是遠一點的
[00:04:06.000 --> 00:04:07.000]  80公里
[00:04:07.000 --> 00:04:10.000]  我們看善美那
[00:04:10.000 --> 00:04:14.000]  跟爾忽所一樣
[00:04:14.000 --> 00:04:19.000]  都是近地中海邊緣
[00:04:19.000 --> 00:04:21.000]  所以善美那昔日
[00:04:21.000 --> 00:04:25.000]  它是一個海港的城市
[00:04:25.000 --> 00:04:27.000]  而且是媲美著爾忽所
[00:04:27.000 --> 00:04:29.000]  他們是能夠通商
[00:04:29.000 --> 00:04:31.000]  有很繁榮的貿易
[00:04:31.000 --> 00:04:33.000]  他們能夠在經濟上
[00:04:33.000 --> 00:04:36.000]  可以說是富庶
[00:04:36.000 --> 00:04:39.000]  就像你看到這兩個海港城
[00:04:39.000 --> 00:04:43.000]  都是他們昔日有很重要的
[00:04:43.000 --> 00:04:46.000]  經貿各方面的發展
[00:04:46.000 --> 00:04:49.000]  它今天在土耳其
[00:04:49.000 --> 00:04:51.000]  是第三大城市
[00:04:51.000 --> 00:04:53.000]  如果今天你去土耳其
[00:04:53.000 --> 00:04:54.000]  去旅遊的時候
[00:04:54.000 --> 00:04:57.000]  這個地方就叫做伊斯梅
[00:04:57.000 --> 00:04:59.000]  不是叫善美那
[00:04:59.000 --> 00:05:00.000]  這個名字已經改了
[00:05:00.000 --> 00:05:03.000]  叫做Izmir
[00:05:03.000 --> 00:05:06.000]  其實就是那個古城
[00:05:06.000 --> 00:05:07.000]  善美那
[00:05:07.000 --> 00:05:09.000]  這幅圖給大家看看
[00:05:09.000 --> 00:05:12.000]  就是善美那教會的遺跡
[00:05:12.000 --> 00:05:14.000]  你能夠現在看到的
[00:05:14.000 --> 00:05:18.000]  它是有這些剩下的
[00:05:18.000 --> 00:05:20.000]  昔日他們這個城市
[00:05:20.000 --> 00:05:23.000]  有些遺跡
[00:05:23.000 --> 00:05:24.000]  一些柱
[00:05:24.000 --> 00:05:25.000]  你看遠一點
[00:05:25.000 --> 00:05:27.000]  在後面的山
[00:05:27.000 --> 00:05:29.000]  其實上面是有一堆
[00:05:29.000 --> 00:05:31.000]  不同的古建築物
[00:05:31.000 --> 00:05:33.000]  其實善美那
[00:05:33.000 --> 00:05:36.000]  這個城市
[00:05:36.000 --> 00:05:40.000]  本身的名字就叫做末約
[00:05:40.000 --> 00:05:42.000]  我等下會再跟大家說
[00:05:42.000 --> 00:05:44.000]  但如果你看這個地理環境
[00:05:44.000 --> 00:05:47.000]  它那個山頂
[00:05:47.000 --> 00:05:48.000]  那些城市
[00:05:48.000 --> 00:05:51.000]  到晚上來發光的時候
[00:05:51.000 --> 00:05:53.000]  為什麼他們說
[00:05:53.000 --> 00:05:56.000]  他們都是一個官面的城市
[00:05:56.000 --> 00:05:57.000]  就是這個意思
[00:05:57.000 --> 00:06:00.000]  因為你會看到
[00:06:00.000 --> 00:06:02.000]  好像真的一個官面
[00:06:02.000 --> 00:06:03.000]  環繞著
[00:06:03.000 --> 00:06:06.000]  遠遠看它就好像一顆顆的寶石
[00:06:06.000 --> 00:06:10.000]  其實這個和地理
[00:06:10.000 --> 00:06:13.000]  他們昔日的建築是有關係的
[00:06:13.000 --> 00:06:19.000]  我們進入我們今天要看的經文之前
[00:06:19.000 --> 00:06:22.000]  我再跟大家一起有一個祈禱
[00:06:22.000 --> 00:06:25.000]  天父求你真的張開我們的眼睛
[00:06:25.000 --> 00:06:26.000]  打開我們的耳朵
[00:06:26.000 --> 00:06:29.000]  讓我們有一個受教的心和靈
[00:06:29.000 --> 00:06:31.000]  我們敏銳你自己的說話
[00:06:31.000 --> 00:06:32.000]  我們知道
[00:06:32.000 --> 00:06:35.000]  我們今天可以跟隨誰
[00:06:35.000 --> 00:06:40.000]  你是我們唯一的信靠和侍奉的主
[00:06:40.000 --> 00:06:44.000]  主耶穌你是真正的萬王之王
[00:06:44.000 --> 00:06:45.000]  萬主之主
[00:06:45.000 --> 00:06:46.000]  除你以外
[00:06:46.000 --> 00:06:48.000]  我們真的是沒有別的神
[00:06:48.000 --> 00:06:51.000]  我們也知道今天我們要效法的
[00:06:51.000 --> 00:06:53.000]  就是我們基督耶穌
[00:06:53.000 --> 00:06:55.000]  你是我們生命的至寶
[00:06:55.000 --> 00:06:56.000]  是我們的王
[00:06:56.000 --> 00:06:58.000]  求主讓我們頌頂姐妹
[00:06:58.000 --> 00:07:00.000]  在這個末後的世代
[00:07:00.000 --> 00:07:03.000]  我們看到世界雖然很混亂
[00:07:03.000 --> 00:07:04.000]  但我們知道
[00:07:04.000 --> 00:07:08.000]  你留下你自己永遠沒有改變的
[00:07:08.000 --> 00:07:09.000]  你的說話
[00:07:09.000 --> 00:07:10.000]  你的應許
[00:07:10.000 --> 00:07:12.000]  一點一滑都不會廢去
[00:07:12.000 --> 00:07:14.000]  而且反而成為我們今天
[00:07:14.000 --> 00:07:18.000]  所有蒙主救贖的你的兒女們
[00:07:18.000 --> 00:07:20.000]  我們也能夠有把握
[00:07:20.000 --> 00:07:21.000]  我們知道我們所期待的
[00:07:21.000 --> 00:07:25.000]  是有一天你要照著你榮耀的應許
[00:07:25.000 --> 00:07:27.000]  你說你必要快來
[00:07:27.000 --> 00:07:29.000]  你要審判整個世界
[00:07:29.000 --> 00:07:31.000]  求主讓我們今天
[00:07:31.000 --> 00:07:33.000]  很好的我們是做一個
[00:07:33.000 --> 00:07:36.000]  不是A4的門徒
[00:07:36.000 --> 00:07:39.000]  我們是做一個有明有實的
[00:07:39.000 --> 00:07:41.000]  一個跟隨主的門徒
[00:07:41.000 --> 00:07:43.000]  以致我們的生命沒有枉過
[00:07:43.000 --> 00:07:46.000]  也讓我們將來見主的面的時候
[00:07:46.000 --> 00:07:48.000]  得你自己稱讚
[00:07:48.000 --> 00:07:50.000]  求主繼續引領保守
[00:07:50.000 --> 00:07:51.000]  今天說的聽的
[00:07:51.000 --> 00:07:53.000]  我們都能夠同感一靈
[00:07:53.000 --> 00:07:54.000]  同德造就
[00:07:54.000 --> 00:07:57.000]  我們一起在你面前等候仰望
[00:07:57.000 --> 00:07:59.000]  奉主耶穌基督聖名求
[00:07:59.000 --> 00:08:00.000]  阿們
[00:08:00.000 --> 00:08:05.000]  我們一起讀一讀這段聖經
[00:08:05.000 --> 00:08:08.000]  形容善美娜這個教會
[00:08:08.000 --> 00:08:14.000]  我們看看主怎樣對善美娜的教會
[00:08:14.000 --> 00:08:16.000]  說這番話
[00:08:16.000 --> 00:08:18.000]  我們一起讀一次
[00:08:18.000 --> 00:08:22.000]  你要寫信給善美娜教會的使者說
[00:08:22.000 --> 00:08:26.000]  那首先的、末後的、死過又活了的
[00:08:26.000 --> 00:08:27.000]  這樣說
[00:08:27.000 --> 00:08:30.000]  我知道你的患難和貧窮
[00:08:30.000 --> 00:08:33.000]  其實你卻是富足的
[00:08:33.000 --> 00:08:35.000]  也知道
[00:08:35.000 --> 00:08:41.000]  其實他們不是猶太人
[00:08:41.000 --> 00:08:44.000]  而是撒旦會堂的人
[00:08:44.000 --> 00:08:46.000]  我們先在這裡看一看
[00:08:46.000 --> 00:08:49.000]  主耶穌很清楚
[00:08:49.000 --> 00:08:55.000]  直接對善美娜教會的使者
[00:08:55.000 --> 00:08:57.000]  就是他們當中的領袖
[00:08:57.000 --> 00:08:59.000]  要你說
[00:08:59.000 --> 00:09:02.000]  主耶穌是那位從死裡
[00:09:02.000 --> 00:09:05.000]  死過而且有復活的
[00:09:05.000 --> 00:09:08.000]  他要來提醒和鼓勵他們
[00:09:08.000 --> 00:09:11.000]  耶穌知道這個教會他們的患難和貧窮
[00:09:11.000 --> 00:09:13.000]  因為在第一世紀的時候
[00:09:13.000 --> 00:09:19.000]  當時有羅馬皇帝的敬拜
[00:09:19.000 --> 00:09:22.000]  但是這群致死忠心的信徒
[00:09:22.000 --> 00:09:26.000]  他們不單沒有去膜拜這些皇帝
[00:09:26.000 --> 00:09:28.000]  反而被周圍的
[00:09:28.000 --> 00:09:32.000]  有些自稱是猶太人
[00:09:32.000 --> 00:09:35.000]  他們要說很多誹謗他們的話
[00:09:35.000 --> 00:09:37.000]  而且將他們供
[00:09:37.000 --> 00:09:39.000]  供出他們的名字
[00:09:39.000 --> 00:09:44.000]  來承之於法
[00:09:44.000 --> 00:09:46.000]  聖經在這裡說
[00:09:46.000 --> 00:09:48.000]  其實他們不是猶太人
[00:09:48.000 --> 00:09:50.000]  是撒旦會堂的人
[00:09:50.000 --> 00:09:52.000]  其實是指甚麼呢
[00:09:52.000 --> 00:09:56.000]  這裡其實是說一群會堂裡的猶太人
[00:09:56.000 --> 00:10:00.000]  但是根據聖經學者
[00:10:00.000 --> 00:10:03.000]  F.F.Bruce他也曾經提出
[00:10:03.000 --> 00:10:05.000]  他們這裡是要說
[00:10:05.000 --> 00:10:08.000]  不是一個反猶太人主義
[00:10:08.000 --> 00:10:14.000]  這是一個反對在他們當中的群體裡
[00:10:14.000 --> 00:10:19.000]  一些所謂建制性的宗教
[00:10:19.000 --> 00:10:23.000]  一個已經僵化了的猶太教主義的人
[00:10:23.000 --> 00:10:25.000]  他們因為拒絕
[00:10:25.000 --> 00:10:27.000]  不接受耶穌基督
[00:10:27.000 --> 00:10:30.000]  他們認為耶穌基督所教導的
[00:10:30.000 --> 00:10:34.000]  要這群外邦人和猶太人
[00:10:34.000 --> 00:10:36.000]  都可以一起來敬拜
[00:10:36.000 --> 00:10:39.000]  他們覺得不可思議
[00:10:39.000 --> 00:10:43.000]  而他們做出很多的攻擊
[00:10:43.000 --> 00:10:45.000]  不單是口頭上的攻擊
[00:10:45.000 --> 00:10:46.000]  毀謗
[00:10:46.000 --> 00:10:50.000]  而且導致這群忠誠於跟隨耶穌基督的人
[00:10:50.000 --> 00:10:54.000]  他們在經濟上會受到很多剝削
[00:10:54.000 --> 00:10:59.000]  甚至他們會失去家產
[00:10:59.000 --> 00:11:01.000]  但是主耶穌在這裡說
[00:11:01.000 --> 00:11:03.000]  我知道你們的患難
[00:11:03.000 --> 00:11:05.000]  我也知道你們的貧窮
[00:11:05.000 --> 00:11:07.000]  但是你們是富足的
[00:11:07.000 --> 00:11:10.000]  如果我們今天能夠為義受逼迫
[00:11:10.000 --> 00:11:12.000]  為著主耶穌的緣故
[00:11:12.000 --> 00:11:14.000]  我們受到一些苦楚
[00:11:14.000 --> 00:11:16.000]  甚至被人誤解
[00:11:16.000 --> 00:11:21.000]  甚至到一個地步被一些假的信徒出賣
[00:11:21.000 --> 00:11:22.000]  那又如何呢?
[00:11:22.000 --> 00:11:25.000]  其實我們今天要很清楚知道
[00:11:25.000 --> 00:11:27.000]  我們在基督耶穌裡
[00:11:27.000 --> 00:11:30.000]  就好像善妹娜這個名字
[00:11:30.000 --> 00:11:31.000]  這個末曰
[00:11:31.000 --> 00:11:37.000]  其實是說一些植物
[00:11:37.000 --> 00:11:39.000]  而將這些植物壓制了之後
