
[00:00:00.000 --> 00:00:05.380]  大家早晨啦咁我哋再一次呢就返到去咩主題呀
[00:00:05.380 --> 00:00:09.460]  講關於呼叫呢個主題喇喎我哋講到第幾次呀
[00:00:09.460 --> 00:00:16.120]  已經去到第五次啦第五講啦咁呢我哋都回顧一下啦我哋前四講呢
[00:00:16.120 --> 00:00:22.520]  前四堂呢都聽過唔同嘅人物啦我唔知道呢對大家嚟講呼叫係有乜嘢嘅意義
[00:00:22.520 --> 00:00:28.160]  你對呼叫有乜嘢認識喎我畀30秒你呀你諗一諗
[00:00:28.420 --> 00:00:30.980]  然後呢你ready呀你就同隔離嗰個講一講
[00:00:30.980 --> 00:00:37.640]  對於calling你有乜嘢嘅認識呢你都聽咗唔少㗎啦其實幾個月㗎啦已經咁你同隔離一講比30秒
[00:00:37.640 --> 00:00:40.200]  呼叫係乜嘢嚟呢對你嚟講
[00:00:40.200 --> 00:00:45.060]  望過隔離啦可以講嘢啦諗到嘅時候
[00:00:45.060 --> 00:00:56.840]  如果係好靜嘅
[00:00:56.840 --> 00:00:58.120]  仲諗緊嘢嘅
[00:00:58.380 --> 00:01:07.040]  咁呀側邊嘅呢可以搵佢傾下計呀問下佢關心下你啲弟兄姊妹呀我哋返到嚟呢我哋彼此呢都係主內嘅一家人喎
[00:01:07.040 --> 00:01:10.880]  你唔同你嘅家人家庭成員傾下計呢又唔係咁好呀
[00:01:10.880 --> 00:01:18.040]  咁我聽到少少聲音啦咁你有啲呢可能覺得呼叫呢從神嗰度嚟囉係上帝做主動嘅
[00:01:18.040 --> 00:01:20.100]  另外呼叫嘅
[00:01:20.100 --> 00:01:21.380]  獨特性
[00:01:21.380 --> 00:01:22.900]  即係每一個人
[00:01:22.900 --> 00:01:25.980]  都係唔同嘅上帝會呼叫人做唔同嘅嘢
[00:01:25.980 --> 00:01:28.280]  同時呢我又會諗到嘅係
[00:01:28.440 --> 00:01:30.720]  呼叫其實唔單止畀一個人㗎喎
[00:01:30.720 --> 00:01:32.540]  或者唔係畀你同佢㗎喎
[00:01:32.540 --> 00:01:35.100]  係畀一個群體就好似我哋咁樣
[00:01:35.100 --> 00:01:36.380]  教會嘅群體
[00:01:36.380 --> 00:01:37.700]  好似新約
[00:01:37.700 --> 00:01:40.260]  佢呼叫佢嘅上帝嘅群體呢
[00:01:40.260 --> 00:01:45.080]  去做成為一個光明嘅兒女係咪呀係無愛嘅兒女咁樣
[00:01:45.080 --> 00:01:47.640]  好啦咁我記得上一次呢我哋講嘅咩人物呀
[00:01:47.640 --> 00:01:51.480]  兩三個禮拜前囉
[00:01:51.480 --> 00:01:54.040]  係一個先知係以賽亞
[00:01:54.500 --> 00:01:57.060]  咁呢我哋今日呢就同樣係睇
[00:01:57.060 --> 00:01:58.340]  一位先知
[00:01:58.340 --> 00:01:59.620]  或者第二位先知
[00:01:59.620 --> 00:02:01.160]  就叫做耶利米
[00:02:01.160 --> 00:02:05.520]  有冇人中間呢有識人叫做Jeremiah或者Jeremy嘅
[00:02:05.520 --> 00:02:06.800]  身邊有friend叫做Jeremy嘅
[00:02:06.800 --> 00:02:10.120]  應該有喎我都識喎
[00:02:10.120 --> 00:02:13.460]  咁呀佢名點解呢咁其實呢就係
[00:02:13.460 --> 00:02:15.260]  即係若遠耶和華去
[00:02:15.260 --> 00:02:17.800]  升高嘅意思呀或者Jeremiah呢個
[00:02:17.800 --> 00:02:18.580]  嘅名
[00:02:18.580 --> 00:02:21.660]  係願上帝去升高啦被高舉嘅意思啦
[00:02:22.160 --> 00:02:26.000]  咁我哋先去睇下聖經當中嘅呢位耶利米
[00:02:26.000 --> 00:02:28.040]  係一個點樣嘅人囉好嗎
[00:02:28.040 --> 00:02:29.840]  我請大家一齊讀出呢個嘅
[00:02:29.840 --> 00:02:31.620]  請大家讀出呢一節啦
[00:02:31.620 --> 00:02:32.640]  第一節
[00:02:32.640 --> 00:02:36.480]  耶利米書第一章第一節呀預備起
[00:02:36.480 --> 00:02:38.400]  這些是
[00:02:38.400 --> 00:02:39.560]  遍南文地
[00:02:39.560 --> 00:02:41.860]  阿那特城的祭祀
[00:02:41.860 --> 00:02:43.920]  希臘家的兒子
[00:02:43.920 --> 00:02:45.700]  耶利米的話
[00:02:45.700 --> 00:02:47.760]  好簡單直接係咪
[00:02:47.760 --> 00:02:49.540]  呢度呢話畀你聽
[00:02:49.800 --> 00:02:53.380]  耶利米係成長喺一個嘅祭祀嘅家庭
[00:02:53.380 --> 00:02:58.000]  佢爸爸呢希臘家係阿那特城嘅祭祀
[00:02:58.000 --> 00:03:01.580]  咁你就好似今日呢我哋所講嘅Pastor's Kid
[00:03:01.580 --> 00:03:07.200]  Pastor's Kid即係話係做傳道人啦做宣教士嘅仔女呀
[00:03:07.200 --> 00:03:09.000]  有冇人呀我哋當中有冇人係
[00:03:09.000 --> 00:03:11.560]  Pastor's Kid或者Missionary Kid呀
[00:03:11.560 --> 00:03:18.980]  我都認識喎其實我哋當中呢我之前嘅幹事Esther都係喎係咪呀佢爸爸
[00:03:19.240 --> 00:03:20.780]  媽媽都係宣教士啦
[00:03:20.780 --> 00:03:23.600]  我哋當中應該都有一兩位嘅咁樣
[00:03:23.600 --> 00:03:28.460]  事實上我自己爸爸呢都係曾經喺教會做執事嘅
[00:03:28.460 --> 00:03:30.260]  即係都係教會嘅領袖啦
[00:03:30.260 --> 00:03:33.080]  其實呢係咁樣嘅成長呢都唔容易㗎喎
[00:03:33.080 --> 00:03:35.880]  即係我講緊好似耶利米咁作為一個
[00:03:35.880 --> 00:03:39.220]  即係喺祭祀嘅家庭當中成長
[00:03:39.220 --> 00:03:41.000]  做仔女嘅
[00:03:41.000 --> 00:03:42.540]  係咪亦都要做
[00:03:42.540 --> 00:03:44.080]  全職嘅侍奉呢咁樣
[00:03:44.080 --> 00:03:45.620]  而另一方面
[00:03:45.620 --> 00:03:46.640]  喺耶利米
[00:03:46.640 --> 00:03:48.440]  佢所身處嘅社會呢
[00:03:48.680 --> 00:03:50.220]  同樣都係一個
[00:03:50.220 --> 00:03:52.020]  係一個點樣嘅社會知唔知呀
[00:03:52.020 --> 00:03:54.580]  係一個好動蕩不安嘅時代呀
[00:03:54.580 --> 00:03:56.120]  就好似呢幅圖講
[00:03:56.120 --> 00:03:58.160]  睇落去有啲learn吓唔緊要啦
[00:03:58.160 --> 00:04:00.460]  咁呢就係上網睇到啦
[00:04:00.460 --> 00:04:02.520]  見到耶利米喺邊度呀
[00:04:02.520 --> 00:04:04.560]  見唔見到個個shade嘅area
[00:04:04.560 --> 00:04:08.660]  耶利米係處身一個好動蕩嘅時代
[00:04:08.660 --> 00:04:11.480]  點解呀因為佢要親眼見證住
[00:04:11.480 --> 00:04:12.500]  嗰條疤
[00:04:12.500 --> 00:04:13.520]  係咩呀
[00:04:13.520 --> 00:04:14.540]  南國
[00:04:14.540 --> 00:04:17.360]  猶大國上次講咗啦以色列分咗兩邊
[00:04:17.620 --> 00:04:18.900]  猶大國嘅
[00:04:18.900 --> 00:04:19.920]  滅亡呀
[00:04:19.920 --> 00:04:22.740]  佢要見證住自己嘅同胞
[00:04:22.740 --> 00:04:24.520]  被擄到去巴比倫
[00:04:24.520 --> 00:04:26.320]  要見證住
[00:04:26.320 --> 00:04:29.400]  佢自己子民嘅滅國
[00:04:29.400 --> 00:04:31.180]  佢成個民族就去滅亡
[00:04:31.180 --> 00:04:33.240]  喺呢個咁艱難
[00:04:33.240 --> 00:04:34.760]  嘅大時代嘅裏面
[00:04:34.760 --> 00:04:36.820]  上帝去到呼召佢
[00:04:36.820 --> 00:04:38.100]  上帝呢嚟到呼召佢
[00:04:38.100 --> 00:04:41.420]  我哋呢嚟到今日嘅呼召嘅經文啦
