
[00:00:00.000 --> 00:00:01.800]  敬佑姐妹平安!
[00:00:01.800 --> 00:00:04.000]  感謝主我們上次一起看了
[00:00:04.000 --> 00:00:06.800]  神所寫的《時間管理》
[00:00:06.800 --> 00:00:11.000]  上次我們回顧一下上一篇講道
[00:00:11.000 --> 00:00:12.400]  就上個星期
[00:00:12.400 --> 00:00:14.000]  我們用了摩西
[00:00:14.000 --> 00:00:16.600]  記錄在詩篇裡面唯一一篇
[00:00:16.600 --> 00:00:18.100]  摩西所寫的詩
[00:00:18.100 --> 00:00:20.200]  詩篇90篇的一些經文
[00:00:20.200 --> 00:00:24.100]  求祢指教我們怎樣數算自己的日子
[00:00:24.100 --> 00:00:26.500]  好教我們得著智慧的心
[00:00:26.500 --> 00:00:29.400]  我們上次提到我們要學會什麼呢?
[00:00:29.400 --> 00:00:31.600]  好好的管好自己
[00:00:31.600 --> 00:00:33.900]  我們要學會數算時間
[00:00:33.900 --> 00:00:36.100]  我們要學會得著智慧
[00:00:36.100 --> 00:00:39.000]  我們要學會求告上帝
[00:00:39.000 --> 00:00:43.700]  今天我想要把這節經文帶出來
[00:00:43.700 --> 00:00:45.600]  讓我們也一起來學習
[00:00:45.600 --> 00:00:48.800]  神所喜悅的《時間管理》
[00:00:48.800 --> 00:00:51.300]  以弗所書是使徒保羅寫的
[00:00:51.300 --> 00:00:54.400]  他寫給以弗所的信徒
[00:00:54.400 --> 00:00:57.800]  他當時候正在羅馬
[00:00:57.800 --> 00:00:59.800]  在被軟禁
[00:00:59.800 --> 00:01:01.000]  後來他就殉道了
[00:01:01.000 --> 00:01:02.200]  被殺頭了
[00:01:02.200 --> 00:01:05.200]  他寫了這段經文
[00:01:05.200 --> 00:01:08.000]  這一節是說要愛惜光陰
[00:01:08.000 --> 00:01:11.800]  因為現今的世代邪惡
[00:01:11.800 --> 00:01:15.300]  那麼愛惜光陰跟我們要數算日子
[00:01:15.300 --> 00:01:16.900]  之間有什麼關係呢?
[00:01:16.900 --> 00:01:18.900]  這跟時間有什麼關係呢?
[00:01:18.900 --> 00:01:21.400]  請大家留意這一節經文
[00:01:21.400 --> 00:01:23.300]  《愛惜光陰》
[00:01:23.300 --> 00:01:24.600]  在這裡
[00:01:24.600 --> 00:01:25.700]  在聖經裡面
[00:01:25.700 --> 00:01:29.500]  時間有兩個希臘文來表達
[00:01:29.500 --> 00:01:31.100]  兩種不同的希臘文來表達
[00:01:31.100 --> 00:01:33.600]  第一個時間是 chronos
[00:01:33.600 --> 00:01:35.700]  當我們講時間 chronos
[00:01:35.700 --> 00:01:37.400]  從我們的這個字
[00:01:37.400 --> 00:01:38.800]  這個希臘文你知道
[00:01:38.800 --> 00:01:40.200]  chronology
[00:01:40.200 --> 00:01:42.000]  chronological order
[00:01:42.000 --> 00:01:43.700]  順序的排序
[00:01:43.700 --> 00:01:45.100]  一二三
[00:01:45.100 --> 00:01:46.200]  時間
[00:01:46.200 --> 00:01:48.200]  這個是在聖經裡面
[00:01:48.200 --> 00:01:51.300]  有一些地方用到 chronos 這個字
[00:01:51.300 --> 00:01:52.800]  但是在這裡
[00:01:52.800 --> 00:01:54.300]  愛惜光陰
[00:01:54.300 --> 00:01:57.000]  它是用到了另外一個詞彙
[00:01:57.000 --> 00:01:58.600]  exagroso
[00:01:58.600 --> 00:01:59.600]  chiros
[00:01:59.600 --> 00:02:02.800]  最主要那個光陰是 chiros
[00:02:02.800 --> 00:02:05.200]  愛惜光陰是 chiros
[00:02:05.200 --> 00:02:08.500]  chiros 就不只是時間
[00:02:08.500 --> 00:02:10.500]  而是機會
[00:02:10.500 --> 00:02:12.800]  所以我把它翻譯成時機
[00:02:12.800 --> 00:02:15.300]  把它翻譯成時機
[00:02:15.300 --> 00:02:19.100]  所以如果你要做一個懂得管理時間的人
[00:02:19.100 --> 00:02:23.000]  你除了要懂得計算你的時間
[00:02:23.000 --> 00:02:27.820]  用好你的時間,你還要懂得抓到機會。
[00:02:27.820 --> 00:02:36.240]  我怎麼來表達神所喜悅的時間管理和愛惜時機有什麼關係呢?
[00:02:36.240 --> 00:02:42.900]  記不記得我上一次跟大家來講為什麼時間就是生命,記得嗎?
[00:02:42.900 --> 00:02:44.700]  時間就是生命。
[00:02:44.700 --> 00:02:47.080]  因為我們知道,
[00:02:47.080 --> 00:02:55.740]  一天一天一天一天,我們的每一天,我們的每一天,你的每一天,一直加下去,到結束,就是你的人生。
[00:02:55.740 --> 00:02:59.180]  一天加一天加一天,就是你的人生。
[00:02:59.180 --> 00:03:02.580]  那麼,這時機是怎麼看呢?
[00:03:02.580 --> 00:03:04.580]  我再表達一下。
[00:03:04.580 --> 00:03:16.300]  就是有很多一天一天一天,但是有某一些時候是很關鍵的,改變了你的人生的軌道,對嗎?
[00:03:16.300 --> 00:03:24.620]  為什麼你來香港,決定來香港,有機會來香港,突然間就改變了你的人生?
[00:03:24.620 --> 00:03:29.560]  你來香港,發生之後的事情就不一樣了。
[00:03:29.560 --> 00:03:32.600]  為什麼你決定做這份工作等等,都不一樣。
[00:03:32.600 --> 00:03:41.400]  所以,這裡的一天一天一天加一天,有一些某一些天,你如果能夠懂得抓緊機會呢?
[00:03:41.400 --> 00:03:45.960]  而這機會我們相信是神,有些是神幫你開路的。
[00:03:45.960 --> 00:03:54.940]  所以,你如果要成為一個有智慧的管理時間者,你除了要懂得算,你還要懂得把握機會。
[00:03:54.940 --> 00:03:57.940]  你要懂得把握機會,這很關鍵。
[00:03:57.940 --> 00:04:13.040]  所以我們不是只是算日子,我們還要留意那位活躍的上帝,又真又活的上帝,在我們生命裡面,在跟我們互動的上帝,有沒有帶領我們一些新的提示?
[00:04:13.040 --> 00:04:14.040]  我們要留意。
[00:04:14.040 --> 00:04:21.040]  如果你能夠也關注到這一塊,你才是一個很有智慧的時間管理者。
[00:04:21.040 --> 00:04:27.040]  在這裡,我要向大家探討,我們要怎樣愛惜這個時機。
[00:04:27.040 --> 00:04:31.040]  如果說,愛惜光陰等於愛惜時機。
[00:04:31.040 --> 00:04:39.040]  這裡在16節,其實是在15節、17節之間,都有意思的。
[00:04:39.040 --> 00:04:47.040]  15節跟17節,你會看到,它會怎樣幫助我們更了解,怎樣愛惜光陰。
[00:04:47.040 --> 00:04:49.040]  我們一起來讀一遍,好不好?
[00:04:49.040 --> 00:04:52.040]  這15、16、17節,一二齊。
[00:04:52.040 --> 00:05:08.040]  "你們要謹慎行事,不要像愚昧人,要像智慧人,要愛惜光陰,因為現今的世代邪惡,不要做糊塗人,要明白主的旨意如何。"
[00:05:08.040 --> 00:05:10.040]  好,謝謝。
[00:05:10.040 --> 00:05:16.040]  要愛惜光陰、愛惜時機,有三樣東西我們要學的。
[00:05:16.040 --> 00:05:21.040]  第一,就是要學會愛惜寶貴的機會,愛惜。
[00:05:21.040 --> 00:05:26.040]  有些人很浪費的,好的時機擺到你面前了,
[00:05:26.040 --> 00:05:32.040]  你因著自己的軟弱,你都沒有去理會它,不愛惜。
[00:05:32.040 --> 00:05:40.040]  如果你看到上帝給你的機會,其實是很大的可以影響跟幫助你一生的,
[00:05:40.040 --> 00:05:44.040]  你不抓住的話,是愚昧人還是聰明人?
[00:05:44.040 --> 00:05:46.040]  愚昧人,對不對?
[00:05:46.040 --> 00:05:49.040]  所以,我們要愛惜。
[00:05:49.040 --> 00:05:52.040]  我不知道我講到這裡的時候,
[00:05:52.040 --> 00:05:59.040]  我很希望你的心裡面產生一種對你人生有寶貴機會的情況,
[00:05:59.040 --> 00:06:04.040]  我希望你能夠產生一種你要珍惜的心智。
[00:06:04.040 --> 00:06:10.040]  想想看,過往的人生裡面有沒有遺憾呢?
[00:06:10.040 --> 00:06:15.040]  錯過了一些機會呢?
[00:06:15.040 --> 00:06:18.040]  是什麼原因呢?去想一想。
[00:06:18.040 --> 00:06:23.040]  了解自己已至,這些事情可以不用再發生了。
[00:06:23.040 --> 00:06:27.040]  有沒有一些情況是,特別有人助你一把,
[00:06:27.040 --> 00:06:31.040]  上帝讓你看見,你真的是抓住了,
[00:06:31.040 --> 00:06:38.040]  憑你自己有時候是做不到的,但是你卻抓住了,你就答應了。
