
[00:00:00.000 --> 00:00:02.000]  (字幕提供:Sky Vision Media)
[00:00:02.000 --> 00:00:08.000]  天愛天父我們滿心感謝贊美你
[00:00:08.000 --> 00:00:10.000]  你是那位愛我們的神
[00:00:10.000 --> 00:00:14.000]  在我們經歷了這個疫情
[00:00:14.000 --> 00:00:16.000]  我們還在經歷當中的過程
[00:00:16.000 --> 00:00:23.000]  你讓我們看見有信仰是多麼的多麼的美好的一件事情
[00:00:23.000 --> 00:00:26.000]  因為我們真的很難想象
[00:00:26.000 --> 00:00:28.000]  在一個長期的折騰下
[00:00:28.000 --> 00:00:32.000]  如果沒有你我們要怎樣去面對
[00:00:32.000 --> 00:00:35.000]  主啊我們或許能夠面對
[00:00:35.000 --> 00:00:38.000]  但是有你我們面對得更好
[00:00:38.000 --> 00:00:41.000]  我們能夠跟弟兄姐妹說等候吧
[00:00:41.000 --> 00:00:43.000]  我們有我們的父神
[00:00:43.000 --> 00:00:44.000]  他在看顧我們
[00:00:44.000 --> 00:00:46.000]  他有要我們學習的功課
[00:00:46.000 --> 00:00:48.000]  我們留意他要我們學習什麼
[00:00:48.000 --> 00:00:50.000]  所以天父我們發現
[00:00:50.000 --> 00:00:52.000]  主啊你是我們生命的一切
[00:00:52.000 --> 00:00:54.000]  你在我們的生活當中
[00:00:54.000 --> 00:00:59.000]  引導我們怎麼樣看待每一件我們經歷的事
[00:00:59.000 --> 00:01:02.000]  以致我們發現原來照我們的主
[00:01:02.000 --> 00:01:04.000]  沒有就撇下我們不管
[00:01:04.000 --> 00:01:07.000]  而是常常在指引引領
[00:01:07.000 --> 00:01:10.000]  就好像一個愛自己兒女的父母
[00:01:10.000 --> 00:01:14.000]  他們不會生下了孩子就不管了
[00:01:14.000 --> 00:01:16.000]  而是常常牽掛
[00:01:16.000 --> 00:01:18.000]  主啊我們感謝贊美你
[00:01:18.000 --> 00:01:23.000]  我們求你今天繼續地用你的話語來建造我們的生命
[00:01:23.000 --> 00:01:26.000]  讓我們的生命都是被你的真理充滿
[00:01:26.000 --> 00:01:27.000]  我們感謝贊美你
[00:01:27.000 --> 00:01:30.000]  奉主耶穌基督的聖名祈求
[00:01:30.000 --> 00:01:31.000]  Amen
[00:01:31.000 --> 00:01:34.000]  弟兄姐妹我們今天是講到
[00:01:34.000 --> 00:01:38.000]  馬可福音講道系列的第十二講
[00:01:38.000 --> 00:01:42.000]  耶穌用比喻來解釋天國
[00:01:42.000 --> 00:01:48.000]  經文是取自馬可福音第四章的二十六到三十四節
[00:01:48.000 --> 00:01:54.000]  我們上一次講馬可福音的講道系列
[00:01:54.000 --> 00:01:57.000]  是講到耶穌講三種的比喻
[00:01:57.000 --> 00:01:59.000]  不會重復
[00:01:59.000 --> 00:02:04.000]  但是大致上我們大家都知道講過那四種的生命
[00:02:04.000 --> 00:02:06.000]  然後我們在小組的時候
[00:02:06.000 --> 00:02:07.000]  我們分組的時候我們也討論
[00:02:07.000 --> 00:02:11.000]  你要怎樣成為一個好徒
[00:02:11.000 --> 00:02:15.000]  因為基本上神的道就已經願意賜給我們了
[00:02:15.000 --> 00:02:17.000]  但是我們如果不是一個好徒
[00:02:17.000 --> 00:02:19.000]  我們怎麼領受呢
[00:02:19.000 --> 00:02:21.000]  神的道都在那裡了
[00:02:21.000 --> 00:02:23.000]  你如果沒有準備好你的土壤
[00:02:23.000 --> 00:02:25.000]  其實你常常去教會
[00:02:25.000 --> 00:02:27.000]  對你沒有幫助的
[00:02:27.000 --> 00:02:28.000]  要有一個好的心態
[00:02:28.000 --> 00:02:31.000]  你才能夠真的是領受到神的話語
