
[00:00:00.000 --> 00:00:03.000]  (字幕由Amara.org社区提供)
[00:00:03.600 --> 00:00:05.720]  很開心可以見到大家
[00:00:05.720 --> 00:00:07.320]  雖然隔著鏡頭
[00:00:07.320 --> 00:00:11.640]  希望大家這段時間可以休息及健康
[00:00:11.640 --> 00:00:15.720]  不知道這個月大家的心情如何
[00:00:15.720 --> 00:00:18.920]  以及大家的生活究竟經歷了甚麼變化
[00:00:18.920 --> 00:00:21.320]  大家可能忙碌了
[00:00:21.320 --> 00:00:22.720]  可能很多人有空
[00:00:22.720 --> 00:00:24.040]  因為去了家
[00:00:24.040 --> 00:00:25.800]  可以每天玩手機
[00:00:25.800 --> 00:00:27.360]  每天睡到很晚才起床
[00:00:27.360 --> 00:00:31.880]  當然我記得我問西拉團體的組員
[00:00:31.880 --> 00:00:34.160]  有些是上課的
[00:00:34.160 --> 00:00:36.600]  所以可能你一分鐘在家裡
[00:00:36.600 --> 00:00:39.640]  比平時上學的時間更忙
[00:00:39.640 --> 00:00:42.880]  話說我也做了一些街頭訪問
[00:00:42.880 --> 00:00:44.560]  當然我問了一些人
[00:00:44.560 --> 00:00:46.080]  有些人可能你認識的
[00:00:46.080 --> 00:00:47.720]  有些人你不認識的
[00:00:47.720 --> 00:00:48.600]  我就問他們
[00:00:48.600 --> 00:00:49.960]  到底這個月
[00:00:49.960 --> 00:00:53.800]  他們的生活究竟經歷了甚麼變化
[00:00:53.800 --> 00:00:56.040]  所以我就問了一些人
[00:00:56.040 --> 00:00:58.440]  看看他們如何回答這個問題
[00:00:58.440 --> 00:01:00.160]  以下我們就去片
[00:01:00.160 --> 00:01:00.960]  你好
[00:01:00.960 --> 00:01:01.800]  想問問你
[00:01:01.800 --> 00:01:05.880]  你覺得這段時間期間最大的轉變是甚麼
[00:01:05.880 --> 00:01:09.640]  最大的轉變
[00:01:09.640 --> 00:01:11.040]  其實我想到幾個
[00:01:11.040 --> 00:01:14.480]  第一個就是作息時間
[00:01:14.480 --> 00:01:18.040]  因為平時要上課
[00:01:18.040 --> 00:01:21.360]  現在這段時間不能上課
[00:01:21.360 --> 00:01:26.000]  導致作息時間真的亂七八糟
[00:01:26.000 --> 00:01:29.000]  然後也有一個轉變
[00:01:29.000 --> 00:01:34.640]  就是原來自己不用經常上街
[00:01:34.640 --> 00:01:39.840]  以前覺得這個時間要約朋友
[00:01:39.840 --> 00:01:41.480]  那個時間又要上街
[00:01:41.480 --> 00:01:43.880]  但是這段時間不能上街之後
[00:01:43.880 --> 00:01:48.120]  發現原來我也可以一個人安靜在家裡
[00:01:48.120 --> 00:01:51.200]  跟家人的相處密集了很多
[00:01:51.200 --> 00:01:52.800]  有很多衝突
[00:01:52.800 --> 00:01:56.320]  本來就是一個宅男
[00:01:56.320 --> 00:01:57.720]  變成更加宅男的宅男
[00:01:57.720 --> 00:01:58.880]  就是這樣
[00:01:58.880 --> 00:02:05.400]  我覺得是多了時間去沉澱和整理自己
[00:02:05.400 --> 00:02:10.960]  其實用自己一個人的時間
[00:02:10.960 --> 00:02:12.760]  是我挺享受的
[00:02:12.760 --> 00:02:17.200]  比較多了時間去整理和沉澱
[00:02:17.200 --> 00:02:18.520]  我很忙碌的生活
[00:02:18.520 --> 00:02:23.720]  疫情也令我少了跟人接觸
[00:02:23.720 --> 00:02:27.680]  朋友本身也很想見他們
[00:02:27.680 --> 00:02:29.080]  但是也見不到
[00:02:29.080 --> 00:02:31.200]  真的有點可惜
[00:02:31.200 --> 00:02:33.880]  大家好
[00:02:33.880 --> 00:02:35.720]  又熟悉又陌生的面孔
[00:02:35.720 --> 00:02:38.360]  很開心在這裡見到大家
[00:02:38.360 --> 00:02:40.480]  我覺得見不到人
[00:02:40.480 --> 00:02:41.160]  對我來說
[00:02:41.160 --> 00:02:42.360]  對一個這麼愛向的人來說
[00:02:42.360 --> 00:02:43.320]  是很辛苦的
[00:02:43.320 --> 00:02:44.160]  原來
[00:02:44.160 --> 00:02:47.200]  所以很掛念大家
[00:02:47.200 --> 00:02:49.560]  看完剛才幾個人的答案
[00:02:49.560 --> 00:02:51.920]  我不知道你覺得哪個人的答案
[00:02:51.920 --> 00:02:53.920]  是對你來說更加深刻
[00:02:53.920 --> 00:02:55.720]  或者你更加認同
[00:02:55.720 --> 00:02:57.720]  其實這段時間
[00:02:57.720 --> 00:03:00.960]  雖然我們好像沒有一個很正常的生活
[00:03:00.960 --> 00:03:03.120]  我們可能未必能回到教會
[00:03:03.120 --> 00:03:05.520]  我們未必可以去到
[00:03:05.520 --> 00:03:08.360]  好像平時一樣彼此見面
[00:03:08.360 --> 00:03:10.120]  彼此分享
[00:03:10.120 --> 00:03:11.280]  但是有些時候
[00:03:11.280 --> 00:03:14.920]  當我們停頓了一個正常的生活的時候
[00:03:14.920 --> 00:03:17.840]  我們是有機會停下來
[00:03:17.840 --> 00:03:18.520]  去想一下
[00:03:18.520 --> 00:03:20.240]  其實對我來說
[00:03:20.240 --> 00:03:21.360]  我的生活
[00:03:21.360 --> 00:03:23.440]  到底我最想得到的
[00:03:23.440 --> 00:03:25.880]  我最重視的是什麼呢
[00:03:25.880 --> 00:03:29.000]  今天也很想就著這個方面
[00:03:29.000 --> 00:03:30.680]  跟大家做一些分享
[00:03:30.680 --> 00:03:32.800]  今天想跟大家分享一卷
[00:03:32.800 --> 00:03:34.600]  可能平時比較少聽的書
[00:03:34.600 --> 00:03:36.280]  就是傳道書
[00:03:36.280 --> 00:03:37.280]  在《聖經》裡面
[00:03:37.280 --> 00:03:38.320]  我們很多時候
[00:03:38.320 --> 00:03:40.640]  可能大家都聽福音書
[00:03:40.640 --> 00:03:42.600]  我們之前有說《士徒行傳》
[00:03:42.600 --> 00:03:45.480]  或者有說一些書信
[00:03:45.480 --> 00:03:48.640]  傳道書是教會裡面其中一卷的書卷
[00:03:48.640 --> 00:03:50.520]  但是它也是一個比較
[00:03:50.520 --> 00:03:53.880]  和其他書卷不一樣的內容
[00:03:53.880 --> 00:03:55.680]  為什麼這樣說呢
[00:03:55.680 --> 00:03:57.080]  我們看福音書
[00:03:57.080 --> 00:03:58.800]  我們知道福音書是說耶穌
[00:03:58.800 --> 00:04:00.680]  我們知道看一些書信
[00:04:00.680 --> 00:04:01.840]  是說教會
[00:04:01.840 --> 00:04:02.680]  看《士徒行傳》
[00:04:02.680 --> 00:04:05.480]  就是說彼得、保羅這些使徒
[00:04:05.480 --> 00:04:08.080]  但是傳道書是一個
[00:04:08.080 --> 00:04:10.160]  作者是他寫
[00:04:10.160 --> 00:04:11.960]  就是對一些人的觀察
[00:04:11.960 --> 00:04:13.840]  對人生的觀察
[00:04:13.840 --> 00:04:16.280]  它是一個對現實生活的寫照
[00:04:16.280 --> 00:04:18.080]  而這種寫照就不是
[00:04:18.080 --> 00:04:20.480]  有時候不一定這麼正面
[00:04:20.480 --> 00:04:22.320]  在傳道書作者的眼中
[00:04:22.320 --> 00:04:24.600]  其實這個世界發生的很多事情
[00:04:24.600 --> 00:04:26.560]  都是出乎人的意料
[00:04:26.560 --> 00:04:29.800]  又或者是人沒辦法去控制
[00:04:29.800 --> 00:04:31.480]  今天我們會集中看一段
[00:04:31.480 --> 00:04:33.320]  傳道書裡面的經文
[00:04:33.320 --> 00:04:34.840]  就是傳道書第九章
[00:04:34.840 --> 00:04:36.640]  第十一至十二節
[00:04:36.640 --> 00:04:38.200]  我們先看十一節
[00:04:38.200 --> 00:04:41.240]  我會把這段經文讀出來
[00:04:41.240 --> 00:04:42.560]  經文這樣說
[00:04:42.560 --> 00:04:44.280]  我還看到太陽底下
[00:04:44.280 --> 00:04:46.080]  發生其他的事情
[00:04:46.080 --> 00:04:47.320]  跑得最快的選手
