
[00:00:00.000 --> 00:00:02.720]  感恩天父上帝帶領我們相聚
[00:00:02.720 --> 00:00:05.000]  各位弟兄姊妹 主內平安
[00:00:05.000 --> 00:00:08.420]  那麼我們繼續約書亞紀
[00:00:08.420 --> 00:00:10.920]  那麼今天來到第十一章
[00:00:10.920 --> 00:00:13.400]  要和大家一起思考的是
[00:00:13.400 --> 00:00:17.920]  靠神勝過多如海沙的強敵
[00:00:17.920 --> 00:00:21.140]  那麼之前的征戰呢 大家都有
[00:00:21.140 --> 00:00:24.380]  我們一起講道過程當中 都有聆聽
[00:00:24.380 --> 00:00:27.340]  都有經歷 大家看約書亞紀
[00:00:27.340 --> 00:00:30.740]  也都明白之前發生了各樣
[00:00:30.740 --> 00:00:32.780]  方式的一種征戰
[00:00:32.780 --> 00:00:35.120]  約書亞以及以色列人呢
[00:00:35.120 --> 00:00:37.120]  也面對各樣的挑戰啦
[00:00:37.120 --> 00:00:39.160]  有閉門不出的
[00:00:39.160 --> 00:00:41.380]  有直接攻擊的
[00:00:41.380 --> 00:00:44.560]  還有設詭計來陷害的
[00:00:44.560 --> 00:00:47.440]  要來立約的 各式都有
[00:00:47.440 --> 00:00:50.440]  那麼如果按照這個時間
[00:00:50.440 --> 00:00:53.520]  和空間來做一個劃分的話呢
[00:00:53.520 --> 00:00:56.640]  當時的約書亞 以色列民
[00:00:56.640 --> 00:01:00.320]  他們一起主要經歷了三條的戰線
[00:01:00.320 --> 00:01:03.680]  那麼三條的戰線呢 分別首先就是
[00:01:03.680 --> 00:01:05.720]  過了約旦河以後的
[00:01:05.720 --> 00:01:07.880]  中線的戰役
[00:01:07.880 --> 00:01:11.540]  那麼以他為首的呢 就是耶利戈城
[00:01:11.540 --> 00:01:12.820]  和艾城
[00:01:12.820 --> 00:01:15.980]  那麼中線戰役結束以後呢
[00:01:15.980 --> 00:01:18.060]  就是後來的激變啊
[00:01:18.060 --> 00:01:21.600]  下面的南方戰線的戰役啦
[00:01:21.600 --> 00:01:24.660]  那麼主要涉及的呢 就是亞摩利人
[00:01:24.660 --> 00:01:26.660]  還有其中的五個王啊
[00:01:26.660 --> 00:01:28.660]  那麼來擊打 他們擊打
[00:01:28.660 --> 00:01:31.220]  激變的時候 一起與他們征戰
[00:01:31.220 --> 00:01:34.020]  其中呢 還發生了神蹟
[00:01:34.020 --> 00:01:37.460]  就是太陽和月亮呢 都停住了
[00:01:37.460 --> 00:01:40.820]  讓以色列人呢 可以方便去征戰
[00:01:40.820 --> 00:01:44.000]  天空中呢 還降下了冰雹
[00:01:44.000 --> 00:01:47.440]  那麼以至於呢 混在一起征戰的時候呢
[00:01:47.440 --> 00:01:50.200]  就擊殺了那些的亞摩利人啊
[00:01:50.200 --> 00:01:53.380]  所以神呢 也是在用超自然的手段
[00:01:53.380 --> 00:01:55.380]  在幫助以色列民
[00:01:55.380 --> 00:01:58.460]  那麼今天要講的呢 要講到了
[00:01:58.460 --> 00:01:59.900]  北線的戰役啊
[00:01:59.900 --> 00:02:03.460]  要對待的就是北方的聯軍
[00:02:03.460 --> 00:02:05.460]  很多王又聯合起來
[00:02:05.460 --> 00:02:07.460]  一起安營
[00:02:07.460 --> 00:02:09.460]  準備呢 聯合力量
[00:02:09.460 --> 00:02:12.660]  要來與以色列民要征戰了
[00:02:12.660 --> 00:02:15.660]  也是要今天和大家講的內容嘛
[00:02:15.660 --> 00:02:18.860]  今天要講的內容呢 也是這個
[00:02:18.860 --> 00:02:22.460]  記載在聖經當中 當時歷史裡面
[00:02:22.460 --> 00:02:24.460]  發生的以色列民
[00:02:24.460 --> 00:02:26.460]  所遇到的一些的事件
[00:02:26.460 --> 00:02:28.460]  那麼我們今天讀聖經呢
[00:02:28.460 --> 00:02:30.460]  不單是明白歷史的事件
[00:02:30.460 --> 00:02:32.460]  還可以呢
[00:02:32.460 --> 00:02:35.460]  對應我們現在現實生活當中
[00:02:35.460 --> 00:02:38.460]  世界中罪惡勢力
[00:02:38.460 --> 00:02:41.460]  多如海沙一樣對我們的侵擾
[00:02:41.460 --> 00:02:45.460]  或者呢 還有我們生命當中
[00:02:45.460 --> 00:02:47.460]  很頑固的老我
[00:02:47.460 --> 00:02:49.460]  對我們的抵抗
[00:02:49.460 --> 00:02:52.460]  對神旨意的不祥福
[00:02:52.460 --> 00:02:55.460]  都是我們可以領受
[00:02:55.460 --> 00:02:57.460]  而且去反思的課題
[00:02:57.460 --> 00:03:00.460]  那麼本次征戰呢
[00:03:00.460 --> 00:03:02.460]  它有一個特別之處啊
[00:03:02.460 --> 00:03:05.460]  我們在看十一章四節的時候
[00:03:05.460 --> 00:03:08.460]  就發現 也是在經文裡面有提到
[00:03:08.460 --> 00:03:10.460]  題目裡面有提到的
[00:03:10.460 --> 00:03:13.460]  人數多如怎麼啊
[00:03:13.460 --> 00:03:16.460]  海邊的沙一樣啊
[00:03:16.460 --> 00:03:18.460]  哇 多得不得了
[00:03:18.460 --> 00:03:20.460]  因為是聯合起來啊
[00:03:20.460 --> 00:03:23.460]  那麼根據一些聖經學家
[00:03:23.460 --> 00:03:25.460]  歷史學家的一些的考究呢
[00:03:25.460 --> 00:03:29.460]  推算當時他們面對的一些的敵軍呢
[00:03:29.460 --> 00:03:32.460]  人數呢 大概去到了三十萬
[00:03:32.460 --> 00:03:35.460]  而且呢 他們是有裝備的
[00:03:35.460 --> 00:03:37.460]  有許多的什麼啊
[00:03:37.460 --> 00:03:40.460]  馬匹 還有車輛
[00:03:40.460 --> 00:03:44.460]  哇 不單是這個兵強馬壯啊
[00:03:44.460 --> 00:03:46.460]  還有一些科技的裝備
[00:03:46.460 --> 00:03:49.460]  以至於是小勇善戰的敵人
[00:03:49.460 --> 00:03:51.460]  那怎麼辦呢
[00:03:51.460 --> 00:03:54.460]  那麼我們今天就對於
[00:03:54.460 --> 00:03:58.460]  這一個困難的敵人的一個對戰
[00:03:58.460 --> 00:04:02.460]  也來隱喻了我們其實基督徒
[00:04:02.460 --> 00:04:04.460]  面對世界也好
[00:04:04.460 --> 00:04:07.460]  面對罪惡也好
[00:04:07.460 --> 00:04:10.460]  面對我們的內心也好
[00:04:10.460 --> 00:04:13.460]  呼應的屬靈功課
[00:04:13.460 --> 00:04:15.460]  那麼在此期間呢
[00:04:15.460 --> 00:04:17.460]  也會安排了五個方面啊
[00:04:17.460 --> 00:04:20.460]  要想和大家一起來思想
[00:04:20.460 --> 00:04:23.460]  我們要學習的屬靈功課
[00:04:23.460 --> 00:04:26.460]  那麼我們開始進入這五個方面前
[00:04:26.460 --> 00:04:30.460]  我們要一起來禱告
[00:04:30.460 --> 00:04:32.460]  天父我們的神
[00:04:32.460 --> 00:04:34.460]  我們感謝祢
[00:04:34.460 --> 00:04:38.460]  當我們在世界上去行走
[00:04:38.460 --> 00:04:42.460]  祢帶領我們要行走的這樣一條
[00:04:42.460 --> 00:04:44.460]  乘勝之路的時候
[00:04:44.460 --> 00:04:48.460]  我們有的時候發現並不容易
[00:04:48.460 --> 00:04:50.460]  也會遇到各樣的拉扯
[00:04:50.460 --> 00:04:54.460]  感謝主你今天讓我們藉著約書雅紀
[00:04:54.460 --> 00:04:57.460]  來到了十一章的時候
[00:04:57.460 --> 00:05:00.460]  要看到他們對付北方聯軍
[00:05:00.460 --> 00:05:02.460]  兵強馬壯的一個
[00:05:02.460 --> 00:05:05.460]  多如海沙的強敵的時候
[00:05:05.460 --> 00:05:08.460]  要他們學習經歷的戰役
[00:05:08.460 --> 00:05:10.460]  求主你就打開我們的內心
[00:05:10.460 --> 00:05:12.460]  開放向你
[00:05:12.460 --> 00:05:15.460]  想到自己要遇到的難處
[00:05:15.460 --> 00:05:19.460]  想到自己的渺小卑微還有軟弱
[00:05:19.460 --> 00:05:20.460]  我們也就想到
[00:05:20.460 --> 00:05:24.460]  主你當年給到以色列民學習的功課
[00:05:24.460 --> 00:05:26.460]  經歷的聖戰
[00:05:26.460 --> 00:05:28.460]  也讓我們在此期間
[00:05:28.460 --> 00:05:32.460]  學習到你對我們要說的話語
[00:05:32.460 --> 00:05:33.460]  主啊將你的旨意
[00:05:33.460 --> 00:05:38.460]  領到我們每一位願意親近你的弟兄姊妹的心裡
[00:05:38.460 --> 00:05:40.460]  願主你的旨意成就
[00:05:40.460 --> 00:05:42.460]  我們也恭敬將以下
[00:05:42.460 --> 00:05:45.460]  要聆聽主你聖言的時間
[00:05:45.460 --> 00:05:47.460]  真道的時間
[00:05:47.460 --> 00:05:50.460]  在此恭敬交託在主你的手中
[00:05:50.460 --> 00:05:53.460]  主啊願我口中的言語
[00:05:53.460 --> 00:05:56.460]  眾弟兄姊妹的心懷意念
[00:05:56.460 --> 00:05:58.460]  都得蒙天父上帝你的願啊
[00:05:58.460 --> 00:06:01.460]  同心禱告奉主明求
[00:06:01.460 --> 00:06:03.460]  Amen
[00:06:03.460 --> 00:06:07.460]  好那麼要思想的第一個主題啊
[00:06:07.460 --> 00:06:11.460]  就是要做出正確的回應
[00:06:11.460 --> 00:06:14.460]  這樣的一個關鍵的點呢
[00:06:14.460 --> 00:06:20.460]  是從被征服者的一些的怎麼樣應對的不同方式當中
[00:06:20.460 --> 00:06:23.460]  我們看到的一個要點
[00:06:23.460 --> 00:06:27.460]  每個人對待同一種聲音
[00:06:27.460 --> 00:06:30.460]  都會可能有不同的回應
[00:06:30.460 --> 00:06:32.460]  有的人呢
[00:06:32.460 --> 00:06:34.460]  可以選擇了正確的回應
[00:06:34.460 --> 00:06:37.460]  以至人生的路徑呢
[00:06:37.460 --> 00:06:39.460]  活出了愛啊
[00:06:39.460 --> 00:06:41.460]  建立出好的關係啊
[00:06:41.460 --> 00:06:43.460]  充滿了喜樂啊
[00:06:43.460 --> 00:06:47.460]  但是如果你做出錯誤選擇的話呢
[00:06:47.460 --> 00:06:48.460]  苦讀
[00:06:48.460 --> 00:06:49.460]  傷害
[00:06:49.460 --> 00:06:52.460]  甚至挖了一個很大的陷阱
[00:06:52.460 --> 00:06:55.460]  讓你深陷其中不能自拔
[00:06:55.460 --> 00:06:58.460]  最後要付上很大的代價
[00:06:58.460 --> 00:07:01.460]  那麼我們在第十一章一開始的時候
[00:07:01.460 --> 00:07:03.460]  第一節啊
[00:07:03.460 --> 00:07:07.460]  夏索文耶賓一開始
[00:07:07.460 --> 00:07:11.460]  怎麼樣引起的眾北方的聯軍呢
[00:07:11.460 --> 00:07:14.460]  從一個聽見開始啊
[00:07:14.460 --> 00:07:16.460]  聽見
[00:07:16.460 --> 00:07:18.460]  聽見這事
[00:07:18.460 --> 00:07:21.460]  以色列民過來征戰了
[00:07:21.460 --> 00:07:23.460]  連戰連勝
[00:07:23.460 --> 00:07:25.460]  打到過來了
[00:07:25.460 --> 00:07:28.460]  靠我自己的力量估計也夠玄的時候
[00:07:28.460 --> 00:07:30.460]  我聽見這事的時候
[00:07:30.460 --> 00:07:33.460]  怎麼樣做出一個回應呢
[00:07:33.460 --> 00:07:34.460]  於是乎
[00:07:34.460 --> 00:07:36.460]  他就聯絡了各樣啊
[00:07:36.460 --> 00:07:39.460]  高山啊山地啊等等的諸王
[00:07:39.460 --> 00:07:42.460]  要形成了一個聯軍啊
[00:07:42.460 --> 00:07:43.460]  到了第五節
[00:07:43.460 --> 00:07:47.460]  這諸王就會合到米倫的水邊
[00:07:47.460 --> 00:07:49.460]  米倫是一個地名啊
[00:07:49.460 --> 00:07:51.460]  一同安營
[00:07:51.460 --> 00:07:54.460]  要與以色列人征戰
[00:07:54.460 --> 00:07:57.460]  所以呢從他的一個回應上面來看呢
[00:07:57.460 --> 00:07:59.460]  很明顯啊
[00:07:59.460 --> 00:08:02.460]  又做了一個錯誤的決定
[00:08:02.460 --> 00:08:03.460]  錯誤的決定
[00:08:03.460 --> 00:08:05.460]  沒有想到
[00:08:05.460 --> 00:08:09.460]  我們的神耶和華是一個天上地下的神
[00:08:09.460 --> 00:08:11.460]  及時的悔改
[00:08:11.460 --> 00:08:13.460]  及時的反思
[00:08:13.460 --> 00:08:15.460]  神已經給了四百多年的時間
[00:08:15.460 --> 00:08:18.460]  還依舊存活在罪惡裡邊
[00:08:18.460 --> 00:08:22.460]  甚至審判都已經來到眼前的時候
[00:08:22.460 --> 00:08:26.460]  還要做出抵抗的行為
[00:08:26.460 --> 00:08:27.460]  啊
[00:08:27.460 --> 00:08:33.460]  那麼所以我們回顧整個約書亞紀啊
[00:08:33.460 --> 00:08:39.460]  等等要征服迦南地原居民的舉動
[00:08:39.460 --> 00:08:42.460]  都會圍繞這樣一個動作
[00:08:42.460 --> 00:08:44.460]  就是聽劍
[00:08:44.460 --> 00:08:45.460]  聽劍
[00:08:45.460 --> 00:08:47.460]  首先我們來看啊
[00:08:47.460 --> 00:08:50.460]  第一個其實生活在耶利哥城裡面
[00:08:50.460 --> 00:08:52.460]  已經很敗壞的一個妓女
[00:08:52.460 --> 00:08:53.460]  她叫做什麼名字啊
[00:08:53.460 --> 00:08:56.460]  那和
[00:08:56.460 --> 00:08:59.460]  她其實就聽見了這件事情的時候
[00:08:59.460 --> 00:09:01.460]  她就明白啊
[00:09:01.460 --> 00:09:04.460]  你們的神本是天上地下的上帝
[00:09:04.460 --> 00:09:06.460]  於是呢
[00:09:06.460 --> 00:09:08.460]  她就做出了一個悔改啊
[00:09:08.460 --> 00:09:09.460]  就接待了探子
[00:09:09.460 --> 00:09:11.460]  讓他們保留了性命
[00:09:11.460 --> 00:09:14.460]  以至於呢就留得了一家的存留
[00:09:14.460 --> 00:09:16.460]  甚至呢在耶穌的家譜裡邊
[00:09:16.460 --> 00:09:19.460]  可以數算到那和這個人啊
[00:09:19.460 --> 00:09:23.460]  她聽見就馬上做出了悔改
[00:09:23.460 --> 00:09:25.460]  接下來呢我們看這個
[00:09:25.460 --> 00:09:28.460]  以色列民過了這個約旦河
[00:09:28.460 --> 00:09:30.460]  到了約旦河西的時候啊
[00:09:30.460 --> 00:09:32.460]  有一些的諸王
[00:09:32.460 --> 00:09:35.460]  他們聽見以色列民在
[00:09:35.460 --> 00:09:38.460]  過約旦河的時候水都乾了
[00:09:38.460 --> 00:09:41.460]  他們那個時候就消化如水啊
[00:09:41.460 --> 00:09:44.460]  但他們同樣聽見這事的時候
[00:09:44.460 --> 00:09:46.460]  就閉門不出啊
[00:09:46.460 --> 00:09:48.460]  講的就是耶利哥城
[00:09:48.460 --> 00:09:50.460]  就要做抵抗了
[00:09:50.460 --> 00:09:52.460]  又是一個錯誤的選擇啊
[00:09:52.460 --> 00:09:54.460]  錯誤的選擇
[00:09:54.460 --> 00:09:57.460]  還有呢就是即便人啊
[00:09:57.460 --> 00:10:00.460]  聽見了以色列民的作為的時候
[00:10:00.460 --> 00:10:02.460]  趕快想辦法
[00:10:02.460 --> 00:10:05.460]  他們就設了詭計啊
[00:10:05.460 --> 00:10:07.460]  雖然他們的這個做法呢
[00:10:07.460 --> 00:10:09.460]  不是最好的選擇
[00:10:09.460 --> 00:10:14.460]  是一個詭計的方式來求和啊
[00:10:14.460 --> 00:10:17.460]  但是他們卻因為自己的一個善舉
[00:10:17.460 --> 00:10:19.460]  和求和的舉動
[00:10:19.460 --> 00:10:22.460]  卻保留了整個的族群
[00:10:22.460 --> 00:10:25.460]  可以最後呢在以色列民的群體當中
[00:10:25.460 --> 00:10:27.460]  來侍奉耶和華
[00:10:27.460 --> 00:10:30.460]  也是從一個聽見發生的
[00:10:30.460 --> 00:10:33.460]  那麼又講到今天的這一節的經文啊
[00:10:33.460 --> 00:10:35.460]  夏索王啊
[00:10:35.460 --> 00:10:37.460]  耶賓也聽見了這事的時候
[00:10:37.460 --> 00:10:40.460]  他要做一個抵抗的事情了
[00:10:40.460 --> 00:10:42.460]  抵抗的事情了
[00:10:42.460 --> 00:10:46.460]  好那麼在耶穌的比喻裡邊呢
[00:10:46.460 --> 00:10:48.460]  其實他也特別講到了
[00:10:48.460 --> 00:10:52.460]  有同樣的訊息出來的時候
[00:10:52.460 --> 00:10:54.460]  卻因著受眾的不同
[00:10:54.460 --> 00:10:56.460]  會做出各樣的反饋
[00:10:56.460 --> 00:11:00.460]  這樣一種的訊息叫做撒種的比喻啊
[00:11:00.460 --> 00:11:02.460]  撒種的比喻
[00:11:02.460 --> 00:11:04.460]  同樣都是種子弟兄姐妹
[00:11:04.460 --> 00:11:06.460]  同樣都是種子
[00:11:06.460 --> 00:11:08.460]  有的種子呢撒到了路旁
[00:11:08.460 --> 00:11:10.460]  就被鳥就吃走了
[00:11:10.460 --> 00:11:13.460]  有的種子呢撒到了田土裡邊去
[00:11:13.460 --> 00:11:15.460]  因為土不緊啊
[00:11:15.460 --> 00:11:17.460]  好像生根發芽很快
[00:11:17.460 --> 00:11:18.460]  長得快啊
[00:11:18.460 --> 00:11:21.460]  但太陽出來一照
[00:11:21.460 --> 00:11:23.460]  它沒有結實的生命
[00:11:23.460 --> 00:11:25.460]  一哨就枯乾了
[00:11:25.460 --> 00:11:28.460]  有的呢在荊棘裡邊的種子啊
[00:11:28.460 --> 00:11:30.460]  就被擠住了
[00:11:30.460 --> 00:11:34.460]  唯有呢落在豪土裡邊就生根發芽
[00:11:34.460 --> 00:11:36.460]  就長出了一百倍
[00:11:36.460 --> 00:11:38.460]  六十倍
[00:11:38.460 --> 00:11:41.460]  還有三十倍的果實出來啊
[00:11:41.460 --> 00:11:43.460]  所以在這裡呢
[00:11:43.460 --> 00:11:45.460]  這一段的比喻之後呢
[00:11:45.460 --> 00:11:47.460]  就特別說到啊
[00:11:47.460 --> 00:11:49.460]  有耳可聽的
[00:11:49.460 --> 00:11:51.460]  就應當聽啊
[00:11:51.460 --> 00:11:53.460]  就應當聽
[00:11:53.460 --> 00:11:56.460]  不要再乾硬著自己的內心
[00:11:56.460 --> 00:11:59.460]  不要再專做和自己沒有關係
[00:11:59.460 --> 00:12:01.460]  不要再以為
[00:12:01.460 --> 00:12:04.460]  啊我好像已經有果實
[00:12:04.460 --> 00:12:07.460]  一個種子在我的心裡就可以了
[00:12:07.460 --> 00:12:09.460]  但是沒有做到這樣一個
[00:12:09.460 --> 00:12:11.460]  豪土的生命的時候
[00:12:11.460 --> 00:12:15.460]  同樣結不出果實出來的
[00:12:15.460 --> 00:12:16.460]  大家記得
