
[00:00:00.000 --> 00:00:06.000]  鄭貞昌議員
[00:00:06.000 --> 00:00:12.000]  陳克勤議員
[00:00:12.000 --> 00:00:18.000]  陳克勤議員
[00:00:18.000 --> 00:00:24.000]  梁振英議員
[00:00:24.000 --> 00:00:30.000]  梁振英議員
[00:00:30.000 --> 00:00:36.000]  梁振英議員
[00:00:36.000 --> 00:00:42.000]  梁振英議員
[00:00:42.000 --> 00:00:48.000]  梁振英議員
[00:00:48.000 --> 00:00:54.000]  梁振英議員
[00:00:54.000 --> 00:01:00.000]  梁振英議員
[00:01:00.000 --> 00:01:06.000]  陳克勤議員
[00:01:06.000 --> 00:01:12.000]  陳克勤議員
[00:01:12.000 --> 00:01:18.000]  陳克勤議員
[00:01:18.000 --> 00:01:24.000]  陳克勤議員
[00:01:24.000 --> 00:01:30.000]  陳克勤議員
[00:01:30.000 --> 00:01:36.000]  陳克勤議員
[00:01:36.000 --> 00:01:42.000]  陳克勤議員
[00:01:42.000 --> 00:01:48.000]  陳克勤議員
[00:01:48.000 --> 00:01:54.000]  陳克勤議員
[00:01:54.000 --> 00:02:00.000]  陳克勤議員
[00:02:00.000 --> 00:02:06.000]  陳克勤議員
[00:02:06.000 --> 00:02:12.000]  陳克勤議員
[00:02:12.000 --> 00:02:18.000]  陳克勤議員
[00:02:18.000 --> 00:02:24.000]  陳克勤議員
[00:02:24.000 --> 00:02:30.000]  陳克勤議員
[00:02:30.000 --> 00:02:36.000]  陳克勤議員
[00:02:36.000 --> 00:02:42.000]  陳克勤議員
[00:02:42.000 --> 00:02:48.000]  陳克勤議員
[00:02:48.000 --> 00:02:54.000]  陳克勤議員
[00:02:54.000 --> 00:03:00.000]  陳克勤議員
[00:03:00.000 --> 00:03:06.000]  陳克勤議員
[00:03:06.000 --> 00:03:12.000]  陳克勤議員
[00:03:12.000 --> 00:03:18.000]  陳克勤議員
[00:03:18.000 --> 00:03:24.000]  陳克勤議員
[00:03:24.000 --> 00:03:30.000]  陳克勤議員
[00:03:30.000 --> 00:03:36.000]  陳克勤議員
[00:03:36.000 --> 00:03:42.000]  陳克勤議員
[00:03:42.000 --> 00:03:48.000]  陳克勤議員
[00:03:48.000 --> 00:03:54.000]  陳克勤議員
[00:03:54.000 --> 00:04:00.000]  陳克勤議員
[00:04:00.000 --> 00:04:06.000]  陳克勤議員
[00:04:06.000 --> 00:04:12.000]  陳克勤議員
[00:04:12.000 --> 00:04:18.000]  陳克勤議員
[00:04:18.000 --> 00:04:24.000]  陳克勤議員
[00:04:24.000 --> 00:04:30.000]  陳克勤議員
[00:04:30.000 --> 00:04:36.000]  陳克勤議員
[00:04:36.000 --> 00:04:42.000]  陳克勤議員
[00:04:42.000 --> 00:04:48.000]  陳克勤議員
[00:04:48.000 --> 00:04:54.000]  陳克勤議員
[00:04:54.000 --> 00:05:00.000]  陳克勤議員
[00:05:00.000 --> 00:05:06.000]  陳克勤議員
[00:05:06.000 --> 00:05:12.000]  陳克勤議員
[00:05:12.000 --> 00:05:18.000]  陳克勤議員
[00:05:18.000 --> 00:05:24.000]  陳克勤議員
[00:05:24.000 --> 00:05:30.000]  陳克勤議員
[00:05:30.000 --> 00:05:36.000]  陳克勤議員
[00:05:36.000 --> 00:05:42.000]  陳克勤議員
[00:05:42.000 --> 00:05:48.000]  陳克勤議員
[00:05:48.000 --> 00:05:54.000]  陳克勤議員
[00:05:54.000 --> 00:06:00.000]  陳克勤議員
[00:06:00.000 --> 00:06:06.000]  陳克勤議員
[00:06:06.000 --> 00:06:12.000]  陳克勤議員
[00:06:12.000 --> 00:06:18.000]  陳克勤議員
[00:06:18.000 --> 00:06:24.000]  陳克勤議員
[00:06:24.000 --> 00:06:30.000]  陳克勤議員
[00:06:30.000 --> 00:06:36.000]  陳克勤議員
[00:06:36.000 --> 00:06:42.000]  陳克勤議員
[00:06:42.000 --> 00:06:48.000]  陳克勤議員
[00:06:48.000 --> 00:06:54.000]  陳克勤議員
[00:06:54.000 --> 00:07:00.000]  陳克勤議員
[00:07:00.000 --> 00:07:06.000]  陳克勤議員
[00:07:06.000 --> 00:07:12.000]  陳克勤議員
[00:07:12.000 --> 00:07:18.000]  陳克勤議員
[00:07:18.000 --> 00:07:24.000]  陳克勤議員
[00:07:24.000 --> 00:07:30.000]  陳克勤議員
[00:07:30.000 --> 00:07:36.000]  陳克勤議員
[00:07:36.000 --> 00:07:42.000]  陳克勤議員
[00:07:42.000 --> 00:07:48.000]  陳克勤議員
[00:07:48.000 --> 00:07:54.000]  陳克勤議員
[00:07:54.000 --> 00:08:00.000]  陳克勤議員
[00:08:00.000 --> 00:08:06.000]  陳克勤議員
[00:08:06.000 --> 00:08:12.000]  陳克勤議員
[00:08:12.000 --> 00:08:18.000]  陳克勤議員
[00:08:18.000 --> 00:08:24.000]  陳克勤議員
[00:08:24.000 --> 00:08:30.000]  陳克勤議員
[00:08:30.000 --> 00:08:36.000]  陳克勤議員
[00:08:36.000 --> 00:08:42.000]  陳克勤議員
[00:08:42.000 --> 00:08:48.000]  陳克勤議員
[00:08:48.000 --> 00:08:54.000]  陳克勤議員
[00:08:54.000 --> 00:09:00.000]  陳克勤議員
[00:09:00.000 --> 00:09:06.000]  陳克勤議員
[00:09:06.000 --> 00:09:12.000]  陳克勤議員
[00:09:12.000 --> 00:09:18.000]  陳克勤議員
[00:09:18.000 --> 00:09:24.000]  陳克勤議員
[00:09:24.000 --> 00:09:30.000]  陳克勤議員
[00:09:30.000 --> 00:09:36.000]  陳克勤議員
[00:09:36.000 --> 00:09:42.000]  陳克勤議員
[00:09:42.000 --> 00:09:48.000]  陳克勤議員
[00:09:48.000 --> 00:09:54.000]  陳克勤議員
[00:09:54.000 --> 00:10:00.000]  陳克勤議員
[00:10:00.000 --> 00:10:06.000]  陳克勤議員
[00:10:06.000 --> 00:10:12.000]  陳克勤議員
[00:10:12.000 --> 00:10:18.000]  陳克勤議員
[00:10:18.000 --> 00:10:24.000]  陳克勤議員
[00:10:24.000 --> 00:10:30.000]  陳克勤議員
[00:10:30.000 --> 00:10:36.000]  陳克勤議員
[00:10:36.000 --> 00:10:42.000]  陳克勤議員
[00:10:42.000 --> 00:10:48.000]  陳克勤議員
[00:10:48.000 --> 00:10:54.000]  陳克勤議員
[00:10:54.000 --> 00:11:00.000]  陳克勤議員
[00:11:00.000 --> 00:11:06.000]  陳克勤議員
[00:11:06.000 --> 00:11:12.000]  陳克勤議員
[00:11:12.000 --> 00:11:18.000]  陳克勤議員
[00:11:18.000 --> 00:11:24.000]  陳克勤議員
[00:11:24.000 --> 00:11:30.000]  陳克勤議員
[00:11:30.000 --> 00:11:36.000]  陳克勤議員
[00:11:36.000 --> 00:11:42.000]  陳克勤議員
[00:11:42.000 --> 00:11:48.000]  陳克勤議員
[00:11:48.000 --> 00:11:54.000]  陳克勤議員
[00:11:54.000 --> 00:12:00.000]  陳克勤議員
[00:12:00.000 --> 00:12:06.000]  陳克勤議員
[00:12:06.000 --> 00:12:12.000]  陳克勤議員
[00:12:12.000 --> 00:12:18.000]  陳克勤議員
[00:12:18.000 --> 00:12:24.000]  陳克勤議員
[00:12:24.000 --> 00:12:30.000]  陳克勤議員
[00:12:30.000 --> 00:12:36.000]  陳克勤議員
[00:12:36.000 --> 00:12:42.000]  陳克勤議員
[00:12:42.000 --> 00:12:48.000]  陳克勤議員
[00:12:48.000 --> 00:12:54.000]  陳克勤議員
[00:12:54.000 --> 00:13:00.000]  陳克勤議員
[00:13:00.000 --> 00:13:06.000]  陳克勤議員
[00:13:06.000 --> 00:13:12.000]  《上海大學文學院》第十三節
[00:13:12.000 --> 00:13:25.000]  「我又看見一位天使從天降下,手裡拿著無底坑的鑰匙和一條大鐵鍊,他抓住那龍,那古蛇,就是魔鬼撒旦,擺他捆綁腰。」
[00:13:26.000 --> 00:13:42.000]  陳克勤議員
[00:13:43.000 --> 00:13:49.000]  陳克勤議員
[00:13:49.000 --> 00:13:55.000]  陳克勤議員
[00:13:55.000 --> 00:14:01.000]  陳克勤議員
[00:14:02.000 --> 00:14:08.000]  陳克勤議員
[00:14:08.000 --> 00:14:14.000]  陳克勤議員
[00:14:14.000 --> 00:14:20.000]  陳克勤議員
[00:14:20.000 --> 00:14:26.000]  陳克勤議員
[00:14:27.000 --> 00:14:33.000]  陳克勤議員
[00:14:33.000 --> 00:14:39.000]  陳克勤議員
[00:14:39.000 --> 00:14:45.000]  陳克勤議員
[00:14:45.000 --> 00:14:51.000]  陳克勤議員
[00:14:51.000 --> 00:14:57.000]  陳克勤議員
[00:14:58.000 --> 00:15:04.000]  陳克勤議員
[00:15:04.000 --> 00:15:10.000]  陳克勤議員
[00:15:11.000 --> 00:15:17.000]  陳克勤議員
[00:15:18.000 --> 00:15:24.000]  陳克勤議員
[00:15:24.000 --> 00:15:30.000]  陳克勤議員
[00:15:30.000 --> 00:15:36.000]  陳克勤議員
[00:15:37.000 --> 00:15:43.000]  陳克勤議員
[00:15:43.000 --> 00:15:49.000]  陳克勤議員
[00:15:50.000 --> 00:15:56.000]  陳克勤議員
[00:15:56.000 --> 00:16:02.000]  陳克勤議員
[00:16:02.000 --> 00:16:08.000]  陳克勤議員
[00:16:08.000 --> 00:16:14.000]  陳克勤議員
[00:16:14.000 --> 00:16:20.000]  陳克勤議員
[00:16:21.000 --> 00:16:27.000]  陳克勤議員
[00:16:27.000 --> 00:16:33.000]  陳克勤議員
[00:16:34.000 --> 00:16:40.000]  陳克勤議員
[00:16:40.000 --> 00:16:46.000]  陳克勤議員
[00:16:46.000 --> 00:16:52.000]  陳克勤議員
[00:16:52.000 --> 00:16:58.000]  陳克勤議員
[00:16:59.000 --> 00:17:05.000]  陳克勤議員
[00:17:05.000 --> 00:17:11.000]  陳克勤議員
[00:17:11.000 --> 00:17:17.000]  陳克勤議員
[00:17:17.000 --> 00:17:23.000]  陳克勤議員
[00:17:23.000 --> 00:17:29.000]  陳克勤議員
[00:17:29.000 --> 00:17:35.000]  陳克勤議員
[00:17:36.000 --> 00:17:42.000]  陳克勤議員
[00:17:42.000 --> 00:17:48.000]  陳克勤議員
[00:17:48.000 --> 00:17:54.000]  陳克勤議員
[00:17:55.000 --> 00:18:01.000]  陳克勤議員
[00:18:02.000 --> 00:18:08.000]  陳克勤議員
[00:18:08.000 --> 00:18:14.000]  陳克勤議員
[00:18:15.000 --> 00:18:21.000]  陳克勤議員
[00:18:21.000 --> 00:18:27.000]  陳克勤議員
[00:18:27.000 --> 00:18:33.000]  陳克勤議員
[00:18:33.000 --> 00:18:39.000]  陳克勤議員
[00:18:39.000 --> 00:18:45.000]  陳克勤議員
[00:18:46.000 --> 00:18:52.000]  陳克勤議員
[00:18:53.000 --> 00:18:59.000]  陳克勤議員
[00:18:59.000 --> 00:19:05.000]  陳克勤議員
[00:19:05.000 --> 00:19:11.000]  陳克勤議員
[00:19:12.000 --> 00:19:18.000]  陳克勤議員
