
[00:00:00.000 --> 00:00:01.280]  Selvin你聽到我說話嗎?
[00:00:01.280 --> 00:00:02.820]  你聽到嗎?
[00:00:02.820 --> 00:00:03.840]  OK,好
[00:00:03.840 --> 00:00:05.880]  現在已經是8點01分了
[00:00:05.880 --> 00:00:09.980]  我代表加拿大的建造中心
[00:00:09.980 --> 00:00:15.360]  謝謝大家今天進入到我們這個講座
[00:00:15.360 --> 00:00:17.400]  今天這個講座
[00:00:17.400 --> 00:00:19.460]  承接大約兩個月前
[00:00:19.460 --> 00:00:23.540]  同樣的講員李鴻義牧師講過一個
[00:00:24.580 --> 00:00:30.720]  用希伯來文做解經的講座,今晚是一個示範的第二講座
[00:00:30.720 --> 00:00:35.580]  很歡迎大家到來我們這個講座
[00:00:35.580 --> 00:00:40.700]  我相信有些弟兄姊妹是上一次有來過的
[00:00:40.700 --> 00:00:45.560]  你這次又再來,顯示你是很有心的
[00:00:45.560 --> 00:00:52.220]  能夠再進一步了解希伯來文對於我們的解經有什麼好處
[00:00:52.480 --> 00:00:56.060]  亦有些弟兄姊妹可能是第一次來聽
[00:00:56.060 --> 00:01:00.680]  我鼓勵你去YouTube我們的頻道
[00:01:00.680 --> 00:01:02.460]  ABSCC
[00:01:02.460 --> 00:01:04.260]  你打ABSCC
[00:01:04.260 --> 00:01:07.580]  你會找到上一次的講座
[00:01:07.580 --> 00:01:09.380]  同樣也是李牧師
[00:01:09.380 --> 00:01:11.680]  給我們講論的
[00:01:11.680 --> 00:01:13.480]  當然今晚
[00:01:13.480 --> 00:01:18.600]  這個聚會亦會錄影了,明天會放在YouTube
[00:01:21.100 --> 00:01:24.180]  無論如何都是非常歡迎大家
[00:01:24.180 --> 00:01:28.780]  相信用希伯來文解經,很多人都覺得
[00:01:28.780 --> 00:01:33.900]  好像很難,或者不知道怎樣著手,所以我們特別請李牧師
[00:01:33.900 --> 00:01:37.500]  能夠用兩個示範
[00:01:37.500 --> 00:01:40.300]  給我們一些鼓勵
[00:01:40.300 --> 00:01:42.860]  先去除我們一些恐懼感
[00:01:42.860 --> 00:01:45.940]  以致到大家有機會
[00:01:45.940 --> 00:01:48.500]  再一次進深到
[00:01:49.020 --> 00:01:50.540]  舊約聖經的原文
[00:01:50.540 --> 00:01:51.320]  這一方面的東西
[00:01:51.320 --> 00:01:58.480]  大家報名的時候,你也看到我們有問到你們一個問題
[00:01:58.480 --> 00:02:02.580]  假如有足夠的人有興趣
[00:02:02.580 --> 00:02:04.880]  我們開一個班
[00:02:04.880 --> 00:02:07.960]  學習初階希伯來文
[00:02:07.960 --> 00:02:09.500]  初級希伯來文
[00:02:09.500 --> 00:02:11.540]  有收費的
[00:02:11.540 --> 00:02:15.120]  是不高的,一個短短的課程
[00:02:15.120 --> 00:02:18.460]  我們發覺很奇怪,原來也有很多人有興趣
[00:02:18.700 --> 00:02:20.500]  我們會在適當的時間
[00:02:20.500 --> 00:02:24.080]  再研討在什麼時候推出
[00:02:24.080 --> 00:02:28.440]  我們也要問問李牧師,什麼時候方便才行
[00:02:28.440 --> 00:02:29.200]  所以
[00:02:29.200 --> 00:02:32.780]  大家也要留意我們的網站,剛剛已經寫了
[00:02:32.780 --> 00:02:36.380]  www.abscc.org
[00:02:36.380 --> 00:02:39.960]  看看推出的日期是如何
[00:02:39.960 --> 00:02:42.260]  以及一些詳細的資料
[00:02:42.260 --> 00:02:45.340]  我們很希望大家能夠踴躍支持
[00:02:45.340 --> 00:02:46.860]  我們這種effort
[00:02:46.860 --> 00:02:48.660]  我們的effort也是很簡單
[00:02:48.880 --> 00:02:50.660]  希望能夠幫助評論圖
[00:02:50.660 --> 00:02:54.500]  能夠在聖經的原文方面有更多的追求
[00:02:54.500 --> 00:03:01.140]  現在我們做一個簡單的祈禱,請大家一起雞頭
[00:03:01.140 --> 00:03:04.240]  我們仰望你
[00:03:04.240 --> 00:03:05.780]  今晚的講座
[00:03:05.780 --> 00:03:11.640]  能夠順暢的傳播,你使用李牧師在領袖上
[00:03:11.640 --> 00:03:14.200]  給我們有眾多大英雄有學習的機會
[00:03:14.200 --> 00:03:15.740]  願主你自己祝福
[00:03:16.000 --> 00:03:18.840]  他的講論,也祝福聽的同學
[00:03:18.840 --> 00:03:23.180]  因為可能有些同學身體疲倦,可能日間上班
[00:03:23.180 --> 00:03:24.460]  到現在晚上
[00:03:24.460 --> 00:03:26.500]  聽課的時候也有些困難
[00:03:26.500 --> 00:03:31.320]  願主你自己繼續引領,繼續祝福,我們簡單禱告,奉主明求
[00:03:31.320 --> 00:03:37.720]  我將時間交給李浩然牧師
[00:03:37.720 --> 00:03:42.060]  也很感謝見到中心來
[00:03:42.060 --> 00:03:43.600]  再次邀請
[00:03:43.860 --> 00:03:46.160]  有機會跟大家分享
[00:03:46.160 --> 00:03:52.300]  第一,我們不要太緊湊
[00:03:52.300 --> 00:03:53.580]  課堂不要太緊湊
[00:03:53.580 --> 00:03:59.980]  如果你上次有來,不妨在這個channel寫個hi
[00:03:59.980 --> 00:04:02.540]  讓大家可以有些
[00:04:02.540 --> 00:04:04.860]  互動
[00:04:04.860 --> 00:04:07.420]  在這個時候
[00:04:07.420 --> 00:04:08.440]  我想
[00:04:08.440 --> 00:04:09.980]  講幾件事,第一就是
[00:04:09.980 --> 00:04:12.780]  今次我們嘗試
[00:04:12.980 --> 00:04:16.820]  看看最後能否有幾分鐘的時間
[00:04:16.820 --> 00:04:19.900]  可以跟大家有一個
[00:04:19.900 --> 00:04:21.440]  Q&A的時候
[00:04:21.440 --> 00:04:23.740]  如果你在課堂上
[00:04:23.740 --> 00:04:27.320]  你有什麼問題,不妨寫在chat
[00:04:27.320 --> 00:04:29.380]  我希望
[00:04:29.380 --> 00:04:30.660]  未有時間
[00:04:30.660 --> 00:04:31.420]  看一看
[00:04:31.420 --> 00:04:32.700]  嘗試回答
[00:04:32.700 --> 00:04:39.360]  你也要明白,時間所限,有些比較複雜的問題
[00:04:39.360 --> 00:04:41.920]  未必完全能夠幫到大家
[00:04:42.420 --> 00:04:46.780]  如剛才盧牧師所說,將來如果有一個課程
[00:04:46.780 --> 00:04:49.340]  可以在到時的時候
[00:04:49.340 --> 00:04:50.880]  回答和處理
[00:04:50.880 --> 00:04:52.920]  我希望
[00:04:52.920 --> 00:04:54.720]  不只是我去講
[00:04:54.720 --> 00:04:58.820]  就算時間上大部分都是我講的時間
[00:04:58.820 --> 00:05:01.880]  希望大家可以透過這樣的
[00:05:01.880 --> 00:05:04.440]  對話和交流
[00:05:04.440 --> 00:05:05.460]  文字上也好
[00:05:05.460 --> 00:05:07.520]  起碼我看到你
[00:05:07.980 --> 00:05:10.800]  如何去想,有什麼掙扎,有什麼挑戰
[00:05:10.800 --> 00:05:13.100]  這是對學習來說
[00:05:13.100 --> 00:05:14.380]  很重要
[00:05:14.380 --> 00:05:16.440]  也希望可以幫到大家
[00:05:16.440 --> 00:05:22.320]  如果上一次有來,你可能也會有少少
[00:05:22.320 --> 00:05:26.420]  印象
[00:05:26.420 --> 00:05:31.280]  重點在哪裏?
[00:05:31.280 --> 00:05:32.560]  今天
[00:05:32.560 --> 00:05:36.920]  和上次有些不同,上次我們用這個《源米哀歌》第三章
[00:05:37.420 --> 00:05:39.720]  如果有上過,你就記得了
[00:05:39.720 --> 00:05:43.820]  重點是因為可以透過希伯來文
[00:05:43.820 --> 00:05:46.120]  你看到每一行
[00:05:46.120 --> 00:05:49.200]  字母詩的第一個字是哪一個字
[00:05:49.200 --> 00:05:52.260]  從而看到一些可能在翻譯上
[00:05:52.260 --> 00:05:55.080]  很難的,跟不上原文次序
[00:05:55.080 --> 00:05:56.880]  比我們看不到
[00:05:56.880 --> 00:06:02.260]  作者想透過字母詩有精心的設計
[00:06:02.260 --> 00:06:04.040]  來表達
[00:06:04.040 --> 00:06:05.840]  帶出來的重點
[00:06:06.300 --> 00:06:11.420]  今晚有少少不同,我重返《創世記》第六章一到八節
[00:06:11.420 --> 00:06:13.480]  一個短的經文,可能也不是最熟悉
[00:06:13.480 --> 00:06:15.020]  因為也比較
[00:06:15.020 --> 00:06:17.320]  不知說什麼,通常這些可能
[00:06:17.320 --> 00:06:20.900]  聽過,不過可能跳過的一些經文
[00:06:20.900 --> 00:06:21.660]  我希望
[00:06:21.660 --> 00:06:24.220]  透過這個經文做兩件事
[00:06:24.220 --> 00:06:25.000]  第一
[00:06:25.000 --> 00:06:27.820]  認識原文的重要
[00:06:27.820 --> 00:06:31.900]  我有幾個例子,在這段經文裏
[00:06:31.900 --> 00:06:35.240]  給大家去看看,原來是需要用
[00:06:35.500 --> 00:06:36.520]  對原文
[00:06:36.520 --> 00:06:39.600]  有個理解和認識
[00:06:39.600 --> 00:06:40.880]  才能夠明白到
[00:06:40.880 --> 00:06:43.180]  不過這個
[00:06:43.180 --> 00:06:44.980]  我要再三強調
[00:06:44.980 --> 00:06:46.260]  如果我用
[00:06:46.260 --> 00:06:48.560]  一般的
[00:06:48.560 --> 00:06:50.860]  OIA
[00:06:50.860 --> 00:06:53.420]  嚴經的概念
[00:06:53.420 --> 00:06:55.980]  很多時
[00:06:55.980 --> 00:06:57.780]  我們想著看完原文
[00:06:57.780 --> 00:06:59.820]  我們就很快跳到A
[00:06:59.820 --> 00:07:01.880]  應用
[00:07:02.320 --> 00:07:04.640]  我看完原文,我就找到答案
[00:07:04.640 --> 00:07:05.920]  我可以更加
[00:07:05.920 --> 00:07:08.480]  將那個
[00:07:08.480 --> 00:07:11.800]  經文要講的東西,因為我認識原文
[00:07:11.800 --> 00:07:14.620]  我就可以很快地畫出來
[00:07:14.620 --> 00:07:17.680]  這個其實是一個頗大的誤解
[00:07:17.680 --> 00:07:18.960]  我
[00:07:18.960 --> 00:07:20.500]  會這樣理解
[00:07:20.500 --> 00:07:22.040]  認識原文
[00:07:22.040 --> 00:07:23.840]  其實最多
[00:07:23.840 --> 00:07:25.880]  最能夠幫到你的
[00:07:25.880 --> 00:07:27.160]  其實是一個O
[00:07:27.160 --> 00:07:28.700]  幫你observe
[00:07:28.700 --> 00:07:31.260]  觀察更深入
[00:07:31.520 --> 00:07:32.800]  平時在一個
[00:07:32.800 --> 00:07:33.580]  譯本
[00:07:33.580 --> 00:07:37.160]  甚至乎你用幾個譯本做個比對的時候
[00:07:37.160 --> 00:07:41.000]  都未必能夠見得到或者可以確定得到
[00:07:41.000 --> 00:07:42.020]  的一些訊息
[00:07:42.020 --> 00:07:44.080]  是observation
[00:07:44.080 --> 00:07:45.360]  觀察
[00:07:45.360 --> 00:07:47.660]  有些時候
[00:07:47.660 --> 00:07:48.420]  OK
[00:07:48.420 --> 00:07:52.260]  都未必是
[00:07:52.260 --> 00:07:54.560]  兩成三成的時候
[00:07:54.560 --> 00:07:55.600]  可能
[00:07:55.600 --> 00:07:56.480]  你會
[00:07:56.480 --> 00:07:58.400]  因著你對原文的認識
[00:07:58.400 --> 00:07:59.940]  對那個interpretation
[00:07:59.940 --> 00:08:01.220]  對那個解釋
[00:08:01.680 --> 00:08:02.960]  可以有確定多少少
[00:08:02.960 --> 00:08:05.780]  但是
[00:08:05.780 --> 00:08:07.320]  我很想強調的是
[00:08:07.320 --> 00:08:09.620]  其實你去認識原文
[00:08:09.620 --> 00:08:11.920]  你看回原文
[00:08:11.920 --> 00:08:14.220]  去明白那段經文
[00:08:14.220 --> 00:08:16.280]  其實最能幫到你的是observation
[00:08:16.280 --> 00:08:18.320]  有時我們要
[00:08:18.320 --> 00:08:22.160]  自我收斂少少,有時跳得太快了
[00:08:22.160 --> 00:08:23.200]  去應用
[00:08:23.200 --> 00:08:26.000]  停下來慢一慢
[00:08:26.000 --> 00:08:27.540]  首先的
[00:08:27.540 --> 00:08:29.320]  幫下自己
[00:08:30.260 --> 00:08:31.280]  可不可以看到一些
[00:08:31.280 --> 00:08:32.060]  平時
[00:08:32.060 --> 00:08:34.620]  我當大家看中文譯本或英文譯本
[00:08:34.620 --> 00:08:36.400]  未必能夠看到的東西
[00:08:36.400 --> 00:08:38.200]  這個是第一點
[00:08:38.200 --> 00:08:39.740]  帶著這個心態
[00:08:39.740 --> 00:08:40.760]  我相信
[00:08:40.760 --> 00:08:43.060]  今晚的示範
[00:08:43.060 --> 00:08:47.160]  或者將來你繼續學習希伯來文或者希臘文也好
[00:08:47.160 --> 00:08:48.700]  其實是會幫到大家
[00:08:48.700 --> 00:08:52.280]  不是直接去到應用
[00:08:52.280 --> 00:08:53.600]  而是幫我們
[00:08:53.600 --> 00:08:55.140]  豐富我們的觀察
[00:08:55.140 --> 00:08:56.920]  觀察一些平時看不到的東西
