
[00:00:00.000 --> 00:00:02.360]  包括我們這個聚會裡面
[00:00:02.360 --> 00:00:06.920]  我們根據記錄發現原來不單止是加拿大
[00:00:06.920 --> 00:00:09.800]  不單止是多倫多裡面的弟兄姊妹來參加
[00:00:09.800 --> 00:00:13.760]  甚至是加拿大其他各省都有人來參加的
[00:00:13.760 --> 00:00:15.560]  也都在美國裡面
[00:00:15.560 --> 00:00:20.360]  也都在世界各地有部分的弟兄姊妹是不同的國家
[00:00:20.360 --> 00:00:23.640]  我們都是歡迎大家來到我們當中
[00:00:23.640 --> 00:00:27.240]  我知道你們現在在不同的時區
[00:00:27.240 --> 00:00:30.840]  可能都在未天黑的地方也不一定
[00:00:30.840 --> 00:00:33.720]  或者是在另外一些時間我們也不知道
[00:00:33.720 --> 00:00:35.040]  歡迎大家
[00:00:35.040 --> 00:00:41.000]  有些弟兄姊妹可能是第一次參加我們建築中心裡面的講座
[00:00:41.000 --> 00:00:42.680]  用一個很簡單的介紹一下
[00:00:42.680 --> 00:00:46.640]  建築中心的一些情況是什麼
[00:00:46.640 --> 00:00:51.120]  加拿大建築中心就是一個基於多倫多
[00:00:51.120 --> 00:00:58.600]  根據多倫多的一個機構提供不同程度的神學教育
[00:00:58.600 --> 00:01:03.280]  我們是和香港建築神學院有一個很密切的關係
[00:01:03.280 --> 00:01:07.160]  香港建築神學院是我們堅強的後盾
[00:01:07.160 --> 00:01:11.560]  這裡在螢光幕大家可以看到一個網站
[00:01:11.560 --> 00:01:16.440]  就是www.abscc.org
[00:01:16.440 --> 00:01:18.680]  請大家也記下它
[00:01:18.680 --> 00:01:21.800]  你收到我們的電郵其實也會大概有些印象
[00:01:21.800 --> 00:01:28.200]  這個網站裡面有很多資料關於我們中心的工作
[00:01:28.200 --> 00:01:32.440]  最近有什麼新的科目提供
[00:01:32.440 --> 00:01:35.240]  我們提供的神學教育科目
[00:01:35.240 --> 00:01:38.200]  有很多不同的水平
[00:01:38.200 --> 00:01:40.280]  有正書的水平
[00:01:40.280 --> 00:01:41.760]  有中級的水平
[00:01:41.760 --> 00:01:45.320]  也有碩士水平的科目
[00:01:45.320 --> 00:01:55.280]  你進入這個網站裡面就會看到課程裡面的簡介
[00:01:55.280 --> 00:02:02.120]  我們最近期的科目有牽涉到教會歷史
[00:02:02.120 --> 00:02:06.240]  有牽涉到基督教教育
[00:02:06.240 --> 00:02:08.720]  也有中國教會史
[00:02:08.720 --> 00:02:12.920]  也會牽涉到一些神學的課程
[00:02:12.920 --> 00:02:15.360]  歡迎大家進入這個網站裡面
[00:02:15.360 --> 00:02:18.600]  就會詳細知道我們的狀況
[00:02:18.600 --> 00:02:21.640]  今晚的講題
[00:02:21.640 --> 00:02:24.560]  就是和希伯來文有關
[00:02:24.560 --> 00:02:29.000]  你看到講題你會發現有一個字是括弧的
[00:02:29.000 --> 00:02:30.680]  就是示範一
[00:02:30.680 --> 00:02:35.480]  就是說有示範一就是有示範二
[00:02:35.480 --> 00:02:37.680]  我想大家都可以想到
[00:02:37.680 --> 00:02:41.080]  我們大概在兩個月之後
[00:02:41.080 --> 00:02:44.720]  就會再邀請今晚的講員李浩然牧師
[00:02:44.720 --> 00:02:47.320]  再講示範二
[00:02:47.320 --> 00:02:50.400]  李牧師的簡介你也會收到的
[00:02:50.400 --> 00:02:52.160]  這個消息
[00:02:52.160 --> 00:02:57.480]  他在不同的地方也教授希伯來文
[00:02:57.480 --> 00:03:02.560]  大家都知道希伯來文是《舊約聖經》裡面一個重要的原文
[00:03:02.560 --> 00:03:07.520]  今晚我們很榮幸有李牧師在我們當中
[00:03:07.520 --> 00:03:09.480]  李牧師是非常年輕的
[00:03:09.480 --> 00:03:10.960]  大家可以看到
[00:03:10.960 --> 00:03:14.360]  他今晚大概會用一個小時
[00:03:14.360 --> 00:03:20.960]  來分享耶利米哀歌第三章
[00:03:20.960 --> 00:03:23.640]  來講簡易希伯來文
[00:03:23.640 --> 00:03:27.080]  如何幫助我們去研讀聖經
[00:03:27.080 --> 00:03:33.760]  我估計大家都已經印了講義
[00:03:33.760 --> 00:03:35.040]  印了講義出來
[00:03:35.040 --> 00:03:37.560]  然後聽李牧師講解
[00:03:37.560 --> 00:03:39.320]  就會相得益彰
[00:03:39.320 --> 00:03:42.720]  我想我介紹李牧師到這裡
[00:03:42.720 --> 00:03:46.080]  不如請李牧師自己加上什麼
[00:03:46.080 --> 00:03:47.720]  請他自己加
[00:03:47.720 --> 00:03:52.840]  現在我把時間交給李牧師
[00:03:52.840 --> 00:03:53.840]  李牧師
[00:03:53.840 --> 00:03:56.120]  謝謝,謝謝李牧師
[00:03:56.120 --> 00:03:57.920]  絕對不年輕的我
[00:03:57.920 --> 00:04:00.040]  不是你,大家差不多年紀
[00:04:00.040 --> 00:04:04.400]  不過很開心,謝謝李牧師,謝謝見到中心
[00:04:04.400 --> 00:04:06.720]  有這個機會給我去分享
[00:04:06.720 --> 00:04:09.640]  如果有什麼可以加上
[00:04:09.640 --> 00:04:12.040]  我是很喜歡看原文
[00:04:12.040 --> 00:04:15.080]  無論希伯來文或者希列文
[00:04:15.080 --> 00:04:19.000]  我自己特別都比較偏向喜歡希伯來文
[00:04:19.000 --> 00:04:22.520]  或者希望你都可以咀嚼多一點
[00:04:22.520 --> 00:04:28.040]  其實你再去看多幾眼的時候
[00:04:28.040 --> 00:04:31.480]  或者我相信大家都懂得讀中文
[00:04:31.480 --> 00:04:33.280]  起碼懂得聽得懂我說什麼
[00:04:33.280 --> 00:04:38.400]  你會發覺那個詩意、意象其實很濃厚
[00:04:38.400 --> 00:04:40.880]  所以亦代表那個空間
[00:04:40.880 --> 00:04:42.360]  你可以去想像
[00:04:42.360 --> 00:04:45.560]  可以去看得見
[00:04:45.560 --> 00:04:46.880]  真實一點
[00:04:46.880 --> 00:04:50.360]  聖經背後想帶出來的意思
[00:04:50.360 --> 00:04:52.000]  其實是空間很大
[00:04:52.000 --> 00:04:54.080]  這件事是吸引我的地方
[00:04:54.080 --> 00:04:58.800]  所以我自己無論有時講道、查經也好
[00:04:58.800 --> 00:05:03.200]  其實我都會很願意抽一些時間
[00:05:03.200 --> 00:05:05.880]  extra的時間來看原文
[00:05:05.880 --> 00:05:10.320]  因為我發覺那個能夠去啄真的味道
[00:05:10.320 --> 00:05:13.120]  是遠遠超過你看一個翻譯本
[00:05:13.120 --> 00:05:15.400]  我希望透過今晚的示範
[00:05:15.400 --> 00:05:18.640]  都可以給到大家淺嘗一點
[00:05:18.640 --> 00:05:21.160]  亦都希望可以鼓勵大家
[00:05:21.160 --> 00:05:22.440]  在未來日子裏面
[00:05:22.440 --> 00:05:24.680]  今晚會介紹一些工具
[00:05:24.680 --> 00:05:27.280]  你都可以有方法
[00:05:27.280 --> 00:05:31.800]  起碼去啄多一點希伯來文
[00:05:31.800 --> 00:05:32.600]  好嗎?
[00:05:32.600 --> 00:05:36.840]  好,我們就事不宜遲了
[00:05:36.840 --> 00:05:40.920]  今晚時間不長
[00:05:40.920 --> 00:05:47.360]  所以我會用《別人的愛》第三章來做一個示範
[00:05:47.360 --> 00:05:50.200]  而這個的
[00:05:50.200 --> 00:05:51.080]  大家看到了
[00:05:51.080 --> 00:05:53.120]  這個的示範
[00:05:53.120 --> 00:05:56.720]  我主要其實是這樣的
[00:05:56.720 --> 00:05:59.520]  (怎麼去了這裡)
