
[00:00:00.000 --> 00:00:02.000]  接下來是經訓
[00:00:02.000 --> 00:00:08.720]  今天的經文是舊約聖經第462頁
[00:00:08.720 --> 00:00:14.520]  經文是列王記下六章一到七節
[00:00:14.520 --> 00:00:16.520]  請聽我讀
[00:00:16.520 --> 00:00:45.800]  (國語)先知門徒對以利沙說:看啊,我們和你所住的地方過於窄小,求你容我們往約旦河去,各人從那裡取一斤木料建造房屋居住。他說:你們去吧。有一人說:求你與僕人同去。回答說:我可以去。於是以利沙與他們同去,到了約旦河就砍伐樹木。
[00:00:45.800 --> 00:01:07.680]  有一人砍樹的時候,斧頭掉在水裡。他就呼叫說:哀哉!我的時候,斧頭掉在水裡。他就呼叫說:哀哉!我主啊,這斧子是借的。神人問說:掉在哪裡了?他將那地方指給以利沙看。
[00:01:07.680 --> 00:01:18.560]  以利沙砍了一斤木頭,拋在水裡,斧頭就飄上來了。以利沙說:拿起來吧!那人就伸手拿起來了。
[00:01:26.560 --> 00:01:46.240]  各位姐妹平安!多多少少都有類似剛才經文所說的經歷,你不見了一些你覺得很重要的東西,然後你呼求上帝,上帝又很奇妙地幫你找回。有沒有試過這些經歷?多多少少有。
[00:01:46.240 --> 00:02:09.920]  我記得很久以前也有跟大家分享過一個故事,就是以前我戴隱形眼鏡,還未拍拖的時候,可能是想帥一點。有一次戴著隱形眼鏡打籃球,比賽來的,打到差不多完場前一兩分鐘左右,突然跟別人爭球的時候,戳掉了一隻。
[00:02:09.920 --> 00:02:29.600]  大家有沒有試過見隱形眼鏡去找的經驗?找到的機會大一點還是小一點?不容易,在家裡可能容易找,但你想像在籃球場中場,比賽還未完的時候,你又不能叫暫停,要撿回眼鏡才找,是不可以的。
[00:02:29.600 --> 00:02:59.280]  你只能夠呼求上帝那一刻,就是上帝,這副眼鏡不是借回來的,是買了無奈的,怎麼辦呢?於是一兩分鐘過後,吹完球,突然站在中場,一看見有東西反光,見到有隻隱形眼鏡,有一隻,大概你也不會想,是不是我的呢?先撿起來,撿了回去,當然沒有可能立刻戴,之後洗乾淨,戴回去。
[00:02:59.280 --> 00:03:23.280]  你又覺得這次倒數對,我只能夠當這隻眼鏡是我的,不是其他人的。也能體會到上帝那一刻,不是純粹幫自己找回一副眼鏡,找回隱形眼鏡,而是你更加體會到,當你在急難的時候,呼求上帝,上帝真的會回應,上帝真的會顯現他和你是同在,他是多麼真實。
[00:03:23.280 --> 00:03:45.760]  所以那一次數年經驗,我想價值遠勝於那隻隱形眼鏡,比起那副隱形眼鏡貴重得多。同樣,今天我們看這段經文,其實焦點表面上好像是,善至以利沙,透過神蹟,幫他的僕人找回那副不見了的斧頭,表面上好像是這樣。
[00:03:45.760 --> 00:04:00.800]  但當我們看深一點的時候,你會發現,其實這個神蹟是要顯明,上帝,或者說我們的主,是很願意和他的子民同行,並且很樂意介入他們的生活當中。
[00:04:00.800 --> 00:04:15.840]  當我們看這段經文的時候,你會留意到,他有一個背景,居住的環境不足,於是一班先知門徒就打算自發前往約旦河,來砍伐樹木,建造房屋。
[00:04:15.840 --> 00:04:26.960]  這個自發行動其實是很好的,不過你看到他們都不敢擅作主張,他們首先尊重他們的主人以利沙,問准,請求他批准。
[00:04:26.960 --> 00:04:41.600]  結果你看到,以利沙很爽快地答應他們,你們去吧。而在這個時候,你會看到經文突顯,有一個門徒是與別不同的,他請求以利沙和他們一起去。
[00:04:41.600 --> 00:04:50.800]  以利沙同樣很爽快地答應,於是一班人就好好的前往約旦河,砍伐樹木,建造房屋。
[00:04:50.800 --> 00:04:58.560]  在這裡你會發現,雖然短短幾個經文,在同一件事裡面有兩班門徒,有一班是怎樣的呢?
[00:04:58.560 --> 00:05:13.120]  絕大部分的門徒只是向以利沙說了自己的計劃和想法,然後期望以利沙准許他們自行前往執行,這是大多數的門徒的想法。
[00:05:13.120 --> 00:05:17.120]  問准主人,沒有想邀請主人和他們一起去。
[00:05:17.120 --> 00:05:20.480]  為什麼會這樣呢?為什麼不需要邀請主人和他們一起去呢?
[00:05:20.480 --> 00:05:25.120]  經文裡面沒有很清楚的交代,不過我們可以試試跟他們回答。
[00:05:25.120 --> 00:05:31.360]  有什麼可能呢?可能他們忘記了,太匆忙了,忘記了邀請以利沙一起去。
[00:05:31.360 --> 00:05:39.520]  又或者可能都知道以利沙是顯赫的大先知,事務一定是很繁忙的,是吧?
[00:05:39.520 --> 00:05:44.800]  沒空陪我們,所以還是不要搞擾他了。
[00:05:44.800 --> 00:05:52.960]  又或者其實我們都相信主人應該不是斬柴,不是做巢夫出身的,也不是做建築的。
[00:05:52.960 --> 00:06:00.000]  所以對砍伐樹木建屋這些工作,其實應該叫他去也幫不了什麼忙。
[00:06:00.000 --> 00:06:07.680]  又或者可能更加簡單直接就是,其實斬樹這麼小事,自己都能搞定。
[00:06:07.680 --> 00:06:13.680]  既然自己應付到,就不需要勞煩主人和我們一起去了。
[00:06:13.680 --> 00:06:21.280]  我們看到有可能很多的原因,但是無論如何,主人以利沙沒有硬要跟著去。
[00:06:21.280 --> 00:06:23.840]  既然你們沒有邀請,那就隨便他吧。
[00:06:23.840 --> 00:06:30.240]  他讓他們自己去完成工作,這是大多數門徒和主人的互動。
[00:06:30.240 --> 00:06:34.960]  不過你會看到有一位門徒是經文裡面凸顯的,
[00:06:34.960 --> 00:06:39.040]  就是他在這件事上,你會發覺他是不是屬於少數?
[00:06:39.040 --> 00:06:43.520]  他是的,在這群的群體裡面,他是異類。
[00:06:43.520 --> 00:06:48.080]  因為只有他期望不單單主人應運他們的計劃,
[00:06:48.080 --> 00:06:51.280]  他還會希望主人和他們一起去。
[00:06:51.280 --> 00:06:54.320]  為什麼他有這個需要呢?
[00:06:54.320 --> 00:07:02.480]  很可能是他沒有斬柴伐木的經驗,又或者他自己知道體力一般般,
[00:07:02.480 --> 00:07:10.960]  又或者他本身都是鵪鶉底,很害怕的工作,擔心會有危險,會出意外。
[00:07:10.960 --> 00:07:15.040]  所以覺得找主人一起去,自己會安心一點。
[00:07:15.040 --> 00:07:18.240]  覺得這樣凡事會順利穩妥一點。
[00:07:18.240 --> 00:07:24.480]  同樣無論如何,你看到主人伊麗莎沒有拒絕這個僕人的請求,
[00:07:24.480 --> 00:07:29.600]  她很樂意和他們一起去,接受這個邀請。
[00:07:29.600 --> 00:07:35.280]  弟兄姊妹,在這裡我們看到兩種僕人和主人的互動方式,
[00:07:35.280 --> 00:07:39.680]  哪一種較為近似我們和上帝的關係呢?
[00:07:39.680 --> 00:07:41.920]  其實都頗值得去想。
[00:07:41.920 --> 00:07:46.080]  不知道大家以前信主的時候有沒有這樣的體會,
[00:07:46.080 --> 00:07:51.760]  可能你事無大小,你都會向上帝說,
[00:07:51.760 --> 00:07:57.680]  甚至你有本靈修筆記,每天都記下你和上帝的互動,
[00:07:57.680 --> 00:08:00.960]  什麼你都很想和上帝分享,想他知道,
[00:08:00.960 --> 00:08:04.880]  你很想上帝帶領你走前面每一步,
[00:08:04.880 --> 00:08:08.960]  不過可能回教會久了,一年兩年之後,
[00:08:08.960 --> 00:08:14.080]  我們對教會的聚會越來越熟悉,知道如何運作,
[00:08:14.080 --> 00:08:16.320]  我們和弟兄姊妹又越來越熟絡,
[00:08:16.320 --> 00:08:21.520]  侍奉的經驗亦累積得越來越多,自信心大了,
[00:08:21.520 --> 00:08:26.000]  但和上帝的關係會否因此變得世故了呢?
[00:08:26.000 --> 00:08:31.680]  會否漸漸覺得,這麼小的事自己就能處理,
[00:08:31.680 --> 00:08:38.640]  不用動都去麻煩上帝,不用動也找他。
[00:08:38.640 --> 00:08:40.720]  確實是的,不難理解,
[00:08:40.720 --> 00:08:45.600]  可能我們今天都用這個模式和上帝互動,
[00:08:45.600 --> 00:08:51.520]  譬如你拿著很多重物,其實你很需要人幫忙,
[00:08:51.520 --> 00:08:53.520]  剛好有弟兄姊妹經過,看到,
[00:08:53.520 --> 00:08:55.840]  「需要幫忙嗎?我們一起拿吧。」
[00:08:55.840 --> 00:09:00.800]  於是你很快就會衡量自己能否應付,能否處理,
[00:09:00.800 --> 00:09:04.080]  能處理的,你就會勸對方,
[00:09:04.080 --> 00:09:07.200]  「不用了,我能處理,多謝你。」
[00:09:07.200 --> 00:09:10.000]  可能是出於禮貌,或為他人設想,
[00:09:10.000 --> 00:09:14.000]  不想小小事都開口,麻煩別人,對不對?
[00:09:14.000 --> 00:09:19.280]  確實,這是一個好的做人態度,好的處事方式,
[00:09:19.280 --> 00:09:26.000]  不過,我們和上帝的關係,會否經常都這麼客客氣氣呢?
