
[00:00:00.000 --> 00:00:02.920]  今日經訓記載在《馬可福音》
[00:00:02.920 --> 00:00:05.440]  六章三十至四十字
[00:00:05.440 --> 00:00:09.440]  有關耶穌給五千人吃飽的神蹟
[00:00:09.440 --> 00:00:11.720]  請聽神的話
[00:00:11.720 --> 00:00:15.080]  「使徒聚集到耶穌那裡
[00:00:15.080 --> 00:00:17.080]  將一切所作的事
[00:00:17.080 --> 00:00:19.600]  所傳的道傳告訴他
[00:00:19.600 --> 00:00:21.200]  他就說
[00:00:21.200 --> 00:00:22.600]  『你們來
[00:00:22.600 --> 00:00:26.360]  給我暗暗的到曠野地方去掀一掀
[00:00:27.200 --> 00:00:30.200]  這是因為來往的人多
[00:00:30.200 --> 00:00:33.200]  他們連吃飯也沒有功夫
[00:00:33.200 --> 00:00:35.200]  他們就坐船
[00:00:35.200 --> 00:00:38.000]  暗暗的往曠野地方去
[00:00:38.000 --> 00:00:41.000]  眾人看見他們去
[00:00:41.000 --> 00:00:43.400]  有許多認識他們的
[00:00:43.400 --> 00:00:45.400]  就從各城步行
[00:00:45.400 --> 00:00:47.400]  一同跑到那裡
[00:00:47.400 --> 00:00:52.400]  被他們先趕到了
[00:00:52.400 --> 00:00:54.000]  耶穌出來
[00:00:54.000 --> 00:00:55.400]  見有許多的人
[00:00:55.400 --> 00:00:57.000]  就憐憫他們
[00:00:57.000 --> 00:01:01.000]  因為他們如同羊沒有牧人一般
[00:01:01.000 --> 00:01:05.000]  於是開口教訓他們許多道理
[00:01:05.000 --> 00:01:07.000]  天已經晚了
[00:01:07.000 --> 00:01:10.000]  門徒遵前來說
[00:01:10.000 --> 00:01:11.000]  『這是野地
[00:01:11.000 --> 00:01:13.000]  天已經晚了
[00:01:13.000 --> 00:01:15.000]  請叫眾人散開
[00:01:15.000 --> 00:01:19.000]  他們好往四面鄉村裡去
[00:01:19.000 --> 00:01:21.000]  自己買什麼吃』
[00:01:21.000 --> 00:01:23.000]  耶穌回答說
[00:01:23.000 --> 00:01:26.000]  『你們給他們吃飽
[00:01:26.000 --> 00:01:28.000]  他們就吃飽』
[00:01:28.000 --> 00:01:29.000]  門徒說
[00:01:29.000 --> 00:01:30.000]  『我們可以去買
[00:01:30.000 --> 00:01:34.000]  二十兩銀子的餅給他們吃嗎?』
[00:01:34.000 --> 00:01:36.000]  耶穌說
[00:01:36.000 --> 00:01:40.000]  『你們有多少餅可以去看看?』
[00:01:40.000 --> 00:01:42.000]  他們知道了
[00:01:42.000 --> 00:01:46.000]  就說『五個餅、兩條魚』
[00:01:46.000 --> 00:01:48.000]  耶穌吩咐他們
[00:01:48.000 --> 00:01:52.000]  叫眾人一幫一幫的坐在青草地上
[00:01:52.000 --> 00:01:55.000]  眾人就一排一排的坐下
[00:01:55.000 --> 00:01:57.000]  有一百一排的
[00:01:57.000 --> 00:01:59.000]  有五十一排的
[00:01:59.000 --> 00:02:03.000]  耶穌來著這五個餅、兩條魚
[00:02:03.000 --> 00:02:05.000]  望著天祝福
[00:02:05.000 --> 00:02:06.000]  抹開餅
[00:02:06.000 --> 00:02:10.000]  第二級門徒擺在眾人面前
[00:02:10.000 --> 00:02:13.000]  也擺那兩條魚分給眾人
[00:02:13.000 --> 00:02:15.000]  他們都吃
[00:02:15.000 --> 00:02:17.000]  並且吃飽了
[00:02:17.000 --> 00:02:21.000]  門徒就把碎餅碎魚收拾起來
[00:02:21.000 --> 00:02:24.000]  裝滿了十二個籃子
[00:02:24.000 --> 00:02:28.000]  吃餅的男人共有五千
[00:02:28.000 --> 00:02:30.000]  聖經獨笔
[00:02:30.000 --> 00:02:42.000]  弟兄姊妹平安
[00:02:42.000 --> 00:02:44.000]  五餅二魚這個故事
[00:02:44.000 --> 00:02:45.000]  相信大家都知道
[00:02:45.000 --> 00:02:48.000]  是耶穌基督所行的眾多神蹟裡
[00:02:48.000 --> 00:02:53.000]  唯一一個同時收錄在四卷的福音書裡
[00:02:53.000 --> 00:02:57.000]  反映這個故事對每一個福音書作者來說
[00:02:57.000 --> 00:02:59.000]  或對初期教會來說
[00:02:59.000 --> 00:03:01.000]  是一個極大的意義
[00:03:01.000 --> 00:03:02.000]  事實上你會留意到
[00:03:02.000 --> 00:03:05.000]  福音書作者有意引導
[00:03:05.000 --> 00:03:07.000]  每一個看這個故事的人
[00:03:07.000 --> 00:03:09.000]  他們很不其然地將
[00:03:09.000 --> 00:03:12.000]  耶穌在曠野餵飽五千人的神蹟
[00:03:12.000 --> 00:03:14.000]  聯想到上帝昔日
[00:03:14.000 --> 00:03:17.000]  同樣在曠野透過赤下馬那
[00:03:17.000 --> 00:03:20.000]  來餵養群眾這一幕的景象
[00:03:20.000 --> 00:03:23.000]  顯示出耶穌基督就是上帝
[00:03:23.000 --> 00:03:25.000]  所差派來的那一位大牧人
[00:03:25.000 --> 00:03:28.000]  要將生命的糧賜給每一位百姓
[00:03:28.000 --> 00:03:31.000]  至於五餅二魚裡同時記載著
[00:03:31.000 --> 00:03:34.000]  耶穌如何使用那五個餅
[00:03:34.000 --> 00:03:36.000]  拿起餅內,捉藉料,
[00:03:36.000 --> 00:03:38.000]  打開遞給門徒
[00:03:38.000 --> 00:03:41.000]  亦很自然地讓每一個讀者聯想到
[00:03:41.000 --> 00:03:42.000]  在初期教會裡
[00:03:42.000 --> 00:03:46.000]  他們每一次手煮餐的時候的景象
[00:03:46.000 --> 00:03:48.000]  所以你會看到
[00:03:48.000 --> 00:03:51.000]  五餅二魚這個神蹟對初期教會來說
[00:03:51.000 --> 00:03:54.000]  特別是那些昔日沒有親眼見過耶穌基督
[00:03:54.000 --> 00:03:56.000]  未曾和祂一起生活過
[00:03:56.000 --> 00:03:58.000]  經歷過的信徒來說
[00:03:58.000 --> 00:04:00.000]  其實別具意義
[00:04:00.000 --> 00:04:01.000]  提醒他們
[00:04:01.000 --> 00:04:03.000]  耶穌就是上帝所差派來
[00:04:03.000 --> 00:04:05.000]  那位世間的終極好牧人
[00:04:05.000 --> 00:04:08.000]  又是那位的救主尼塞亞
[00:04:08.000 --> 00:04:11.000]  並且將來祂要是那位天國賢直的主人
[00:04:11.000 --> 00:04:14.000]  幫助每一位信徒
[00:04:14.000 --> 00:04:16.000]  藉著這個盼望
[00:04:16.000 --> 00:04:20.000]  他們可以有力量面對當時生活中的種種挑戰
[00:04:20.000 --> 00:04:23.000]  或者在信仰中所帶來的衝擊
[00:04:23.000 --> 00:04:25.000]  而對今天的我們而言
[00:04:25.000 --> 00:04:27.000]  五餅二魚這個故事
[00:04:27.000 --> 00:04:29.000]  確實我們已經聽過很多遍
[00:04:29.000 --> 00:04:31.000]  耳熟能詳可以說
[00:04:31.000 --> 00:04:33.000]  但是上帝的話語
[00:04:33.000 --> 00:04:36.000]  我相信今天仍然要啟迪我們
[00:04:36.000 --> 00:04:38.000]  所以我們一起去看
[00:04:38.000 --> 00:04:42.000]  今天馬可他怎樣記載五餅二魚這個故事
[00:04:42.000 --> 00:04:43.000]  在他的福音書裡
[00:04:43.000 --> 00:04:45.000]  你會看到有一個背景
[00:04:45.000 --> 00:04:47.000]  就是耶穌基督在差派
[00:04:47.000 --> 00:04:48.000]  十二個門徒
[00:04:48.000 --> 00:04:51.000]  兩個兩個出去傳道趕鬼
[00:04:51.000 --> 00:04:53.000]  然後他們聚集了
[00:04:53.000 --> 00:04:55.000]  一起回到耶穌基督的面前
[00:04:55.000 --> 00:04:57.000]  回報他們所工作的一切
[00:04:57.000 --> 00:04:59.000]  耶穌也很體恤
[00:04:59.000 --> 00:05:01.000]  這一班門徒都辛苦了一整天
[00:05:01.000 --> 00:05:02.000]  非常疲倦
[00:05:02.000 --> 00:05:05.000]  經文裡也記載他們連飯都未吃
[00:05:05.000 --> 00:05:08.000]  所以他就吩咐門徒我們一起上船
[00:05:08.000 --> 00:05:10.000]  退到曠野去
[00:05:10.000 --> 00:05:11.000]  打算去揭一下
[00:05:11.000 --> 00:05:16.000]  不過耶穌這個計劃也落空了
[00:05:16.000 --> 00:05:18.000]  事實上他和門徒
[00:05:18.000 --> 00:05:21.000]  無論是傳道治病趕鬼的那一刻
[00:05:21.000 --> 00:05:23.000]  大眾都有目共睹
[00:05:23.000 --> 00:05:25.000]  令到可以說耶穌和他十二個門徒
[00:05:25.000 --> 00:05:27.000]  人氣都飆升
[00:05:27.000 --> 00:05:29.000]  他們的一舉一動
[00:05:29.000 --> 00:05:32.000]  很自然也受到當時普羅大眾的注意
[00:05:32.000 --> 00:05:35.000]  群眾看到耶穌他們上船離開了
[00:05:35.000 --> 00:05:37.000]  於是他們就像現在追星一樣
[00:05:37.000 --> 00:05:40.000]  他們就從陸路來追蹤著耶穌
[00:05:40.000 --> 00:05:44.000]  我們說通常粉絲行動迅速
[00:05:44.000 --> 00:05:46.000]  一定是被追捧的明星
[00:05:46.000 --> 00:05:48.000]  往往早到一步現場
[00:05:48.000 --> 00:05:52.000]  你看到當耶穌在船上出來的時候
[00:05:52.000 --> 00:05:55.000]  他就看到原來廣大的群眾
[00:05:55.000 --> 00:05:57.000]  已經在曠野恭候他們
[00:05:57.000 --> 00:06:01.000]  事實上耶穌本來是打算退休的
[00:06:01.000 --> 00:06:04.000]  他可以有充足的理由我們上船
[00:06:04.000 --> 00:06:08.000]  我們去另一個地方避開這班群眾
[00:06:08.000 --> 00:06:10.000]  不過經文記載
[00:06:10.000 --> 00:06:15.000]  耶穌卻是憐憫這班他所見到的百姓
[00:06:15.000 --> 00:06:17.000]  馬科音很特別
[00:06:17.000 --> 00:06:20.000]  他給其餘福音書記載了一些細節
[00:06:20.000 --> 00:06:23.000]  就是耶穌選擇了憐憫
[00:06:23.000 --> 00:06:28.000]  原因是因為耶穌見到這班群眾
[00:06:28.000 --> 00:06:31.000]  如同羊沒有牧人一般
[00:06:31.000 --> 00:06:33.000]  這一句是馬科音裡面獨有的
[00:06:33.000 --> 00:06:36.000]  事實上如同羊沒有牧人
[00:06:36.000 --> 00:06:40.000]  不單止是舊約所提到的主題
[00:06:40.000 --> 00:06:42.000]  其實翻開舊約聖經
