
[00:00:00.000 --> 00:00:19.000]  今日經訓記載於《路加福音》第十三章十至二十一節
[00:00:19.000 --> 00:00:23.000]  在《新約聖經》一百零三頁
[00:00:23.000 --> 00:00:25.000]  請聽我讀出
[00:00:25.000 --> 00:00:37.000]  「安息日,耶穌在會堂裡教訓人,有一個女人被鬼附著,病了十八年,腰彎得一點直不起來。
[00:00:37.000 --> 00:00:52.000]  耶穌看見,便叫過她來,對她說:女人,你脫離這病了。於是用兩隻手按著她,她立刻直起腰來,就歸榮耀於神。
[00:00:52.000 --> 00:01:07.000]  管會堂的因為耶穌在安息日治病,就氣憤憤地對眾人說:有六日應當作供,那六日之內可以來求醫,在安息日卻不可。
[00:01:07.000 --> 00:01:17.000]  主說:假冒為善的人啊!難道你們各人在安息日不解開曹上的牛奴牽去飲嗎?
[00:01:17.000 --> 00:01:28.000]  況且這女人本是亞伯拉罕的後裔,被撒旦捆綁了這十八年,不當在安息日解開她的綁嗎?
[00:01:28.000 --> 00:01:48.000]  耶穌說:她的敵人都慚愧了,眾人因她所行一切榮耀的事,就都氣憤了。聖經讀筆。
[00:01:53.000 --> 00:02:07.000]  請姐妹平安,今天我們繼續按著這個主題門徒生命力的教導去思想下,究竟當我們跟從耶穌的路裏面,怎樣產生這份影響力。
[00:02:07.000 --> 00:02:13.000]  但一開始的時候,不知道大家去想這個系列的時候有沒有一個疑問,就是門徒,
[00:02:13.000 --> 00:02:21.000]  當我在校園裏面以前去傳科音的時候,有些人都會問,你們基督徒是不是十八變成整天身份都不同呢?
[00:02:21.000 --> 00:02:28.000]  一時又說自己是信徒,一時又說有些是使徒,一時又說是聖徒,然後又說是門徒。
[00:02:28.000 --> 00:02:33.000]  嘩!這麼多徒,又是基督徒,究竟是怎樣解釋的呢?就問我這個問題。
[00:02:33.000 --> 00:02:43.000]  其實在很多人的眼中,都以為門徒是給那些很認真的信仰,我做信徒就行了,我信就行了。
[00:02:43.000 --> 00:02:48.000]  然後那些聖徒更厲害,嘩!一定是談一些很厲害的事,所以就叫聖徒了。
[00:02:48.000 --> 00:02:53.000]  但是當你回到聖經裏面的時候,一開始的時候都沒有這樣分,
[00:02:53.000 --> 00:03:00.000]  其實每一個不同的什麼徒什麼徒的身份,都是我們每一個跟從耶穌的人的特質,
[00:03:00.000 --> 00:03:07.000]  並且按著不同的一些情況去形容我們的時候,就有不同的名稱了。
[00:03:07.000 --> 00:03:12.000]  所以當我們今天講到這個門徒生命力的教導的時候,其實你不要馬上就想,
[00:03:12.000 --> 00:03:19.000]  都是給那些很認真信仰的人去聽,其實當你跟從耶穌,相信耶穌那一刻,
[00:03:19.000 --> 00:03:24.000]  這個生命力的教導都已經在我們生命裏面去產生。
[00:03:24.000 --> 00:03:33.000]  即使我們可能來自不同的背景,可能有不同的社會背景,性別或者工作等等的事,
[00:03:33.000 --> 00:03:40.000]  但是我們都同樣可以在這個段落,這些教導裏面得著這個教導。
[00:03:40.000 --> 00:03:48.000]  正如這段時間我們用著耶穌在耶路撒冷的路上所做的神蹟和一些教導裏面,
[00:03:48.000 --> 00:03:53.000]  其實都不斷更新著我們一些價值觀,一些生命的看法。
[00:03:53.000 --> 00:04:01.000]  所以當我們要成為一個門徒的時候,一定要讓上帝去動到我們裏面的一些看法,
[00:04:01.000 --> 00:04:04.000]  才是一個門徒的生命的塗造。
[00:04:04.000 --> 00:04:11.000]  記住,路加他記下這些事,不是只是讓我們知道,哇,耶穌很厲害,
[00:04:11.000 --> 00:04:14.000]  行了這樣的神蹟,OK,我知道就算了。
[00:04:14.000 --> 00:04:19.000]  而是這個神蹟再加上一些教導,一定跟我們的生命有關係。
[00:04:19.000 --> 00:04:25.000]  正如如果你有聖經,你打開路加福音,第一章裏面都已經講明了,
[00:04:25.000 --> 00:04:29.000]  他當時寫信的抬頭是告訴一個叫提亞菲羅的大人,
[00:04:29.000 --> 00:04:36.000]  有好些人已經提筆作書,寫了很多關於他們中間實現了的事,
[00:04:36.000 --> 00:04:41.000]  是照著傳道人從起初親眼所見到的,又傳給我們。
[00:04:41.000 --> 00:04:46.000]  而路加將這些事由頭到尾去詳細考察了,
[00:04:46.000 --> 00:04:50.000]  跟著現在按次序寫給提亞菲羅大人,
[00:04:50.000 --> 00:04:53.000]  要讓他知道所學的道是確實的。
[00:04:53.000 --> 00:04:58.000]  當路加在坊間已經很多關於耶穌的事去講了,
[00:04:58.000 --> 00:05:04.000]  也有很多不同的書信去講這些事的時候,路加做了很多資料搜集。
[00:05:04.000 --> 00:05:09.000]  他做這些資料搜集不是再一次重複地告訴提亞菲羅大人,
[00:05:09.000 --> 00:05:13.000]  有這些事發生,而是當他在當中加入他的編輯,
[00:05:13.000 --> 00:05:18.000]  和去整合這些資料的時候,很想將耶穌的教導,
[00:05:18.000 --> 00:05:22.000]  去跟提亞菲羅大人這個修信人的生命去連結,
[00:05:22.000 --> 00:05:26.000]  讓他知道原來耶穌做的這一切跟他有關係。
[00:05:26.000 --> 00:05:32.000]  所以跟從耶穌作門徒的功課,除了對當時的提亞菲羅大人來說,
[00:05:32.000 --> 00:05:34.000]  一定也會很有挑戰。
[00:05:34.000 --> 00:05:37.000]  當你看回提亞菲羅大人這個人是什麼人呢?
[00:05:37.000 --> 00:05:40.000]  當然這個名字可能是一個隱沒了的,
[00:05:40.000 --> 00:05:43.000]  就是一個愛上帝的一個人,
[00:05:43.000 --> 00:05:46.000]  但是大人這個字就很重要,
[00:05:46.000 --> 00:05:49.000]  因為是形容他當時有一定的地位,
[00:05:49.000 --> 00:05:54.000]  或者在希羅的世界裡面有一定的位份的一個人。
[00:05:54.000 --> 00:05:59.000]  所以你試想一下,一個在社會上有一定影響力的人,
[00:05:59.000 --> 00:06:04.000]  如果他藉著看完路加社的路加福音的時候,
[00:06:04.000 --> 00:06:09.000]  產生了改變,他就會成為了很多人的祝福。
[00:06:09.000 --> 00:06:14.000]  正如上個星期,阿威牧師說到追求在神面前的富足的時候,
[00:06:14.000 --> 00:06:18.000]  正正可能也是提亞菲羅大人這個階層的人,
[00:06:18.000 --> 00:06:22.000]  很需要去注意和要學習的地方。
[00:06:22.000 --> 00:06:25.000]  當然,可能我們就馬上想,
[00:06:25.000 --> 00:06:28.000]  我又不是什麼大人,又沒有什麼地位,
