
[00:00:00.000 --> 00:00:07.000]  今天選讀的經訓是記載路加福音十一章第一至十三節
[00:00:07.000 --> 00:00:10.000]  是耶穌教導門徒禱告
[00:00:10.000 --> 00:00:17.000]  耶穌在一個地方禱告,禱告完了
[00:00:17.000 --> 00:00:23.000]  有個門徒對他說:求主教導我們禱告
[00:00:23.000 --> 00:00:27.000]  將約翰教導他的門徒
[00:00:27.000 --> 00:00:33.000]  耶穌說:你們禱告的時候要說
[00:00:33.000 --> 00:00:36.000]  我們在天上的父
[00:00:36.000 --> 00:00:39.000]  願人都尊你的名為聖
[00:00:39.000 --> 00:00:42.000]  願你的國降臨
[00:00:42.000 --> 00:00:45.000]  願你的旨意行在地上
[00:00:45.000 --> 00:00:48.000]  如同行在天上
[00:00:48.000 --> 00:00:51.000]  我們日用的飲食
[00:00:51.000 --> 00:00:54.000]  天天賜給我們
[00:00:54.000 --> 00:00:56.000]  赦免我們的罪
[00:00:56.000 --> 00:01:01.000]  因為我們也赦免凡虧欠我們的人
[00:01:01.000 --> 00:01:04.000]  不叫我們遇見試探
[00:01:04.000 --> 00:01:08.000]  救我們脫離凶惡
[00:01:08.000 --> 00:01:13.000]  耶穌又說:你們中間誰有一個朋友
[00:01:13.000 --> 00:01:16.000]  半夜到他那裡去
[00:01:16.000 --> 00:01:20.000]  說:朋友,請借給我三個餅
[00:01:20.000 --> 00:01:25.000]  因為我有一個朋友行路來到我這裡
[00:01:25.000 --> 00:01:29.000]  我沒有什麼給他擺上
[00:01:29.000 --> 00:01:33.000]  那人在裡面回答說:不要搞擾我
[00:01:33.000 --> 00:01:35.000]  門已經關閉
[00:01:35.000 --> 00:01:39.000]  孩子們也和我在床上了
[00:01:39.000 --> 00:01:41.000]  我不能起來給你
[00:01:41.000 --> 00:01:43.000]  我告訴你們
[00:01:43.000 --> 00:01:47.000]  雖不因他是朋友起來給他
[00:01:47.000 --> 00:01:51.000]  但因他情馳迫切的籍求
[00:01:51.000 --> 00:01:56.000]  就必起來照他所需用的給他
[00:01:56.000 --> 00:01:58.000]  我又告訴你們
[00:01:58.000 --> 00:02:01.000]  你們祈求就給你們
[00:02:01.000 --> 00:02:04.000]  尋找就尋見
[00:02:04.000 --> 00:02:08.000]  叩門就給你們開門
[00:02:08.000 --> 00:02:12.000]  因為犯祈求的就得著
[00:02:12.000 --> 00:02:15.000]  尋找的就尋見
[00:02:15.000 --> 00:02:19.000]  叩門的就給他開門
[00:02:19.000 --> 00:02:22.000]  你們中間作父親的
[00:02:22.000 --> 00:02:24.000]  誰有兒子求餅
[00:02:24.000 --> 00:02:26.000]  反給他石頭
[00:02:26.000 --> 00:02:27.000]  求魚
[00:02:27.000 --> 00:02:28.000]  反拿蛇
[00:02:28.000 --> 00:02:30.000]  當魚給他
[00:02:30.000 --> 00:02:32.000]  求雞蛋
[00:02:32.000 --> 00:02:34.000]  反給他蠍子
[00:02:34.000 --> 00:02:36.000]  你們雖然不好
[00:02:36.000 --> 00:02:40.000]  尚且知道拿好東西給兒女
[00:02:40.000 --> 00:02:46.000]  何況天父豈不更將聖靈給求他的人
[00:02:50.000 --> 00:02:52.000]  弟兄姊妹平安
[00:02:52.000 --> 00:02:54.000]  我們今天繼續用路加福音
[00:02:54.000 --> 00:02:58.000]  來思考作為一個門徒的生命
[00:02:58.000 --> 00:03:01.000]  在人生的歷練裏
[00:03:01.000 --> 00:03:04.000]  耶穌基督要教他的門徒
[00:03:04.000 --> 00:03:07.000]  怎樣去經歷這個門徒的生命
[00:03:07.000 --> 00:03:09.000]  在我們看這段經文之前
[00:03:09.000 --> 00:03:11.000]  不知道大家有沒有這樣的想法
[00:03:11.000 --> 00:03:15.000]  香港人最重要的就是去旅行
[00:03:15.000 --> 00:03:19.000]  在這些暑假日子
[00:03:19.000 --> 00:03:21.000]  基本上很多弟兄姊妹都會計劃
[00:03:21.000 --> 00:03:24.000]  或者已經計劃著去旅行
[00:03:24.000 --> 00:03:26.000]  我覺得很普遍
[00:03:26.000 --> 00:03:30.000]  不過有一次跟一個朋友聊天
[00:03:30.000 --> 00:03:33.000]  他說他不享受旅行
[00:03:33.000 --> 00:03:38.000]  他不是說外地的景點很漂亮
[00:03:38.000 --> 00:03:39.000]  或者很好吃的東西
[00:03:39.000 --> 00:03:41.000]  他覺得那樣東西沒有價值
[00:03:41.000 --> 00:03:43.000]  而是覺得旅行的過程
[00:03:43.000 --> 00:03:46.000]  是非常疲乏
[00:03:46.000 --> 00:03:50.000]  我說人家去旅行是充電的
[00:03:50.000 --> 00:03:53.000]  為什麼你還會覺得很疲乏
[00:03:53.000 --> 00:03:56.000]  他就說你不覺得這個世界很危險嗎
[00:03:56.000 --> 00:03:58.000]  然後他說我去到什麼景點
[00:03:58.000 --> 00:04:02.000]  我都會兩隻手抓緊我的背囊
[00:04:02.000 --> 00:04:04.000]  怕有人偷東西或者搶東西
[00:04:04.000 --> 00:04:07.000]  去到最人多擠迫的地方的時候
[00:04:07.000 --> 00:04:10.000]  人們走過眼神閃閃縮縮
[00:04:10.000 --> 00:04:13.000]  他覺得可能就是偷他的東西
[00:04:13.000 --> 00:04:15.000]  所以他去到外地
[00:04:15.000 --> 00:04:18.000]  他覺得即使那樣東西很漂亮
[00:04:18.000 --> 00:04:21.000]  他沒有辦法享受景觀
[00:04:21.000 --> 00:04:25.000]  和投入在很漂亮的景致裡面
[00:04:25.000 --> 00:04:28.000]  反而他整程步步為營
[00:04:28.000 --> 00:04:30.000]  很怕他的財物
[00:04:30.000 --> 00:04:32.000]  或者所有擁有的東西被人偷
[00:04:32.000 --> 00:04:34.000]  他說最怕的就是一自拍的時候
[00:04:34.000 --> 00:04:36.000]  被人偷手機
[00:04:36.000 --> 00:04:40.000]  或者他放下一個袋子一會就被人搶走了等等
[00:04:40.000 --> 00:04:45.000]  我說你這樣看旅行真的挺疲倦的
[00:04:45.000 --> 00:04:48.000]  他說所以牧師你要想清楚
[00:04:48.000 --> 00:04:50.000]  其實是不是一定要去旅行呢
[00:04:50.000 --> 00:04:52.000]  在香港都可以很充電的
[00:04:52.000 --> 00:04:53.000]  我就批評他
[00:04:53.000 --> 00:04:54.000]  我說其實這個世界這麼危險
[00:04:54.000 --> 00:04:56.000]  你在香港都很危險的
[00:04:56.000 --> 00:04:58.000]  基本上去哪個地方
[00:04:58.000 --> 00:05:00.000]  如果你帶著這個態度
[00:05:00.000 --> 00:05:03.000]  每個地方都是很危險的
[00:05:03.000 --> 00:05:05.000]  因為我會覺得身邊的人
[00:05:05.000 --> 00:05:09.000]  所有人都是威脅自己的
[00:05:09.000 --> 00:05:11.000]  不過在這個對話裡面
[00:05:11.000 --> 00:05:13.000]  我們再入一個更深的問題
[00:05:13.000 --> 00:05:16.000]  我說如果人生是一趟旅程
[00:05:16.000 --> 00:05:18.000]  你怎樣看你的人生呢
[00:05:18.000 --> 00:05:21.000]  你怎樣看你身邊所身處的地方呢
[00:05:21.000 --> 00:05:24.000]  是不是你身處的這個社會
[00:05:24.000 --> 00:05:27.000]  你生命裡面的周圍所有人
[00:05:27.000 --> 00:05:30.000]  都是對你有威脅性的呢
[00:05:30.000 --> 00:05:33.000]  還是你覺得所有人都是很好的
[00:05:33.000 --> 00:05:37.000]  很陽光的不需要太過戒備的
[00:05:37.000 --> 00:05:40.000]  坦然無懼的走到這個世界
[00:05:40.000 --> 00:05:44.000]  人生究竟是一趟怎樣的旅程呢
[00:05:44.000 --> 00:05:46.000]  今天我們用這個角度
[00:05:46.000 --> 00:05:49.000]  來看看耶穌基督怎樣去教門徒
[00:05:49.000 --> 00:05:51.000]  去經歷門徒的生命
[00:05:51.000 --> 00:05:53.000]  可能割走極端都不是一件好事
[00:05:53.000 --> 00:05:57.000]  怎樣去為之我們走到中庸之道
[00:05:57.000 --> 00:06:00.000]  在我們一起看聖經前我們一起祈禱
[00:06:00.000 --> 00:06:01.000]  求主與我們同在
[00:06:01.000 --> 00:06:05.000]  讓我們明白門徒的生命怎樣去走這個歷程
[00:06:05.000 --> 00:06:08.000]  究竟生命是一回甚麼事呢
