
[00:00:00.000 --> 00:00:04.280]  第二十四章十三至三十五節
[00:00:04.280 --> 00:00:08.800]  在新約聖經的一百二十一到一百二十二節
[00:00:08.800 --> 00:00:12.880]  找到的請聽我讀出
[00:00:12.880 --> 00:00:20.280]  「正當那日門徒中有兩個人往一個村子去
[00:00:20.280 --> 00:00:26.360]  這村子名叫爾瑪五斯尼耶路撒冷約有二十五里
[00:00:26.360 --> 00:00:30.680]  他們彼此談論所遇見的這一切事
[00:00:30.680 --> 00:00:33.360]  正談論相運的時候
[00:00:33.360 --> 00:00:37.520]  耶穌親自就近他們和他們同行
[00:00:37.520 --> 00:00:42.000]  只是他們的眼睛迷糊了不認識他
[00:00:42.000 --> 00:00:43.680]  耶穌對他們說
[00:00:43.680 --> 00:00:48.400]  你們在走路彼此談論的是什麼事呢?
[00:00:48.400 --> 00:00:52.320]  他們就站著面上戴著袖戎
[00:00:52.320 --> 00:00:57.000]  二人中有一個名叫格劉瑪巴的回答說
[00:00:57.000 --> 00:00:58.880]  你在耶路撒冷作客
[00:00:58.880 --> 00:01:03.360]  還不知道這幾天在哪裡所出的事嗎?
[00:01:03.360 --> 00:01:05.600]  耶穌說:什麼事呢?
[00:01:05.600 --> 00:01:09.560]  他們說:就是拿撒勒人耶穌的事
[00:01:09.560 --> 00:01:11.200]  他是個先知
[00:01:11.200 --> 00:01:13.640]  在神和眾百姓面前
[00:01:13.640 --> 00:01:16.640]  說話行事都有大能
[00:01:16.640 --> 00:01:19.000]  祭司長和我們的官府
[00:01:19.000 --> 00:01:24.120]  警罷他解去定了死罪釘在十字架上
[00:01:24.120 --> 00:01:26.600]  但我們素來所仰望
[00:01:26.600 --> 00:01:30.200]  要屬以色列的就是他
[00:01:30.200 --> 00:01:31.680]  不但如此
[00:01:31.680 --> 00:01:35.880]  而且這事成就現在已經三天了
[00:01:35.880 --> 00:01:38.560]  再者我們中間有幾個婦女
[00:01:38.560 --> 00:01:40.400]  視我們驚奇
[00:01:40.400 --> 00:01:42.960]  她們清早到了墳墓那裡
[00:01:42.960 --> 00:01:44.720]  不見她的身體
[00:01:44.720 --> 00:01:46.400]  就回來告訴我們
[00:01:46.400 --> 00:01:48.680]  說看見了天使顯現
[00:01:48.680 --> 00:01:50.480]  說她活了
[00:01:50.480 --> 00:01:54.200]  又有我們的幾個人往墳墓那裡去
[00:01:54.200 --> 00:01:57.640]  所遇見的正如婦女們所說的
[00:01:57.640 --> 00:02:00.160]  只是沒有看見她
[00:02:00.160 --> 00:02:01.880]  耶穌對她們說
[00:02:01.880 --> 00:02:03.280]  無知的人啊
[00:02:03.280 --> 00:02:05.240]  先知所說的一切話
[00:02:05.240 --> 00:02:08.400]  你們的心信得太遲鈍了
[00:02:08.400 --> 00:02:09.960]  基督這樣受苦
[00:02:09.960 --> 00:02:11.800]  又進入她的榮耀
[00:02:11.800 --> 00:02:13.960]  豈不是應當的
[00:02:13.960 --> 00:02:17.560]  於是從摩西和眾仙之起
[00:02:17.560 --> 00:02:20.040]  凡經上所指著自己的話
[00:02:20.040 --> 00:02:25.160]  都給她們講解明白了
[00:02:25.160 --> 00:02:27.760]  將近她們所去的村子
[00:02:27.760 --> 00:02:30.520]  耶穌好像還要往前行
[00:02:30.520 --> 00:02:32.080]  她們卻強留她
[00:02:32.080 --> 00:02:34.240]  說時間慢了
[00:02:34.240 --> 00:02:36.440]  日頭已經平息了
[00:02:36.440 --> 00:02:38.680]  請你和我們住下吧
[00:02:38.680 --> 00:02:40.280]  耶穌就進去
[00:02:40.280 --> 00:02:42.680]  要和她們住下
[00:02:42.680 --> 00:02:44.240]  到了坐直的時候
[00:02:44.240 --> 00:02:45.920]  耶穌拿起餅來
[00:02:45.920 --> 00:02:49.400]  祝謝了,拉開,遞給她們
[00:02:49.400 --> 00:02:52.200]  她們的眼睛明亮了
[00:02:52.200 --> 00:02:54.200]  這才認出她來
[00:02:54.200 --> 00:02:56.560]  忽然耶穌不見了
[00:02:56.560 --> 00:02:58.280]  她們彼此說
[00:02:58.280 --> 00:03:00.800]  在路上,她和我們說話
[00:03:00.800 --> 00:03:03.400]  給我們講解聖經的時候
[00:03:03.400 --> 00:03:06.280]  我們的心豈不是火熱的嗎
[00:03:06.280 --> 00:03:08.880]  她們就立時起身
[00:03:08.880 --> 00:03:10.880]  回耶路撒冷去
[00:03:10.880 --> 00:03:12.960]  正遇見十一個使徒
[00:03:12.960 --> 00:03:17.160]  和她們的同人聚集在一起
[00:03:17.160 --> 00:03:19.120]  說主果然復活
[00:03:19.120 --> 00:03:22.960]  已經應給西門看了
[00:03:22.960 --> 00:03:25.680]  兩個人就把路上所遇見
[00:03:25.680 --> 00:03:26.680]  和抹餅的時候
[00:03:26.680 --> 00:03:28.880]  怎麼被她們認出來的事
[00:03:28.880 --> 00:03:30.880]  都述說了一遍
[00:03:43.520 --> 00:03:47.120]  各位弟兄姊妹平安
[00:03:47.120 --> 00:03:50.160]  很感恩有機會再和大家分享訊息
[00:03:50.160 --> 00:03:53.600]  今天是《門徒生命歷》系列的最後一講
[00:03:53.600 --> 00:03:56.000]  剛好又是我首尾
[00:03:56.000 --> 00:03:57.520]  在這個系列裡面
[00:03:57.520 --> 00:04:00.080]  我們從《路加福音》看到
[00:04:00.080 --> 00:04:03.720]  耶穌基督透過一個又一個的旅程
[00:04:03.720 --> 00:04:05.960]  去幫助門徒生命有改變
[00:04:05.960 --> 00:04:08.440]  今天來到最後的旅程
[00:04:08.440 --> 00:04:12.480]  門徒之前經歷了很多主的教導和神蹟
[00:04:12.480 --> 00:04:14.480]  理應學有所成
[00:04:14.480 --> 00:04:17.200]  可以為耶穌基督創造一番大業
[00:04:17.200 --> 00:04:19.920]  勇敢為祂作見證
[00:04:19.920 --> 00:04:23.160]  不過現實卻往往反高潮
[00:04:23.160 --> 00:04:25.760]  那群門徒不但沒有見證主
[00:04:25.760 --> 00:04:28.320]  反而在知道主死了之後
[00:04:28.320 --> 00:04:30.560]  選擇離開耶路撒冷
[00:04:30.560 --> 00:04:31.920]  他想逃避
[00:04:31.920 --> 00:04:35.120]  原先應該是一個靈命很高峰
[00:04:35.120 --> 00:04:36.320]  很火熱的狀態
[00:04:36.320 --> 00:04:38.520]  卻變得心灰意冷
[00:04:38.520 --> 00:04:39.640]  沒有動力
[00:04:39.640 --> 00:04:42.600]  不知道大家有沒有試過這樣的狀態
[00:04:42.600 --> 00:04:44.200]  最近看了一本書
[00:04:44.200 --> 00:04:48.200]  去形容信徒的生命為「鹹魚信徒」
[00:04:48.200 --> 00:04:50.520]  不是說它夠香夠好吃
[00:04:50.520 --> 00:04:55.040]  都是源自於那句很經典的對白
[00:04:55.040 --> 00:04:56.760]  做人如果沒有夢想
[00:04:56.760 --> 00:04:58.120]  跟鹹魚有什麼分別呢?
[00:04:58.120 --> 00:04:59.120]  來自哪裡的?
[00:04:59.120 --> 00:05:01.800]  來自哪裡的?
[00:05:01.800 --> 00:05:02.480]  知道嗎?
[00:05:02.480 --> 00:05:02.880]  周星馳
[00:05:02.880 --> 00:05:04.520]  周星馳,少林足球
[00:05:04.520 --> 00:05:06.360]  有時候我們上教會很久
[00:05:06.360 --> 00:05:10.000]  信仰生活好像會變成鹹魚信徒
[00:05:10.000 --> 00:05:10.440]  是什麼呢?
[00:05:10.440 --> 00:05:14.080]  他們指對信仰開始沒有什麼感覺
[00:05:14.080 --> 00:05:15.840]  對侍奉冷漠
[00:05:15.840 --> 00:05:17.320]  靈命枯乾
[00:05:17.320 --> 00:05:18.600]  不冷不熱
[00:05:18.600 --> 00:05:21.320]  有時候甚至很想去逃避神
[00:05:21.320 --> 00:05:25.320]  逃避神在你心靈裡面的催促
[00:05:25.320 --> 00:05:27.160]  表面上可能沒什麼
[00:05:27.160 --> 00:05:30.160]  每個星期都仍然回到教會當中
[00:05:30.160 --> 00:05:32.000]  但是內在的心靈
[00:05:32.000 --> 00:05:34.160]  它是慢慢枯萎的
[00:05:34.160 --> 00:05:35.720]  有時候我們都會很奇怪
[00:05:35.720 --> 00:05:38.960]  聽到有些弟兄姐妹可能回了教會很多年
[00:05:38.960 --> 00:05:41.960]  突然之間他們離開了教會
[00:05:41.960 --> 00:05:43.520]  甚至離開信仰
[00:05:43.520 --> 00:05:48.360]  今天我們的屬靈生命又在一個什麼狀態裡面呢?
[00:05:48.360 --> 00:05:50.920]  我們屬靈歷程
[00:05:50.920 --> 00:05:54.560]  今天的講題是「重尋火熱的生命力」
[00:05:54.560 --> 00:05:57.360]  我會跟大家分享《路加福音》
[00:05:57.360 --> 00:06:02.160]  二十四章十三至三十五節的經文
[00:06:02.160 --> 00:06:05.400]  這段經文剛剛大家聽過了
[00:06:05.400 --> 00:06:10.320]  正正就是兩位門徒知道耶穌被釘死之後
[00:06:10.320 --> 00:06:11.800]  離開耶路撒冷
[00:06:11.800 --> 00:06:14.120]  前往二馬五司的路程
[00:06:14.120 --> 00:06:15.800]  在這段路裡面
[00:06:15.800 --> 00:06:18.320]  他們由離開到返回
[00:06:18.320 --> 00:06:20.120]  他們遇見復活的主
