
[00:00:00.000 --> 00:00:03.200]  今日的經訓是記載在
[00:00:03.200 --> 00:00:11.600]  哥林多後書第十一章十六至三十三節
[00:00:11.600 --> 00:00:21.400]  在聖經新約第二百五十四至二百五十五頁
[00:00:21.400 --> 00:00:27.000]  這裡記載了保羅作仕途所受的患難
[00:00:28.400 --> 00:00:30.400]  請聽保羅的說話
[00:00:31.400 --> 00:00:38.400]  我在說人不可把我看作愚忘的
[00:00:38.400 --> 00:00:45.400]  縱然如此也要把我當作愚忘人接納
[00:00:45.400 --> 00:00:49.400]  叫我可以略略自誇
[00:00:49.400 --> 00:00:54.400]  我說的話不是奉主命說的
[00:00:54.400 --> 00:00:58.400]  乃是讓愚忘人放膽自誇
[00:00:59.400 --> 00:01:03.400]  既有好些人憑著血氣自誇
[00:01:03.400 --> 00:01:06.400]  我也要自誇了
[00:01:06.400 --> 00:01:10.400]  你們既是精明人
[00:01:10.400 --> 00:01:14.400]  就能甘心忍耐愚忘人
[00:01:14.400 --> 00:01:19.400]  假若有人強你們作奴僕
[00:01:19.400 --> 00:01:22.400]  或侵吞你們
[00:01:22.400 --> 00:01:24.400]  或擄掠你們
[00:01:24.400 --> 00:01:27.400]  或舞蔓你們
[00:01:28.400 --> 00:01:30.400]  或打你們的臉
[00:01:30.400 --> 00:01:33.400]  你們都能忍耐他
[00:01:33.400 --> 00:01:37.400]  我說話是羞辱自己
[00:01:37.400 --> 00:01:41.400]  好像我們從前是軟弱的
[00:01:41.400 --> 00:01:46.400]  然而人在何事上勇敢
[00:01:46.400 --> 00:01:48.400]  我說句愚忘話
[00:01:48.400 --> 00:01:50.400]  我也勇敢
[00:01:50.400 --> 00:01:54.400]  他們是希伯來人嗎
[00:01:54.400 --> 00:01:56.400]  我也是
[00:01:57.400 --> 00:01:59.400]  他們是以色列人嗎
[00:01:59.400 --> 00:02:01.400]  我也是
[00:02:01.400 --> 00:02:04.400]  他們是阿伯拉罕的後裔嗎
[00:02:04.400 --> 00:02:06.400]  我也是
[00:02:06.400 --> 00:02:09.400]  他們是基督的僕人嗎
[00:02:09.400 --> 00:02:11.400]  我說句狂話
[00:02:11.400 --> 00:02:13.400]  我更是
[00:02:13.400 --> 00:02:17.400]  我比他們多受勞苦
[00:02:17.400 --> 00:02:19.400]  多下監牢
[00:02:19.400 --> 00:02:22.400]  受鞭打是過重的
[00:02:22.400 --> 00:02:26.400]  誣死是屢次有的
[00:02:26.400 --> 00:02:28.400]  被猶太人鞭打五次
[00:02:28.400 --> 00:02:31.400]  每次四十減去一下
[00:02:31.400 --> 00:02:34.400]  被棍打了三次
[00:02:34.400 --> 00:02:37.400]  被石頭打了一次
[00:02:37.400 --> 00:02:40.400]  遇著船壞三次
[00:02:40.400 --> 00:02:43.400]  一晝一夜在深海裡
[00:02:43.400 --> 00:02:46.400]  又屢次行軟路
[00:02:46.400 --> 00:02:48.400]  遭江河的危險
[00:02:48.400 --> 00:02:50.400]  盜賊的危險
[00:02:50.400 --> 00:02:52.400]  同族的危險
[00:02:52.400 --> 00:02:54.400]  外邦人的危險
[00:02:55.400 --> 00:02:56.400]  城裡的危險
[00:02:56.400 --> 00:02:58.400]  曠野的危險
[00:02:58.400 --> 00:03:00.400]  海中的危險
[00:03:00.400 --> 00:03:02.400]  假弟兄的危險
[00:03:02.400 --> 00:03:04.400]  受勞碌
[00:03:04.400 --> 00:03:06.400]  受困苦
[00:03:06.400 --> 00:03:09.400]  多次不得睡
[00:03:09.400 --> 00:03:11.400]  又饑又渴
[00:03:11.400 --> 00:03:14.400]  多處不得食
[00:03:14.400 --> 00:03:16.400]  受寒冷
[00:03:16.400 --> 00:03:18.400]  赤身怒體
[00:03:18.400 --> 00:03:22.400]  除了這外面的事
[00:03:23.400 --> 00:03:26.400]  還有為宗教會掛心的事
[00:03:26.400 --> 00:03:29.400]  天天壓在我身上
[00:03:29.400 --> 00:03:33.400]  有誰軟弱我不軟弱呢
[00:03:33.400 --> 00:03:38.400]  有誰跌倒我不焦急呢
[00:03:38.400 --> 00:03:41.400]  我若必須自誇
[00:03:41.400 --> 00:03:45.400]  就誇那關乎我軟弱的事便了
[00:03:45.400 --> 00:03:50.400]  那永遠可稱頌之主耶穌的父神
[00:03:51.400 --> 00:03:53.400]  知道我不說謊
[00:03:53.400 --> 00:03:58.400]  在大馬式的阿里達王手下的提督
[00:03:58.400 --> 00:04:01.400]  把守大馬式城
[00:04:01.400 --> 00:04:03.400]  要捉拿我
[00:04:03.400 --> 00:04:08.400]  我就從窗戶中在康子裡
[00:04:08.400 --> 00:04:12.400]  從城牆上被人墜下去
[00:04:12.400 --> 00:04:16.400]  脫離了他的手
[00:04:16.400 --> 00:04:30.400]  我們很感謝古子妹讀經讀得很清楚
[00:04:30.400 --> 00:04:34.400]  我們繼續看保羅的自白
[00:04:34.400 --> 00:04:38.400]  前面一段批評超級仕徒的說話之後
[00:04:38.400 --> 00:04:43.400]  保羅又回到段落的主題
[00:04:44.400 --> 00:04:46.400]  愚拙人 蠢人
[00:04:46.400 --> 00:04:51.400]  在前面保羅已經呼籲過那麼多信徒
