
[00:00:00.000 --> 00:00:06.000]  今日選讀的經訓是記在勞德記第一章19-22節
[00:00:06.000 --> 00:00:13.000]  於是二人同行來到伯利行
[00:00:13.000 --> 00:00:16.000]  他們到了伯利行
[00:00:16.000 --> 00:00:19.000]  合乘的人就都驚訝
[00:00:19.000 --> 00:00:23.000]  婦女們說:這是拿俄米嗎?
[00:00:23.000 --> 00:00:26.000]  拿俄米對他們說:
[00:00:26.000 --> 00:00:31.000]  不要叫我拿俄米,要叫我馬拉。
[00:00:31.000 --> 00:00:35.000]  因為全能者使我受了大苦,
[00:00:35.000 --> 00:00:37.000]  我滿滿的出去,
[00:00:37.000 --> 00:00:41.000]  也或說使我空空的回來,
[00:00:41.000 --> 00:00:43.000]  也或說降我與我,
[00:00:43.000 --> 00:00:46.000]  全能者使我受苦。
[00:00:46.000 --> 00:00:48.000]  既是這樣,
[00:00:48.000 --> 00:00:52.000]  你們為何還叫我拿俄米呢?
[00:00:52.000 --> 00:00:56.000]  拿俄米和他兒婦摩訶女子勞德
[00:00:56.000 --> 00:01:00.000]  從摩訶地回來到伯利行
[00:01:00.000 --> 00:01:04.000]  正是動手割大麥的時候。
[00:01:04.000 --> 00:01:23.000]  (廣東話)
[00:01:23.000 --> 00:01:26.000]  各位弟兄姊妹平安
[00:01:26.000 --> 00:01:30.000]  也特別恭祝各位母親
[00:01:30.000 --> 00:01:35.000]  願上帝的恩典厚厚傾注於大家身上
[00:01:35.000 --> 00:01:39.000]  今天是母親節
[00:01:39.000 --> 00:01:41.000]  我們今天講的主題
[00:01:41.000 --> 00:01:44.000]  也是繼續接觸教會的主題
[00:01:44.000 --> 00:01:48.000]  就是告別浮淺門徒盡心系列
[00:01:48.000 --> 00:01:53.000]  回應上星期陳牧師跟我們分享
[00:01:53.000 --> 00:01:57.000]  發掘在失意中的珍寶
[00:01:57.000 --> 00:02:01.000]  他提到我們人生充滿苦難
[00:02:01.000 --> 00:02:06.000]  在苦難中我們必須找到正面的意義
[00:02:06.000 --> 00:02:11.000]  其中的方法是要我們正視這些痛苦
[00:02:11.000 --> 00:02:13.000]  不要逃避
[00:02:13.000 --> 00:02:18.000]  讓我們能夠停留在這些時間中
[00:02:18.000 --> 00:02:21.000]  去經歷神給我們的恩典
[00:02:21.000 --> 00:02:24.000]  找到當中的意義
[00:02:24.000 --> 00:02:30.000]  於是就啟發了我今天講的母親節訊息
[00:02:30.000 --> 00:02:33.000]  今天講的母親節訊息
[00:02:33.000 --> 00:02:39.000]  跟我們平時慶祝母親節有些不同
[00:02:39.000 --> 00:02:42.000]  因為我們很多時候說
[00:02:42.000 --> 00:02:45.000]  母親節快樂
[00:02:45.000 --> 00:02:47.000]  我們一起去慶祝
[00:02:47.000 --> 00:02:56.000]  是一個讓我們的子女向母親表達敬意的時候
[00:02:56.000 --> 00:02:59.000]  不過在我反思這個題目的時候
[00:02:59.000 --> 00:03:01.000]  我想到一件事
[00:03:01.000 --> 00:03:03.000]  很多時候在母親節
[00:03:03.000 --> 00:03:05.000]  我們都會忽略了
[00:03:05.000 --> 00:03:08.000]  或許有些母親
[00:03:08.000 --> 00:03:16.000]  只是處於一些失意、痛苦、難受的時候
[00:03:16.000 --> 00:03:20.000]  或許他們剛有親人離世
[00:03:20.000 --> 00:03:23.000]  或許在我們當中有些母親已經不在了
[00:03:23.000 --> 00:03:26.000]  或許他們的童年成長
[00:03:26.000 --> 00:03:30.000]  他們經歷不到母親的愛
[00:03:30.000 --> 00:03:36.000]  或許種種原因都是一些傷心失意的時候
[00:03:36.000 --> 00:03:41.000]  所以我今天想用一個特別的例子
[00:03:41.000 --> 00:03:46.000]  去講如何紀念母親節
[00:03:46.000 --> 00:03:49.000]  或在母親節中找一些新的意義
[00:03:49.000 --> 00:03:54.000]  其實今天的媽媽一點都不簡單
[00:03:54.000 --> 00:03:56.000]  是承受著很多壓力
[00:03:56.000 --> 00:03:58.000]  在很多調查中告訴我們
[00:03:58.000 --> 00:04:01.000]  現在的媽媽在情緒上
[00:04:01.000 --> 00:04:04.000]  所承受的困擾和壓力
[00:04:04.000 --> 00:04:06.000]  是遠遠比以前大
[00:04:06.000 --> 00:04:12.000]  特別是他們要面對社會或對他們的期待
[00:04:12.000 --> 00:04:16.000]  那種無力感、無助感
[00:04:16.000 --> 00:04:21.000]  的確讓他們處於艱難的時候
[00:04:21.000 --> 00:04:23.000]  我在想
[00:04:23.000 --> 00:04:26.000]  如果我們能夠一起去明白
[00:04:26.000 --> 00:04:29.000]  痛苦失意的人的處境
[00:04:29.000 --> 00:04:33.000]  當中會經歷一些什麼心路歷程
[00:04:33.000 --> 00:04:36.000]  從中得到智慧
[00:04:36.000 --> 00:04:40.000]  知道如何與他們相處
[00:04:40.000 --> 00:04:44.000]  甚至與自己好好相處
[00:04:44.000 --> 00:04:47.000]  好好照顧自己
[00:04:47.000 --> 00:04:52.000]  我相信這是一份很有意義的母親節禮物
[00:04:52.000 --> 00:04:56.000]  讓我們一同去禱告
[00:04:56.000 --> 00:04:59.000]  將我們的心交託給我們的主
[00:05:00.000 --> 00:05:04.000]  親愛的恩主,我們感謝你
[00:05:04.000 --> 00:05:06.000]  你愛我們
[00:05:06.000 --> 00:05:10.000]  你的厚恩圍繞著我們
[00:05:10.000 --> 00:05:12.000]  不過有些時候
[00:05:12.000 --> 00:05:16.000]  的確當我們面對失意、痛苦的時候
[00:05:16.000 --> 00:05:19.000]  我們真的感受不到這份恩情
[00:05:19.000 --> 00:05:22.000]  我們會迷失
[00:05:22.000 --> 00:05:23.000]  我們會痛苦
[00:05:23.000 --> 00:05:25.000]  我們想逃避
[00:05:25.000 --> 00:05:27.000]  但主,我們祈求你
[00:05:27.000 --> 00:05:30.000]  願意幫助我們
[00:05:30.000 --> 00:05:33.000]  打開我們的心去研讀你的話語
[00:05:33.000 --> 00:05:37.000]  去明白你在我們痛苦的過程中
[00:05:37.000 --> 00:05:41.000]  你的珍寶、你的美好心意
[00:05:41.000 --> 00:05:44.000]  求你幫助我們弟兄姊妹
[00:05:44.000 --> 00:05:50.000]  一同去領受這份額外隱藏的祝福和恩情
[00:05:50.000 --> 00:05:52.000]  我們這樣禱告交託
[00:05:52.000 --> 00:05:54.000]  奉主耶穌基督的聖名自祈求
[00:05:54.000 --> 00:05:57.000]  阿門
[00:05:57.000 --> 00:06:01.000]  我們今天會從一位舊約聖經人物
[00:06:01.000 --> 00:06:03.000]  拿訛米
[00:06:03.000 --> 00:06:07.000]  這位我們說她是一個傷失的母親
[00:06:07.000 --> 00:06:11.000]  她究竟如何在她極度痛苦和失意的過程中
[00:06:11.000 --> 00:06:13.000]  找到上帝的恩典
[00:06:13.000 --> 00:06:15.000]  找到出路
[00:06:15.000 --> 00:06:19.000]  這個故事大家很耳熟能詳
[00:06:19.000 --> 00:06:26.000]  但我相信有些朋友未必很熟悉這個故事
[00:06:26.000 --> 00:06:29.000]  所以我也要有背景的簡介
[00:06:29.000 --> 00:06:32.000]  我不讀這裡的經文
[00:06:32.000 --> 00:06:36.000]  大家可以透過螢光幕上顯示的經文
[00:06:36.000 --> 00:06:39.000]  我們一起去了解背景
[00:06:39.000 --> 00:06:43.000]  這個故事的主角是拿訛米
[00:06:43.000 --> 00:06:49.000]  她是在士思時代的一個傷失的母親
[00:06:49.000 --> 00:06:55.000]  這裡說她失去了丈夫和兒子
[00:06:55.000 --> 00:06:59.000]  路德記一開始就介紹她的背景
[00:06:59.000 --> 00:07:03.000]  原來拿訛米的故鄉是在伯利恆
[00:07:03.000 --> 00:07:07.000]  亦等於以法他
[00:07:07.000 --> 00:07:10.000]  原來因為當時饑荒
[00:07:10.000 --> 00:07:16.000]  所以她的丈夫帶著她和兩個兒子
[00:07:16.000 --> 00:07:20.000]  去到一個外邦人的地方摩崖
[00:07:20.000 --> 00:07:28.000]  希望能夠有足夠的糧食
[00:07:28.000 --> 00:07:31.000]  但後來她的丈夫死了
[00:07:31.000 --> 00:07:34.000]  於是她失去了丈夫
[00:07:34.000 --> 00:07:36.000]  成為了寡婦
[00:07:36.000 --> 00:07:39.000]  不過她有兩個兒子
[00:07:39.000 --> 00:07:45.000]  而這兩個兒子又各自娶了兩個摩崖女子為妻
[00:07:45.000 --> 00:07:50.000]  之後他們就在那裏定居了大約十年
[00:07:50.000 --> 00:07:53.000]  不過好景不常
[00:07:53.000 --> 00:07:55.000]  兩個兒子都死了
[00:07:55.000 --> 00:07:59.000]  她剛剛失去了丈夫
[00:07:59.000 --> 00:08:02.000]  現在又失去了兒子
[00:08:02.000 --> 00:08:06.000]  我們看第三到第五節會發現
[00:08:06.000 --> 00:08:09.000]  在這節經文的開始
[00:08:09.000 --> 00:08:17.000]  就將之前的主角以利米
[00:08:17.000 --> 00:08:20.000]  轉為她的妻子拿訛米
[00:08:20.000 --> 00:08:25.000]  我們就將目光注意到拿訛米的身上
[00:08:25.000 --> 00:08:33.000]  在經文裏我們看到三節和五節
[00:08:33.000 --> 00:08:37.000]  是一個漸進的描述
[00:08:37.000 --> 00:08:43.000]  第三節說以利米勒的丈夫死了
[00:08:43.000 --> 00:08:52.000]  然後第五節就說她的兩個兒子馬倫和基連也死了
[00:08:52.000 --> 00:08:59.000]  第三節說她只剩下自己和兩個兒子
[00:08:59.000 --> 00:09:05.000]  但第五節就說只剩下拿訛米自己
[00:09:05.000 --> 00:09:12.000]  而且強調她失去了丈夫和兒子
[00:09:12.000 --> 00:09:18.000]  她從兩個階段的變化
[00:09:18.000 --> 00:09:21.000]  由人妻到人母
[00:09:21.000 --> 00:09:24.000]  再變到一無所有
[00:09:24.000 --> 00:09:27.000]  她失去了一切賦予她身份的東西
[00:09:27.000 --> 00:09:30.000]  她一無所有
[00:09:30.000 --> 00:09:34.000]  其實拿訛米的處境真的一點也不容易
[00:09:34.000 --> 00:09:37.000]  失去丈夫令她變成寡婦
[00:09:37.000 --> 00:09:40.000]  再失去兩個兒子
[00:09:40.000 --> 00:09:45.000]  再加上她兩個兒子沒有後繼
[00:09:45.000 --> 00:09:47.000]  她沒有再生
[00:09:47.000 --> 00:09:50.000]  所以她是失下由虛
[00:09:50.000 --> 00:09:54.000]  以至她的家庭絕後
[00:09:54.000 --> 00:10:01.000]  拿訛米真的處於一個婦女當中最惡劣的處境
[00:10:01.000 --> 00:10:04.000]  她寄居外邦成為寡婦
[00:10:04.000 --> 00:10:06.000]  無兒無女
[00:10:06.000 --> 00:10:08.000]  亦沒有後代
[00:10:08.000 --> 00:10:11.000]  其實她的指望是甚麼呢?
[00:10:11.000 --> 00:10:16.000]  在她的人生裏的確找不到盼望
[00:10:16.000 --> 00:10:19.000]  拿訛米的處境令我想起一套電影
[00:10:19.000 --> 00:10:22.000]  不知道大家有沒有看過
[00:10:22.000 --> 00:10:25.000]  叫做《永遠的愛麗絲》
[00:10:25.000 --> 00:10:27.000]  有沒有人看過?
[00:10:27.000 --> 00:10:29.000]  有的舉手
[00:10:29.000 --> 00:10:32.000]  有少許朋友看過
[00:10:32.000 --> 00:10:40.000]  這套電影由朱利安摩亞飾演一位年輕的語言學教授
