
[00:00:00.000 --> 00:00:18.000]  經文:《新約聖經》第273頁
[00:00:18.000 --> 00:00:20.000]  請聽我讀出
[00:00:21.000 --> 00:00:25.000]  基督耶穌的僕人保羅和提摩泰
[00:00:25.000 --> 00:00:28.000]  寫信給梵柱 肥納比
[00:00:28.000 --> 00:00:32.000]  在基督耶穌裡的眾聖徒
[00:00:32.000 --> 00:00:36.000]  和諸位監督 諸位執事
[00:00:36.000 --> 00:00:40.000]  願因為平安 從神我們的父
[00:00:40.000 --> 00:00:44.000]  並主耶穌基督歸於你們
[00:00:44.000 --> 00:00:47.000]  我每逢想念你們
[00:00:47.000 --> 00:00:50.000]  就感謝我的神
[00:00:50.000 --> 00:00:54.000]  每逢為你們眾人祈求的時候
[00:00:54.000 --> 00:00:57.000]  嘗試歡歡喜喜地祈求
[00:00:57.000 --> 00:01:00.000]  因為從頭一天直到如今
[00:01:00.000 --> 00:01:04.000]  你們是同心合意的慶王復任
[00:01:04.000 --> 00:01:09.000]  我深信那在你們心裡動了善功的
[00:01:09.000 --> 00:01:11.000]  必成全者功
[00:01:11.000 --> 00:01:14.000]  直到耶穌基督的日子
[00:01:14.000 --> 00:01:18.000]  我為你們眾人也有這樣的意念
[00:01:18.000 --> 00:01:20.000]  原是應當的
[00:01:20.000 --> 00:01:23.000]  因你們常在我心裡
[00:01:23.000 --> 00:01:26.000]  無論我是在困所之中
[00:01:26.000 --> 00:01:30.000]  是變命 證實福音的時候
[00:01:30.000 --> 00:01:33.000]  你們都與我一同得恩
[00:01:33.000 --> 00:01:36.000]  我體會基督耶穌的心腸
[00:01:36.000 --> 00:01:40.000]  切切地想念你們眾人
[00:01:40.000 --> 00:01:43.000]  這是神可以給我作見證的
[00:01:43.000 --> 00:01:45.000]  我所禱告的
[00:01:45.000 --> 00:01:47.000]  就是要你們的愛心
[00:01:47.000 --> 00:01:52.000]  在知識和各樣的見識上多而有多
[00:01:52.000 --> 00:01:55.000]  使你們能分別是非
[00:01:55.000 --> 00:01:58.000]  作誠實無過的人
[00:01:58.000 --> 00:02:00.000]  直到基督的日子
[00:02:00.000 --> 00:02:03.000]  並靠著耶穌基督
[00:02:03.000 --> 00:02:05.000]  結滿了仁義的果子
[00:02:05.000 --> 00:02:09.000]  叫榮耀稱讚歸於神
[00:02:09.000 --> 00:02:11.000]  願神保守
[00:02:11.000 --> 00:02:13.000]  祝福常讀他話語
[00:02:13.000 --> 00:02:15.000]  亦都進行的弟兄姊妹
[00:02:15.000 --> 00:02:26.000]  弟兄姊妹平安
[00:02:26.000 --> 00:02:29.000]  在來近五月尾
[00:02:29.000 --> 00:02:31.000]  到七月其實
[00:02:31.000 --> 00:02:33.000]  同工都會用肥辣比書
[00:02:33.000 --> 00:02:35.000]  宣講一個新的系列
[00:02:35.000 --> 00:02:37.000]  亦都引了在程序表裏
[00:02:37.000 --> 00:02:38.000]  講到大綱
[00:02:38.000 --> 00:02:41.000]  叫做「靈性關係成長」
[00:02:41.000 --> 00:02:43.000]  某程度上亦都呼籲教會
[00:02:43.000 --> 00:02:46.000]  今年主題是「凝聚動力」
[00:02:46.000 --> 00:02:49.000]  事實上為何我們會選擇這本書呢?
[00:02:49.000 --> 00:02:50.000]  肥辣比書
[00:02:50.000 --> 00:02:52.000]  首先如果你有留意
[00:02:52.000 --> 00:02:55.000]  保羅在新約書信裏面
[00:02:55.000 --> 00:02:56.000]  共有十三封
[00:02:56.000 --> 00:02:58.000]  其中有八封保羅的書信
[00:02:58.000 --> 00:03:00.000]  保羅都用使徒
[00:03:00.000 --> 00:03:03.000]  或是奉主的名作使徒
[00:03:03.000 --> 00:03:05.000]  來稱呼自己
[00:03:05.000 --> 00:03:08.000]  用一個很高的姿態
[00:03:08.000 --> 00:03:09.000]  來強調自己
[00:03:09.000 --> 00:03:12.000]  是行使著作為使徒的權柄
[00:03:12.000 --> 00:03:15.000]  不過在剛才所讀的肥辣比書
[00:03:15.000 --> 00:03:16.000]  你會發現
[00:03:16.000 --> 00:03:18.000]  保羅稱呼自己是
[00:03:18.000 --> 00:03:20.000]  「瀑人」
[00:03:20.000 --> 00:03:21.000]  基督耶穌的「瀑人」
[00:03:21.000 --> 00:03:22.000]  你會看到他一下子
[00:03:22.000 --> 00:03:23.000]  將自己的身段
[00:03:23.000 --> 00:03:25.000]  「賴範帝」
[00:03:25.000 --> 00:03:26.000]  和收信的人
[00:03:26.000 --> 00:03:29.000]  基本上是同一個水平
[00:03:29.000 --> 00:03:32.000]  顯示其實保羅寫肥辣比書的意圖
[00:03:32.000 --> 00:03:34.000]  不是像其他書信那樣
[00:03:34.000 --> 00:03:36.000]  在教會提出教訓
[00:03:36.000 --> 00:03:39.000]  指正甚至獨澤
[00:03:39.000 --> 00:03:41.000]  事實上你會看到
[00:03:41.000 --> 00:03:44.000]  剛才都隱隱地發現
[00:03:44.000 --> 00:03:45.000]  肥辣比書其實是一封
[00:03:45.000 --> 00:03:47.000]  很有溫情、很窩心
[00:03:47.000 --> 00:03:50.000]  很有溫暖的書信
[00:03:50.000 --> 00:03:53.000]  可以說是保羅這麼多封書信裏
[00:03:53.000 --> 00:03:56.000]  寫得最親切、最開心的一封
[00:03:56.000 --> 00:03:58.000]  你看下去就會發覺
[00:03:58.000 --> 00:03:59.000]  整本書其實充滿了很多
[00:03:59.000 --> 00:04:03.000]  保羅對肥辣比書的稱讚和肯定
[00:04:03.000 --> 00:04:05.000]  一句責備的話
[00:04:05.000 --> 00:04:08.000]  基本上你不會在肥辣比書裏找到
[00:04:08.000 --> 00:04:11.000]  事實上很多聖經學者
[00:04:11.000 --> 00:04:15.000]  都這樣形容保羅和肥辣比信徒的關係
[00:04:15.000 --> 00:04:18.000]  好像一種亦私亦友的關係
[00:04:18.000 --> 00:04:19.000]  所以都將肥辣比書
[00:04:19.000 --> 00:04:22.000]  稱為一封友誼的書信
[00:04:22.000 --> 00:04:25.000]  相比起保羅所建立的其他教會
[00:04:25.000 --> 00:04:27.000]  譬如我們認識的哥林多教會
[00:04:27.000 --> 00:04:28.000]  你會發現
[00:04:28.000 --> 00:04:31.000]  保羅和哥林多教會的信徒的關係
[00:04:31.000 --> 00:04:32.000]  相對沒有那麼好
[00:04:32.000 --> 00:04:34.000]  裏面存在很多問題
[00:04:34.000 --> 00:04:36.000]  甚至很多的嚴規
[00:04:36.000 --> 00:04:39.000]  需要保羅透過書信來澄清
[00:04:39.000 --> 00:04:41.000]  去交代一些誤會
[00:04:41.000 --> 00:04:42.000]  但你會看到
[00:04:42.000 --> 00:04:44.000]  保羅和肥辣比信徒的關係
[00:04:44.000 --> 00:04:47.000]  其實可以說是非常好
[00:04:47.000 --> 00:04:50.000]  書信裏面佈滿了很多喜樂
[00:04:50.000 --> 00:04:53.000]  同心、一起侍奉的字句
[00:04:53.000 --> 00:04:55.000]  你會看到
[00:04:55.000 --> 00:04:56.000]  透過這些內容反映
[00:04:56.000 --> 00:04:58.000]  保羅和他們之間
[00:04:58.000 --> 00:05:00.000]  有一份很深厚的友誼
[00:05:00.000 --> 00:05:02.000]  不只是大家信耶穌
[00:05:02.000 --> 00:05:04.000]  不是大家去服侍
[00:05:04.000 --> 00:05:07.000]  他們是有一份主內的友情
[00:05:07.000 --> 00:05:08.000]  但很特別的是
[00:05:08.000 --> 00:05:10.000]  如果你細心發現
[00:05:10.000 --> 00:05:12.000]  保羅和肥辣比教會的信徒
[00:05:12.000 --> 00:05:15.000]  卻是最少來得多
[00:05:15.000 --> 00:05:17.000]  他們不是經常在一起
[00:05:17.000 --> 00:05:19.000]  一方面其實在當時宣教的緣故
[00:05:19.000 --> 00:05:22.000]  保羅不可能停留在他所建立的教會太久
[00:05:22.000 --> 00:05:24.000]  他很快建立了教會
[00:05:24.000 --> 00:05:26.000]  短時間內就要去下一站
[00:05:26.000 --> 00:05:27.000]  繼續去傳福音
[00:05:27.000 --> 00:05:29.000]  建立另一間教會
[00:05:29.000 --> 00:05:31.000]  另一方面保羅寫肥辣比書的時候
[00:05:31.000 --> 00:05:33.000]  其實聖經學者都相信
[00:05:33.000 --> 00:05:36.000]  他當時是一個被囚或被軟禁的情況
[00:05:36.000 --> 00:05:37.000]  身處在羅馬
[00:05:37.000 --> 00:05:41.000]  基本上他不可能去肥辣比當地
[00:05:41.000 --> 00:05:44.000]  去埋身牧養這些弟兄姊妹
[00:05:44.000 --> 00:05:46.000]  但我們又見到這種
[00:05:46.000 --> 00:05:48.000]  秘密上的阻隔
[00:05:48.000 --> 00:05:50.000]  無阻他們雙方建立一種
[00:05:50.000 --> 00:05:52.000]  好像你中有我
[00:05:52.000 --> 00:05:55.000]  我中有你一份這麼親密的關係
[00:05:55.000 --> 00:05:56.000]  到底秘訣是什麼呢?
[00:05:56.000 --> 00:06:00.000]  這就是我們希望在接下來的宣講
[00:06:00.000 --> 00:06:02.000]  跟大家一起分享
[00:06:02.000 --> 00:06:05.000]  到底我們除了一起聚會之外
[00:06:05.000 --> 00:06:06.000]  我們怎樣才可以增潤
[00:06:06.000 --> 00:06:09.000]  姐妹之間的友誼
[00:06:09.000 --> 00:06:11.000]  怎樣才可以在主裏
[00:06:11.000 --> 00:06:14.000]  建立一份持續又健康成長的
[00:06:14.000 --> 00:06:16.000]  一份屬靈關係呢?
[00:06:16.000 --> 00:06:18.000]  在進入講道之前
[00:06:18.000 --> 00:06:19.000]  進入經文之前
[00:06:19.000 --> 00:06:20.000]  我們先有個祈禱好嗎?
[00:06:20.000 --> 00:06:22.000]  我們一起求聖靈幫助我們
[00:06:22.000 --> 00:06:23.000]  預備我們的心
[00:06:23.000 --> 00:06:24.000]  我們同心祈禱
[00:06:25.000 --> 00:06:27.000]  天父上帝我們恭敬
[00:06:27.000 --> 00:06:29.000]  將我們每一個的心
[00:06:29.000 --> 00:06:30.000]  交在你的恩手
