
[00:00:00.000 --> 00:00:05.000]  今日經文是《針研》三十章一到十四節
[00:00:05.000 --> 00:00:07.560]  經文都印在你們秩序表的內頁
[00:00:07.560 --> 00:00:11.400]  請聽我讀三十章一到十四節
[00:00:11.400 --> 00:00:41.360]  (朗讀)
[00:00:41.360 --> 00:01:01.360]  (朗讀)
[00:01:01.360 --> 00:01:29.360]  (朗讀)
[00:01:29.360 --> 00:01:36.360]  (朗讀)
[00:01:36.360 --> 00:02:00.360]  (朗讀)
[00:02:00.360 --> 00:02:01.360]  經文讀筆
[00:02:01.360 --> 00:02:08.360]  (朗讀)
[00:02:08.360 --> 00:02:09.360]  各位姐妹平安
[00:02:09.360 --> 00:02:14.360]  我們今日用《針研》思想一下
[00:02:14.360 --> 00:02:17.360]  在《針研》裏面的智者
[00:02:17.360 --> 00:02:19.360]  他是怎樣來祈禱的
[00:02:19.360 --> 00:02:21.360]  在我們進入經文之前
[00:02:21.360 --> 00:02:23.360]  我曾經遇過一個老牧者
[00:02:23.360 --> 00:02:28.360]  講開他的教會裝修的一個小片段
[00:02:28.360 --> 00:02:31.360]  我很值得和大家分享
[00:02:31.360 --> 00:02:32.360]  這個老牧者和我說
[00:02:32.360 --> 00:02:35.360]  教會有一段時間要擴堂
[00:02:35.360 --> 00:02:38.360]  要重新買一個新的地方
[00:02:38.360 --> 00:02:40.360]  將要入伙之際
[00:02:40.360 --> 00:02:42.360]  頂姐妹就組織祈禱會
[00:02:42.360 --> 00:02:43.360]  一齊來到衛教會
[00:02:43.360 --> 00:02:46.360]  將要搬到一個新的地方來祈禱
[00:02:46.360 --> 00:02:48.360]  他說其中一個很重要的土文
[00:02:48.360 --> 00:02:51.360]  或者頂姐妹的心願是祈求甚麼呢
[00:02:51.360 --> 00:02:54.360]  因為你去到一個新地方
[00:02:54.360 --> 00:02:56.360]  有很多的規例
[00:02:56.360 --> 00:02:58.360]  有防火又好
[00:02:58.360 --> 00:03:01.360]  或者有不同的政府上面的要求
[00:03:01.360 --> 00:03:03.360]  一班的頂姐妹
[00:03:03.360 --> 00:03:06.360]  他們就在祈求上帝神掩眼
[00:03:06.360 --> 00:03:09.360]  掩著那些官員的眼
[00:03:09.360 --> 00:03:12.360]  希望他們有一些不太合規格
[00:03:12.360 --> 00:03:15.360]  或者有些地方做得不盡善的
[00:03:15.360 --> 00:03:16.360]  他們已經想盡了
[00:03:16.360 --> 00:03:19.360]  但是可能還有漏了的
[00:03:19.360 --> 00:03:20.360]  忘記了的
[00:03:20.360 --> 00:03:22.360]  或者在漏洞裏面
[00:03:22.360 --> 00:03:24.360]  上帝就掩著那些官員的眼
[00:03:24.360 --> 00:03:27.360]  等於快快脆脆簽了紙
[00:03:27.360 --> 00:03:30.360]  讓他們可以快點入伙
[00:03:30.360 --> 00:03:32.360]  去到一個新的堂子裏面
[00:03:32.360 --> 00:03:33.360]  來敬拜上帝
[00:03:33.360 --> 00:03:35.360]  這個心其實是好的
[00:03:35.360 --> 00:03:37.360]  希望有一個新的地方
[00:03:37.360 --> 00:03:39.360]  但是這個老牧者跟我說
[00:03:39.360 --> 00:03:42.360]  如果我這樣教頂姐妹祈禱
[00:03:42.360 --> 00:03:44.360]  這些頂姐妹到最後
[00:03:44.360 --> 00:03:47.360]  她會經歷那種苦過
[00:03:47.360 --> 00:03:48.360]  很奇怪
[00:03:48.360 --> 00:03:51.360]  每個人的祈禱都希望快快脆脆
[00:03:51.360 --> 00:03:53.360]  一切順順利利
[00:03:53.360 --> 00:03:54.360]  這個老牧者說
[00:03:54.360 --> 00:03:56.360]  我跟他們的祈禱是相反的
[00:03:56.360 --> 00:03:58.360]  希望在未入伙之前
[00:03:58.360 --> 00:04:00.360]  所有問題要浮現出來
[00:04:00.360 --> 00:04:04.360]  他說我們做基督徒
[00:04:04.360 --> 00:04:05.360]  或者我們的祈禱
[00:04:05.360 --> 00:04:07.360]  如果我們的眼光
[00:04:07.360 --> 00:04:10.360]  只是解決當下眼前的問題
[00:04:10.360 --> 00:04:12.360]  其實我們沒有辦法
[00:04:12.360 --> 00:04:14.360]  傳遞智慧給頂姐妹
[00:04:14.360 --> 00:04:17.360]  我們要教會頂姐妹在祈禱的時候
[00:04:17.360 --> 00:04:19.360]  預示了人生
[00:04:19.360 --> 00:04:22.360]  或者將要發生什麼事
[00:04:22.360 --> 00:04:25.360]  在問題出現之前就杜絕了她
[00:04:25.360 --> 00:04:28.360]  那些官員不是跟你們這個入堂
[00:04:28.360 --> 00:04:30.360]  這個地方作對
[00:04:30.360 --> 00:04:32.360]  反而這班人是幫我們
[00:04:32.360 --> 00:04:36.360]  預示或者防止所有問題的出現
[00:04:36.360 --> 00:04:38.360]  接著這個牧者就說
[00:04:38.360 --> 00:04:40.360]  他力排眾議
[00:04:40.360 --> 00:04:42.360]  開頭的時候說了一個相反的祈禱
[00:04:42.360 --> 00:04:45.360]  令頂姐妹感覺上不思美意
[00:04:45.360 --> 00:04:48.360]  不過當他再去這樣的教導的時候
[00:04:48.360 --> 00:04:50.360]  這班頂姐妹明白
[00:04:50.360 --> 00:04:53.360]  人生不可以只是為眼前的問題
[00:04:53.360 --> 00:04:54.360]  搞定了
[00:04:54.360 --> 00:04:57.360]  就以為所有事情就迎刃而解
[00:04:57.360 --> 00:04:59.360]  我相信這個老牧者
[00:04:59.360 --> 00:05:02.360]  他在說的是一個智慧的人生
[00:05:02.360 --> 00:05:04.360]  我們的人生怎樣的祈禱
[00:05:04.360 --> 00:05:07.360]  不是純粹為眼前的需要
[00:05:07.360 --> 00:05:09.360]  或者我們眼前當下
[00:05:09.360 --> 00:05:11.360]  我們自己的生活
[00:05:11.360 --> 00:05:14.360]  智者和一般人的看法不同
[00:05:14.360 --> 00:05:16.360]  就是智者永遠看事物
[00:05:16.360 --> 00:05:17.360]  是一條直線
[00:05:17.360 --> 00:05:20.360]  有個方向 有個向度
[00:05:20.360 --> 00:05:22.360]  如果我們當下這個處境
[00:05:22.360 --> 00:05:24.360]  繼續發展下去的時候
