
[00:00:00.000 --> 00:00:01.400]  今日是父親節
[00:00:01.400 --> 00:00:05.400]  我在此恭祝在座所有父親
[00:00:05.400 --> 00:00:07.200]  父親節快樂
[00:00:07.200 --> 00:00:12.800]  公公爺爺有雙份的快樂
[00:00:12.800 --> 00:00:19.000]  今早重讀的經文是《若書雅記》一章一至九節
[00:00:19.000 --> 00:00:24.200]  經文記載在《聖經》舊約部分263頁
[00:00:24.200 --> 00:00:31.400]  《若書雅記》一章一至九節
[00:00:31.400 --> 00:00:35.600]  耶和華的僕人摩西死了以後
[00:00:35.600 --> 00:00:39.000]  耶和華曉遇摩西的幫手
[00:00:39.000 --> 00:00:42.600]  亂的兒子若書雅說
[00:00:42.600 --> 00:00:45.200]  我的僕人摩西死了
[00:00:45.200 --> 00:00:47.400]  現在你要起來
[00:00:47.400 --> 00:00:50.600]  和眾百姓過這約旦河
[00:00:50.600 --> 00:00:55.600]  往我所要次級以色列人的地去
[00:00:55.600 --> 00:00:59.200]  凡你們腳掌所踏之地
[00:00:59.200 --> 00:01:03.000]  我都照著我所應許摩西的話
[00:01:03.000 --> 00:01:05.600]  次級你們了
[00:01:05.600 --> 00:01:09.000]  從抗野和者黎巴嫩
[00:01:09.000 --> 00:01:12.000]  直到幽法拉底大河
[00:01:12.000 --> 00:01:14.200]  客人的傳遞
[00:01:14.200 --> 00:01:17.600]  又到大海日落之處
[00:01:17.600 --> 00:01:21.400]  都要作你們的警戒
[00:01:21.400 --> 00:01:24.000]  你平生的日子
[00:01:24.000 --> 00:01:28.800]  必無一人能在你面前站立得住
[00:01:28.800 --> 00:01:31.600]  我怎樣與摩西同在
[00:01:31.600 --> 00:01:34.600]  也必照樣與你同在
[00:01:34.600 --> 00:01:39.000]  我必不撇下你也不丟棄你
[00:01:39.000 --> 00:01:41.600]  你當剛強壯膽
[00:01:41.600 --> 00:01:46.400]  因為你必使這百姓承受那地遺孽
[00:01:46.400 --> 00:01:49.000]  就是我向他們列祖
[00:01:49.000 --> 00:01:53.000]  豈世應許次級他們的地
[00:01:53.000 --> 00:01:56.600]  只要剛強大大壯膽
[00:01:56.600 --> 00:02:02.400]  謹守遵行我僕人摩西所吩咐你的一切律法
[00:02:02.400 --> 00:02:04.400]  不可偏離左右
[00:02:04.400 --> 00:02:06.800]  使你無論往哪裡去
[00:02:06.800 --> 00:02:09.400]  都可以順利
[00:02:09.400 --> 00:02:12.600]  這律法書不可離開你的口
[00:02:12.600 --> 00:02:15.200]  總以晝夜思想
[00:02:15.200 --> 00:02:17.400]  好施你謹守遵行
[00:02:17.400 --> 00:02:20.600]  這書上所寫的一切話
[00:02:20.600 --> 00:02:24.000]  如此你的道路就可以亨通
[00:02:24.000 --> 00:02:26.400]  凡事順利
[00:02:26.400 --> 00:02:28.400]  我豈沒有吩咐你嗎?
[00:02:28.400 --> 00:02:30.800]  你當剛強壯膽
[00:02:30.800 --> 00:02:32.200]  不要懼怕
[00:02:32.200 --> 00:02:34.000]  也不要驚慌
[00:02:34.000 --> 00:02:36.400]  因為你無論往哪裡去
[00:02:36.400 --> 00:02:40.400]  耶和華你的神必與你同在
[00:02:40.400 --> 00:02:42.400]  聖經獨白
[00:02:42.400 --> 00:02:44.400]  (字幕:梁美芬)
[00:02:44.400 --> 00:02:46.400]  (字幕:梁美芬)
[00:02:46.400 --> 00:02:48.400]  (字幕:梁美芬)
[00:02:48.400 --> 00:02:50.400]  (字幕:梁美芬)
[00:02:50.400 --> 00:02:53.000]  各位弟兄姊妹早晨
[00:02:53.000 --> 00:02:55.600]  很感謝大家邀請
[00:02:55.600 --> 00:02:58.400]  讓我今天一個很特別的主人
[00:02:58.400 --> 00:03:00.400]  可以跟大家分享
[00:03:00.400 --> 00:03:03.600]  父親節
