
[00:00:00.000 --> 00:00:12.000]  經文記載在馬太福音第五章十七至二十字
[00:00:12.000 --> 00:00:22.000]  莫想我來要廢掉律法, 和先知我來不是要廢掉, 乃是要成全。
[00:00:22.000 --> 00:00:34.000]  我實在告訴你們,就是到天地都廢去了, 律法的一點一劃也不能廢去,都要成全。
[00:00:34.000 --> 00:00:42.000]  所以無論何人廢掉這誡命中最少的一條, 又教訓人這樣作。
[00:00:42.000 --> 00:00:56.000]  他在天國要稱為最少的, 但無論何人遵行這誡命, 又教訓人遵行, 他在天國要稱為大的。
[00:00:56.000 --> 00:01:06.000]  我告訴你們,你們的義若不勝於民事和法理裁人的義, 斷不能進天國。
[00:01:06.000 --> 00:01:19.000]  承認獨白。
[00:01:19.000 --> 00:01:28.000]  各位弟兄姊妹,今天是農曆年初八, 所以我都在說一些恭賀的說話,
[00:01:28.000 --> 00:01:39.000]  恭祝大家身心靈健壯,靈命步步升!
[00:01:39.000 --> 00:01:48.000]  我們除了套年開始, 現在是一月,大家記不記得今年教會的主題是什麼?
[00:01:48.000 --> 00:01:51.000]  門徒不斷!
[00:01:51.000 --> 00:02:01.000]  在一月開始,我們有一個主題的講道系列, 叫做「給當代門徒十五個忠告」。
[00:02:01.000 --> 00:02:07.000]  今天我們來到第三講, 講登山寶訓的教導。
[00:02:07.000 --> 00:02:18.000]  第一個教導是陳明荃牧師提醒我們, 要求我們要作一個真正追隨基督的門徒。
[00:02:18.000 --> 00:02:26.000]  然後上一講是Ray牧師跟我們分享, 要我們去作為世上的炎和光。
[00:02:26.000 --> 00:02:33.000]  今天我們會講到《馬太福音》五章十七至二十節。
[00:02:33.000 --> 00:02:40.000]  上次我們講到五章十六節的時候, 耶穌吩咐我們,
[00:02:40.000 --> 00:02:47.000]  「你們的光也當這樣照在人前, 叫他們看見你們的好行為,
[00:02:47.000 --> 00:02:53.000]  便將榮耀歸給你們在天上的父。 」
[00:02:53.000 --> 00:03:01.000]  門徒的好行為可以照耀這個世界, 好像世上的明燈。
[00:03:01.000 --> 00:03:08.000]  使人將榮耀歸給天父。 但到底什麼是好行為呢?
[00:03:08.000 --> 00:03:15.000]  對於當代的猶太人來說, 耶穌必須宣講一個很重要的基礎,
[00:03:15.000 --> 00:03:22.000]  讓那些天國的子民能夠理解到 律法命令的重要本質,
[00:03:22.000 --> 00:03:31.000]  以及用什麼樣的態度去回應。 所以我們今天會去聽或學習第三個忠告,
[00:03:31.000 --> 00:03:38.000]  就是去遵行耶穌所承傳的律法, 讓我們同心祈禱。
[00:03:38.000 --> 00:03:44.000]  「親愛的恩主,求祢幫助我們, 讓我們謙卑自己的心,
[00:03:44.000 --> 00:03:53.000]  倒空自己,讓我們聆聽祢的道, 一會離開禮堂之後,
[00:03:53.000 --> 00:03:59.000]  我們的心裏裝滿滿, 因為祢自己使我們滿足,
[00:03:59.000 --> 00:04:05.000]  因為祢的道叫我們很紮實地活出來, 求祢幫助我們,
[00:04:05.000 --> 00:04:13.000]  聽我們的祈禱,禱告交托,奉主明求, 阿門。 」
[00:04:13.000 --> 00:04:18.000]  對於我們這一班基督徒來說, 我們很清楚,
[00:04:18.000 --> 00:04:24.000]  登山補訓就是我們日常生活裏面 耶穌基督對我們的命令,
[00:04:24.000 --> 00:04:30.000]  但是對於當代的猶太人來說, 他們就很不同了。
[00:04:30.000 --> 00:04:35.000]  讀一讀17至18節, 耶穌說:
[00:04:35.000 --> 00:04:44.000]  「莫想我來是要廢掉律法和先知, 我來不是要廢掉乃是要成全。
[00:04:44.000 --> 00:04:56.000]  我實在告訴你們,就算天地都廢去了, 律法的一點一劃也不能廢去,都要成全。」
[00:04:56.000 --> 00:05:02.000]  這裡說到耶穌是要來成全律法和先知,
[00:05:02.000 --> 00:05:09.000]  對於當時的猶太人來說, 他們去回應,去思考,
[00:05:09.000 --> 00:05:13.000]  究竟他們說的好行為是什麼呢?
[00:05:13.000 --> 00:05:17.000]  原來就是去遵行律法和先知的命令,
[00:05:17.000 --> 00:05:22.000]  所以耶穌在這裡開始就要告訴我們, 究竟什麼是律法和先知。
[00:05:22.000 --> 00:05:27.000]  當時的猶太人,他們以摩西五經, 即是我們說的「妥拉」,
[00:05:27.000 --> 00:05:36.000]  先知書和聖卷,作為他們舊約的希伯來文的聖經教導,
[00:05:36.000 --> 00:05:40.000]  就是他們的行事為人的標準。
[00:05:40.000 --> 00:05:45.000]  在「妥拉」裡面,他們列了613條的誡命,
[00:05:45.000 --> 00:05:50.000]  成為他們在人生裡的道德標準,
[00:05:50.000 --> 00:05:57.000]  不過法利賽人在這些誡命上, 再加一些解釋和補充,
[00:05:57.000 --> 00:06:02.000]  他們希望能夠達到所有的民眾,
[00:06:02.000 --> 00:06:10.000]  都不會因為無知或意外而干犯主的律法。
[00:06:10.000 --> 00:06:14.000]  這613條的律法是什麼呢?
[00:06:14.000 --> 00:06:21.000]  舉個例子,就好像他們其中一條, 就是「在安息日,民遂安息」,
[00:06:21.000 --> 00:06:25.000]  來自《初一及記》23章12節,
[00:06:25.000 --> 00:06:29.000]  而法利賽人在上面再加一些注釋,
[00:06:29.000 --> 00:06:34.000]  就是清楚地列明, 怎樣才算是安息呢?
[00:06:34.000 --> 00:06:40.000]  他們列舉了39條主要的動作, 是不可以做的,
[00:06:40.000 --> 00:06:45.000]  包括什麼叫作「作供」呢?
[00:06:45.000 --> 00:06:51.000]  就是收割、打谷、準備飯食,
[00:06:51.000 --> 00:06:54.000]  這些都是在安息日禁止的。
[00:06:54.000 --> 00:06:57.000]  而且他們也清楚地列明,
[00:06:57.000 --> 00:07:01.000]  安息日最多可以走960米的路,
[00:07:01.000 --> 00:07:05.000]  這就是他們定的規矩。
[00:07:05.000 --> 00:07:10.000]  當時的猶太人認為, 只要實行這些規矩,
[00:07:10.000 --> 00:07:15.000]  他們就能守法律及先知的律例,
[00:07:15.000 --> 00:07:18.000]  他們就能做好行為。
[00:07:18.000 --> 00:07:21.000]  耶穌一開始就說,
[00:07:21.000 --> 00:07:24.000]  「我來不是要廢掉律法。」
[00:07:24.000 --> 00:07:26.000]  為什麼耶穌要這樣說呢?
[00:07:26.000 --> 00:07:30.000]  為什麼無緣無故一開始就說自己不是廢掉律法呢?
[00:07:30.000 --> 00:07:35.000]  因為在耶穌的傳道生涯一開始,
[00:07:35.000 --> 00:07:40.000]  祂的言行都是很破格的。
[00:07:40.000 --> 00:07:44.000]  例如, 祂的言行是怎樣呢?
[00:07:44.000 --> 00:07:47.000]  馬可福音一章二十二節, 一開始就說,
[00:07:47.000 --> 00:07:51.000]  「耶穌走遍各城各鄉, 去會堂裡教訓人,
[00:07:51.000 --> 00:07:54.000]  眾人稀奇祂的教訓,
[00:07:54.000 --> 00:07:59.000]  因為祂教訓他們的, 正像有權柄的人,
[00:07:59.000 --> 00:08:02.000]  不像民事。」
[00:08:02.000 --> 00:08:05.000]  耶穌就算是說的道理,
[00:08:05.000 --> 00:08:11.000]  都是和民事, 他們的律法, 宗教的領袖,
[00:08:11.000 --> 00:08:14.000]  是很不同的。
[00:08:14.000 --> 00:08:17.000]  另外, 耶穌的行事,
[00:08:17.000 --> 00:08:20.000]  對於當時的法利賽人來說,
[00:08:20.000 --> 00:08:23.000]  也是很犯禁的。
[00:08:23.000 --> 00:08:25.000]  大家應該還記得,
[00:08:25.000 --> 00:08:29.000]  耶穌在安息日治病,
[00:08:29.000 --> 00:08:35.000]  祂的門徒在田間裡摘蜜水,
[00:08:35.000 --> 00:08:40.000]  又試過在吃飯的時候不洗手,
[00:08:40.000 --> 00:08:44.000]  結果引來很多法利賽人對祂的批評,
[00:08:44.000 --> 00:08:49.000]  但耶穌每一次都用真理去駁斥他們的指控,
[00:08:49.000 --> 00:08:54.000]  所以耶穌的言行都會令人有個印象,
[00:08:54.000 --> 00:08:58.000]  「你來是否要廢掉律法?
[00:08:58.000 --> 00:09:01.000]  你來是否來踢館?」
[00:09:01.000 --> 00:09:04.000]  其實廢掉這個字,
[00:09:04.000 --> 00:09:07.000]  在第17節的廢掉這個字,
[00:09:07.000 --> 00:09:11.000]  是指在建築物裡拆東西下來,
[00:09:11.000 --> 00:09:18.000]  去毀壞它, 或者去廢除它, 終止它。
[00:09:18.000 --> 00:09:22.000]  耶穌在這裡,
[00:09:22.000 --> 00:09:27.000]  祂要除去當時的人對祂言行的質疑,
[00:09:27.000 --> 00:09:29.000]  認真地宣告,
[00:09:29.000 --> 00:09:34.000]  「我來不是要將律法剷除, 另起爐灶。」
[00:09:34.000 --> 00:09:37.000]  反而在第18節,
[00:09:37.000 --> 00:09:39.000]  祂說「我實在地告訴你們,
[00:09:39.000 --> 00:09:42.000]  實在的這個字是告訴我們,
[00:09:42.000 --> 00:09:45.000]  祂是肯定的,千真萬確的,
[00:09:45.000 --> 00:09:48.000]  甚至在約翰福音一說到「實實在在」這個字,
[00:09:48.000 --> 00:09:51.000]  就是說話的那個人的地位,
[00:09:51.000 --> 00:09:54.000]  是比一般人超越的。
[00:09:54.000 --> 00:09:57.000]  祂要很清晰,
[00:09:57.000 --> 00:09:59.000]  無可置疑地宣告,
[00:09:59.000 --> 00:10:04.000]  兩個很重要關於律法的本質。
[00:10:04.000 --> 00:10:08.000]  第一, 祂怎麼說呢?
[00:10:08.000 --> 00:10:10.000]  就是「天地都廢去了,
[00:10:10.000 --> 00:10:17.000]  律法的一點一劃都不廢去。」
[00:10:17.000 --> 00:10:21.000]  其實耶穌用了兩個誇張的修辭手法
[00:10:21.000 --> 00:10:24.000]  去表達律法的本質。
[00:10:24.000 --> 00:10:28.000]  第一, 祂將律法的存在
[00:10:28.000 --> 00:10:32.000]  和天地的存在做了一個對比,
[00:10:32.000 --> 00:10:36.000]  代表了律法的永恆性,
[00:10:36.000 --> 00:10:39.000]  律法的本質是永恆的,
[00:10:39.000 --> 00:10:44.000]  律法是從創天造地的神所設立的,
[00:10:44.000 --> 00:10:47.000]  祂命立就立。
[00:10:47.000 --> 00:10:50.000]  然後祂說「一點一劃都不廢去」,
[00:10:50.000 --> 00:10:54.000]  一點一劃就是聖經的文字
[00:10:54.000 --> 00:10:58.000]  那些最微細的標記,標點符號,
[00:10:58.000 --> 00:11:01.000]  這麼微小的標點符號,
[00:11:01.000 --> 00:11:03.000]  都不能夠廢去,
[00:11:03.000 --> 00:11:04.000]  都不能夠終止,
[00:11:04.000 --> 00:11:06.000]  都不能夠剷除,
[00:11:06.000 --> 00:11:12.000]  這樣就代表了律法的整全性。
[00:11:12.000 --> 00:11:16.000]  耶穌不是要駁斥律法,
[00:11:16.000 --> 00:11:19.000]  不是要廢止律法,
[00:11:19.000 --> 00:11:26.000]  反而是要表明律法的永恆性和整全性。
[00:11:26.000 --> 00:11:28.000]  這位獨一無二,
[00:11:28.000 --> 00:11:31.000]  道成肉身,來到世界的基督,
[00:11:31.000 --> 00:11:38.000]  才是那位承傳永恆而整全律法的那位。
[00:11:38.000 --> 00:11:40.000]  他要為了律法,
[00:11:40.000 --> 00:11:42.000]  去作出重新的演繹,
[00:11:42.000 --> 00:11:49.000]  以及要帶出律法的真正意思。
[00:11:49.000 --> 00:11:51.000]  「承傳」這個字,
[00:11:51.000 --> 00:11:55.000]  在馬太福音是非常重要的用詞,
[00:11:55.000 --> 00:11:58.000]  這個字在新約出現了86次,
[00:11:58.000 --> 00:12:02.000]  在馬太福音就已經出現了16次,
[00:12:02.000 --> 00:12:05.000]  而有13次是說到
[00:12:05.000 --> 00:12:12.000]  「承傳」這個字是說到應驗舊約先知的預言。
[00:12:12.000 --> 00:12:14.000]  他告訴我們,
[00:12:14.000 --> 00:12:18.000]  這個舊約的律法和先知的預言,
[00:12:18.000 --> 00:12:22.000]  根本就是指向了耶穌基督,
[00:12:22.000 --> 00:12:27.000]  唯有耶穌基督才可以親自來到這個世界,
[00:12:27.000 --> 00:12:29.000]  去承傳這個律法。
[00:12:29.000 --> 00:12:34.000]  他要帶出律法的真正目的和定義,
[00:12:34.000 --> 00:12:37.000]  他是創造律法的人,
[00:12:37.000 --> 00:12:40.000]  創造律法的那個,
[00:12:40.000 --> 00:12:43.000]  他所說的是帶著權柄,
[00:12:43.000 --> 00:12:49.000]  他所反映的是比摩西的律法精神更高的要求,
[00:12:49.000 --> 00:12:55.000]  他的行事為人本身就可以滿足律法的要求,
[00:12:55.000 --> 00:12:59.000]  甚至可以提升到另一個層面。
[00:12:59.000 --> 00:13:05.000]  他如何重新演繹律法呢?
[00:13:05.000 --> 00:13:11.000]  耶穌超越了當時宗教領袖對於律法和先知命令的解釋,
[00:13:11.000 --> 00:13:17.000]  也糾正了他們傳遞的一些律法傳統的見解,
[00:13:17.000 --> 00:13:25.000]  耶穌是唯有他才能真正教導天國的門徒。
[00:13:25.000 --> 00:13:30.000]  接下來我們會有六個宗谷,
[00:13:30.000 --> 00:13:33.000]  是21至48節,
[00:13:33.000 --> 00:13:37.000]  講到六個律法或誡命的教導,
[00:13:37.000 --> 00:13:40.000]  他指出了舊約裡面,
[00:13:40.000 --> 00:13:43.000]  講到不可以殺人,不可以姦淫,
[00:13:43.000 --> 00:13:45.000]  講到丘妻不可以背誓,
[00:13:45.000 --> 00:13:49.000]  講到以眼還眼,愛鄰舍,恨仇敵,
[00:13:49.000 --> 00:13:54.000]  這些舊約所指明的律法誡命,
[00:13:54.000 --> 00:13:58.000]  他將新和舊做出全息對比,
[00:13:58.000 --> 00:14:04.000]  耶穌鏗鏘有力地鋪陳摩西律法的完整含義,
[00:14:04.000 --> 00:14:07.000]  對於當時來說是一個好革命的表達,
[00:14:07.000 --> 00:14:10.000]  不單單延續了律法的有效性,
[00:14:10.000 --> 00:14:15.000]  而且比起文士和法理賽人的要求更加嚴格,
[00:14:15.000 --> 00:14:20.000]  告訴我們如何將這些律法落實在生活裡面,
[00:14:20.000 --> 00:14:25.000]  才是真真正正符合上帝對義的要求。
[00:14:25.000 --> 00:14:30.000]  而且在耶穌的傳道生涯裡面,
[00:14:30.000 --> 00:14:34.000]  他不單單有這樣的教導,
[00:14:34.000 --> 00:14:40.000]  他更加指明了律法的真正意義和本質,
[00:14:40.000 --> 00:14:48.000]  其實就是我們和納約的上帝的關係。
[00:14:48.000 --> 00:14:52.000]  《約翰福音》14章21節說:
[00:14:52.000 --> 00:14:55.000]  「有了我的命令就遵守的,
[00:14:55.000 --> 00:14:58.000]  這人就是愛我的,
[00:14:58.000 --> 00:15:01.000]  愛我的,便蒙我父愛他,
[00:15:01.000 --> 00:15:07.000]  我也要愛他,並且要向他顯現。」
[00:15:07.000 --> 00:15:13.000]  我們遵循律法,反映的是我們對上帝的愛,
[00:15:13.000 --> 00:15:19.000]  所以耶穌更加清楚地說明了律法和教命的總綱是什麼。
[00:15:19.000 --> 00:15:23.000]  《馬太福音》22章37-40節說:
[00:15:23.000 --> 00:15:28.000]  「你要盡心盡性盡義愛主你的神,
[00:15:28.000 --> 00:15:33.000]  這是最大的,且是第一個誡命,
[00:15:33.000 --> 00:15:35.000]  第二條也是如此,
[00:15:35.000 --> 00:15:40.000]  就是愛、倫、捨、如同自己。
[00:15:40.000 --> 00:15:48.000]  這兩條誡命是一切律法和先知書的總綱。」
[00:15:48.000 --> 00:15:50.000]  耶穌說明了,
[00:15:50.000 --> 00:15:53.000]  祂不是要來另起爐灶,
[00:15:53.000 --> 00:15:57.000]  祂只是很清楚地告訴我們,
[00:15:57.000 --> 00:16:04.000]  天國子民,你要知道律法的永恆性和整全性,
