
[00:00:00.000 --> 00:00:04.600]  多謝守宗代表我們會眾作出剛才的獻祝
[00:00:04.600 --> 00:00:07.800]  接下來願意我們繼續以聆聽聖道
[00:00:07.800 --> 00:00:09.200]  繼續我們的敬拜
[00:00:09.200 --> 00:00:11.400]  今天我們會選讀一段經文
[00:00:11.400 --> 00:00:13.200]  是舊約聖經新命記
[00:00:13.200 --> 00:00:17.600]  舊約聖經新命記的二十六章十六到十九節
[00:00:17.600 --> 00:00:20.600]  請聽我讀出
[00:00:20.600 --> 00:00:28.200]  耶和華,你的神今日吩咐你行這些律例典章
[00:00:28.200 --> 00:00:34.000]  所以你要盡心盡性謹守遵行
[00:00:34.000 --> 00:00:38.200]  你今日應耶和華為你的神
[00:00:38.200 --> 00:00:41.200]  應許遵行他的道
[00:00:41.200 --> 00:00:46.000]  謹守他的律例,誡命,典章
[00:00:46.000 --> 00:00:48.200]  聽從他的話
[00:00:48.200 --> 00:00:52.200]  耶和華今日照他所應許你的
[00:00:52.200 --> 00:00:55.200]  也應你為他的子民
[00:00:55.200 --> 00:00:59.200]  使你謹守他的一切誡命
[00:00:59.200 --> 00:01:04.200]  有使你得稱讚美名尊榮
[00:01:04.200 --> 00:01:09.200]  超乎他所做的萬民至上
[00:01:09.200 --> 00:01:11.200]  並照他所應許的
[00:01:11.200 --> 00:01:16.200]  使你歸耶和華你神為聖傑的民
[00:01:16.200 --> 00:01:30.200]  (字幕:陳志全)
[00:01:30.200 --> 00:01:32.200]  各位兄弟姐妹平安
[00:01:32.200 --> 00:01:36.200]  能夠再次分享上帝的說話
[00:01:36.200 --> 00:01:39.200]  並且跟他遵行和實踐主義的教導
[00:01:39.200 --> 00:01:43.200]  今天已經是五月二十五日
[00:01:43.200 --> 00:01:46.200]  大家在二零二五年已經習慣了
[00:01:46.200 --> 00:01:48.200]  寫日曆的還不會寫二四年
[00:01:48.200 --> 00:01:50.200]  已經過了這麼多個月
[00:01:50.200 --> 00:01:52.200]  已經一段時間了
[00:01:52.200 --> 00:01:57.200]  大家除了日復日的工作和生活之外
[00:01:57.200 --> 00:02:00.200]  有沒有想過二五年
[00:02:00.200 --> 00:02:02.200]  有沒有什麼很特別的事情要感恩呢?
[00:02:02.200 --> 00:02:04.200]  畢竟都差不多過了一半了
[00:02:04.200 --> 00:02:07.200]  這一年裡面你經歷了什麼呢?
[00:02:07.200 --> 00:02:10.200]  當然了,當你看回教會的時候
[00:02:10.200 --> 00:02:13.200]  我們今年的年題就是聖經導引
[00:02:13.200 --> 00:02:16.200]  這個過程其實就像一個旅程
[00:02:16.200 --> 00:02:18.200]  跟大家每天的經歷一樣
[00:02:18.200 --> 00:02:20.200]  你們可能每一年有些目標
[00:02:20.200 --> 00:02:22.200]  去做到一些方向
[00:02:22.200 --> 00:02:23.200]  教會也一樣
[00:02:23.200 --> 00:02:26.200]  在二五年的時候也訂立了這個主題
[00:02:26.200 --> 00:02:28.200]  我們現在差不多走到一半了
[00:02:28.200 --> 00:02:30.200]  大家有沒有機會想想
[00:02:30.200 --> 00:02:34.200]  教會這半年又發生了什麼事呢?
[00:02:34.200 --> 00:02:35.200]  就好像上個星期
[00:02:35.200 --> 00:02:37.200]  大家如果有參與的話
[00:02:37.200 --> 00:02:39.200]  就有去到讀經日營
[00:02:39.200 --> 00:02:42.200]  當中一起早上有安靜靈修的時間
[00:02:42.200 --> 00:02:45.200]  下午也有高sir的分享
[00:02:45.200 --> 00:02:48.200]  今年如果你參加小組查經的時候
[00:02:48.200 --> 00:02:51.200]  可能也會發覺進度有一點不同了
[00:02:51.200 --> 00:02:52.200]  如果有弟兄姊妹
[00:02:52.200 --> 00:02:55.200]  有小組跟隨教會的方向的時候
[00:02:55.200 --> 00:02:57.200]  除了可能在知識上增多了之外
[00:02:57.200 --> 00:02:59.200]  我們更加著重的是
[00:02:59.200 --> 00:03:02.200]  在聖經裡面如何引導我們的生命
[00:03:02.200 --> 00:03:03.200]  有些不同呢?
[00:03:03.200 --> 00:03:06.200]  有些分別和應用是怎麼樣呢?
[00:03:06.200 --> 00:03:08.200]  每天的讀經計劃
[00:03:08.200 --> 00:03:11.200]  有些弟兄姊妹也一同參加了
[00:03:11.200 --> 00:03:12.200]  如果一起讀的時候
[00:03:12.200 --> 00:03:16.200]  可能你也會留意教會的Facebook專頁
[00:03:16.200 --> 00:03:19.200]  裡面每天也有一些短短的文章
[00:03:19.200 --> 00:03:22.200]  講一下今天讀的那段經文裡面的一些體會
[00:03:22.200 --> 00:03:26.200]  我們目者也會一同去有一些文章分享
[00:03:26.200 --> 00:03:28.200]  甚至乎年頭
[00:03:28.200 --> 00:03:31.200]  其實如果大家有留意我們誠心所願
[00:03:31.200 --> 00:03:34.200]  有幾集也有訪問一些
[00:03:34.200 --> 00:03:37.200]  可能是夏達華的聖經世界
[00:03:37.200 --> 00:03:40.200]  以及一些不同的聖經機構
[00:03:40.200 --> 00:03:42.200]  裡面也是按照這個方向
[00:03:42.200 --> 00:03:47.200]  想讓大家有更多的資訊和補充
[00:03:47.200 --> 00:03:50.200]  甚或乎來到講壇裡面
[00:03:50.200 --> 00:03:51.200]  我們講道系列
[00:03:51.200 --> 00:03:53.200]  今天大家也知道主題
[00:03:53.200 --> 00:03:57.200]  就是《朝聖英許之地》這個主題
[00:03:57.200 --> 00:04:00.200]  這個是我們自家目者的講道系列
[00:04:00.200 --> 00:04:04.200]  裡面也是想講這個方向
[00:04:04.200 --> 00:04:07.200]  就正如在《生命記》裡面
[00:04:07.200 --> 00:04:09.200]  我們所運用的經文
[00:04:09.200 --> 00:04:16.200]  也是在講摩西再一次重新的律法和解明一樣
[00:04:16.200 --> 00:04:20.200]  很希望藉著這一切的重新
[00:04:20.200 --> 00:04:24.200]  讓那一群要進入英許之地的新一輩以色列人
[00:04:24.200 --> 00:04:27.200]  知道他們今天憑著什麼
[00:04:27.200 --> 00:04:29.200]  來到今天的這個光景
[00:04:29.200 --> 00:04:31.200]  也是憑著什麼英許
[00:04:31.200 --> 00:04:35.200]  可以進到面前這個英許地
[00:04:35.200 --> 00:04:38.200]  另外也重新再宣告
[00:04:38.200 --> 00:04:43.200]  上帝的律法帶著上帝的約的關係
[00:04:43.200 --> 00:04:46.200]  藉著很多的律法的解明重點
[00:04:46.200 --> 00:04:48.200]  再去講述的時候
[00:04:48.200 --> 00:04:51.200]  其實是在塑造這群以色列人的身份
[00:04:51.200 --> 00:04:55.200]  以致他們知道今天在做什麼
[00:04:55.200 --> 00:04:57.200]  所以當今天
[00:04:57.200 --> 00:04:59.200]  我們以教會年題
[00:04:59.200 --> 00:05:01.200]  就是《聖經導引》為題的時候
[00:05:01.200 --> 00:05:03.200]  其實我們目者們
[00:05:03.200 --> 00:05:05.200]  大英姐妹們也用了不少時間
[00:05:05.200 --> 00:05:09.200]  想讓大家得著這件事
[00:05:09.200 --> 00:05:12.200]  對,《聖經》對我來說是些什麼呢?
[00:05:12.200 --> 00:05:14.200]  教導我們的是什麼呢?
[00:05:14.200 --> 00:05:17.200]  而且用了很多時間去研讀
[00:05:17.200 --> 00:05:21.200]  律法背後究竟它的意義是什麼呢?
[00:05:21.200 --> 00:05:23.200]  我們不會說《聖經導引》
[00:05:23.200 --> 00:05:25.200]  總之今天《聖經》說什麼
[00:05:25.200 --> 00:05:27.200]  你自己跟著做就行了
[00:05:27.200 --> 00:05:30.200]  而是大家會用很多的心機和時間去研讀
[00:05:30.200 --> 00:05:34.200]  這些律法背後其實想告訴我們什麼道理
[00:05:34.200 --> 00:05:37.200]  以致今天我們可以應用呢?
[00:05:37.200 --> 00:05:42.200]  但是當你真的按照教會年題去想的時候
[00:05:42.200 --> 00:05:43.200]  不知道你會不會開始想
[00:05:43.200 --> 00:05:45.200]  問題就來了
[00:05:45.200 --> 00:05:48.200]  究竟今天對我們來說呢?
[00:05:48.200 --> 00:05:52.200]  摩西那時候就有這些律法
[00:05:52.200 --> 00:05:54.200]  他們五經裡面的教導
[00:05:54.200 --> 00:05:57.200]  很多的律法去教導他們
[00:05:57.200 --> 00:06:01.200]  今天對我們來說的律例典章是什麼呢?
[00:06:01.200 --> 00:06:03.200]  是不是就是那些我們經常說
[00:06:03.200 --> 00:06:05.200]  你做基督徒
[00:06:05.200 --> 00:06:07.200]  應該做這些不應該做這些
[00:06:07.200 --> 00:06:11.200]  全部的東西是不是只是說那些呢?
[00:06:11.200 --> 00:06:12.200]  另一方面
[00:06:12.200 --> 00:06:14.200]  就說朝著應許之地
[00:06:14.200 --> 00:06:16.200]  大家好像都很乖
[00:06:16.200 --> 00:06:17.200]  又沒有問我們
[00:06:17.200 --> 00:06:18.200]  你說朝著應許之地
[00:06:18.200 --> 00:06:19.200]  什麼應許之地呢?
[00:06:19.200 --> 00:06:20.200]  我現在就坐在這裡
[00:06:20.200 --> 00:06:22.200]  我又要有房子就住在房子裡
[00:06:22.200 --> 00:06:24.200]  我又不是要移民
[00:06:24.200 --> 00:06:27.200]  朝著一個什麼應許之地呢?
[00:06:27.200 --> 00:06:29.200]  我們在哪裡出來
[00:06:29.200 --> 00:06:30.200]  要去哪裡呢?
[00:06:30.200 --> 00:06:33.200]  這個方向其實是想教導什麼呢?
[00:06:33.200 --> 00:06:36.200]  可能這個也是大家可能會想的東西
[00:06:36.200 --> 00:06:39.200]  而我自己一直去研讀生命的時候
[00:06:39.200 --> 00:06:41.200]  都會想同樣的問題
[00:06:41.200 --> 00:06:42.200]  如果不是呢
[00:06:42.200 --> 00:06:44.200]  只是讀了別人的歷史
[00:06:44.200 --> 00:06:45.200]  啊,是喔
[00:06:45.200 --> 00:06:47.200]  以色列人怎麼樣信服神啊
[00:06:47.200 --> 00:06:48.200]  很乖啊
[00:06:48.200 --> 00:06:49.200]  帶著他
[00:06:49.200 --> 00:06:50.200]  雖然都不是很乖
[00:06:50.200 --> 00:06:52.200]  就是看著他們怎麼樣
[00:06:52.200 --> 00:06:55.200]  好像跟著一步一步去到應許之地
[00:06:55.200 --> 00:07:00.200]  但是我們今天又怎麼去想這件事呢?
[00:07:00.200 --> 00:07:02.200]  信服是在說什麼呢?
[00:07:02.200 --> 00:07:04.200]  信服只是在說
[00:07:04.200 --> 00:07:07.200]  啊,我聽到這些東西跟著去做就可以了
[00:07:07.200 --> 00:07:10.200]  還是可能是指究竟這些東西是教導
[00:07:10.200 --> 00:07:13.200]  怎麼在你和我每天的生命裡面
[00:07:13.200 --> 00:07:15.200]  每一個選擇裡面
[00:07:15.200 --> 00:07:17.200]  都在產生變化
[00:07:17.200 --> 00:07:18.200]  當然了
[00:07:18.200 --> 00:07:20.200]  這個變化可能你也會說
[00:07:20.200 --> 00:07:23.200]  我聽了這些教導
[00:07:23.200 --> 00:07:27.200]  我應不應用在我生活裡面是我的自由
[00:07:27.200 --> 00:07:29.200]  你沒人逼我
[00:07:29.200 --> 00:07:31.200]  你沒人說因為我是基督徒
[00:07:31.200 --> 00:07:33.200]  道德綁架我
[00:07:33.200 --> 00:07:34.200]  我一定要這樣做
[00:07:34.200 --> 00:07:37.200]  這個跟不跟是我的自由
[00:07:37.200 --> 00:07:40.200]  所以就更加讓我想到今天主題
[00:07:40.200 --> 00:07:44.200]  就是自由和信服究竟是什麼呢?
[00:07:44.200 --> 00:07:46.200]  究竟在神的應許
[00:07:46.200 --> 00:07:48.200]  神的律法面前
[00:07:48.200 --> 00:07:49.200]  我們是不是自由的?
[00:07:49.200 --> 00:07:52.200]  是不是可以選擇跟和選擇不跟呢?
[00:07:52.200 --> 00:07:55.200]  在神的律例典章裡面
[00:07:55.200 --> 00:07:56.200]  我們自然就信服
[00:07:56.200 --> 00:07:58.200]  那就好像沒有自由
[00:07:58.200 --> 00:08:00.200]  我們有沒有選擇呢?
[00:08:00.200 --> 00:08:02.200]  盼望這個成為我們思考的方向
[00:08:02.200 --> 00:08:04.200]  我們先一起祈禱
[00:08:04.200 --> 00:08:07.200]  親愛的主,求祢給我們智慧
[00:08:07.200 --> 00:08:10.200]  以致當我們每星期每一天
[00:08:10.200 --> 00:08:13.200]  去研讀祢的話語的時候
[00:08:13.200 --> 00:08:16.200]  讓祢的話語成為我們腳前的燈
[00:08:16.200 --> 00:08:18.200]  路上的光
[00:08:18.200 --> 00:08:20.200]  讓我們在每天裡面
[00:08:20.200 --> 00:08:21.200]  知道怎樣前行
[00:08:21.200 --> 00:08:23.200]  以致我們能夠知道
[00:08:23.200 --> 00:08:26.200]  我們縱然可能一邊聽上帝的教導的時候
[00:08:26.200 --> 00:08:29.200]  我們心底裡也有些想法
[00:08:29.200 --> 00:08:31.200]  但我們知道這個過程
[00:08:31.200 --> 00:08:32.200]  就是我們去成長
[00:08:32.200 --> 00:08:35.200]  去跟從主理的每一個機遇
[00:08:35.200 --> 00:08:38.200]  我們祈禱是奉主耶穌基督的名字而求
[00:08:38.200 --> 00:08:39.200]  阿們
[00:08:39.200 --> 00:08:41.200]  剛才讀經的時候
[00:08:41.200 --> 00:08:45.200]  大家讀了26章的16至19節
[00:08:45.200 --> 00:08:49.200]  其實16章一開始讀的時候
[00:08:49.200 --> 00:08:53.200]  他說今天上帝吩咐你所進行的這些律例典章
[00:08:53.200 --> 00:08:55.200]  你就要盡你全部的心思
[00:08:55.200 --> 00:08:57.200]  全部的性命
[00:08:57.200 --> 00:08:59.200]  如果你看回和學本
[00:08:59.200 --> 00:09:03.200]  就是盡心盡性去謹守進行
[00:09:03.200 --> 00:09:07.200]  16節這裡就要提醒百姓
[00:09:07.200 --> 00:09:10.200]  去行這些律例典章的事
[00:09:10.200 --> 00:09:12.200]  其實這是一個山括弧
[00:09:12.200 --> 00:09:14.200]  那開括弧在哪裡呢?
[00:09:14.200 --> 00:09:16.200]  開括弧其實在12章1節
[00:09:16.200 --> 00:09:17.200]  我讀出來
[00:09:17.200 --> 00:09:19.200]  你有機會可以揭開聖經
[00:09:19.200 --> 00:09:21.200]  看回生命記12章1節
[00:09:21.200 --> 00:09:23.200]  裡面說什麼呢?
[00:09:23.200 --> 00:09:25.200]  你們存活於世紀日子
[00:09:25.200 --> 00:09:26.200]  在耶和華
[00:09:26.200 --> 00:09:28.200]  你們列祖的神
[00:09:28.200 --> 00:09:31.200]  所賜你們遺孽的地上
[00:09:31.200 --> 00:09:34.200]  要謹守進行的律例典章
[00:09:34.200 --> 00:09:36.200]  乃是這樣
[00:09:36.200 --> 00:09:38.200]  這樣就一直說
[00:09:38.200 --> 00:09:40.200]  從12章開始說
[00:09:40.200 --> 00:09:42.200]  說到26章
[00:09:42.200 --> 00:09:43.200]  到最後
[00:09:43.200 --> 00:09:45.200]  所以16節就說
[00:09:45.200 --> 00:09:47.200]  這些就是上帝吩咐你進行的
[00:09:47.200 --> 00:09:49.200]  誡命和律例
[00:09:49.200 --> 00:09:52.200]  你就要盡心盡性去進行
[00:09:52.200 --> 00:09:55.200]  所以原來12章1節
[00:09:55.200 --> 00:09:56.200]  到26章
[00:09:56.200 --> 00:09:58.200]  裡面都包含了
[00:09:58.200 --> 00:10:00.200]  所有的律例
[00:10:00.200 --> 00:10:03.200]  當中從整個角度
[00:10:03.200 --> 00:10:04.200]  互相呼應
[00:10:04.200 --> 00:10:06.200]  讓我們知道這是告一段落
[00:10:06.200 --> 00:10:09.200]  而中間就重申了很多不同的律法
[00:10:09.200 --> 00:10:11.200]  如果你記得過往這幾個月
[00:10:11.200 --> 00:10:14.200]  牧者在講壇上都說了很多
[00:10:14.200 --> 00:10:16.200]  這些律例就是這樣去跟的
[00:10:16.200 --> 00:10:18.200]  當時來說為什麼要跟呢?
[00:10:18.200 --> 00:10:19.200]  就是因為有這樣的原則
[00:10:19.200 --> 00:10:21.200]  那應用在今天
[00:10:21.200 --> 00:10:23.200]  又是代表著什麼的意義呢?
[00:10:23.200 --> 00:10:24.200]  過往這段時間
[00:10:24.200 --> 00:10:26.200]  就說了很多這些內容
[00:10:26.200 --> 00:10:27.200]  隨後呢
[00:10:27.200 --> 00:10:28.200]  繼續你看下去
[00:10:28.200 --> 00:10:30.200]  第17 18節
[00:10:30.200 --> 00:10:31.200]  就講述了
[00:10:31.200 --> 00:10:33.200]  這些律例典章背後
[00:10:33.200 --> 00:10:37.200]  表達了為什麼他們要和應
[00:10:37.200 --> 00:10:39.200]  這些上帝的誡命呢?
[00:10:39.200 --> 00:10:41.200]  就是17 18節表達了
[00:10:41.200 --> 00:10:42.200]  以色列這個民族
[00:10:42.200 --> 00:10:45.200]  和神彼此毀身的承諾
[00:10:45.200 --> 00:10:48.200]  這個承諾就是一個文約
[00:10:48.200 --> 00:10:50.200]  至於在當中最重要的
[00:10:50.200 --> 00:10:52.200]  就是在說耶和華神
[00:10:52.200 --> 00:10:55.200]  就是以色列這個國家的宗主國
[00:10:55.200 --> 00:10:58.200]  然後以色列就是耶和華的民
[00:10:58.200 --> 00:10:59.200]  就是那個從屬國
[00:10:59.200 --> 00:11:01.200]  為什麼用宗主國和從屬國呢?
[00:11:01.200 --> 00:11:02.200]  大家記不記得
[00:11:02.200 --> 00:11:03.200]  陳木斯一開始的時候
[00:11:03.200 --> 00:11:05.200]  講到一件事就是
[00:11:05.200 --> 00:11:07.200]  我們這個約的關係呢
[00:11:07.200 --> 00:11:09.200]  不是在說今天我們簽的合約
[00:11:09.200 --> 00:11:11.200]  不是那些合約精神
[00:11:11.200 --> 00:11:13.200]  就是不是說對等的
[00:11:13.200 --> 00:11:14.200]  一買一賣
