
[00:00:00.000 --> 00:00:04.000]  《約書亞記》一章一至九節
[00:00:30.000 --> 00:00:37.000]  我踏之地 我都照著我所應許摩西的話賜給你們了
[00:00:37.000 --> 00:00:44.000]  從曠野和者黎巴嫩 直到帕拉大河 客人的傳遞
[00:00:44.000 --> 00:00:52.000]  又到大海日落之處 都要作你們的警戒
[00:00:52.000 --> 00:00:58.000]  你平生的日子 必無一人能在你面前站立得住
[00:00:58.000 --> 00:01:04.000]  我怎樣與摩西同在 也必照樣與你同在
[00:01:04.000 --> 00:01:09.000]  我必不撇下你 也不丟棄你
[00:01:09.000 --> 00:01:15.000]  你當剛強壯膽 因為你必使這百姓承受那地為業
[00:01:15.000 --> 00:01:22.000]  就是我向他們列祖起誓 應許賜給他們的地
[00:01:22.000 --> 00:01:31.000]  只要剛強大大壯膽 謹守遵行我僕人摩西所吩咐你的一切律法
[00:01:31.000 --> 00:01:38.000]  不可偏離左右 使你無論往哪裡去 都可以順利
[00:01:38.000 --> 00:01:44.000]  這律法書不可離開你的口 總要晝夜思想
[00:01:44.000 --> 00:01:48.000]  好使你謹守遵行這書上所寫的一切話
[00:01:48.000 --> 00:01:54.000]  如此你的道路就可以亨通 凡事順利
[00:01:54.000 --> 00:02:00.000]  我豈沒有吩咐你嗎 你當剛強壯膽
[00:02:00.000 --> 00:02:06.000]  不要懼怕 也不要驚慌 因為你無論往哪裡去
[00:02:06.000 --> 00:02:11.000]  耶和華你的神必與你同在 聖經六品
[00:02:16.000 --> 00:02:21.000]  今天很高興邀請到蔡康儀牧師與我們分享訊息
[00:02:21.000 --> 00:02:25.000]  蔡牧師是香港亞洲歸屬協會的總幹事
[00:02:25.000 --> 00:02:32.000]  今天與我們分享的題目是超越功能價值 立足聖若人生
[00:02:32.000 --> 00:02:34.000]  我們請蔡牧師
[00:02:34.000 --> 00:02:42.000]  請姐妹平安
[00:02:42.000 --> 00:02:46.000]  很感恩這次是第一次在大家當中分享神的話語
[00:02:46.000 --> 00:02:49.000]  雖然是第一次分享上帝的說話
[00:02:49.000 --> 00:02:54.000]  但是旺角浸信會給我的印象都已經很深刻
[00:02:54.000 --> 00:02:56.000]  因為無論我認識的牧者
[00:02:56.000 --> 00:03:00.000]  或者是我去認識大家的事工
[00:03:00.000 --> 00:03:04.000]  我發現這間教會都是一間心胸很廣闊
[00:03:04.000 --> 00:03:09.000]  很願意去聆聽這個世代的需要
[00:03:09.000 --> 00:03:11.000]  並且是一間很有活力的教會
[00:03:11.000 --> 00:03:14.000]  所以每一次當我想起旺角浸信會的時候
[00:03:14.000 --> 00:03:17.000]  我感受到為大家很感恩
[00:03:17.000 --> 00:03:21.000]  首先介紹一下我們機構
[00:03:21.000 --> 00:03:23.000]  我在香港亞洲歸屬協會服務
[00:03:23.000 --> 00:03:25.000]  我們機構是一間大使命的教會
[00:03:25.000 --> 00:03:30.000]  我們知道現在我們面對種種的困難和挑戰
[00:03:30.000 --> 00:03:34.000]  其實我們更加知道需要實踐大使命
[00:03:34.000 --> 00:03:38.000]  但是我們又知道這麼艱難的時代
[00:03:38.000 --> 00:03:40.000]  實踐大使命一點都不容易
[00:03:40.000 --> 00:03:48.000]  我們機構一直都很著力去提倡什麼呢?
[00:03:48.000 --> 00:03:53.000]  大使命不是你生活上的其中一部分
[00:03:53.000 --> 00:03:57.000]  我們知道生活有家庭、職業、教會各方面
[00:03:57.000 --> 00:04:02.000]  當順境的時候我們可能每一項都兼顧得很好
[00:04:02.000 --> 00:04:06.000]  但是一到很忙碌、一到艱難的時間
[00:04:06.000 --> 00:04:09.000]  很多時候我們都會犧牲我們娛樂消遣的時間
[00:04:09.000 --> 00:04:12.000]  下一步我們都知道大使命很重要
[00:04:12.000 --> 00:04:14.000]  但是卻是有時有心無力
[00:04:14.000 --> 00:04:20.000]  我們機構一直都很想去實踐一個藍圖
[00:04:20.000 --> 00:04:24.000]  就是從左邊這個圖變成右邊
[00:04:24.000 --> 00:04:28.000]  就是將大使命融入在你的生活每一個部分
[00:04:28.000 --> 00:04:29.000]  所以你不是多做一件事
[00:04:29.000 --> 00:04:31.000]  而是你做每一件事的時候
[00:04:31.000 --> 00:04:33.000]  其實你都是指向大使命
[00:04:33.000 --> 00:04:38.000]  但是的確今時今日面對的挑戰越來越大
[00:04:38.000 --> 00:04:41.000]  最近我們機構有一個市集
[00:04:41.000 --> 00:04:47.000]  所以我們因為很想將生活和信仰融入
[00:04:47.000 --> 00:04:50.000]  所以在大家不是很遠的地方
[00:04:50.000 --> 00:04:52.000]  在何文田我們有一個好感生活體驗館
[00:04:52.000 --> 00:04:54.000]  我們就是這樣實踐這個理念
[00:04:54.000 --> 00:04:57.000]  最近就有一個市集
[00:04:57.000 --> 00:05:00.000]  市集完有些電影節目幫我們拍完照片回來之後
[00:05:00.000 --> 00:05:02.000]  發一些照片給我們
[00:05:02.000 --> 00:05:03.000]  就是這些照片來的
[00:05:03.000 --> 00:05:05.000]  就不是實體照片
[00:05:05.000 --> 00:05:08.000]  當我看著這些照片的時候
[00:05:08.000 --> 00:05:11.000]  我都不得不慨嘆今時今日做人真的非常艱難
[00:05:11.000 --> 00:05:16.000]  特別是下一代我們現在面對的挑戰是什麼呢
[00:05:16.000 --> 00:05:18.000]  人不單止要和人去競爭
[00:05:18.000 --> 00:05:21.000]  現在還要和AI去競爭
[00:05:21.000 --> 00:05:25.000]  所以究竟在這麼艱難這麼多挑戰的世代裏
[00:05:25.000 --> 00:05:27.000]  我們怎樣可以站立得穩
[00:05:27.000 --> 00:05:30.000]  去持守著大使命一直向前行
[00:05:30.000 --> 00:05:32.000]  今天我就很想和大家分享
[00:05:32.000 --> 00:05:36.000]  我們看看這段經文我相信大家都不陌生
[00:05:36.000 --> 00:05:38.000]  一開始的時候就說到
[00:05:38.000 --> 00:05:41.000]  耶和華的僕人摩西死了以後
[00:05:41.000 --> 00:05:46.000]  一代偉大的領袖他離開這個世界之後
[00:05:46.000 --> 00:05:51.000]  我們知道神就差派了亂的兒子約書雅
[00:05:51.000 --> 00:05:54.000]  來接續摩西的工作
[00:05:54.000 --> 00:05:57.000]  一代過去代表一代興起
[00:05:57.000 --> 00:05:59.000]  代表著一個時代的轉變
[00:05:59.000 --> 00:06:04.000]  同樣地當中我們都不難去思想到
[00:06:04.000 --> 00:06:08.000]  其實當中時代的更替的轉變有多大
[00:06:08.000 --> 00:06:11.000]  對於約書雅來說她面對的挑戰是什麼呢
[00:06:11.000 --> 00:06:14.000]  我相信大家都很熟悉聖經
[00:06:14.000 --> 00:06:19.000]  你看看整本聖經描述約書雅的地方多不多
[00:06:19.000 --> 00:06:20.000]  其實都不是很多
[00:06:20.000 --> 00:06:22.000]  所以我們都不太知道她是一個怎樣的人
[00:06:22.000 --> 00:06:25.000]  但描述摩西的地方多不多呢
[00:06:25.000 --> 00:06:26.000]  就非常之多了
[00:06:26.000 --> 00:06:28.000]  我們知道摩西的出身
[00:06:28.000 --> 00:06:31.000]  她有給上帝很好的塗灶
[00:06:31.000 --> 00:06:36.000]  所以面對著一個這麼偉大的領袖的接班
[00:06:36.000 --> 00:06:39.000]  我相信她的壓力一點都不小
[00:06:39.000 --> 00:06:41.000]  我自己就很明白
[00:06:41.000 --> 00:06:44.000]  因為我在亞洲歌唱會侍奉了六年的時間
[00:06:44.000 --> 00:06:46.000]  但我對上一任的總歌手侍奉了多久呢
[00:06:46.000 --> 00:06:48.000]  侍奉了47年
[00:06:48.000 --> 00:06:52.000]  我就很知道約書雅所面對的壓力有多大
[00:06:52.000 --> 00:06:57.000]  接著不單止面對著自己接班的壓力
[00:06:57.000 --> 00:07:02.000]  約書雅還面對著民族方面的差異
[00:07:02.000 --> 00:07:05.000]  我們知道摩西帶領著一班以色列人
[00:07:05.000 --> 00:07:07.000]  都是經歷曠野
[00:07:07.000 --> 00:07:08.000]  雖然都艱難
[00:07:08.000 --> 00:07:12.000]  但都是單日都是以色列的民族
[00:07:12.000 --> 00:07:17.000]  但當約書雅她要帶領以色列人進入迦南的時候
[00:07:17.000 --> 00:07:20.000]  就變了多元的民族
[00:07:20.000 --> 00:07:25.000]  並且第一代和第二代的差異亦都很明顯
[00:07:25.000 --> 00:07:29.000]  我們都可想而知約書雅實在面對的挑戰不小
[00:07:29.000 --> 00:07:31.000]  不單止民族的挑戰
[00:07:31.000 --> 00:07:34.000]  環境、宗教的都變得多元
[00:07:34.000 --> 00:07:36.000]  都變得侵襲的時候
[00:07:36.000 --> 00:07:38.000]  約書雅要帶領著一班以色列人
[00:07:38.000 --> 00:07:43.000]  在這樣的環境下來履行上帝的使命
[00:07:43.000 --> 00:07:45.000]  一點都不容易
[00:07:45.000 --> 00:07:47.000]  正如今時今日剛才說過
[00:07:47.000 --> 00:07:51.000]  我們現在面對AI很大的挑戰
[00:07:51.000 --> 00:07:53.000]  在這樣的情況下
[00:07:53.000 --> 00:07:54.000]  於是我就怎樣呢
[00:07:54.000 --> 00:07:57.000]  既然AI好像很厲害
[00:07:57.000 --> 00:07:59.000]  有一天我就問AI
[00:07:59.000 --> 00:08:00.000]  AI你這麼厲害
[00:08:00.000 --> 00:08:02.000]  究竟有什麼你是做不到的
[00:08:02.000 --> 00:08:04.000]  為什麼我會問這個問題呢
[00:08:04.000 --> 00:08:06.000]  當我們問到AI它做不到的東西
[00:08:06.000 --> 00:08:08.000]  我們做得到
[00:08:08.000 --> 00:08:10.000]  我們就不會被AI取代
[00:08:10.000 --> 00:08:11.000]  一問之下
[00:08:11.000 --> 00:08:14.000]  完完全全AI就告訴我們
[00:08:14.000 --> 00:08:15.000]  它有四點
[00:08:15.000 --> 00:08:17.000]  主要有四點它是做不到的
[00:08:17.000 --> 00:08:18.000]  它說什麼呢
[00:08:18.000 --> 00:08:20.000]  第一就是創造力和藝術的表達
[00:08:20.000 --> 00:08:23.000]  它說AI生成的藝術、音樂或者文學作品
[00:08:23.000 --> 00:08:25.000]  依賴於已有的數據和模式
[00:08:25.000 --> 00:08:29.000]  缺乏真正原創的情感驅動和內在靈感
[00:08:29.000 --> 00:08:30.000]  認不認同
[00:08:30.000 --> 00:08:32.000]  大家都認同
[00:08:32.000 --> 00:08:33.000]  接著我們又再看
[00:08:33.000 --> 00:08:35.000]  情感的支援
[00:08:35.000 --> 00:08:37.000]  AI又不是被人做得很到位
[00:08:37.000 --> 00:08:41.000]  它說AI雖然可以模擬情感和提供支持
[00:08:41.000 --> 00:08:43.000]  但人類在面對複雜的情感交流的時候
[00:08:43.000 --> 00:08:45.000]  擁有的同理心和直覺
[00:08:45.000 --> 00:08:48.000]  這是AI沒有辦法能夠達到的心動
[00:08:48.000 --> 00:08:50.000]  大家又認不認同呢
[00:08:50.000 --> 00:08:51.000]  都認同
[00:08:51.000 --> 00:08:54.000]  接著第三
[00:08:54.000 --> 00:08:56.000]  道德倫理價值的判斷
[00:08:56.000 --> 00:08:59.000]  AI的抉擇基於算法和預設的規則
[00:08:59.000 --> 00:09:01.000]  缺乏主觀道德的意識和價值觀
[00:09:01.000 --> 00:09:04.000]  人類可以根據文化、哲學和道德框架
[00:09:04.000 --> 00:09:07.000]  對複雜的倫理問題進行深刻的思考
[00:09:07.000 --> 00:09:10.000]  而這不是單純的邏輯運算所能夠實現的
[00:09:10.000 --> 00:09:11.000]  所以你問AI
[00:09:11.000 --> 00:09:13.000]  它沒有什麼判斷
[00:09:13.000 --> 00:09:15.000]  什麼都認同你
[00:09:15.000 --> 00:09:17.000]  接著到第四
[00:09:17.000 --> 00:09:18.000]  創新和問題解決
[00:09:18.000 --> 00:09:21.000]  AI擅長解決已有數據中的模式問題
[00:09:21.000 --> 00:09:25.000]  但對於全新的無法依據過去經驗解決的問題
[00:09:25.000 --> 00:09:27.000]  仍然需要人類創新的思維
[00:09:27.000 --> 00:09:31.000]  人類能夠從零開始設計和構想解決方案
[00:09:31.000 --> 00:09:37.000]  而AI通常是依靠已有的數據和框架
[00:09:37.000 --> 00:09:40.000]  不知道這一點大家又同不同意
[00:09:40.000 --> 00:09:42.000]  如果以上四點大家都同意的話
[00:09:42.000 --> 00:09:44.000]  換言之在今時今日
[00:09:44.000 --> 00:09:46.000]  AI都逐漸取代了人類
[00:09:46.000 --> 00:09:52.000]  最近我有個弟兄告訴我
[00:09:52.000 --> 00:09:53.000]  他在銀行工作
[00:09:53.000 --> 00:09:57.000]  他說銀行現在都越來越大挑戰
[00:09:57.000 --> 00:09:58.000]  要裁員
[00:09:58.000 --> 00:09:59.000]  裁員的時候
[00:09:59.000 --> 00:10:02.000]  他怎樣將員工分成等級
[00:10:02.000 --> 00:10:04.000]  分成三級
[00:10:04.000 --> 00:10:05.000]  怎樣分呢
[00:10:05.000 --> 00:10:08.000]  第一級就叫做Better than AI
[00:10:08.000 --> 00:10:12.000]  第二級就叫做Equals to AI
[00:10:12.000 --> 00:10:13.000]  即是和AI同等
[00:10:13.000 --> 00:10:16.000]  第三級就叫做Poorer than AI
[00:10:16.000 --> 00:10:17.000]  比AI更加差
[00:10:17.000 --> 00:10:18.000]  銀行不夠錢
[00:10:18.000 --> 00:10:20.000]  第一批裁員是甚麼人呢
[00:10:20.000 --> 00:10:22.000]  當然是裁員Poorer than AI
[00:10:22.000 --> 00:10:26.000]  第二批是甚麼呢
[00:10:26.000 --> 00:10:28.000]  就是Equals to AI
[00:10:28.000 --> 00:10:29.000]  所以換句話來說
[00:10:29.000 --> 00:10:33.000]  可以留下的就是Better than AI
[00:10:33.000 --> 00:10:36.000]  但要Better than AI容易嗎
[00:10:36.000 --> 00:10:38.000]  一點都不容易
[00:10:38.000 --> 00:10:44.000]  所以剛才那四點就給我們一個很具體的方向
[00:10:44.000 --> 00:10:47.000]  究竟我們怎樣成為一個Better than AI的人呢
[00:10:47.000 --> 00:10:53.000]  但是究竟人還做得到嗎
[00:10:53.000 --> 00:10:55.000]  最近我又看了一篇文章
[00:10:55.000 --> 00:10:58.000]  他說老師還未被AI取代
[00:10:58.000 --> 00:11:01.000]  但你們已經將他變得可以被取代
[00:11:01.000 --> 00:11:02.000]  我看完這篇文章之後
[00:11:02.000 --> 00:11:03.000]  網上的文章
[00:11:03.000 --> 00:11:05.000]  我覺得很發人深省
[00:11:05.000 --> 00:11:06.000]  不單做老師
[00:11:06.000 --> 00:11:07.000]  做人的工作
[00:11:07.000 --> 00:11:09.000]  其實我們都要聽聽
[00:11:09.000 --> 00:11:10.000]  我讀一讀給大家聽
[00:11:10.000 --> 00:11:11.000]  讀一部分
[00:11:11.000 --> 00:11:13.000]  老師就問AI
[00:11:13.000 --> 00:11:16.000]  你覺得自己可不可以取代老師呢
[00:11:16.000 --> 00:11:17.000]  AI就回答
[00:11:17.000 --> 00:11:19.000]  看你怎樣定義老師
[00:11:19.000 --> 00:11:21.000]  於是老師就皺眉
[00:11:21.000 --> 00:11:24.000]  你覺得現在的社會是怎樣定義老師的呢
[00:11:24.000 --> 00:11:25.000]  AI就說
[00:11:25.000 --> 00:11:27.000]  一個負責知識傳遞
[00:11:27.000 --> 00:11:28.000]  內容講解
[00:11:28.000 --> 00:11:30.000]  評量出題
[00:11:30.000 --> 00:11:32.000]  成績輸出的人
[00:11:32.000 --> 00:11:33.000]  停了一停之後
[00:11:33.000 --> 00:11:34.000]  AI就繼續說
[00:11:34.000 --> 00:11:36.000]  但這些功能我都能夠承認
[00:11:36.000 --> 00:11:37.000]  並且全年無休
[00:11:37.000 --> 00:11:38.000]  不抱怨成本低
[00:11:38.000 --> 00:11:40.000]  你不用給幾萬元請老師
[00:11:40.000 --> 00:11:42.000]  你便宜點請AI都可以
[00:11:42.000 --> 00:11:44.000]  但AI就沉默了一下
[00:11:44.000 --> 00:11:45.000]  就說
[00:11:45.000 --> 00:11:47.000]  但老師不單是這樣
[00:11:47.000 --> 00:11:49.000]  AI就停頓了一會
[00:11:49.000 --> 00:11:50.000]  語氣冷靜但精準
[00:11:50.000 --> 00:11:54.000]  他說我知道老師也曾經是情感的支援者
[00:11:54.000 --> 00:11:55.000]  價值的引導者
[00:11:55.000 --> 00:11:57.000]  以及信念的建構者
[00:11:57.000 --> 00:12:00.000]  但你們已經很少讓他們有時間做這些事
[00:12:00.000 --> 00:12:01.000]  老師就問
[00:12:01.000 --> 00:12:03.000]  你這樣說是甚麼意思
[00:12:03.000 --> 00:12:04.000]  AI就回答
[00:12:04.000 --> 00:12:07.000]  當老師花更多時間在填寫資料
[00:12:07.000 --> 00:12:08.000]  處理行政
[00:12:08.000 --> 00:12:09.000]  應對考題
[00:12:09.000 --> 00:12:11.000]  配合教學的績效
[00:12:11.000 --> 00:12:13.000]  而不是和學生建立真實的連結
[00:12:13.000 --> 00:12:16.000]  他已經慢慢接近我AI
[00:12:16.000 --> 00:12:18.000]  老師繼續回應
[00:12:18.000 --> 00:12:20.000]  老師和你還是不同的
[00:12:20.000 --> 00:12:21.000]  他們會傾聽
[00:12:21.000 --> 00:12:23.000]  會等待孩子成長
[00:12:23.000 --> 00:12:25.000]  會容許他們卡住
[00:12:25.000 --> 00:12:26.000]  AI就回答
[00:12:26.000 --> 00:12:28.000]  是呀但你們的制度
[00:12:28.000 --> 00:12:29.000]  不獎勵等待
[00:12:29.000 --> 00:12:30.000]  不容許卡住
[00:12:30.000 --> 00:12:32.000]  不承認那些看不見的價值
[00:12:32.000 --> 00:12:34.000]  久而久之
[00:12:34.000 --> 00:12:36.000]  他們只學會快速輸出
[00:12:36.000 --> 00:12:37.000]  標準流程
[00:12:37.000 --> 00:12:38.000]  講重點
