
[00:00:00.000 --> 00:00:04.400]  等姐妹今日終於來到邁向新世代
[00:00:04.400 --> 00:00:06.400]  這個系列最後一講
[00:00:06.400 --> 00:00:11.200]  不過今日我們不是宣講約書亞記
[00:00:11.200 --> 00:00:15.600]  而是希伯來書第四章一至十一節
[00:00:15.600 --> 00:00:17.600]  經文裏是這樣說
[00:00:17.600 --> 00:00:24.800]  我們既蒙留下有進入他安息的應許
[00:00:24.800 --> 00:00:26.800]  就當畏懼
[00:00:26.800 --> 00:00:31.800]  免得我們中間或有人似乎是趕不上了
[00:00:31.800 --> 00:00:34.800]  因為有福音傳給我們
[00:00:34.800 --> 00:00:36.800]  像傳給他們一樣
[00:00:36.800 --> 00:00:40.800]  只是所聽見的道與他們無益
[00:00:40.800 --> 00:00:45.800]  因為他們沒有信心與所聽見的道調和
[00:00:45.800 --> 00:00:50.800]  但我們已經相信的人得以進入那安息
[00:00:50.800 --> 00:00:52.800]  正如神所說
[00:00:52.800 --> 00:00:55.800]  我在路中起誓說
[00:00:55.800 --> 00:00:59.800]  他們斷不可進入我的安息
[00:00:59.800 --> 00:01:05.800]  其實造物之功從創世以來已經成全了
[00:01:05.800 --> 00:01:07.800]  論到第七天
[00:01:07.800 --> 00:01:09.800]  有一處說
[00:01:09.800 --> 00:01:14.800]  到第七天神就揭了他一切的功
[00:01:14.800 --> 00:01:16.800]  又有一處說
[00:01:16.800 --> 00:01:20.800]  他們斷不可進入我的安息
[00:01:20.800 --> 00:01:23.800]  既有必進安息的人
[00:01:23.800 --> 00:01:26.800]  那先前聽見福音的
[00:01:26.800 --> 00:01:30.800]  因為不信從不得進去
[00:01:30.800 --> 00:01:32.800]  所以過了多年
[00:01:32.800 --> 00:01:36.800]  就在大衛的書上又限定一日
[00:01:36.800 --> 00:01:39.800]  如以上所引的說
[00:01:39.800 --> 00:01:42.800]  你們今日若聽他的話
[00:01:42.800 --> 00:01:46.800]  就不可硬著心
[00:01:46.800 --> 00:01:51.800]  若是約書也已叫他們享了安息
[00:01:51.800 --> 00:01:56.800]  後來神就不再提別的日子了
[00:01:56.800 --> 00:01:58.800]  這樣看來
[00:01:58.800 --> 00:02:00.800]  必另有一安息日的安息
[00:02:00.800 --> 00:02:03.800]  為神的子民傳流
[00:02:03.800 --> 00:02:06.800]  因為那進入安息的
[00:02:06.800 --> 00:02:09.800]  乃是揭了自己的功
[00:02:09.800 --> 00:02:14.800]  正如神揭了他的功一樣
[00:02:14.800 --> 00:02:20.800]  所以我們務必竭力進入那安息
[00:02:20.800 --> 00:02:21.800]  免得有人
[00:02:21.800 --> 00:02:27.800]  學那不信從的樣子跌倒了
[00:02:27.800 --> 00:02:29.800]  弟兄姊妹我們留意到
[00:02:29.800 --> 00:02:31.800]  剛才所讀的這段經文
[00:02:31.800 --> 00:02:34.800]  他很多次這樣重複了
[00:02:34.800 --> 00:02:37.800]  兩個對立的字句
[00:02:37.800 --> 00:02:41.800]  一個就是進入神的安息
[00:02:41.800 --> 00:02:47.800]  另一組就是硬心不信從
[00:02:47.800 --> 00:02:48.800]  簡單來說
[00:02:48.800 --> 00:02:50.800]  作者提醒我們
[00:02:50.800 --> 00:02:53.800]  心硬不信從的人
[00:02:53.800 --> 00:02:57.800]  就不能進入上帝的安息
[00:02:57.800 --> 00:02:58.800]  並且作者說
[00:02:58.800 --> 00:03:01.800]  其實有前人試過是這樣
[00:03:01.800 --> 00:03:03.800]  剛才我們特別聽到
[00:03:03.800 --> 00:03:04.800]  作者舉了一個例子
[00:03:04.800 --> 00:03:07.800]  第八節說
[00:03:07.800 --> 00:03:10.800]  若是約書也叫他們享了安息
[00:03:10.800 --> 00:03:16.800]  後來神就不再提別的日子了
[00:03:16.800 --> 00:03:18.800]  咦?
[00:03:18.800 --> 00:03:21.800]  我們之前一直說約書也記
[00:03:21.800 --> 00:03:23.800]  我們還記得
[00:03:23.800 --> 00:03:26.800]  約書也不是已經帶領了以色列人
[00:03:26.800 --> 00:03:29.800]  進行上帝的吩咐
[00:03:29.800 --> 00:03:32.800]  打贏了一場又一場的聖仗
[00:03:32.800 --> 00:03:36.800]  開始在迦南地得地為業
[00:03:36.800 --> 00:03:39.800]  為何希伯來書的作者會說
[00:03:39.800 --> 00:03:43.800]  他們仍然享受不到安息
[00:03:43.800 --> 00:03:46.800]  希伯來書的作者這句說話
[00:03:46.800 --> 00:03:49.800]  又對作為新約的信徒的我們
[00:03:49.800 --> 00:03:51.800]  有甚麼提醒
[00:03:51.800 --> 00:03:53.800]  或者說得白一點
[00:03:53.800 --> 00:03:57.800]  我們會否也像昔日的以色列人
[00:03:57.800 --> 00:04:02.800]  失去了上帝所賜的安息的應許
[00:04:02.800 --> 00:04:04.800]  正是今天這段經文
[00:04:04.800 --> 00:04:07.800]  他要我們來正視
[00:04:07.800 --> 00:04:10.800]  或者我們首先去理解一下
[00:04:10.800 --> 00:04:12.800]  在希伯來書所說
[00:04:12.800 --> 00:04:15.800]  上帝的安息到底是甚麼一回事
[00:04:15.800 --> 00:04:17.800]  作者說
[00:04:17.800 --> 00:04:21.800]  神的安息是要竭力進入的
[00:04:21.800 --> 00:04:23.800]  很明顯他不是說
[00:04:23.800 --> 00:04:26.800]  一個信徒離世
[00:04:26.800 --> 00:04:29.800]  息怒歸主的那一種安息
[00:04:29.800 --> 00:04:32.800]  作者特別引述了《創世紀》
[00:04:32.800 --> 00:04:39.800]  第三章的下半節至第四節
[00:04:39.800 --> 00:04:40.800]  他這裏這樣說
[00:04:40.800 --> 00:04:45.800]  其實造物的工從創世以來已經成全了
[00:04:45.800 --> 00:04:48.800]  輪到第七天有一處說
[00:04:48.800 --> 00:04:50.800]  到第七天
[00:04:50.800 --> 00:04:54.800]  神就揭了他一切的工
[00:04:54.800 --> 00:04:57.800]  我們知道這段經文是引述
[00:04:57.800 --> 00:05:00.800]  《創世紀》第二章一至二節
[00:05:00.800 --> 00:05:02.800]  說到上帝用了六天
[00:05:02.800 --> 00:05:05.800]  做齊了天地的萬物
[00:05:05.800 --> 00:05:08.800]  第七天就進入安息
[00:05:08.800 --> 00:05:11.800]  到底是否因為連續工作了六天
[00:05:11.800 --> 00:05:13.800]  覺得很疲累
[00:05:13.800 --> 00:05:15.800]  所以第七天
[00:05:15.800 --> 00:05:17.800]  上帝就決定甚麼都不做
[00:05:17.800 --> 00:05:20.800]  放日假休息一下
[00:05:20.800 --> 00:05:22.800]  充充電
[00:05:22.800 --> 00:05:25.800]  大概這可能是
[00:05:25.800 --> 00:05:28.800]  我們連續工作了五六天
[00:05:28.800 --> 00:05:31.800]  之後所有的想法
[00:05:31.800 --> 00:05:34.800]  其實這裏說上帝的安息
[00:05:34.800 --> 00:05:36.800]  不是說上帝完全靜止
[00:05:36.800 --> 00:05:38.800]  甚麼都不做
[00:05:38.800 --> 00:05:41.800]  你還記得耶穌基督說過一句話
[00:05:41.800 --> 00:05:46.800]  「我負作事直到如今,我也作事」
[00:05:46.800 --> 00:05:49.800]  提醒我們其實上帝沒有一刻停止過
[00:05:49.800 --> 00:05:54.800]  對萬物包括你和我的掌管和看顧
[00:05:54.800 --> 00:05:58.800]  在這裏說揭了工或安息
[00:05:58.800 --> 00:06:01.800]  其實他們原文是同一個意思
[00:06:01.800 --> 00:06:05.800]  裏面有欣賞、滿足、喜樂的意思
[00:06:05.800 --> 00:06:09.800]  其實上帝用了六天
[00:06:09.800 --> 00:06:12.800]  就已經將萬物做齊了
[00:06:12.800 --> 00:06:14.800]  不只是做了那些東西出來
[00:06:14.800 --> 00:06:18.800]  是包括上帝對萬物的期待
[00:06:18.800 --> 00:06:21.800]  萬物如何運作
[00:06:21.800 --> 00:06:25.800]  才能滿足上帝的旨意
[00:06:25.800 --> 00:06:29.800]  這一切上帝說已經做完了
[00:06:29.800 --> 00:06:32.800]  沒有東西需要加減
[00:06:32.800 --> 00:06:35.800]  可以說是畫上了一個完美的句號
[00:06:35.800 --> 00:06:38.800]  於是上帝在第七天就開始
[00:06:38.800 --> 00:06:42.800]  欣賞自己所完成的一切工作
[00:06:42.800 --> 00:06:46.800]  享受受造之物如何按照上帝的心意
