
[00:00:00.000 --> 00:00:20.000]  提交文件:創世記第41章46-52節,第45章1-8節
[00:00:30.000 --> 00:00:51.000]  提交文件:約瑟見埃及王法老的時候,年三十歲,他從法老面前出去,遍行埃及全地七個豐年之內,地的出產極豐極盛。
[00:00:51.000 --> 00:01:09.000]  約瑟重唸埃及地七個豐年一切的糧食,把糧食積存在各城裡,各城周圍田地的糧食都積存在本城裡。
[00:01:09.000 --> 00:01:20.000]  約瑟積蓄五谷甚多,如同海邊的沙,無法計算,因為谷不可聲數。
[00:01:20.000 --> 00:01:37.000]  方年未到以前,安城的祭司波提菲拉的女兒阿西納給約瑟生了兩個兒子,約瑟給長子喜名叫馬拿西。
[00:01:37.000 --> 00:01:56.000]  因為他說:「神使我忘了一切的困苦,和我父的全家。」他給次子喜名叫爾法蓮,因為他說:「神使我在受苦的地方昌盛。」
[00:01:56.000 --> 00:02:14.000]  第二段經文在四十五章一至八節,約瑟在左右站著的人面前情不自禁,吩咐一聲說:「人都要離我出去。」
[00:02:14.000 --> 00:02:37.000]  約瑟和弟兄們相認的時候,並沒有一人站在他面前,他就放聲大哭,埃及人和法老家中的人都聽見了,約瑟對他弟兄們說:「我是約瑟,我的父親還在嗎?」
[00:02:37.000 --> 00:03:04.000]  他弟兄不能回答,因為在他面前刀驚惶,約瑟又對他弟兄們說:「請你們近前來。」他們就近前來,他說:「我是你們的兄弟約瑟,就是你們所邁到埃及的,現在不要因為把我邁到這裡,自憂自恨。」
[00:03:04.000 --> 00:03:33.000]  約瑟說:「這是神差我在你們以先來,為要保存生命。現在這地的饑荒已經二年了,還有五年,不能耕種,不能收成。神差我在你們以先來,為要給你們存留餘種在世上,又要大師拯救,保存你們的生命。」
[00:03:33.000 --> 00:03:50.000]  約瑟說:「這樣看來,差我到這裡來的,不是你們,乃是神。祂又使我如法老的父,作祂全家的主,並埃及全地的宰相。」
[00:03:50.000 --> 00:04:04.000]  弟兄姊妹平安!在跟隨耶穌的路上,我們經常聽到一句:「舊事已過,都變成新的了。」
[00:04:04.000 --> 00:04:20.000]  但在很多信仰的路上,弟兄姊妹,特別是那些在原生家庭受過創傷,又或者成全了家族幾代的拉扯的弟兄姊妹,可能心裏經常都會有一個痛。
[00:04:20.000 --> 00:04:37.000]  痛就是:如果我已經是一個新造的人,為何過去的陰霾和痛苦仍然拉扯著我們呢?
[00:04:37.000 --> 00:04:54.000]  究竟怎樣才算是真正的德性呢?約瑟的生命正是給我們每一位門徒一個赤裸而又真實的答案。
[00:04:54.000 --> 00:05:10.000]  約瑟的家庭組合可能跟我們這些普通人有點不同,但相同的都是家家有本蘭殿的經。他的父親雅各昔日是澳門賭王,有四房的妻子。
[00:05:10.000 --> 00:05:27.000]  雅各最愛的二房,拉傑,就是約瑟的親生母親。當年他母親生了他第二個親生弟弟,變亞敏的時候,拉傑因為難產而去世。
[00:05:27.000 --> 00:05:38.000]  約瑟在年幼的時候,喪失了母親。一個小朋友,瞬間失去了最重要的母愛和保護網。
[00:05:38.000 --> 00:05:52.000]  更慘的是,上一代四房的爭寵,明爭暗鬥的政治糾紛,直接轉移到下一代12個兒子身上。
[00:05:52.000 --> 00:06:09.000]  約瑟在他的家排行第十一,因為他是他父親和他最愛的女人的潔青品,所以雅各極度偏愛他,甚至做了一件獨一無二彩色的大外套送給他。
[00:06:09.000 --> 00:06:24.000]  其他哥哥是沒有份的。你可以想像到,約瑟從小到大都在家裡承受著很多其他來自三房的哥哥的冷嘲熱諷和排擠。
[00:06:24.000 --> 00:06:49.000]  在17歲那一年,他聽了父親的吩咐,去探望他的哥哥。約瑟這個年輕人懷著善意去找他的哥哥,誰知等待約瑟的竟然是一群親生哥哥,因為妒忌和怨恨,於是出賣和拋棄他。
[00:06:49.000 --> 00:07:04.000]  十個哥哥當著他的面前,強行奪去了他父親給他那件很漂亮的七彩大衣,他們不留情面將約瑟推到一個曠野的深坑裡。
[00:07:04.000 --> 00:07:24.000]  約瑟在坑裡歇斯底里哭,哀求,但上面最親的骨肉卻裝作聽不到,看不見,還要很冷血地在坑邊吃飯,甚至在商量怎樣去殺死這個弟弟。
[00:07:24.000 --> 00:07:41.000]  最後這群哥哥以20個銀錢將他當成商品賣給外族,在那一刻,17歲的約瑟徹底被自己原生家庭遺棄。
[00:07:41.000 --> 00:08:01.000]  他瞬間由一個德寵的少爺仔,變成販賣到埃及異鄉的奴隸,他人生的安全感,主導權,身份,甚至連言語,在一夜之間完全清零。
[00:08:01.000 --> 00:08:18.000]  約瑟輾轉被賣到法老護衛長波提弗的家,他很努力去生存,他是一個很謙虛,很威神的人,他很忠心去工作,他的老闆甚至將他家裡所有東西交給他打點。
[00:08:18.000 --> 00:08:29.000]  誰知他的惡夢未完,因為女主人波太太看中了他的美色,日夜對他進行權力不對等的色誘和騷擾。
[00:08:29.000 --> 00:08:44.000]  當波太太強行捉住約瑟的外衣時,約瑟內心一定極其驚恐,那一刻可能觸發了他在17歲時的創傷記憶和本能反應。
[00:08:44.000 --> 00:09:03.000]  可能他腦海裡也在想昔日他的哥哥們如何瘋狂地去搶他外衣的恐怖畫面,你們要那件衣服嗎?我給你,求你放過我。於是他在那一刻就把外衣丟下給波太太,很赤裸裸,很驚惶地走了出去。
[00:09:03.000 --> 00:09:18.000]  有些學者解釋說這件大外衣代表著約瑟的身份和權力,他敬畏神,不可以背叛他的主人。
[00:09:18.000 --> 00:09:30.000]  所以他丟下這件外衣代表約瑟主動放下自己的身份和權力,他再不是那個不知天高地厚的少爺仔。
[00:09:30.000 --> 00:09:40.000]  約瑟堅守了對神對人的道德,不過現實換來的卻是惡意的插贓嫁禍。
[00:09:40.000 --> 00:09:57.000]  他在毫無自辯機會的情況下含冤入獄,由一個受害者變成一個階下囚,被關在一個冷冰冰皇宮的監牢裡。
[00:09:57.000 --> 00:10:11.000]  他在監牢裡等了一年又一年,他很深為法老的酒精解夢,奢望高官可以幫他出獄後伸冤。
[00:10:11.000 --> 00:10:28.000]  但酒精的官職恢復後,就把約瑟忘記一乾二淨,於是習慣了等待的約瑟,在監牢裡又再苦等了兩年的時間。
[00:10:28.000 --> 00:10:45.000]  直到有一天,法老發了一個夢,在埃及裡沒有任何術士可以解釋這個夢,酒精才突然想起有一個少年人叫約瑟可以解夢。
[00:10:45.000 --> 00:11:10.000]  這次約瑟自己梳洗乾淨,換好衣服,站在法老面前,神透過他幫法老解夢,更賜給約瑟有治國智慧,成功幫助法老化解國家糧食饑荒危機。
[00:11:10.000 --> 00:11:16.000]  轉眼間,就來到今天的經脈,蒼世紀四十一章。
[00:11:16.000 --> 00:11:28.000]  如今三十歲的約瑟,經歷了整整十三年血淚交織,老弟和囚犯黑暗的日子。
[00:11:28.000 --> 00:11:35.000]  他搖身一變,變成了埃及的宰相,一人之下,萬人之上。
[00:11:35.000 --> 00:11:46.000]  這個時候,約瑟掌管著大權,但他仍然很小心翼翼,決定不再走父親雅各的舊路。
[00:11:46.000 --> 00:11:56.000]  即是他父親娶了很多老婆,他娶了一個老婆,他父親偏愛他的兒子,他兩個兒子都很疼愛。
[00:11:56.000 --> 00:12:07.000]  他為兩個兒子改了兩個名字,這兩個兒子的名字正正就是記錄了約瑟如何將這十三年來,
[00:12:07.000 --> 00:12:19.000]  他的原生家庭和他的際遇帶給他的創傷,交回給神,並且容讓神去翻轉,去重寫他的生命的劇本。
[00:12:19.000 --> 00:12:31.000]  這兩個兒子的名字也是我們作為耶穌基督的門徒去轉化生命,打破過去的一些詛咒的兩大靈性的里程碑。
[00:12:31.000 --> 00:12:37.000]  他第一個兒子的名字叫馬拿西,這是他第一個里程碑。
[00:12:37.000 --> 00:12:47.000]  剛才我們讀到《創世紀》的41章46至51節,大兒子出世的時候,約瑟三十多歲,
[00:12:47.000 --> 00:12:59.000]  剛剛在埃及執掌大權,正正進入他人生最輝煌、薄煞的年頭,他幫他大兒子改名為馬拿西。
[00:12:59.000 --> 00:13:09.000]  這個名字很特別,它不是一個埃及的名字,它是希伯來文的名字,意思就是使之忘記,
[00:13:09.000 --> 00:13:17.000]  即是神讓他去忘記一切的困苦,以及他父的全家。
[00:13:17.000 --> 00:13:28.000]  在門徒訓練的視覺裏,這裏所說的忘記不是指失憶,更加不是那些阿Q精神,要自我麻醉。
[00:13:28.000 --> 00:13:35.000]  因為我相信約瑟很難去忘記自己被親生哥哥扔到坑裏,
[00:13:35.000 --> 00:13:45.000]  在監倉裏含冤受屈十多年的經歷和歷史。約瑟的忘記到底是指甚麼呢?
[00:13:45.000 --> 00:13:55.000]  其實他的忘記是指他的人生,他願意忘記由傷害他的人去定義他自己。
[00:13:55.000 --> 00:14:05.000]  這是指生命主權的交托,將生命的主權完完全全surrender給神去掌管。
[00:14:05.000 --> 00:14:16.000]  約瑟的決定是他不再容許受害者的心態去綁架他的現在和未來。
[00:14:16.000 --> 00:14:27.000]  他每當過去的委屈,自親的出賣,那些因為他人失職而對他不公平的對待,
[00:14:27.000 --> 00:14:33.000]  有時候真的會像海浪一樣,一而再,再而三地湧到他的心頭上。
[00:14:33.000 --> 00:14:41.000]  不過約瑟是靠著神,他可以見到自己可以做出一個截然不同的選擇。
[00:14:41.000 --> 00:14:50.000]  他可以選擇不再孤零零一個無能為力的受害者,他可以選擇去依靠神。
[00:14:50.000 --> 00:14:58.000]  他可以將這個痛交給上帝,他對神說:
[00:14:58.000 --> 00:15:05.000]  「我的人生是由上帝你來定義,而不是由傷害我的人去定義。」
[00:15:05.000 --> 00:15:12.000]  這個就是因為約瑟看見,其實他自己是可以有選擇的。
[00:15:12.000 --> 00:15:19.000]  這一份忘記就是門徒對生命主權的放手。
[00:15:19.000 --> 00:15:25.000]  想像一下如果有一個露宿者,他在街頭流浪很多年,
[00:15:25.000 --> 00:15:32.000]  他身邊總是有一袋二袋在街頭撿回來的舊衣和雜物,
[00:15:32.000 --> 00:15:35.000]  這些就是他的全部家當。
[00:15:35.000 --> 00:15:41.000]  後來有社工幫他,終於排到可以上公屋,可以上樓。
[00:15:41.000 --> 00:15:48.000]  而教會的弟兄姊妹都很熱心,幫他找到一些傢俬、家電,
[00:15:48.000 --> 00:15:54.000]  打理得妥妥當當,準備好一個很乾淨,有瓦遮頭的家給他入住。
[00:15:54.000 --> 00:16:03.000]  但這個流浪漢入住了這間新屋之後,他的生活竟然和他以前在街頭流浪是一模一樣。
[00:16:03.000 --> 00:16:09.000]  他依舊不洗澡,每天都繼續在街頭撿那些一袋二袋的垃圾回家。
[00:16:09.000 --> 00:16:14.000]  轉眼間,原來一個很乾淨、很舒服的新屋,
[00:16:14.000 --> 00:16:19.000]  被他堆到很骯髒、很臭,變成了另外一個垃圾缸。
[00:16:19.000 --> 00:16:27.000]  弟兄姊妹,我想問這個流浪漢怎樣才可以真正享受到他新屋的生活?
[00:16:27.000 --> 00:16:31.000]  唯一的方法就是他要作出一個選擇,
[00:16:31.000 --> 00:16:37.000]  就是他要去發現、去察覺,並且承認他自己已經不是睡街了,
[00:16:37.000 --> 00:16:40.000]  他有一個新的地方,他的環境不同了。
[00:16:40.000 --> 00:16:45.000]  他要選擇脫離過往流浪的生活,
[00:16:45.000 --> 00:16:50.000]  選擇去洗澡,選擇親手將以前在街頭當作寶物,
[00:16:50.000 --> 00:16:56.000]  但其實今天已經沒有用舊家當逐樣去斷捨離。
[00:16:56.000 --> 00:17:02.000]  只有他願意作出這個選擇,他的新屋才不會繼續發臭,
[00:17:02.000 --> 00:17:07.000]  他才可以舒舒服服地住在這個新的家,有一個新的開始。
[00:17:07.000 --> 00:17:13.000]  弟兄姊妹,藥室的生命故事,或者是我們的生命,
[00:17:13.000 --> 00:17:17.000]  有時候都好像這個流浪漢一樣,
[00:17:17.000 --> 00:17:24.000]  可能過去有一些傷害你的人,其實他已經不再在我們身邊,
[00:17:24.000 --> 00:17:28.000]  又或者他已經不可以做什麼去傷害我們,
[00:17:28.000 --> 00:17:32.000]  可能有一些欺壓,又或者一些不公義的事情,
[00:17:32.000 --> 00:17:39.000]  已經發生了很多年,上帝其實已經帶領我們去到一個新的階段,
[00:17:39.000 --> 00:17:44.000]  但問題是,你的肉身走了到新屋裡,
[00:17:44.000 --> 00:17:49.000]  你的心靈還是否選擇流浪在街上呢?
[00:17:49.000 --> 00:17:54.000]  如果我們一邊很想跟隨主耶穌過一些新的生活,
[00:17:54.000 --> 00:17:59.000]  一邊我們的頸有介紹就轉向後面,越轉越後,
[00:17:59.000 --> 00:18:03.000]  永遠執著在過往誰對我們不住,
[00:18:03.000 --> 00:18:07.000]  誰出賣過我們,我們只會原地踏步,
[00:18:07.000 --> 00:18:12.000]  不斷地被拉扯,甚至會讓自己去跌倒,
[00:18:12.000 --> 00:18:20.000]  一個眼睛望向後面的人,是沒有辦法好好走前面的路的。
[00:18:20.000 --> 00:18:27.000]  弟兄姊妹,今天我們不需要再被過往的創傷困死,
[00:18:27.000 --> 00:18:32.000]  我們可以選擇不再做一個活在過去的受害者,
[00:18:32.000 --> 00:18:39.000]  我們可以選擇轉身去倚靠上帝,向前邁進。
[00:18:39.000 --> 00:18:45.000]  在我們每個人的心裡,可能都會有一本寫滿了怨恨的小氣堡,
[00:18:45.000 --> 00:18:49.000]  但作為耶穌基督的門徒,我們可以靠著主的恩典,
[00:18:49.000 --> 00:18:56.000]  將心裡積怨很多年的傷害、不公義、冤屈,
[00:18:56.000 --> 00:19:02.000]  甚至是每一道未康復的傷痕,逐樣逐樣拿出來,
[00:19:02.000 --> 00:19:08.000]  選擇放下給上帝,讓祂為我們作主,
[00:19:08.000 --> 00:19:11.000]  醫治甚至更新。
[00:19:11.000 --> 00:19:18.000]  今天,你願不願意靠主,換一個比回憶更廣闊的視角呢?
[00:19:18.000 --> 00:19:26.000]  第二個里程碑關乎他的第二個兒子,就是以法連。
[00:19:26.000 --> 00:19:29.000]  不久後,約瑟又生了第二個兒子,
[00:19:29.000 --> 00:19:33.000]  他替他的小兒子改名為以法連,
[00:19:33.000 --> 00:19:38.000]  意思是使之昌盛,讓他繁衍。
[00:19:38.000 --> 00:19:43.000]  約瑟為這個名字做了一個很深刻的註腳,
[00:19:43.000 --> 00:19:49.000]  在經文裡也印了,「神使我在受苦的地方昌盛。」
[00:19:49.000 --> 00:19:55.000]  如果我們代入約瑟的處境,用平常人的眼光去看,
[00:19:55.000 --> 00:19:59.000]  埃及這個地方到底代表什麼呢?
[00:19:59.000 --> 00:20:06.000]  埃及是約瑟人生所有的黑歷史,所有惡夢的源頭,
[00:20:06.000 --> 00:20:10.000]  他在那裡被當成貨物販賣,
[00:20:10.000 --> 00:20:14.000]  那裡也面對了一些無恥的性騷擾,
[00:20:14.000 --> 00:20:21.000]  在那裡甚至被含冤去誣告,更加坐了十多年的冤獄。
[00:20:21.000 --> 00:20:26.000]  如果按照我們人的本能和報復的心理,
[00:20:26.000 --> 00:20:31.000]  一個人一旦得勢力,他就掌大權,
[00:20:31.000 --> 00:20:34.000]  最想做的事情通常會有兩樣,
[00:20:34.000 --> 00:20:38.000]  第一,馬上離開傷心地,永遠都再不回來;
[00:20:38.000 --> 00:20:45.000]  第二,他用盡所有手頭上的權力去向當日整蠱他,
[00:20:45.000 --> 00:20:48.000]  踐踏過他的人,瘋狂地報復,
[00:20:48.000 --> 00:20:52.000]  讓對方也試試自己受苦的滋味。
[00:20:52.000 --> 00:20:56.000]  不過,我們作為跟隨主的門徒,
[00:20:56.000 --> 00:21:02.000]  約瑟讓我們看見一個完全相反的選擇,
[00:21:02.000 --> 00:21:09.000]  當日叫他最痛,流得最多眼淚的那個受苦之地,
[00:21:09.000 --> 00:21:14.000]  今日竟然成為了他昌盛的起點。
[00:21:14.000 --> 00:21:20.000]  上帝是他沒有抹走,也沒有拿走約瑟做過奴隸,
[00:21:20.000 --> 00:21:23.000]  坐過監的那段黑歷史。
[00:21:23.000 --> 00:21:28.000]  如果沒有當初在波提弗家做管家的磨練,
[00:21:28.000 --> 00:21:34.000]  約瑟根本未必學會如何管理一個龐大機構,
[00:21:34.000 --> 00:21:38.000]  這裡說的是法老的政府,一個政權,一個國家。
