
[00:00:00.000 --> 00:00:02.000]  今日我們所選讀的經訓
[00:00:02.000 --> 00:00:03.880]  是在舊約聖經
[00:00:03.880 --> 00:00:05.200]  哈巴谷書
[00:00:05.200 --> 00:00:08.760]  第三章十六至十九節
[00:00:08.760 --> 00:00:11.320]  是教會的聖經舊約
[00:00:11.320 --> 00:00:13.880]  一千二百八十三頁
[00:00:13.880 --> 00:00:18.440]  但都列印在大家手上的程序表的內頁
[00:00:18.440 --> 00:00:24.600]  哈巴谷書三章十六節
[00:00:24.600 --> 00:00:28.320]  「我聽見耶和華的聲音
[00:00:28.840 --> 00:00:35.120]  身體賤敬 嘴唇發賤 骨中扭爛
[00:00:35.120 --> 00:00:38.600]  我在所立之次 鑽進
[00:00:38.600 --> 00:00:43.040]  我只可安靜等候災難之日臨到
[00:00:43.040 --> 00:00:45.760]  犯警之民上來
[00:00:45.760 --> 00:00:49.800]  雖然無花果樹不發旺
[00:00:49.800 --> 00:00:52.720]  葡萄樹不結果
[00:00:52.720 --> 00:00:56.000]  橄欖樹也不效力
[00:00:56.760 --> 00:00:59.040]  田地不出糧食
[00:00:59.040 --> 00:01:01.920]  圈中絕了羊
[00:01:01.920 --> 00:01:05.000]  棚內也沒有牛」
[00:01:05.000 --> 00:01:08.200]  第十八節想和大家一起讀出
[00:01:08.200 --> 00:01:12.720]  「然而我要因耶和華歡恩
[00:01:12.720 --> 00:01:15.320]  因救我的神喜樂
[00:01:15.320 --> 00:01:18.760]  主耶和華是我的力量
[00:01:18.760 --> 00:01:22.600]  他使我的腳跨於無陸的堤
[00:01:22.600 --> 00:01:25.880]  又使我穩行在高處
[00:01:26.320 --> 00:01:28.680]  這歌交予靈長
[00:01:28.680 --> 00:01:31.000]  用詩言的樂器」
[00:01:31.000 --> 00:01:32.400]  願神祝福大家
[00:01:32.400 --> 00:01:43.960]  (主席)頂智慕 平安
[00:01:43.960 --> 00:01:44.960]  (同學)平安
[00:01:44.960 --> 00:01:46.200]  (主席)在五、六月
[00:01:46.200 --> 00:01:49.560]  幾位同工會透過四次宣講
[00:01:49.560 --> 00:01:51.520]  分享一個主題
[00:01:52.280 --> 00:01:54.600]  我們會從聖經裡
[00:01:54.600 --> 00:01:56.200]  從聖經裡看
[00:01:56.200 --> 00:01:59.080]  四個我們會有的情感反應
[00:01:59.080 --> 00:02:03.120]  分別是喜、怒、哀和愁
[00:02:03.120 --> 00:02:06.400]  今天我們首先會說「喜樂」
[00:02:06.400 --> 00:02:08.280]  我們說「喜樂」
[00:02:08.280 --> 00:02:12.440]  基本上在基督徒也很熟悉的詞語
[00:02:12.440 --> 00:02:13.040]  「喜樂」
[00:02:13.040 --> 00:02:17.360]  無論在新約或舊約
[00:02:17.360 --> 00:02:19.240]  都經常提到這兩個字
[00:02:19.240 --> 00:02:19.760]  對不對?
[00:02:21.160 --> 00:02:22.480]  不過在分享之前
[00:02:22.480 --> 00:02:24.280]  我想先和大家退後一步
[00:02:24.280 --> 00:02:26.440]  其實我們不妨想一想
[00:02:26.440 --> 00:02:28.280]  在你心目中
[00:02:28.280 --> 00:02:29.480]  甚麼是「喜樂」?
[00:02:29.480 --> 00:02:35.760]  又或者怎樣才可以所謂「活得喜樂」?
[00:02:35.760 --> 00:02:38.960]  特別當真的有人問你
[00:02:38.960 --> 00:02:41.240]  可能是你身邊的一個弟兄姊妹
[00:02:41.240 --> 00:02:42.200]  突然間這樣問你
[00:02:42.200 --> 00:02:44.280]  或者你家人這樣問你
[00:02:44.280 --> 00:02:47.280]  或者一個很想認識信仰的人問你
[00:02:47.280 --> 00:02:49.000]  基督徒經常說「喜樂」
[00:02:49.000 --> 00:02:50.840]  是甚麼來的呢?
[00:02:51.480 --> 00:02:53.000]  你又會怎樣回答他呢?
[00:02:53.000 --> 00:02:56.000]  讓我們先有個祈禱好嗎?
[00:02:56.000 --> 00:02:58.360]  我們求上帝開我們的心竅
[00:02:58.360 --> 00:03:02.160]  阿爸天父願祢的靈願我們同在
[00:03:02.160 --> 00:03:03.960]  讓我們有智慧有悟性
[00:03:03.960 --> 00:03:06.760]  能夠明白祢自己的教導
[00:03:06.760 --> 00:03:09.920]  讓我們有柔和謙卑的心
[00:03:09.920 --> 00:03:12.120]  能夠實踐出來
[00:03:12.120 --> 00:03:14.640]  讓我們在生命裏面
[00:03:14.640 --> 00:03:16.080]  能夠榮耀祢
[00:03:16.080 --> 00:03:17.960]  能夠造就身邊的人
[00:03:18.720 --> 00:03:20.840]  為此我們同心獻上禱告
[00:03:20.840 --> 00:03:22.120]  奉基督耶穌
[00:03:22.120 --> 00:03:25.240]  祢得勝的名字來祈求
[00:03:25.240 --> 00:03:26.520]  阿們
[00:03:26.520 --> 00:03:29.120]  說起來其實
[00:03:29.120 --> 00:03:30.320]  不知道有沒有聽過
[00:03:30.320 --> 00:03:32.000]  古代人其實很強調
[00:03:32.000 --> 00:03:33.840]  人生有四大快樂
[00:03:33.840 --> 00:03:35.760]  不知道有沒有聽過呢?
[00:03:35.760 --> 00:03:37.560]  第一個
[00:03:37.560 --> 00:03:38.600]  我先試著說出來
[00:03:38.600 --> 00:03:40.440]  看看你記不記得之後的三個是甚麼
[00:03:40.440 --> 00:03:42.560]  第一個很大的快樂就是
[00:03:42.560 --> 00:03:44.080]  金榜提名事
[00:03:44.080 --> 00:03:46.080]  又點頭了
[00:03:46.600 --> 00:03:49.440]  古代科舉制度
[00:03:49.440 --> 00:03:51.040]  你高中狀元
[00:03:51.040 --> 00:03:52.720]  代表著甚麼呢?
[00:03:52.720 --> 00:03:55.040]  出了名
[00:03:55.040 --> 00:03:56.360]  不只是出名
[00:03:56.360 --> 00:03:57.920]  你的前途
[00:03:57.920 --> 00:04:01.360]  甚至你會得到很多的好處
[00:04:01.360 --> 00:04:01.840]  利益
[00:04:01.840 --> 00:04:02.680]  名勝利就
[00:04:02.680 --> 00:04:03.960]  簡單說四個字
[00:04:03.960 --> 00:04:06.960]  第二個很大的快樂是甚麼呢?
[00:04:06.960 --> 00:04:09.040]  第一個就是金榜提名事
[00:04:09.040 --> 00:04:10.280]  第二個呢?
[00:04:10.280 --> 00:04:12.920]  厲害厲害
[00:04:12.920 --> 00:04:14.520]  洞房花燭夜
[00:04:14.520 --> 00:04:15.480]  很實際
[00:04:15.760 --> 00:04:17.920]  你和所愛的人
[00:04:17.920 --> 00:04:19.360]  結為一體
[00:04:19.360 --> 00:04:20.160]  成家立室
[00:04:20.160 --> 00:04:21.760]  洞房花燭夜
[00:04:21.760 --> 00:04:22.800]  第三個呢?
[00:04:22.800 --> 00:04:27.880]  久旱逢甘露
[00:04:27.880 --> 00:04:30.680]  想不想起這個畫面
[00:04:30.680 --> 00:04:32.960]  其實照字面理解
[00:04:32.960 --> 00:04:34.480]  就是你口渴了很久
[00:04:34.480 --> 00:04:37.040]  突然間即使是一些露水
[00:04:37.040 --> 00:04:39.080]  你都覺得真的很開心
[00:04:39.080 --> 00:04:39.600]  很滋潤
[00:04:39.600 --> 00:04:41.360]  又或者在農業社會裏面
[00:04:41.360 --> 00:04:43.520]  你最希望見到這件事
[00:04:44.240 --> 00:04:45.920]  其實今天也不難理解
[00:04:45.920 --> 00:04:47.120]  久旱逢甘露
[00:04:47.120 --> 00:04:49.600]  有沒有突然間喜歡吃自助餐呢?
[00:04:49.600 --> 00:04:52.040]  應該是吧
[00:04:52.040 --> 00:04:53.080]  過去兩年難一點
[00:04:53.080 --> 00:04:54.040]  很多時候限聚令
[00:04:54.040 --> 00:04:55.520]  但一放寬一點
[00:04:55.520 --> 00:04:56.960]  你見到自助餐又如何呢?
[00:04:56.960 --> 00:04:58.920]  訂滿了
[00:04:58.920 --> 00:05:00.240]  久旱逢甘露
[00:05:00.240 --> 00:05:01.720]  很久都沒有吃
[00:05:01.720 --> 00:05:02.760]  現在可以吃了
[00:05:02.760 --> 00:05:04.880]  又或者可能這兩年
[00:05:04.880 --> 00:05:06.920]  有沒有聽過一個新興的名詞
[00:05:06.920 --> 00:05:09.560]  叫做「偽出國」
[00:05:09.560 --> 00:05:11.920]  偽即是真偽
[00:05:11.920 --> 00:05:12.800]  即是假出國
[00:05:12.800 --> 00:05:14.000]  意思是甚麼呢?
[00:05:14.240 --> 00:05:15.880]  不只是發生在香港
[00:05:15.880 --> 00:05:17.120]  可能不同地方的人
[00:05:17.120 --> 00:05:18.640]  他們在疫情下
[00:05:18.640 --> 00:05:20.240]  都不能去外地旅遊
[00:05:20.240 --> 00:05:22.240]  那如何止止咳嗽呢?
[00:05:22.240 --> 00:05:26.520]  有些旅行公司很懂得做生意
[00:05:26.520 --> 00:05:29.920]  我們都爭取到一些航班
[00:05:29.920 --> 00:05:31.640]  讓你上飛機
[00:05:31.640 --> 00:05:33.240]  讓你出發
[00:05:33.240 --> 00:05:36.720]  去到當地國家的上空繞一圈
[00:05:36.720 --> 00:05:38.520]  然後回來
[00:05:38.520 --> 00:05:40.840]  有些貼身到
[00:05:40.840 --> 00:05:42.160]  譬如你去日本
[00:05:42.160 --> 00:05:44.080]  可能由台灣出發去日本
[00:05:44.080 --> 00:05:45.320]  在日本上空繞一圈
[00:05:45.320 --> 00:05:46.480]  然後回到台灣
[00:05:46.480 --> 00:05:49.840]  還會給你一份日本的手信
[00:05:49.840 --> 00:05:50.920]  幫你買了
[00:05:50.920 --> 00:05:52.360]  讓你有甚麼呢?
[00:05:52.360 --> 00:05:54.040]  有去了旅行的感覺
[00:05:54.040 --> 00:05:55.960]  讓你止咳
[00:05:55.960 --> 00:05:57.520]  雖然真的去不到
[00:05:57.520 --> 00:05:59.040]  不能到當地
[00:05:59.040 --> 00:06:00.960]  但也讓你有坐飛機的感覺
[00:06:00.960 --> 00:06:02.520]  久旱逢甘露
[00:06:02.520 --> 00:06:04.960]  最後一個人生的快樂是甚麼呢?
[00:06:04.960 --> 00:06:09.120]  他鄉如故知
[00:06:09.120 --> 00:06:11.320]  都不難理解
