
[00:00:00.000 --> 00:00:04.200]  領子妹讓我們一同去聆聽一段聖經的說話
[00:00:04.200 --> 00:00:08.360]  在希伯來書四章一至十一節
[00:00:08.360 --> 00:00:10.160]  經文裡是這樣說
[00:00:10.160 --> 00:00:16.920]  我們既蒙留下有進入他安息的應許
[00:00:16.920 --> 00:00:18.840]  就當畏懼
[00:00:18.840 --> 00:00:23.840]  免得我們中間或有人似乎是趕不上了
[00:00:23.840 --> 00:00:26.840]  因為有福音傳給我們
[00:00:26.840 --> 00:00:28.800]  將傳給他們一樣
[00:00:29.560 --> 00:00:32.480]  只是所聽見的道與他們無益
[00:00:32.480 --> 00:00:37.720]  因為他們沒有信心與所聽見的道調和
[00:00:37.720 --> 00:00:40.760]  但我們已經相信的人
[00:00:40.760 --> 00:00:42.920]  得以進入那安息
[00:00:42.920 --> 00:00:44.960]  正如神所說
[00:00:44.960 --> 00:00:47.960]  我在路中起誓說
[00:00:47.960 --> 00:00:51.640]  他們斷不可進入我的安息
[00:00:51.640 --> 00:00:54.840]  其實造物之公
[00:00:54.840 --> 00:00:58.320]  從創世以來已經成全了
[00:00:59.120 --> 00:01:00.600]  論到第七天
[00:01:00.600 --> 00:01:02.160]  有一處說
[00:01:02.160 --> 00:01:07.040]  到第七天神就揭了他一切的公
[00:01:07.040 --> 00:01:09.120]  又有一處說
[00:01:09.120 --> 00:01:13.440]  他們斷不可進入我的安息
[00:01:13.440 --> 00:01:17.040]  既有必進安息的人
[00:01:17.040 --> 00:01:19.600]  那先前聽見福音的
[00:01:19.600 --> 00:01:23.080]  因為不順從不得進去
[00:01:23.080 --> 00:01:25.680]  所以過了多年
[00:01:26.000 --> 00:01:29.480]  就在大衛的書上又限定一日
[00:01:29.480 --> 00:01:32.240]  如以上所引述的說
[00:01:32.240 --> 00:01:35.600]  你們今日若聽他的話
[00:01:35.600 --> 00:01:38.000]  就不可硬著心
[00:01:38.000 --> 00:01:42.520]  若是約書也已叫他們享了安息
[00:01:42.520 --> 00:01:46.160]  後來神就不再提別的日子了
[00:01:46.160 --> 00:01:48.160]  這樣看來
[00:01:48.160 --> 00:01:51.560]  必令有一安息日的安息
[00:01:51.560 --> 00:01:54.120]  為神的子民傳流
[00:01:55.560 --> 00:01:57.560]  因為那進入安息的
[00:01:57.560 --> 00:01:59.960]  乃是揭了自己的公
[00:01:59.960 --> 00:02:03.360]  正如神揭了他的公一樣
[00:02:03.360 --> 00:02:08.040]  所以我們務必竭力進入那安息
[00:02:08.040 --> 00:02:13.240]  免得有人學那不順從的樣子跌倒了
[00:02:13.240 --> 00:02:16.400]  今天早上有羅茲雄牧師
[00:02:16.400 --> 00:02:19.560]  在我們當中宣講希伯來書的主題
[00:02:19.560 --> 00:02:20.440]  第二講
[00:02:20.440 --> 00:02:24.560]  講題是進入安息日
[00:02:24.560 --> 00:02:26.560]  (安息)
[00:02:26.560 --> 00:02:33.680]  等子妹平安
[00:02:33.680 --> 00:02:36.040]  在我們開始之前
[00:02:36.040 --> 00:02:38.040]  我們一起有一個禱告
[00:02:38.040 --> 00:02:41.120]  天父上帝我們感謝你
[00:02:41.120 --> 00:02:42.560]  讓我們有生命氣息
[00:02:42.560 --> 00:02:44.560]  可以聆聽你自己的道
[00:02:44.560 --> 00:02:48.160]  願上帝你打開我們屬靈的耳朵
[00:02:48.160 --> 00:02:51.360]  我們能夠聽到上帝你自己的教導
[00:02:51.360 --> 00:02:52.880]  亦都願講的
[00:02:52.880 --> 00:02:55.280]  都是經歷上帝你自己的洗滌
[00:02:55.280 --> 00:02:59.040]  心靈裏面能夠湧發出上帝你自己的恩典
[00:02:59.040 --> 00:03:02.040]  一齊的分享上帝你自己的說話
[00:03:02.040 --> 00:03:03.360]  我們獻上禱告
[00:03:03.360 --> 00:03:05.360]  奉主耶穌基督的名
[00:03:05.360 --> 00:03:07.360]  阿門
[00:03:07.360 --> 00:03:09.720]  上個主日
[00:03:09.720 --> 00:03:12.680]  陳牧師已經講到有關
[00:03:12.680 --> 00:03:15.080]  基督是神親自曉喻
[00:03:15.080 --> 00:03:19.840]  並且是超越天使和先知的信息
[00:03:20.240 --> 00:03:24.000]  作者講到教導的時候
[00:03:24.000 --> 00:03:27.000]  當時候要提醒信徒
[00:03:27.000 --> 00:03:30.160]  雖然他們面對很大的挑戰
[00:03:30.160 --> 00:03:31.760]  靈性低沉
[00:03:31.760 --> 00:03:36.160]  加上生活上面面對很多困難
[00:03:36.160 --> 00:03:40.240]  呼籲他們仍然持守所相信的道
[00:03:40.240 --> 00:03:41.760]  不要垂留失去
[00:03:41.760 --> 00:03:43.520]  又勸勉信徒
[00:03:43.520 --> 00:03:44.960]  不要走回頭路
[00:03:44.960 --> 00:03:46.400]  離開所信的道
[00:03:46.400 --> 00:03:48.560]  今天這個信息
[00:03:48.560 --> 00:03:50.920]  我們從另一個層面
[00:03:50.920 --> 00:03:52.360]  看看作者
[00:03:52.360 --> 00:03:54.560]  來勉勵我們一群信徒
[00:03:54.560 --> 00:03:57.520]  如何獲得神真正的安息
[00:03:57.520 --> 00:04:01.120]  中文聖經會譯為「安息」
[00:04:01.120 --> 00:04:03.120]  英文會用「rest」
[00:04:03.120 --> 00:04:06.720]  不知道大家有沒有想過
[00:04:06.720 --> 00:04:10.280]  休息是否等於不做任何事
[00:04:10.280 --> 00:04:12.280]  即是我們躺平
[00:04:12.280 --> 00:04:14.280]  舒舒服服
[00:04:14.680 --> 00:04:19.000]  這個時候面對疫情仍然嚴峻
[00:04:19.000 --> 00:04:22.280]  很多時候我們都會在家工作
[00:04:22.280 --> 00:04:24.280]  甚至任何時候
[00:04:24.280 --> 00:04:27.560]  都會上網處理一些工作
[00:04:27.560 --> 00:04:28.960]  又或者通電話
[00:04:28.960 --> 00:04:32.360]  這樣是否變得完全沒有休息呢?
[00:04:32.360 --> 00:04:34.400]  弟兄姊妹
[00:04:34.400 --> 00:04:36.400]  究竟甚麼是休息?
[00:04:36.400 --> 00:04:39.600]  做事和不做事
[00:04:39.600 --> 00:04:43.280]  是否當中不能夠有休息有安息呢?
[00:04:44.160 --> 00:04:46.960]  舊約有一個重要的人物
[00:04:46.960 --> 00:04:49.440]  摩西是神中心的僕人
[00:04:49.440 --> 00:04:53.560]  他可以與神面對面傾談
[00:04:53.560 --> 00:04:55.360]  在以色列裡
[00:04:55.360 --> 00:04:57.760]  其實他的地位也相當崇高
[00:04:57.760 --> 00:05:01.280]  不過舊約多方多次曉喻
[00:05:01.280 --> 00:05:02.960]  神的兒子耶穌
[00:05:02.960 --> 00:05:06.560]  也是同樣盡忠來服侍上帝
[00:05:06.560 --> 00:05:09.680]  在希伯來書的第三章
[00:05:09.680 --> 00:05:11.200]  第一至第六節
[00:05:11.200 --> 00:05:13.720]  作者是這樣講述
[00:05:13.720 --> 00:05:15.560]  基督身為神的兒子
[00:05:15.560 --> 00:05:18.520]  無論他在地位和侍奉上
[00:05:18.520 --> 00:05:22.200]  都是比神的僕人摩西更加超越
[00:05:22.200 --> 00:05:27.160]  摩西雖然做了很多很有影響
[00:05:27.160 --> 00:05:29.360]  和有心軟的一些事情
[00:05:29.360 --> 00:05:36.480]  摩西就帶領了以色列人離開這個圍爐之家的埃及
[00:05:36.480 --> 00:05:41.760]  想帶他們脫離被牢獄多年的一個地方
[00:05:42.200 --> 00:05:47.640]  但最終他不能夠帶領這群百姓
[00:05:47.640 --> 00:05:51.240]  真正的失去他們的奴婦
[00:05:51.240 --> 00:05:54.480]  我們今天這個主題進入安息
[00:05:54.480 --> 00:05:57.000]  聖經裡面也有教導
[00:05:57.000 --> 00:05:59.000]  我們要安息
[00:05:59.000 --> 00:06:01.960]  特別是我們回看《創世紀》的時候
[00:06:01.960 --> 00:06:06.520]  神在六天做工來創造天地
[00:06:06.520 --> 00:06:08.440]  到第七天他就休息
[00:06:08.440 --> 00:06:11.200]  細心了解一下
[00:06:11.200 --> 00:06:14.320]  原來他們要守安息日
[00:06:14.320 --> 00:06:19.080]  就是因為摩西領受了神所頒布的十誡
[00:06:19.080 --> 00:06:23.560]  告訴他們其中的誡命就是要守安息日
[00:06:23.560 --> 00:06:25.360]  什麼工作都不可以做
[00:06:25.360 --> 00:06:31.600]  這個就成為猶太人世世代代遵守安息日
[00:06:31.600 --> 00:06:38.240]  如果大家在疫情之前有去過巴勒斯坦的以色列這個地方
[00:06:38.240 --> 00:06:40.200]  我們去旅遊
[00:06:40.200 --> 00:06:43.960]  又或者參加一些聖地遊
[00:06:43.960 --> 00:06:48.000]  如果遇到以色列地在安息日的時候
[00:06:48.000 --> 00:06:50.400]  可能就會有一番的體會
[00:06:50.400 --> 00:06:53.360]  而希伯來書的作者
[00:06:53.360 --> 00:06:57.080]  現在在第四章同樣是講到安息的課題
[00:06:57.080 --> 00:07:00.560]  他是講到守安息
[00:07:00.560 --> 00:07:02.840]  或者守安息日有什麼不同呢?
[00:07:02.840 --> 00:07:05.880]  作者就是這一段經文來表達
[00:07:05.880 --> 00:07:07.000]  安息
[00:07:07.000 --> 00:07:09.080]  真正的安息是什麼
