
[00:00:00.000 --> 00:00:02.000]  今日的經訓是記載在
[00:00:02.000 --> 00:00:05.000]  《哥羅西書》三章一至十五節
[00:00:05.000 --> 00:00:08.000]  《哥羅西書》三章一至十五節
[00:00:08.000 --> 00:00:11.000]  《新約聖經》二百八十一至二百八十二頁
[00:00:11.000 --> 00:00:15.000]  《哥羅西書》三章一至十五節
[00:00:15.000 --> 00:00:21.000]  所以你們若真與基督一同復活
[00:00:21.000 --> 00:00:24.000]  就當求在上面的事
[00:00:24.000 --> 00:00:27.000]  那裡有基督坐在神的右邊
[00:00:27.000 --> 00:00:30.000]  你們要思念上面的事
[00:00:30.000 --> 00:00:32.000]  不要思念地上的事
[00:00:32.000 --> 00:00:35.000]  因為你們已經死了
[00:00:35.000 --> 00:00:39.000]  你們的生命與基督一同藏在神裡面
[00:00:39.000 --> 00:00:42.000]  基督是我們的生命
[00:00:42.000 --> 00:00:44.000]  祂顯現的時候
[00:00:44.000 --> 00:00:48.000]  你們也要與祂一同顯現在榮耀裡
[00:00:48.000 --> 00:00:53.000]  所以要致死你們在地上的肢體
[00:00:53.000 --> 00:00:59.000]  就如淫亂、污穢、邪情、惡慾和貪婪
[00:00:59.000 --> 00:01:03.000]  貪婪就如拜偶像一樣
[00:01:03.000 --> 00:01:06.000]  因這些事
[00:01:06.000 --> 00:01:09.000]  神的憤怒必臨到那活躍之子
[00:01:09.000 --> 00:01:13.000]  當你們在這些事中活著的時候
[00:01:13.000 --> 00:01:15.000]  也曾這樣行過
[00:01:15.000 --> 00:01:18.000]  但現在你們要棄絕這一切的事
[00:01:18.000 --> 00:01:25.000]  以及怒恨、憤怒、惡毒、誹謗並口中污穢的言語
[00:01:25.000 --> 00:01:27.000]  不要彼此說謊
[00:01:27.000 --> 00:01:30.000]  因你們已經脫去舊人和舊人的行為
[00:01:30.000 --> 00:01:32.000]  穿上了新人
[00:01:32.000 --> 00:01:35.000]  這新人在知識上漸漸更新
[00:01:35.000 --> 00:01:38.000]  正如做他主的形象
[00:01:38.000 --> 00:01:42.000]  在此並不分希利尼人、猶太人
[00:01:42.000 --> 00:01:45.000]  受割禮的、不受割禮的
[00:01:45.000 --> 00:01:49.000]  化外人、西古提人為奴的、自主的
[00:01:49.000 --> 00:01:51.000]  唯有基督是包括一切
[00:01:51.000 --> 00:01:54.000]  又在各人之內
[00:01:54.000 --> 00:01:57.000]  所以你們既是神的選民
[00:01:57.000 --> 00:01:59.000]  聖潔無礙的人
[00:01:59.000 --> 00:02:05.000]  就要存憐憫、恩慈、謙虛、溫柔、忍耐的心
[00:02:05.000 --> 00:02:09.000]  倘若這人與那人有嫌隙
[00:02:09.000 --> 00:02:13.000]  總要彼此包容、彼此饒恕
[00:02:13.000 --> 00:02:15.000]  主怎樣饒恕了你們
[00:02:15.000 --> 00:02:17.000]  你們也要怎樣饒恕人
[00:02:17.000 --> 00:02:19.000]  在這一切之外
[00:02:19.000 --> 00:02:21.000]  要存著愛心
[00:02:21.000 --> 00:02:27.000]  愛心就是聯絡傳德的
[00:02:27.000 --> 00:02:32.000]  又要叫基督的平安在你們心裡作主
[00:02:32.000 --> 00:02:35.000]  你們也為此蒙召、歸為一體
[00:02:35.000 --> 00:02:38.000]  且要存感謝的心
[00:02:43.000 --> 00:02:51.000]  (廣東話)
[00:02:51.000 --> 00:02:55.000]  (廣東話)
[00:03:13.000 --> 00:03:15.000]  氣救更新,好嗎?
[00:03:15.000 --> 00:03:17.000]  特別我們去回應
[00:03:17.000 --> 00:03:19.000]  好像今天這段經文所說
[00:03:19.000 --> 00:03:22.000]  脫去舊人和舊人的行為
[00:03:22.000 --> 00:03:24.000]  並且穿上新人
[00:03:24.000 --> 00:03:26.000]  如果你發覺其實
[00:03:26.000 --> 00:03:28.000]  打從上一章開始
[00:03:28.000 --> 00:03:30.000]  即是第二章
[00:03:30.000 --> 00:03:34.000]  保羅不斷去重複宣講一個主題
[00:03:34.000 --> 00:03:38.000]  就是說既然信徒已經和基督聯合了
[00:03:38.000 --> 00:03:40.000]  我們很熟悉的經常說
[00:03:40.000 --> 00:03:42.000]  我們和基督同死同埋葬同復活了
[00:03:42.000 --> 00:03:44.000]  既然如此
