
[00:00:00.000 --> 00:00:05.000]  接著我們有田慶仙弟兄為我們讀經
[00:00:05.000 --> 00:00:09.000]  在《奴家福音》24章13至15節
[00:00:09.000 --> 00:00:11.000]  接著我們今天很開心
[00:00:11.000 --> 00:00:15.000]  有見到神學院實用神學助理教授
[00:00:15.000 --> 00:00:18.000]  羅傑盈博士為我們正道
[00:00:18.000 --> 00:00:20.000]  感謝主將時間交給他們
[00:00:20.000 --> 00:00:36.000]  主席
[00:00:37.000 --> 00:00:44.000]  請聽我讀出聖經新約《奴家福音》
[00:00:44.000 --> 00:00:48.000]  24章13至15節
[00:00:48.000 --> 00:00:57.000]  正當那日門徒中有兩個人往一個村子去
[00:00:58.000 --> 00:01:06.000]  這村子名叫以馬五師,來耶路撒冷約有二十五里
[00:01:06.000 --> 00:01:13.000]  他們彼此談論所遇見的這一切事
[00:01:13.000 --> 00:01:17.000]  正談論相問的時候
[00:01:17.000 --> 00:01:23.000]  耶穌親自就近他們和他們同行
[00:01:24.000 --> 00:01:29.000]  只是他們的眼睛迷糊了,不認識他
[00:01:29.000 --> 00:01:37.000]  耶穌對他們說:你們走路彼此談論的是什麼事呢?
[00:01:37.000 --> 00:01:43.000]  他們就站著,面上戴著袖戎
[00:01:43.000 --> 00:01:50.000]  兩人中有一個名叫格劉巴的回答說:
[00:01:51.000 --> 00:01:59.000]  你在耶路撒冷作客,還不知道這幾天在哪裡所出的事嗎?
[00:01:59.000 --> 00:02:03.000]  耶穌說:什麼事呢?
[00:02:03.000 --> 00:02:08.000]  他們說:就是那撒勒人耶穌的事
[00:02:08.000 --> 00:02:17.000]  他試過先知,在神和眾百姓面前,說話行事都有大能
[00:02:18.000 --> 00:02:27.000]  祭司長和我們的官府竟把他解去,定了死罪
[00:02:27.000 --> 00:02:30.000]  釘在十字架上
[00:02:30.000 --> 00:02:37.000]  但我們數來所盼望要贖以色列民的就是他
[00:02:37.000 --> 00:02:45.000]  不但如此,而且這是成就,現在已經三天了
[00:02:46.000 --> 00:02:51.000]  而且我們中間有幾個婦女使我們驚奇
[00:02:51.000 --> 00:02:57.000]  她們清早到墳墓那裡,不見她的身體
[00:02:57.000 --> 00:03:05.000]  就會來告訴我們,說看見了天使顯現,說她活了
[00:03:05.000 --> 00:03:11.000]  又有我們的幾個人往墳墓那裡去
[00:03:12.000 --> 00:03:18.000]  預見的正如婦女們所說的,只是沒有看見她
[00:03:18.000 --> 00:03:27.000]  耶穌對她們說:無知的人啊,先知所說的一切話
[00:03:27.000 --> 00:03:31.000]  你們的心信得太遲鈍了
[00:03:31.000 --> 00:03:40.000]  基督這樣受害,又進入她的榮耀,豈不是應當的嗎?
[00:03:41.000 --> 00:03:50.000]  於是從摩西和眾仙子起,凡經上所指著自己的話
[00:03:50.000 --> 00:03:54.000]  都給她們講解明白了
[00:03:54.000 --> 00:04:04.000]  將近她們所去的村子,耶穌號召還要往前行
[00:04:05.000 --> 00:04:13.000]  她們卻留她說:時候晚了,日頭已經平息了
[00:04:13.000 --> 00:04:17.000]  請你和我們住下吧
[00:04:17.000 --> 00:04:21.000]  耶穌就進去,要和她們住下
[00:04:21.000 --> 00:04:28.000]  到了坐直的時候,耶穌拿起餅來,祝謝了
[00:04:29.000 --> 00:04:35.000]  張開眼睛,提及她們,她們的眼睛明亮了
[00:04:35.000 --> 00:04:41.000]  這才認出她來,忽然耶穌不見了
[00:04:41.000 --> 00:04:48.000]  她們彼此說:在路上她和我們說話
[00:04:48.000 --> 00:04:55.000]  給我們講解聖經的時候,我們的心豈不是火熱的嗎?
[00:04:56.000 --> 00:05:00.000]  她們就立時起身,回耶路撒冷去
[00:05:00.000 --> 00:05:06.000]  正遇見十一個使徒和她們的同人聚集在一處
[00:05:06.000 --> 00:05:13.000]  說:主果然復活,已經現給西門看了
[00:05:13.000 --> 00:05:19.000]  兩個人就把路上所遇見和抹餅的時候
[00:05:19.000 --> 00:05:25.000]  怎麼被她們認出來的事都述說一遍
[00:05:25.000 --> 00:05:27.000]  願主祝福大家
[00:05:27.000 --> 00:05:37.000]  (主持禮物)
[00:05:37.000 --> 00:05:43.000]  各位網上的弟兄姊妹,主來平安
[00:05:43.000 --> 00:05:46.000]  主果然復活了
[00:05:46.000 --> 00:05:54.000]  在經文34節裡,給我們一個崇拜的傳統中
[00:05:55.000 --> 00:05:57.000]  一個很重要的經文
[00:05:57.000 --> 00:06:03.000]  為什麼我們要星期日,或主日,或禮拜日去聚集呢?
[00:06:03.000 --> 00:06:09.000]  就是因為復活的基督帶來新的生命
[00:06:09.000 --> 00:06:14.000]  所以我們也和旁邊的弟兄姊妹彼此問安
[00:06:14.000 --> 00:06:17.000]  願復活主的平安與你同在
[00:06:18.000 --> 00:06:24.000]  (主持禮物)
[00:06:24.000 --> 00:06:30.000]  主果真復活了,Christ is risen indeed, Hallelujah
[00:06:30.000 --> 00:06:32.000]  多謝剛才的歌頌
[00:06:32.000 --> 00:06:34.000]  Hallelujah是什麼意思?
[00:06:34.000 --> 00:06:38.000]  Hallelujah就是讚美,你們要讚美
[00:06:38.000 --> 00:06:42.000]  Hallelujah就是你們要讚美耶和華
[00:06:43.000 --> 00:06:47.000]  邀請大家在座位中思考
[00:06:47.000 --> 00:06:50.000]  我們現在每人都戴著口罩
[00:06:50.000 --> 00:06:53.000]  雖然師伯很努力去歌頌
[00:06:53.000 --> 00:06:59.000]  依然聽到他們的歌聲,戲的運用都很好
[00:06:59.000 --> 00:07:02.000]  我們會否想起
[00:07:02.000 --> 00:07:08.000]  我們以前能夠更加無拘無束的
[00:07:08.000 --> 00:07:10.000]  不用戴著口罩
[00:07:11.000 --> 00:07:17.000]  或者邀請大家思考一個令你覺得火熱
[00:07:17.000 --> 00:07:21.000]  或心裡感到異常溫暖的時刻
[00:07:21.000 --> 00:07:24.000]  因為這段經文提醒我們
[00:07:24.000 --> 00:07:29.000]  我們的心在我們裡面豈不是火熱的嗎?
[00:07:29.000 --> 00:07:33.000]  在二十五年前,我是一個中六的學生
[00:07:33.000 --> 00:07:38.000]  當時一個暑假都去三個營會
[00:07:39.000 --> 00:07:41.000]  有很多不同的,例如聖樂營
[00:07:41.000 --> 00:07:44.000]  或者青少年的營
[00:07:44.000 --> 00:07:47.000]  也有教會的下令營
[00:07:47.000 --> 00:07:51.000]  很多弟兄姊妹請假去聽神的道
[00:07:51.000 --> 00:07:54.000]  很努力地寫下筆記
[00:07:54.000 --> 00:08:00.000]  那時候真的覺得心裡很火熱
[00:08:00.000 --> 00:08:02.000]  一聽到上帝的話語
[00:08:02.000 --> 00:08:07.000]  雖然對一個中學生來說是難的
[00:08:08.000 --> 00:08:10.000]  因為經常坐著聽
[00:08:10.000 --> 00:08:16.000]  但當一群人一起去聽和看神的話語的時候
[00:08:16.000 --> 00:08:21.000]  神就給我們一個很不同的視野
[00:08:21.000 --> 00:08:26.000]  讓我們重新看到我們心裡的夢想
[00:08:26.000 --> 00:08:30.000]  DSE還有十天就放榜
[00:08:30.000 --> 00:08:33.000]  不知道你的子女或孫子、孫女
[00:08:33.000 --> 00:08:37.000]  會否都是這一屆都很慘的DSE同學
[00:08:37.000 --> 00:08:41.000]  因為他們這幾年基本上沒有什麼營會
[00:08:41.000 --> 00:08:48.000]  也經常在網上做教學
[00:08:48.000 --> 00:08:52.000]  我們思考二碼五師之路
[00:08:52.000 --> 00:08:56.000]  可能你未必是DSE的考生
[00:08:56.000 --> 00:08:58.000]  現在這麼迷茫等放榜
[00:08:58.000 --> 00:09:02.000]  但是從這兩個門徒
[00:09:02.000 --> 00:09:04.000]  我們再思考
[00:09:05.000 --> 00:09:10.000]  我們現在在2022年7月裡
[00:09:10.000 --> 00:09:12.000]  會否走在這條路上
[00:09:12.000 --> 00:09:16.000]  也有時候像這兩個門徒一樣
[00:09:16.000 --> 00:09:18.000]  走著走著停著
[00:09:18.000 --> 00:09:24.000]  在不知道前方的方向是怎樣的路上
[00:09:24.000 --> 00:09:27.000]  「戚」「戚」是行字的「察」字
[00:09:27.000 --> 00:09:30.000]  代表左腳和右腳
[00:09:31.000 --> 00:09:37.000]  在第17節看到這兩個門徒站著面帶受容
[00:09:37.000 --> 00:09:40.000]  復活的基督跟他們說
[00:09:40.000 --> 00:09:42.000]  「你們在談什麼?」
[00:09:42.000 --> 00:09:45.000]  從他們的身體語言已經感覺到
[00:09:45.000 --> 00:09:48.000]  他們很悲傷
[00:09:48.000 --> 00:09:53.000]  他們被眼前的失望所遮蓋
[00:09:53.000 --> 00:09:56.000]  他們看不到耶穌
[00:09:56.000 --> 00:09:59.000]  如果復活的基督穿牆過壁
[00:10:00.000 --> 00:10:01.000]  在我們之間
[00:10:01.000 --> 00:10:04.000]  他會對我們說什麼呢?
[00:10:04.000 --> 00:10:11.000]  會否像《路加福音》24章的故事一樣
[00:10:11.000 --> 00:10:15.000]  耶穌第一句說的是
[00:10:15.000 --> 00:10:18.000]  「無知的人啊!Foolish people!」
[00:10:18.000 --> 00:10:21.000]  「你的信心信得太遲鈍了!」
[00:10:21.000 --> 00:10:25.000]  讓我們用一兩分鐘
[00:10:26.000 --> 00:10:30.000]  回想一個令我們感到火熱的時刻
[00:10:30.000 --> 00:10:33.000]  讓我們思考
[00:10:33.000 --> 00:10:37.000]  我們能否看到耶穌在我們生命當中呢?
[00:10:37.000 --> 00:10:39.000]  如果看不到的時候
[00:10:39.000 --> 00:10:46.000]  是什麼令我們火熱的心變成灰心呢?
[00:10:46.000 --> 00:10:52.000]  有什麼大事令我們看不到耶穌在我們當中?
[00:10:52.000 --> 00:10:55.000]  祂和我們同行,一直同行
[00:10:55.000 --> 00:10:58.000]  但我們不斷說自己的事
[00:10:58.000 --> 00:11:03.000]  不斷在我們的悲傷和哀悵當中
[00:11:03.000 --> 00:11:08.000]  這個圖是「金計」
[00:11:08.000 --> 00:11:12.000]  是日本人用黃金修補的工藝
[00:11:12.000 --> 00:11:16.000]  當我們覺得很多事物都很碎片化
[00:11:16.000 --> 00:11:20.000]  或不太清楚人生下一步
[00:11:21.000 --> 00:11:25.000]  或家人流散
[00:11:25.000 --> 00:11:29.000]  或疫情不知何時完結
[00:11:29.000 --> 00:11:35.000]  我們是否相信復活的基督能帶來轉變的生命呢?
[00:11:35.000 --> 00:11:43.000]  最近我們的氣溫都有明顯的不同
[00:11:43.000 --> 00:11:47.000]  近105年最冷的勞動節
[00:11:48.000 --> 00:11:51.000]  當日平均氣溫只有14.5度
[00:11:51.000 --> 00:11:54.000]  但4月又很熱
[00:11:54.000 --> 00:11:57.000]  所以在思考這個問題的時候
[00:11:57.000 --> 00:12:02.000]  令我想起有些同學身水身汗
[00:12:02.000 --> 00:12:05.000]  我的神學院在長洲
[00:12:05.000 --> 00:12:09.000]  走到禮堂的時候
[00:12:09.000 --> 00:12:12.000]  一量氣溫,嘀嘀嘀嘀
[00:12:12.000 --> 00:12:14.000]  37.5度,快38度了
[00:12:14.000 --> 00:12:16.000]  同學,你休息一分鐘
[00:12:17.000 --> 00:12:19.000]  一分鐘後又回到37度
[00:12:19.000 --> 00:12:22.000]  我們的身體會自動調節
[00:12:22.000 --> 00:12:24.000]  不會太低,也不會太高
[00:12:24.000 --> 00:12:27.000]  但在靈性當中
[00:12:27.000 --> 00:12:32.000]  上主經常責怪我們會否不冷不熱
[00:12:32.000 --> 00:12:37.000]  或我們如何保持熾熱的心
[00:12:37.000 --> 00:12:41.000]  亦在靈裡面不敷肝
[00:12:41.000 --> 00:12:45.000]  在當中看到耶穌的同行
[00:12:46.000 --> 00:12:49.000]  在大家的周刊裡
[00:12:49.000 --> 00:12:53.000]  也有大綱和經文
[00:12:53.000 --> 00:12:58.000]  當我在教不同的聖樂或崇拜的時候
[00:12:58.000 --> 00:13:01.000]  我們都希望崇拜有更新
[00:13:01.000 --> 00:13:05.000]  最近亦有不同的宣教營
[00:13:05.000 --> 00:13:09.000]  在神學院幫一班DSE的同學
[00:13:09.000 --> 00:13:11.000]  思考前路的時候
[00:13:11.000 --> 00:13:14.000]  其實兩個的核心都是一樣
[00:13:15.000 --> 00:13:18.000]  希望我們可以在生命當中
[00:13:18.000 --> 00:13:22.000]  遇見基督,生命得到轉化
[00:13:22.000 --> 00:13:26.000]  這個生命的轉化是180度
[00:13:26.000 --> 00:13:30.000]  本身這兩個門徒很不開心
[00:13:30.000 --> 00:13:33.000]  哀悼他們失落了的信心
[00:13:33.000 --> 00:13:36.000]  失落了本身的盼望
[00:13:36.000 --> 00:13:42.000]  但耶穌的同行讓他們再一次發現
[00:13:42.000 --> 00:13:44.000]  基督真的復活了
[00:13:44.000 --> 00:13:47.000]  在福音書裡總共有35個神蹟
[00:13:47.000 --> 00:13:50.000]  但不要忘記還有兩個神蹟
[00:13:50.000 --> 00:13:56.000]  第一是耶穌基督被聖父從死裡復活
[00:13:56.000 --> 00:14:01.000]  第二是耶穌向不同的門徒顯現
[00:14:01.000 --> 00:14:04.000]  在當中讓我們看到
[00:14:04.000 --> 00:14:08.000]  原來復活的基督沒有死
[00:14:09.000 --> 00:14:14.000]  而是他的生命要帶來我們生命當中的影響
[00:14:14.000 --> 00:14:21.000]  《路加福音》二十四章十三節開始
[00:14:21.000 --> 00:14:25.000]  同一天門徒中有兩個人要往一個村子去
[00:14:25.000 --> 00:14:28.000]  這村子名叫以馬五斯
[00:14:28.000 --> 00:14:31.000]  來耶路撒冷約有二十五里
