
[00:00:00.000 --> 00:00:02.400]  由我們同心以聆聽聖道
[00:00:02.400 --> 00:00:04.400]  去敬拜我們的上帝
[00:00:04.400 --> 00:00:08.000]  今天的經訓是記載在
[00:00:08.000 --> 00:00:13.120]  《路加福音》2:22-38
[00:00:13.120 --> 00:00:21.400]  「按摩西律法滿了的潔淨的日子
[00:00:21.400 --> 00:00:26.000]  他們帶著孩子上耶路撒冷去
[00:00:26.000 --> 00:00:29.200]  要把他獻於主
[00:00:30.200 --> 00:00:33.000]  正如主的律法上所記
[00:00:33.000 --> 00:00:38.200]  凡投生的男子必稱聖貴主
[00:00:38.200 --> 00:00:42.200]  又要照主的律法上所說
[00:00:42.200 --> 00:00:48.200]  或用一對斑溝或用兩隻初甲獻祭
[00:00:48.200 --> 00:00:54.600]  在耶路撒冷有一個人名叫西面
[00:00:54.600 --> 00:00:58.200]  這人又公義又虔誠
[00:00:58.200 --> 00:01:03.200]  素上盼望以色列的安慰者來到
[00:01:03.200 --> 00:01:06.200]  又有聖靈在他身上
[00:01:06.200 --> 00:01:09.200]  他得了聖靈的啟示
[00:01:09.200 --> 00:01:12.200]  知道自己未死以前
[00:01:12.200 --> 00:01:16.200]  必看見主所立的基督
[00:01:16.200 --> 00:01:19.200]  他受了聖靈的感動
[00:01:19.200 --> 00:01:21.200]  進了聖殿
[00:01:21.200 --> 00:01:26.200]  正遇見耶穌的父母抱著孩子進來
[00:01:26.200 --> 00:01:30.200]  要照律法的規矩辦理
[00:01:30.200 --> 00:01:34.200]  西面就用手接過他來
[00:01:34.200 --> 00:01:36.200]  稱頌神說
[00:01:36.200 --> 00:01:39.200]  主啊!如今可以照祢的話
[00:01:39.200 --> 00:01:42.200]  釋放僕人安然去世
[00:01:42.200 --> 00:01:46.200]  因為我的眼睛已經看見祢的救恩
[00:01:46.200 --> 00:01:51.200]  就是祢在萬民面前所預備的
[00:01:51.200 --> 00:01:54.200]  是照亮愛邦人的光
[00:01:54.200 --> 00:01:57.200]  又是領民以色列的榮耀
[00:01:57.200 --> 00:02:04.200]  孩子的父母因這論耶穌的話就稀奇
[00:02:04.200 --> 00:02:07.200]  西面給他們祝福
[00:02:07.200 --> 00:02:11.200]  又對孩子的母親瑪利亞說
[00:02:11.200 --> 00:02:13.200]  這孩子被勒
[00:02:13.200 --> 00:02:17.200]  是要叫以色列中許多人跌倒
[00:02:17.200 --> 00:02:19.200]  許多人興起
[00:02:19.200 --> 00:02:22.200]  又要作偽邦的話柄
[00:02:22.200 --> 00:02:26.200]  叫許多人心裡的意念顯露出來
[00:02:26.200 --> 00:02:30.200]  你自己的心也要被刀刺透
[00:02:30.200 --> 00:02:36.200]  又有女仙之名叫阿娜
[00:02:36.200 --> 00:02:40.200]  是阿切之派法內力的女兒
[00:02:40.200 --> 00:02:43.200]  年紀已經老邁
[00:02:43.200 --> 00:02:46.200]  重作同女出嫁的時候
[00:02:46.200 --> 00:02:51.200]  同丈夫住了七年就寡居了
[00:02:52.200 --> 00:02:54.200]  現在已經八十四歲
[00:02:54.200 --> 00:02:57.200]  並不離開聖殿
[00:02:57.200 --> 00:02:59.200]  禁食祈求
[00:02:59.200 --> 00:03:01.200]  晝夜侍奉神
[00:03:01.200 --> 00:03:03.200]  正當那時
[00:03:03.200 --> 00:03:06.200]  他進前來稱謝神
[00:03:06.200 --> 00:03:08.200]  將孩子的事
[00:03:08.200 --> 00:03:12.200]  對一切盼望耶路撒冷得救贖的人講說
[00:03:16.200 --> 00:03:21.200]  今天陳明荃牧師會向我們宣講上帝的話
[00:03:21.200 --> 00:03:25.200]  題目是「因他降生,我們得安慰」
[00:03:25.200 --> 00:03:34.200]  各位姐妹平安
[00:03:34.200 --> 00:03:38.200]  今天能夠和大家一起分享上帝的話語
[00:03:38.200 --> 00:03:41.200]  雖然可能從這個星期開始
[00:03:41.200 --> 00:03:43.200]  我們又要隔著螢幕
[00:03:43.200 --> 00:03:46.200]  但我們深信在上帝的話語當中
[00:03:46.200 --> 00:03:49.200]  無論在不同的地域當中
[00:03:49.200 --> 00:03:52.200]  上帝都會繼續對我們說話
[00:03:52.200 --> 00:03:55.200]  今天早上繼續思考
[00:03:55.200 --> 00:03:57.200]  耶穌來到這個世界的時候
[00:03:57.200 --> 00:03:59.200]  為我們帶來什麼不同呢?
[00:03:59.200 --> 00:04:02.200]  我們之前就像倒敘法一樣
[00:04:02.200 --> 00:04:05.200]  由耶穌的壯年一直講到現在
[00:04:05.200 --> 00:04:10.200]  今天這段經文就是耶穌出生的第八天
[00:04:10.200 --> 00:04:13.200]  到聖殿獻祭的一個情景
[00:04:13.200 --> 00:04:15.200]  其實在路加福音中
[00:04:15.200 --> 00:04:19.200]  如果留意記載著耶穌的出生
[00:04:19.200 --> 00:04:22.200]  他是用不同的角度去講
[00:04:22.200 --> 00:04:26.200]  有不同階層或不同的人
[00:04:26.200 --> 00:04:29.200]  看到耶穌出生後的反應
[00:04:29.200 --> 00:04:32.200]  來突顯耶穌的身份是誰
[00:04:32.200 --> 00:04:34.200]  今天這段我特別集中
[00:04:34.200 --> 00:04:37.200]  想和大家一起看看西面的老人家
[00:04:37.200 --> 00:04:41.200]  他的講話和祈禱
[00:04:41.200 --> 00:04:45.200]  如何將耶穌是一個救主呈現出來
[00:04:45.200 --> 00:04:47.200]  特別是在十二月
[00:04:47.200 --> 00:04:51.200]  我們這段時間開始慶祝聖誕節
[00:04:51.200 --> 00:04:55.200]  我們知道耶穌是誰的時候
[00:04:55.200 --> 00:04:56.200]  我們慶祝的時候
[00:04:56.200 --> 00:04:59.200]  我們帶著什麼心情去慶祝
[00:04:59.200 --> 00:05:02.200]  雖然坊間的市道不太好
[00:05:02.200 --> 00:05:07.200]  看到旺角區已經沒有過去幾年那麼多的裝飾
[00:05:07.200 --> 00:05:10.200]  或者有很豐富的佈置
[00:05:10.200 --> 00:05:13.200]  但我想今年我們就用一個比較簡約的心情
[00:05:13.200 --> 00:05:18.200]  我們帶著聖經裡面最原初的記載
[00:05:18.200 --> 00:05:19.200]  耶穌是誰
[00:05:19.200 --> 00:05:22.200]  我們一步一步的去紀念主
[00:05:22.200 --> 00:05:24.200]  盼望主的話語
[00:05:24.200 --> 00:05:26.200]  主的福音在我們生命裡面
[00:05:26.200 --> 00:05:28.200]  很豐富的呈現出來
[00:05:28.200 --> 00:05:30.200]  在我們今天看這段聖經之前
[00:05:30.200 --> 00:05:31.200]  我和大家一起祈禱
[00:05:31.200 --> 00:05:32.200]  求上主幫助我們
[00:05:32.200 --> 00:05:34.200]  我們同心祈禱
[00:05:34.200 --> 00:05:37.200]  天父上帝願你幫助我們
[00:05:37.200 --> 00:05:40.200]  藉著你的話語重新提醒我們
[00:05:40.200 --> 00:05:44.200]  我們所稱的救主耶穌是一個怎樣的救主
[00:05:44.200 --> 00:05:47.200]  幫助我們不單止知道你是誰
[00:05:47.200 --> 00:05:51.200]  幫助我們能夠按著你的心意過我們的生活
[00:05:51.200 --> 00:05:54.200]  我們恭敬將來領受你話語的時間交給你
[00:05:54.200 --> 00:05:57.200]  幫助宣講的講得清楚
[00:05:57.200 --> 00:06:02.200]  幫助每一位在家中看直播的弟兄姊妹聽得明白
[00:06:02.200 --> 00:06:04.200]  祈求聖靈與我們每一個同在
[00:06:04.200 --> 00:06:05.200]  獻上我們祈禱
[00:06:05.200 --> 00:06:07.200]  奉靠基督耶穌得勝的性命祈求
[00:06:07.200 --> 00:06:09.200]  Amen
[00:06:09.200 --> 00:06:10.200]  剛才有說過
[00:06:10.200 --> 00:06:12.200]  在路加福音裡面
[00:06:12.200 --> 00:06:15.200]  他講到有不同的角度去描述
[00:06:15.200 --> 00:06:17.200]  耶穌是誰
[00:06:17.200 --> 00:06:22.200]  在這裡就在第二章第二十二節開始
[00:06:22.200 --> 00:06:25.200]  就立刻講到按照摩西的律法
[00:06:25.200 --> 00:06:28.200]  結證的日子到了
[00:06:28.200 --> 00:06:32.200]  耶穌基督的父母約瑟和瑪利亞
[00:06:32.200 --> 00:06:37.200]  將Baby耶穌帶到耶路撒冷獻祭
[00:06:37.200 --> 00:06:38.200]  獻給上帝
[00:06:38.200 --> 00:06:42.200]  獻的祭物就是一對班戈或兩隻初甲
[00:06:42.200 --> 00:06:46.200]  作為祭身來獻在聖殿
[00:06:46.200 --> 00:06:48.200]  就在這個時間裡
[00:06:48.200 --> 00:06:51.200]  有一個老人家
[00:06:51.200 --> 00:06:54.200]  在耶路撒冷裡有一個長者
[00:06:54.200 --> 00:06:55.200]  叫西冕
[00:06:55.200 --> 00:06:59.200]  西冕的意思其實是敬虔人
[00:06:59.200 --> 00:07:03.200]  路加福音在筆下裡再特別的說
[00:07:03.200 --> 00:07:05.200]  這個人不單是叫敬虔
[00:07:05.200 --> 00:07:08.200]  他的人生整個人生都是一個
[00:07:08.200 --> 00:07:10.200]  又公義又虔誠
[00:07:10.200 --> 00:07:14.200]  素常盼望以色列的安慰者來到
[00:07:14.200 --> 00:07:16.200]  又有聖靈在他身上
[00:07:16.200 --> 00:07:18.200]  他得到聖靈的啟示
[00:07:18.200 --> 00:07:22.200]  知道Baby耶穌將要去到聖殿
[00:07:22.200 --> 00:07:26.200]  父母來做一些獻祭和感恩
[00:07:26.200 --> 00:07:31.200]  於是他們就在聖殿裡相遇
[00:07:31.200 --> 00:07:33.200]  當他們相遇的時候
[00:07:33.200 --> 00:07:36.200]  在聖經裡就說到這個長者很突兀
[00:07:36.200 --> 00:07:38.200]  見到Baby耶穌
[00:07:38.200 --> 00:07:39.200]  父母抱著之後
[00:07:39.200 --> 00:07:45.200]  這個長者就帶著很豐富的情感
[00:07:45.200 --> 00:07:47.200]  就走到這個孩子耶穌面前
[00:07:47.200 --> 00:07:50.200]  就按手在他身上來祈禱
[00:07:50.200 --> 00:07:52.200]  就說出一番話
[00:07:52.200 --> 00:07:56.200]  如今你可以釋放你的僕人安然去世
[00:07:56.200 --> 00:08:00.200]  因為僕人西面已經看見上帝的救恩
[00:08:00.200 --> 00:08:02.200]  就是照亮外邦人的光
[00:08:02.200 --> 00:08:04.200]  又是以色列的榮耀
[00:08:04.200 --> 00:08:07.200]  在這個情景裡我們看見
[00:08:07.200 --> 00:08:11.200]  這個長者去到聖殿當中
[00:08:11.200 --> 00:08:13.200]  受到聖靈的感動
[00:08:13.200 --> 00:08:15.200]  之前沒有相遇過
[00:08:15.200 --> 00:08:17.200]  或者在耶穌出生的時候
[00:08:17.200 --> 00:08:20.200]  天使沒有顯現給這個長者知道
[00:08:20.200 --> 00:08:24.200]  大概這個長者心裡一直在等待
[00:08:24.200 --> 00:08:26.200]  一個尼塞亞的救主
[00:08:26.200 --> 00:08:29.200]  等了大半生
[00:08:29.200 --> 00:08:33.200]  等到年紀雙笨發白
[00:08:33.200 --> 00:08:35.200]  終於等到了
[00:08:35.200 --> 00:08:36.200]  在聖靈的引導之下
[00:08:36.200 --> 00:08:39.200]  他就見到這個孩子耶穌
[00:08:39.200 --> 00:08:41.200]  值得注意一個很重要的字眼
[00:08:41.200 --> 00:08:43.200]  在第25節那裡
[00:08:43.200 --> 00:08:47.200]  這人又公義又虔誠
[00:08:47.200 --> 00:08:50.200]  素常盼望以色列的安慰者來到
[00:08:50.200 --> 00:08:53.200]  和合本就加了一個者字
[00:08:53.200 --> 00:08:55.200]  如果在家裡看聖經
[00:08:55.200 --> 00:08:57.200]  那個者字下面是有點點點的
[00:08:57.200 --> 00:08:59.200]  點點點是什麼意思呢
[00:08:59.200 --> 00:09:01.200]  就是說原文是沒有那個者字的
[00:09:01.200 --> 00:09:04.200]  所以如果比較貼近原文的
[00:09:04.200 --> 00:09:07.200]  就是說這個公義敬虔的長者
[00:09:07.200 --> 00:09:11.200]  素常盼望以色列的安慰來到
[00:09:11.200 --> 00:09:14.200]  大概可能是和合本的翻譯
[00:09:14.200 --> 00:09:17.200]  或者不同的中文譯本
[00:09:17.200 --> 00:09:20.200]  他就很想強調耶穌是那個安慰者
[00:09:20.200 --> 00:09:21.200]  但是一說到安慰者
[00:09:21.200 --> 00:09:23.200]  我就會說沒事沒事
[00:09:23.200 --> 00:09:26.200]  我們心裡面一定會有這種感覺
[00:09:26.200 --> 00:09:28.200]  就覺得好像一個磁場老人一樣
[00:09:28.200 --> 00:09:29.200]  有個小孩跌倒了
[00:09:29.200 --> 00:09:30.200]  沒事沒事
[00:09:30.200 --> 00:09:32.200]  這樣開一下
[00:09:32.200 --> 00:09:34.200]  我們心目中的安慰者
[00:09:34.200 --> 00:09:36.200]  是一個這樣的形象
[00:09:36.200 --> 00:09:38.200]  不過在聖經裡面所說的
[00:09:38.200 --> 00:09:40.200]  以色列的安慰
[00:09:40.200 --> 00:09:42.200]  和我們心目中的安慰者
[00:09:42.200 --> 00:09:44.200]  有一個很大的距離
[00:09:44.200 --> 00:09:47.200]  以色列的安慰主要出現在
[00:09:47.200 --> 00:09:50.200]  什麼舊約書卷裡面
[00:09:50.200 --> 00:09:52.200]  尼加書有說的
[00:09:52.200 --> 00:09:54.200]  不過特別清楚說到
[00:09:54.200 --> 00:09:56.200]  以色列的安慰
[00:09:56.200 --> 00:09:58.200]  就在以塞瓦書裡面說的
[00:09:58.200 --> 00:10:00.200]  在以塞瓦書第40章
[00:10:00.200 --> 00:10:02.200]  第一至第二節裡面
[00:10:02.200 --> 00:10:03.200]  經文裡面這樣說
[00:10:03.200 --> 00:10:06.200]  你們的神說你們要安慰
[00:10:06.200 --> 00:10:08.200]  安慰我的百姓
[00:10:08.200 --> 00:10:10.200]  要對耶路撒冷說安慰的話
[00:10:10.200 --> 00:10:12.200]  又向他宣告說
[00:10:12.200 --> 00:10:14.200]  他征戰的日子已滿了
[00:10:14.200 --> 00:10:16.200]  他的罪孽赦免了
[00:10:16.200 --> 00:10:18.200]  他為自己一切的罪
[00:10:18.200 --> 00:10:21.200]  從耶和華手中加倍受罰
[00:10:21.200 --> 00:10:26.200]  在這裡上帝藉著以塞瓦先知說到
[00:10:26.200 --> 00:10:29.200]  以色列整個民族的安慰到了
[00:10:29.200 --> 00:10:32.200]  你要安慰以色列的眾百姓
[00:10:32.200 --> 00:10:33.200]  為什麼要安慰
[00:10:33.200 --> 00:10:35.200]  因為這班百姓
