
[00:00:00.000 --> 00:00:07.520]  今日經訓是約翰一書三章二十一至二十四節
[00:00:07.520 --> 00:00:13.200]  在大家手上的聖經新約三百三十九至三百四十頁
[00:00:13.200 --> 00:00:18.000]  約翰一書三章二十一至二十四節
[00:00:18.000 --> 00:00:21.000]  親愛的弟兄
[00:00:21.000 --> 00:00:24.000]  我們的心若不責備我們
[00:00:24.000 --> 00:00:27.400]  就可以向神坦然無懼了
[00:00:27.400 --> 00:00:30.400]  並且我們一切所求的
[00:00:30.400 --> 00:00:33.400]  就從他得著
[00:00:33.400 --> 00:00:36.000]  因為我們遵守他的命令
[00:00:36.000 --> 00:00:38.600]  行他所喜悅的事
[00:00:38.600 --> 00:00:44.000]  神的命令就是叫我們信他兒子耶穌基督的名
[00:00:44.000 --> 00:00:48.600]  且照他所賜給我們的命令彼此相愛
[00:00:48.600 --> 00:00:50.600]  遵守神命令的
[00:00:50.600 --> 00:00:52.600]  就住在神裡面
[00:00:52.600 --> 00:00:55.200]  神也住在他裡面
[00:00:55.200 --> 00:00:58.800]  我們所以知道神住在我們裡面
[00:00:58.800 --> 00:01:02.200]  是因他所賜給我們的聖靈
[00:01:02.200 --> 00:01:16.000]  弟兄姊妹平安
[00:01:16.000 --> 00:01:17.000]  平安
[00:01:17.000 --> 00:01:19.600]  我們一起來領受神的一道
[00:01:19.600 --> 00:01:22.000]  在之前我們一起有個禱告
[00:01:24.000 --> 00:01:26.200]  主耶穌我們向祢禱告
[00:01:26.200 --> 00:01:27.400]  向祢呼求
[00:01:27.400 --> 00:01:29.000]  我們是軟弱
[00:01:29.000 --> 00:01:31.200]  我們是無能力
[00:01:31.200 --> 00:01:34.200]  大主祢仍然用祢的話語
[00:01:34.200 --> 00:01:36.200]  兼顧我們每一個人的心
[00:01:36.200 --> 00:01:39.200]  叫我們坦然無懼來到祢的面前
[00:01:39.200 --> 00:01:40.800]  願主祢的話語
[00:01:40.800 --> 00:01:43.800]  就植入在我們每一個人的心坎裡
[00:01:43.800 --> 00:01:45.800]  由有聖靈來帶領我們
[00:01:45.800 --> 00:01:48.600]  以致我們能夠在這個世代
[00:01:48.600 --> 00:01:50.600]  繼續去見證祢
[00:01:50.600 --> 00:01:53.800]  將上帝祢的恩典愛與人分享
[00:01:53.800 --> 00:01:56.200]  願上帝祢得著當得的榮耀
[00:01:56.200 --> 00:01:58.600]  禱告奉主耶穌基督的名
[00:01:58.600 --> 00:01:59.600]  阿們
[00:01:59.600 --> 00:02:03.400]  題目是坦然無懼
[00:02:03.400 --> 00:02:07.000]  我相信應該與膽量有關
[00:02:07.000 --> 00:02:10.400]  我去看聖經的時候
[00:02:10.400 --> 00:02:11.800]  其實有個人物
[00:02:11.800 --> 00:02:14.800]  聖經也說到與他有膽量有關
[00:02:14.800 --> 00:02:16.800]  這個就是約書亞
[00:02:16.800 --> 00:02:19.400]  約書亞是摩西的助手
[00:02:19.400 --> 00:02:23.400]  他協助摩西帶領以色列人離開埃及
[00:02:23.400 --> 00:02:27.400]  去到神應許他留乃與物之地
[00:02:27.400 --> 00:02:30.600]  當以色列人去到摩亞平原的時候
[00:02:30.600 --> 00:02:35.400]  準備去渡過約旦河的時候
[00:02:35.400 --> 00:02:37.400]  摩西離世
[00:02:37.400 --> 00:02:44.400]  神選立約書亞成為摩西的接班人
[00:02:44.400 --> 00:02:45.600]  在這個時候
[00:02:45.600 --> 00:02:50.000]  約書亞要帶領以色列人走從未走過的路
[00:02:50.000 --> 00:02:56.600]  他如何帶領一群勃逆以色列民進入去應許之地呢?
[00:02:56.600 --> 00:03:00.600]  神親自對約書亞應許
[00:03:00.600 --> 00:03:02.800]  說會與他同在
[00:03:02.800 --> 00:03:05.000]  神不會撇棄他
[00:03:05.000 --> 00:03:06.400]  不會丟棄他
[00:03:06.400 --> 00:03:09.000]  神又多次吩咐
[00:03:09.000 --> 00:03:11.000]  叫他剛強壯膽
[00:03:11.000 --> 00:03:13.000]  不懼怕不驚惶
[00:03:13.000 --> 00:03:16.400]  只要進行神的律例
[00:03:16.400 --> 00:03:17.800]  謹守誡命
[00:03:17.800 --> 00:03:24.000]  就能夠順利地帶領以色列人進入去迦南應許之地
[00:03:24.000 --> 00:03:28.000]  到最後約書亞確實是
[00:03:28.000 --> 00:03:32.000]  完成了神交付給他艱鉅的使命
[00:03:32.000 --> 00:03:36.000]  甚至他以自己的榜樣來呼籲百姓
[00:03:36.000 --> 00:03:37.200]  要侍奉神
[00:03:37.200 --> 00:03:39.000]  要跟隨神
[00:03:39.000 --> 00:03:41.400]  就必須剛強壯膽
[00:03:41.400 --> 00:03:43.400]  不懼怕不驚惶
[00:03:43.400 --> 00:03:45.400]  今天
[00:03:45.400 --> 00:03:48.400]  執事剛才跟我們讀這段經文
[00:03:48.400 --> 00:03:49.600]  《約翰一書》
[00:03:49.600 --> 00:03:51.000]  他的作者
[00:03:51.000 --> 00:03:55.400]  被稱為耶穌所愛的門徒約翰
[00:03:55.400 --> 00:03:58.400]  他是貼身地跟隨耶穌
[00:03:58.400 --> 00:04:00.400]  他和他的兄弟
[00:04:00.400 --> 00:04:03.600]  曾經請求耶穌
[00:04:03.600 --> 00:04:06.400]  說:耶穌將來你得國的時候
[00:04:06.400 --> 00:04:08.400]  我們兩兄弟、兩個人
[00:04:08.400 --> 00:04:10.800]  在你一左一右
[00:04:10.800 --> 00:04:12.400]  在你的身邊
[00:04:12.400 --> 00:04:15.000]  約翰甚至見到
[00:04:15.000 --> 00:04:18.000]  其他人來奉耶穌的命
[00:04:18.000 --> 00:04:19.600]  來趕鬼的時候
[00:04:19.600 --> 00:04:21.600]  但又不跟隨他們
[00:04:21.600 --> 00:04:24.800]  約翰亦向耶穌投訴
[00:04:24.800 --> 00:04:27.200]  有一次
[00:04:27.200 --> 00:04:29.000]  耶穌和門徒
[00:04:29.000 --> 00:04:31.200]  來到耶路撒冷
[00:04:31.200 --> 00:04:36.000]  聖經記載他們行經了撒瑪利亞人的城鎮
[00:04:36.000 --> 00:04:42.000]  但當地人見到耶穌仍然繼續向著耶路撒冷的方向走
[00:04:42.000 --> 00:04:44.200]  所以沒有接待他們
[00:04:44.200 --> 00:04:46.400]  約翰又請求耶穌
[00:04:46.400 --> 00:04:50.000]  吩咐降火來消滅他們
[00:04:50.000 --> 00:04:52.000]  在這些事件中
[00:04:52.000 --> 00:04:54.000]  我們看到約翰的性格
[00:04:54.000 --> 00:04:55.600]  相當火爆
[00:04:55.600 --> 00:04:57.000]  亦很剛烈
[00:04:57.000 --> 00:04:58.600]  他跟隨主
[00:04:58.600 --> 00:05:02.000]  但仍然不明白耶穌基督的心腸
[00:05:02.000 --> 00:05:04.800]  他甚至缺乏愛心
[00:05:04.800 --> 00:05:08.400]  又不友善地對待其他人
[00:05:08.400 --> 00:05:10.400]  但一直看下去
[00:05:10.400 --> 00:05:14.400]  約翰經歷了相當年日的磨練之後
[00:05:14.400 --> 00:05:17.200]  他的生命有很大的改變
[00:05:17.200 --> 00:05:19.600]  他更親自體會到
[00:05:19.600 --> 00:05:21.400]  耶穌基督犧牲的愛
[00:05:21.400 --> 00:05:24.400]  那個真正的意義
[00:05:24.400 --> 00:05:27.400]  約翰是第一世紀的使徒
[00:05:27.400 --> 00:05:33.400]  當時教會面對極大的艱難和逼迫
[00:05:33.400 --> 00:05:36.000]  外面有政治壓力
[00:05:36.000 --> 00:05:39.000]  有異教文化衝擊
[00:05:39.000 --> 00:05:42.000]  在教會內有很多紛爭
[00:05:42.000 --> 00:05:46.000]  而當時約翰所牧養的教會
[00:05:46.000 --> 00:05:48.400]  其中亦有一些假教師
[00:05:48.400 --> 00:05:51.400]  他們看準了這個機會
[00:05:51.400 --> 00:05:54.400]  來動搖信徒的信心
[00:05:54.400 --> 00:05:56.600]  他們有些主張
[00:05:56.600 --> 00:05:59.800]  就說得救和永生的確具
[00:05:59.800 --> 00:06:01.600]  和我們道德的生活
[00:06:01.600 --> 00:06:03.600]  又或者關懷
[00:06:03.600 --> 00:06:04.800]  相愛
[00:06:04.800 --> 00:06:06.600]  這些是沒有關係的
[00:06:06.600 --> 00:06:09.400]  甚至我們日常生活的行為
[00:06:09.400 --> 00:06:11.400]  可以放縱
[00:06:11.400 --> 00:06:13.400]  根本犯罪
[00:06:13.400 --> 00:06:15.800]  和我們的信仰是沒有關係的
[00:06:15.800 --> 00:06:19.200]  這些假教師甚至宣示自己
[00:06:19.200 --> 00:06:21.600]  有特別的屬靈經歷
[00:06:21.600 --> 00:06:24.000]  又有特殊的宗教經驗
[00:06:24.000 --> 00:06:25.400]  和一些知識
[00:06:25.400 --> 00:06:28.600]  他比起其他人更有能力
[00:06:28.600 --> 00:06:31.600]  知道自己如何去到神那裡
[00:06:31.600 --> 00:06:35.400]  針對這些情況
[00:06:35.400 --> 00:06:37.800]  約翰就寫了《約翰一書》
[00:06:37.800 --> 00:06:41.600]  來鼓勵和勸勉信徒
[00:06:41.600 --> 00:06:45.200]  要堅定持守所領受的道
[00:06:45.200 --> 00:06:47.600]  過分別為性的生活
[00:06:47.600 --> 00:06:49.200]  敬虔
[00:06:49.200 --> 00:06:53.200]  坦然無懼地回到神的面前
[00:06:53.200 --> 00:07:00.000]  說回我們今天所讀的經文
[00:07:00.000 --> 00:07:02.800]  在第21至24節
[00:07:02.800 --> 00:07:05.000]  我以親愛的
[00:07:05.000 --> 00:07:08.600]  有些日本人稱為「親愛的弟兄」
[00:07:08.600 --> 00:07:11.200]  我來做這個小段
[00:07:11.200 --> 00:07:15.600]  因為我最喜歡約翰這樣稱呼
[00:07:15.600 --> 00:07:16.800]  親愛的
[00:07:16.800 --> 00:07:18.800]  因為這是很有親切感
[00:07:18.800 --> 00:07:20.800]  也很有親和力
[00:07:20.800 --> 00:07:25.800]  親愛的是約翰常用的字
[00:07:25.800 --> 00:07:28.400]  如果大家去看《約翰一書》
[00:07:28.400 --> 00:07:30.400]  有六次這麼多
[00:07:30.400 --> 00:07:35.600]  當約翰說到關於愛的段落時
[00:07:35.600 --> 00:07:38.600]  他就更常用這個稱呼
[00:07:38.600 --> 00:07:40.200]  所以
[00:07:40.200 --> 00:07:45.400]  約翰來稱呼這班門徒時
[00:07:45.400 --> 00:07:49.800]  這班門徒當時受到良心責備
[00:07:49.800 --> 00:07:53.200]  又或者受到很多恐懼的攻擊
[00:07:53.200 --> 00:07:56.600]  當約翰所牧養的信徒
[00:07:56.600 --> 00:07:58.800]  聽到約翰這樣跟他們說
[00:07:58.800 --> 00:07:59.800]  親愛的
[00:07:59.800 --> 00:08:02.000]  我相信對他們來說
[00:08:02.000 --> 00:08:04.800]  是非常大的安慰
[00:08:04.800 --> 00:08:09.000]  但又有很多的識經家
[00:08:09.000 --> 00:08:10.600]  一些學者
[00:08:10.600 --> 00:08:15.400]  他們就以19至24節為一個段落
[00:08:15.400 --> 00:08:17.400]  其中一個因素
[00:08:17.400 --> 00:08:19.600]  就是在第19節說
[00:08:19.600 --> 00:08:21.400]  從此就知道
[00:08:21.400 --> 00:08:22.600]  這就是開始
[00:08:22.600 --> 00:08:26.200]  我們再看回到第24節的時候
[00:08:26.200 --> 00:08:29.200]  那裡是我們所以知道
[00:08:29.200 --> 00:08:32.200]  有譯本會加上
[00:08:32.200 --> 00:08:34.800]  我們所以從此知道
[00:08:34.800 --> 00:08:37.800]  其實這一段是首尾呼應
[00:08:37.800 --> 00:08:42.600]  所以我今天會從第19節開始探討
[00:08:42.600 --> 00:08:45.600]  坦然無懼這個課題
[00:08:45.600 --> 00:08:48.400]  從此我們知道
[00:08:48.400 --> 00:08:50.400]  我們是屬真理的
[00:08:50.400 --> 00:08:52.400]  約翰在這裡強調
[00:08:52.400 --> 00:08:55.400]  遵行彼此相愛的命令的人
[00:08:55.400 --> 00:08:58.000]  他們是蒙受恩惠
[00:08:58.000 --> 00:09:01.000]  是得到最大的心靈安穩
[00:09:01.000 --> 00:09:03.000]  恩典的一群人
[00:09:03.000 --> 00:09:07.000]  愛、信服、真理
[00:09:07.000 --> 00:09:09.000]  在約翰書信裡
[00:09:09.000 --> 00:09:12.600]  是來回重複地講述的三個主題
[00:09:12.600 --> 00:09:16.000]  對於約翰來說這是非常重要
[00:09:16.000 --> 00:09:19.000]  所以他每次講述的時候
[00:09:19.000 --> 00:09:21.600]  其實他是以新的向度
[00:09:21.600 --> 00:09:25.200]  更加細緻地深入地討論
[00:09:25.200 --> 00:09:28.000]  愛、信服、真理
[00:09:28.000 --> 00:09:31.000]  如果我們可以看回第二章的時候
[00:09:31.000 --> 00:09:35.000]  約翰首先以光明與黑暗
[00:09:35.000 --> 00:09:38.600]  來講及彼此相愛這個主題
[00:09:38.600 --> 00:09:40.600]  而到了第三章
[00:09:40.600 --> 00:09:42.600]  即是今天我們所講的
[00:09:42.600 --> 00:09:46.600]  約翰仍然以愛來作主題
[00:09:46.600 --> 00:09:48.600]  但約翰論述的時候
[00:09:48.600 --> 00:09:53.600]  就是以神的兒女來作為開始
[00:09:53.600 --> 00:09:56.600]  來鼓勵信徒彼此相愛
[00:09:56.600 --> 00:10:02.600]  約翰鼓勵信徒在神的面前坦然無懼
[00:10:02.600 --> 00:10:04.600]  因為我們是屬於神
[00:10:04.600 --> 00:10:06.600]  是神的兒女
