
[00:00:00.000 --> 00:00:06.000]  今日的經文是在約翰福音第二章一至十二節
[00:00:06.000 --> 00:00:09.000]  是在新約一百二十七二
[00:00:09.000 --> 00:00:12.000]  請聽我讀出
[00:00:12.000 --> 00:00:19.000]  第三日,在加利利的迦那,有取親的筵席
[00:00:19.000 --> 00:00:22.000]  耶穌的母親在那裡?
[00:00:22.000 --> 00:00:27.000]  耶穌和他的門徒也被請去筵席
[00:00:27.000 --> 00:00:33.000]  走運進了,耶穌的母親對他說:他們沒有走了
[00:00:33.000 --> 00:00:40.000]  耶穌說:母親,我與你有什麼相關?我的時候還沒有到
[00:00:40.000 --> 00:00:47.000]  他母親對傭人說:他告訴你們什麼,你們就作什麼
[00:00:47.000 --> 00:00:57.000]  照猶太人潔淨的規矩,有六口石缸擺在那裡,每口可以盛兩三桶水
[00:00:57.000 --> 00:01:05.000]  耶穌對傭人說:把缸倒滿了水,他們就倒滿了,直到缸口
[00:01:05.000 --> 00:01:11.000]  耶穌就說:現在可以舀出來,送給管賢直的
[00:01:11.000 --> 00:01:20.000]  他們就送了去,管賢直的嘗了那水變的酒,並不知道是那裡來的
[00:01:20.000 --> 00:01:26.000]  只有要水的傭人知道,管賢直的便叫新郎來
[00:01:26.000 --> 00:01:33.000]  對他說:人都是先擺上好酒,等客喝足了,才擺上次的
[00:01:33.000 --> 00:01:40.000]  你都是把好酒留到如今,這是耶穌所行的頭一件神蹟
[00:01:40.000 --> 00:01:48.000]  是在加里里的加拿行的,顯出他榮耀來,他的門徒就信他了
[00:01:48.000 --> 00:01:58.000]  這事以後,耶穌與他的母親,弟兄和門徒都下加班去,在那裡住了不多日子
[00:01:58.000 --> 00:02:10.000]  各位姐妹早晨
[00:02:10.000 --> 00:02:19.000]  我們教會經過了六十年,我們現在慶祝六十週年,一個重要的傳希的日子
[00:02:19.000 --> 00:02:25.000]  感謝主,一個甲子是一個很值得我們感恩和紀念的時間
[00:02:25.000 --> 00:02:33.000]  不過對我自己來說,我一直思想的是,教會最基本的是什麼?
[00:02:33.000 --> 00:02:36.000]  信徒最需要的是什麼?
[00:02:36.000 --> 00:02:46.000]  剛才鎮琴也說,一數就有四十年信仰,我猜我們大家可能就算沒有六十年,也有相當的時日
[00:02:46.000 --> 00:02:55.000]  我們也要問,在這幾十年過去,對我們信仰來說,有什麼是我們抓得最緊,或是必須抓緊的?
[00:02:55.000 --> 00:03:02.000]  不要因為時間越久,我們的組織架構複雜了,人際關係複雜了
[00:03:02.000 --> 00:03:08.000]  我們上主學,越上越高深,讀了很多延伸課程,讀了很多複雜的理論
[00:03:08.000 --> 00:03:16.000]  我們失去了最基本的東西,什麼是我們信仰最必須抓得緊
[00:03:16.000 --> 00:03:23.000]  我們教會最基本的東西,我們必須抓得緊,這是一個真切的問題
[00:03:23.000 --> 00:03:29.000]  今天我想跟大家用這一段,其實不是很拉筋的經文,去思考這樣的課題
[00:03:29.000 --> 00:03:35.000]  加拿大婚宴,耶穌以水變酒的故事,大家很熟悉,熟悉得不得了
[00:03:35.000 --> 00:03:44.000]  今天還是新春的日子,用這段經文來說是很合理的
[00:03:44.000 --> 00:03:51.000]  婚宴是一個喜慶的日子,我不知道你們知不知道,聖經有關喜慶的日子,沒有多少個
[00:03:51.000 --> 00:03:57.000]  聖經不是喜歡記載喜慶的,因為猶太人很奇怪,他們新年是大贖罪日
[00:03:57.000 --> 00:04:05.000]  他們是悔罪的,不是像我們這樣大鑼大鼓的慶祝,聖經也沒有慶祝的日子
[00:04:05.000 --> 00:04:14.000]  加拿位於拿撒勒以北約14公里的地方,同屬加利利省
[00:04:14.000 --> 00:04:20.000]  前面第一張耶穌所呼召的門徒拿旦葉就是加拿人
[00:04:20.000 --> 00:04:23.000]  我們看約翰福音21章第二節就知道
[00:04:23.000 --> 00:04:29.000]  加拿不是一個大地方,今天我們去聖地一定會去這個地方
[00:04:29.000 --> 00:04:36.000]  也是一個小村鎮,非常小,不過相對於耶穌的家鄉拿撒勒
[00:04:36.000 --> 00:04:40.000]  他還算熱鬧一點,先進一點,多兩個舖
[00:04:40.000 --> 00:04:46.000]  所以當拿旦葉這個加拿人第一次聽到耶穌出身拿撒勒
[00:04:46.000 --> 00:04:50.000]  就說拿撒勒還能出什麼好東西呢
[00:04:50.000 --> 00:04:58.000]  這個明顯就是一百步笑五十步,自己也是蚊帳的村鎮
[00:04:58.000 --> 00:05:03.000]  不過拿撒勒還小一點,所以看不起拿撒勒
[00:05:03.000 --> 00:05:07.000]  就像我們旺角人看不起深水埗人一樣
[00:05:07.000 --> 00:05:13.000]  雖然旺角也不是很好的地方,總之好像比深水埗好一點
[00:05:13.000 --> 00:05:16.000]  可能深水埗人不同意
[00:05:16.000 --> 00:05:28.000]  無論如何,約翰在頭兩章記載了五天的故事
[00:05:28.000 --> 00:05:34.000]  用兩章聖經記載五天的故事,這是第三天的故事
[00:05:34.000 --> 00:05:41.000]  有一個婚宴在加拿大舉行,根據猶太人米茲娜的決定
[00:05:41.000 --> 00:05:48.000]  婚禮通常在星期三舉行
[00:05:48.000 --> 00:05:54.000]  聖經沒有說一對新人是誰,只是說耶穌的母親瑪利亞在那裡幫忙
[00:05:54.000 --> 00:05:58.000]  耶穌和他的呼召門徒也有出席婚宴
[00:05:58.000 --> 00:06:05.000]  在十二節說到耶穌的弟兄,耶穌的弟弟也有參加
[00:06:05.000 --> 00:06:08.000]  這說明應該是合乎統請的
[00:06:08.000 --> 00:06:17.000]  耶穌的家人,從瑪利亞開始率領所有人都有參加婚宴
[00:06:17.000 --> 00:06:24.000]  大概新婚夫婦和耶穌一家的關係是很密切的
[00:06:24.000 --> 00:06:29.000]  不然就不僅僅請他們來喝,全家來喝
[00:06:29.000 --> 00:06:34.000]  還要求瑪利亞下手幫忙
[00:06:34.000 --> 00:06:42.000]  當時沒有什麼酒樓食肆,通常是在家裡舉行
[00:06:42.000 --> 00:06:48.000]  自己買酒買食物,邀請親朋好友來幫忙做菜
[00:06:48.000 --> 00:06:52.000]  中國傳統農村也是用這種形式舉行婚宴
[00:06:52.000 --> 00:06:55.000]  新界的圍村也會這樣
[00:06:55.000 --> 00:07:00.000]  猶太人的婚宴可以綿延幾天,甚至一個星期
[00:07:00.000 --> 00:07:04.000]  視乎主人家的財力有多大
[00:07:04.000 --> 00:07:07.000]  延期大概進行了一段時間
[00:07:07.000 --> 00:07:10.000]  瑪利亞突然跑到耶穌的庚前對他說
[00:07:10.000 --> 00:07:14.000]  他們沒有酒了,第三節
[00:07:14.000 --> 00:07:18.000]  婚宴的主人家竟然沒有預備足夠數量的酒
[00:07:18.000 --> 00:07:22.000]  這真是一個很尷尬和掃興的情況
[00:07:22.000 --> 00:07:25.000]  為什麼會出現這樣的情況呢?
[00:07:25.000 --> 00:07:28.000]  是因為客人多了? 主人家不夠錢買酒?
[00:07:28.000 --> 00:07:31.000]  或者是有人喝多了? 喝大了?
[00:07:31.000 --> 00:07:36.000]  也有可能,聖經沒有說明,我們不知道實際的原因
[00:07:36.000 --> 00:07:39.000]  總之無論如何,酒不夠了
[00:07:39.000 --> 00:07:43.000]  當時農村地區市場不發達
[00:07:43.000 --> 00:07:49.000]  有錢也不能馬上上街找酒舖買酒
[00:07:49.000 --> 00:07:53.000]  向鄰居籌酒是可以的
[00:07:53.000 --> 00:07:58.000]  不過,大概同村的人都離開參加婚宴
[00:07:58.000 --> 00:08:01.000]  一旦向他們開口借酒
[00:08:01.000 --> 00:08:04.000]  就會將尷尬的情況凍開
[00:08:04.000 --> 00:08:08.000]  日後就會成為整條村的笑柄
[00:08:08.000 --> 00:08:11.000]  你知道農村社會是一個小圈子
[00:08:11.000 --> 00:08:14.000]  什麼出洋相的小事情都可以張揚
[00:08:14.000 --> 00:08:16.000]  並且可以說很久
[00:08:16.000 --> 00:08:19.000]  因為沒有新的話題,可以說一年兩年都可以
[00:08:19.000 --> 00:08:21.000]  被人笑到臉都黃了
[00:08:21.000 --> 00:08:24.000]  猶太人和中國人一樣
[00:08:24.000 --> 00:08:27.000]  很重視一個所謂的恥感文化
[00:08:27.000 --> 00:08:30.000]  Shame Culture,很講面子
[00:08:30.000 --> 00:08:34.000]  是不可以丟架的
[00:08:34.000 --> 00:08:38.000]  所以主人家大概不會想這樣做
[00:08:38.000 --> 00:08:40.000]  不想向鄰居借酒
[00:08:40.000 --> 00:08:44.000]  馬尼亞無計可施,只好來找耶穌
[00:08:44.000 --> 00:08:48.000]  從馬尼亞這麼早就發現這個問題
[00:08:48.000 --> 00:08:54.000]  你可以看到他在現席不是扮演一個幫忙的小角色
[00:08:54.000 --> 00:08:58.000]  他是後台的總負責人
[00:08:58.000 --> 00:09:02.000]  前面我們假設主人家是他的至親
[00:09:02.000 --> 00:09:04.000]  這也是一個證據
[00:09:04.000 --> 00:09:06.000]  馬尼亞發現問題之後
[00:09:06.000 --> 00:09:08.000]  沒有直接跟主人家說
[00:09:08.000 --> 00:09:11.000]  然後將問題扔給主人家
[00:09:11.000 --> 00:09:12.000]  你們想吧
[00:09:12.000 --> 00:09:15.000]  而是將問題抱在自己身上
[00:09:15.000 --> 00:09:18.000]  希望靜悄悄替主人家解決問題
[00:09:18.000 --> 00:09:20.000]  免得他們出醜
[00:09:20.000 --> 00:09:25.000]  也可以看到他和主人家的關係是非比尋常的
[00:09:25.000 --> 00:09:29.000]  還有我們看到馬尼亞吩咐傭人
[00:09:29.000 --> 00:09:31.000]  無論耶穌吩咐他們做什麼
[00:09:31.000 --> 00:09:33.000]  他們都要聽命
[00:09:33.000 --> 00:09:36.000]  傭人真的聽著馬尼亞吩咐
[00:09:36.000 --> 00:09:38.000]  耶穌說什麼他們就照做
[00:09:38.000 --> 00:09:41.000]  也可以看到馬尼亞的地位
[00:09:41.000 --> 00:09:43.000]  在那個場合的地位
[00:09:43.000 --> 00:09:48.000]  馬尼亞為什麼要跟耶穌說這個情況呢
[00:09:48.000 --> 00:09:51.000]  當然他自己在一個無計可施的處境之下
[00:09:51.000 --> 00:09:53.000]  找自己的兒子說一下
[00:09:53.000 --> 00:09:55.000]  但他找兒子說什麼呢
[00:09:55.000 --> 00:09:57.000]  他是來訴苦
[00:09:57.000 --> 00:10:02.000]  還是他期待他的兒子會出手幫忙解決問題呢
[00:10:02.000 --> 00:10:05.000]  如果按照常理推測
[00:10:05.000 --> 00:10:10.000]  我們應該相信馬尼亞只是找耶穌來訴苦
[00:10:10.000 --> 00:10:12.000]  畢竟耶穌在過去的日子
[00:10:12.000 --> 00:10:14.000]  從來沒有行過神蹟
[00:10:14.000 --> 00:10:16.000]  一件都沒有行過
[00:10:16.000 --> 00:10:19.000]  馬尼亞沒理由突然間
[00:10:19.000 --> 00:10:22.000]  會相信耶穌會行過神蹟出來
[00:10:22.000 --> 00:10:25.000]  所以他來找耶穌
[00:10:25.000 --> 00:10:28.000]  應該只是訴苦吧
[00:10:28.000 --> 00:10:32.000]  但是如果我們仔細看整個故事的發展
[00:10:32.000 --> 00:10:34.000]  我們就會相信
[00:10:34.000 --> 00:10:38.000]  馬尼亞是真的認定耶穌能夠解決問題
[00:10:38.000 --> 00:10:42.000]  然後來找耶穌幫忙解決問題
[00:10:42.000 --> 00:10:44.000]  他相信耶穌能夠行神蹟
[00:10:44.000 --> 00:10:48.000]  即使耶穌沒有直接答應去幫忙這個家庭
[00:10:48.000 --> 00:10:52.000]  更加沒有說他會行什麼什麼神蹟
[00:10:52.000 --> 00:10:56.000]  馬尼亞已經自行吩咐那些傭人
[00:10:56.000 --> 00:10:58.000]  無論耶穌要他們做什麼
[00:10:58.000 --> 00:11:00.000]  他們都要聽命
[00:11:00.000 --> 00:11:05.000]  所以耶穌不僅僅是他個人的輔導員
[00:11:05.000 --> 00:11:09.000]  是問題的解決者
[00:11:09.000 --> 00:11:12.000]  不僅僅是輔導員
[00:11:12.000 --> 00:11:15.000]  是問題的解決者
