
[00:00:00.000 --> 00:00:02.920]  今日的經文是在新約聖經
[00:00:02.920 --> 00:00:08.000]  馬太福音第五章二十一到二十六節
[00:00:08.000 --> 00:00:10.400]  新約聖經第六頁
[00:00:10.400 --> 00:00:18.160]  馬太福音五章二十一到二十六節
[00:00:18.160 --> 00:00:20.480]  二十一節
[00:00:20.480 --> 00:00:23.360]  你們聽見有吩咐古人的話
[00:00:23.360 --> 00:00:25.360]  說不可殺人
[00:00:25.360 --> 00:00:27.680]  又說凡殺人的
[00:00:27.680 --> 00:00:30.000]  難免受審判
[00:00:30.000 --> 00:00:31.760]  只是我告訴你們
[00:00:31.760 --> 00:00:34.080]  凡向弟兄動怒的
[00:00:34.080 --> 00:00:36.000]  難免受審判
[00:00:36.000 --> 00:00:38.160]  凡罵弟兄是拉加的
[00:00:38.160 --> 00:00:40.800]  難免公會的審判
[00:00:40.800 --> 00:00:42.800]  凡罵弟兄是摩利的
[00:00:42.800 --> 00:00:45.280]  難免地獄的火
[00:00:45.280 --> 00:00:48.800]  所以你在祭壇上獻禮的時候
[00:00:48.800 --> 00:00:52.000]  若想起弟兄向你懷願
[00:00:52.000 --> 00:00:54.880]  就把禮物留在壇前
[00:00:54.880 --> 00:00:57.120]  先去和弟兄和好
[00:00:57.120 --> 00:00:59.440]  然後來獻禮物
[00:00:59.440 --> 00:01:04.160]  你同告訴你的對頭還在路上
[00:01:04.160 --> 00:01:06.880]  就說著與他和諧
[00:01:06.880 --> 00:01:10.560]  恐怕他把你送給審判官
[00:01:10.560 --> 00:01:13.040]  審判官交付遺役
[00:01:13.040 --> 00:01:15.280]  你就下在監裡
[00:01:15.280 --> 00:01:17.440]  我實在告訴你
[00:01:17.440 --> 00:01:20.720]  若有一文錢沒有還清
[00:01:20.720 --> 00:01:24.000]  你斷不能從那裡出來
[00:01:24.000 --> 00:01:26.000]  (字幕:陳志全)
[00:01:26.000 --> 00:01:28.000]  (字幕:陳志全)
[00:01:28.000 --> 00:01:30.000]  (字幕:陳志全)
[00:01:30.240 --> 00:01:32.240]  今天我們很高興邀請到
[00:01:32.240 --> 00:01:35.280]  金融業福音團契總幹事陳啟興牧師
[00:01:35.280 --> 00:01:37.280]  為我們正道講題是
[00:01:37.280 --> 00:01:39.520]  「給當代門徒的十五個忠告」
[00:01:39.520 --> 00:01:40.960]  處理怒氣
[00:01:40.960 --> 00:01:42.960]  請陳牧師
[00:01:42.960 --> 00:01:51.440]  好,頂姐妹午安
[00:01:51.440 --> 00:01:54.400]  我們先同心禱告
[00:01:54.400 --> 00:01:58.560]  親愛的主我們
[00:01:58.560 --> 00:02:01.280]  懷著很敬畏
[00:02:01.280 --> 00:02:03.280]  很謙卑的心
[00:02:03.280 --> 00:02:05.280]  來到你的面前
[00:02:05.280 --> 00:02:08.480]  我們懇求你的靈去引導我們
[00:02:08.480 --> 00:02:10.480]  進入真理
[00:02:10.480 --> 00:02:12.160]  我們深深知道
[00:02:12.160 --> 00:02:14.400]  如果沒有你的聖靈去引導
[00:02:14.400 --> 00:02:17.040]  我們沒有辦法去明白
[00:02:17.040 --> 00:02:19.040]  亦都活出真理
[00:02:19.040 --> 00:02:21.040]  求你幫助我們
[00:02:21.040 --> 00:02:23.040]  我們是愚鈍的
[00:02:23.040 --> 00:02:24.800]  我們需要你
[00:02:24.800 --> 00:02:27.120]  求你開我們的耳朵
[00:02:27.120 --> 00:02:30.000]  聽得明你的真理
[00:02:30.000 --> 00:02:32.480]  求你讓我們的手
[00:02:32.480 --> 00:02:33.520]  我們的腳
[00:02:33.520 --> 00:02:35.520]  能夠行出你的道
[00:02:35.520 --> 00:02:36.880]  改變我們
[00:02:36.880 --> 00:02:39.920]  讓我們在地上的生命更加土地起源
[00:02:39.920 --> 00:02:41.920]  同心禱告仰望
[00:02:41.920 --> 00:02:43.920]  奉耶穌基督的聖名
[00:02:43.920 --> 00:02:45.920]  阿們
[00:02:45.920 --> 00:02:47.920]  在幾年前
[00:02:47.920 --> 00:02:51.040]  我有一次去赤柱監獄
[00:02:51.040 --> 00:02:56.320]  為幾個信主的所願洗禮
[00:02:56.320 --> 00:02:58.320]  洗完禮之後
[00:02:58.320 --> 00:03:02.720]  我跟身旁一些其他的所願去聊天
[00:03:02.720 --> 00:03:07.040]  我也知道這些是甲級犯
[00:03:07.040 --> 00:03:09.760]  多數都是終身監禁
[00:03:09.760 --> 00:03:14.080]  我跟其中一個所願去聊天
[00:03:14.080 --> 00:03:16.080]  我覺得他怪怪的
[00:03:16.080 --> 00:03:19.840]  他的言談古古怪怪
[00:03:19.840 --> 00:03:21.840]  我也覺得可能有些問題
[00:03:21.840 --> 00:03:24.320]  我再看一看他衣服上
[00:03:24.320 --> 00:03:26.320]  有一個名牌
[00:03:26.320 --> 00:03:27.200]  有一個名字
[00:03:27.200 --> 00:03:28.480]  他姓周
[00:03:28.480 --> 00:03:29.520]  這個名字很熟悉
[00:03:29.520 --> 00:03:30.880]  很有印象
[00:03:30.880 --> 00:03:32.400]  但是我又想不起來
[00:03:32.400 --> 00:03:34.400]  在哪裡見過這個名字呢?
[00:03:34.400 --> 00:03:37.920]  回家上網查
[00:03:37.920 --> 00:03:39.920]  原來這位周先生
[00:03:39.920 --> 00:03:41.920]  就是剛剛十年前
[00:03:41.920 --> 00:03:43.920]  2013年
[00:03:43.920 --> 00:03:45.920]  有一宗很轟動的案件
[00:03:45.920 --> 00:03:49.840]  就是大角咀的碎屍案
[00:03:49.840 --> 00:03:52.560]  這位周先生
[00:03:52.560 --> 00:03:55.600]  他很生父母的氣
[00:03:55.600 --> 00:03:58.160]  謀殺了父母
[00:03:58.160 --> 00:04:00.160]  將他的碎屍
[00:04:00.160 --> 00:04:02.480]  將父母的人頭
[00:04:02.480 --> 00:04:04.480]  切下來
[00:04:04.480 --> 00:04:06.480]  放在雪櫃裡
[00:04:06.480 --> 00:04:09.360]  當時很轟動的一宗案件
[00:04:09.360 --> 00:04:13.680]  如果大家最近有看一部電影
[00:04:13.680 --> 00:04:15.680]  叫做《正義迴廊》
[00:04:15.680 --> 00:04:18.720]  就是以這宗案件作為藍本
[00:04:18.720 --> 00:04:22.080]  我再看一看這位周先生
[00:04:22.080 --> 00:04:28.320]  為什麼會做出這樣的慘案呢?
[00:04:28.320 --> 00:04:30.320]  原來他
[00:04:30.320 --> 00:04:33.680]  至少被父母迫他學琴
[00:04:33.680 --> 00:04:36.560]  學琴又不能做運動
[00:04:36.560 --> 00:04:38.560]  他很生父母的氣
[00:04:38.560 --> 00:04:39.600]  迫他學琴
[00:04:39.600 --> 00:04:40.160]  做不到運動
[00:04:40.160 --> 00:04:42.560]  人就比較受虐
[00:04:42.560 --> 00:04:45.280]  可能追不到女孩子
[00:04:45.280 --> 00:04:48.080]  後來父母送他去澳洲讀書
[00:04:48.080 --> 00:04:50.640]  去到澳洲被同學欺凌
[00:04:50.640 --> 00:04:53.520]  他很生父母的氣
[00:04:53.520 --> 00:04:55.520]  懷恨在心
[00:04:55.520 --> 00:04:57.360]  經過測試
[00:04:57.360 --> 00:04:58.640]  他的智商是很高的
[00:04:58.640 --> 00:05:00.080]  120多
[00:05:00.080 --> 00:05:02.080]  即是高於常人
[00:05:02.080 --> 00:05:04.480]  所以他整宗案件
[00:05:04.480 --> 00:05:07.120]  他不是一時衝動去殺父母
[00:05:07.120 --> 00:05:10.480]  他是處心積慮去謀殺父母
[00:05:10.480 --> 00:05:13.440]  當然根據一些專家分析
[00:05:13.440 --> 00:05:15.040]  他的性格障礙
[00:05:15.040 --> 00:05:16.480]  他的精神問題
[00:05:16.480 --> 00:05:20.080]  都是這宗慘案的成因之一
[00:05:20.080 --> 00:05:23.600]  不過令我很多感觸的就是
[00:05:23.600 --> 00:05:27.760]  原來憤怒會引致這麼嚴重的後果
[00:05:27.760 --> 00:05:28.800]  你想想
[00:05:28.800 --> 00:05:30.800]  學琴而已
[00:05:30.800 --> 00:05:32.320]  送他去外國讀書
[00:05:32.320 --> 00:05:34.320]  在座有多少父母這樣做?
[00:05:34.320 --> 00:05:36.320]  你有否給你的子女學琴?
[00:05:36.320 --> 00:05:38.720]  有沒有送到外國讀書?
[00:05:38.720 --> 00:05:39.440]  都有啊
[00:05:39.440 --> 00:05:40.240]  很多都有
