
[00:00:00.000 --> 00:00:04.000]  今日的經訓是記載在
[00:00:04.000 --> 00:00:10.000]  約書亞記九章一至二十一節
[00:00:10.000 --> 00:00:16.000]  聖經舊約第二百七十二至二百七十三頁
[00:00:16.000 --> 00:00:21.000]  約書亞記九章第一節
[00:00:21.000 --> 00:00:27.000]  約旦河西駐山地高原
[00:00:27.000 --> 00:00:30.000]  並對著黎巴嫩山
[00:00:30.000 --> 00:00:33.000]  元大海一帶的諸王
[00:00:33.000 --> 00:00:40.000]  就是黑人、阿摩尼人、加南人、比利西人、
[00:00:40.000 --> 00:00:44.000]  希美人、耶布斯人的諸王
[00:00:44.000 --> 00:00:49.000]  聽見這事就都聚集
[00:00:49.000 --> 00:00:56.000]  同心合二的要與約書亞和以色列人爭戰
[00:00:56.000 --> 00:01:06.000]  欺騙的居民聽見約書亞向耶利哥和艾成所行的事
[00:01:06.000 --> 00:01:11.000]  就設詭計假充是者
[00:01:11.000 --> 00:01:17.000]  拿舊口袋和破裂鳳寶的舊皮酒袋
[00:01:17.000 --> 00:01:29.000]  拖在爐上,將倒過的舊鞋穿在腳上,把舊衣服穿在身上
[00:01:29.000 --> 00:01:36.000]  他們所戴的餅都是乾的,長了沒了
[00:01:36.000 --> 00:01:40.000]  他們到吉格營中見約書亞
[00:01:40.000 --> 00:01:44.000]  對他和以色列人說
[00:01:44.000 --> 00:01:51.000]  我們是從遠方來的,請求你與我們納約
[00:01:51.000 --> 00:01:56.000]  以色列人對這些希美人說
[00:01:56.000 --> 00:02:01.000]  只怕你們是住在我們中間的
[00:02:01.000 --> 00:02:06.000]  若是這樣,怎能和你們納約呢?
[00:02:06.000 --> 00:02:09.000]  他們對約書亞說
[00:02:09.000 --> 00:02:12.000]  我們是你的僕人
[00:02:12.000 --> 00:02:15.000]  約書亞問他們說
[00:02:15.000 --> 00:02:20.000]  你們是什麼人?是從哪裡來的?
[00:02:20.000 --> 00:02:22.000]  他們回答說
[00:02:22.000 --> 00:02:26.000]  僕人從極遠之地而來
[00:02:26.000 --> 00:02:34.000]  因聽見耶和華理神的名聲和他在埃及所行的一切事
[00:02:34.000 --> 00:02:40.000]  並他向約旦河東的兩個阿摩利王
[00:02:40.000 --> 00:02:47.000]  就是希實本王西王和在阿斯他祿的巴山王岳
[00:02:47.000 --> 00:02:50.000]  一切所行的事
[00:02:50.000 --> 00:02:58.000]  我們的長老和我們那地的一切居民對我們說
[00:02:58.000 --> 00:03:04.000]  你們手裡要帶著路上用的食物
[00:03:04.000 --> 00:03:07.000]  去迎接以色列人
[00:03:07.000 --> 00:03:10.000]  對他們說
[00:03:10.000 --> 00:03:13.000]  我們是你們的僕人
[00:03:13.000 --> 00:03:17.000]  現在求你們與我們納約
[00:03:17.000 --> 00:03:22.000]  我們出來要往你們這裡來的日子
[00:03:22.000 --> 00:03:28.000]  從家裡帶出來的這餅還是熱的
[00:03:28.000 --> 00:03:34.000]  看吶,現在都乾了,長了,沒了
[00:03:34.000 --> 00:03:41.000]  這啤酒袋我們姓酒的時候還是新的
[00:03:41.000 --> 00:03:45.000]  看吶,現在已經破裂
[00:03:45.000 --> 00:03:48.000]  我們這衣服和鞋
[00:03:48.000 --> 00:03:54.000]  因為道路甚遠也都穿舊了
[00:03:54.000 --> 00:03:58.000]  以色列人收了他們些食物
[00:03:58.000 --> 00:04:02.000]  並沒有求問耶和華
[00:04:02.000 --> 00:04:07.000]  於是約書亞與他們講和
[00:04:07.000 --> 00:04:09.000]  與他們納約
[00:04:09.000 --> 00:04:12.000]  容他們活著
[00:04:12.000 --> 00:04:17.000]  會眾的首領也向他們起誓
[00:04:17.000 --> 00:04:21.000]  以色列人與他們納約之後
[00:04:21.000 --> 00:04:27.000]  過了三天才聽見他們是近鄰
[00:04:27.000 --> 00:04:30.000]  住在以色列人中間的
[00:04:30.000 --> 00:04:33.000]  以色列人起行
[00:04:33.000 --> 00:04:38.000]  第三天到了他們的城邑
[00:04:38.000 --> 00:04:45.000]  就是基片基費拉比祿基列耶林
[00:04:45.000 --> 00:04:48.000]  因為會眾的首領
[00:04:48.000 --> 00:04:52.000]  已經指著耶和華以色列的神
[00:04:52.000 --> 00:04:54.000]  向他們起誓
[00:04:54.000 --> 00:04:59.000]  所以以色列人不擊殺他們
[00:04:59.000 --> 00:05:04.000]  全會眾就向首領發願言
[00:05:04.000 --> 00:05:08.000]  眾首領對全會眾說
[00:05:08.000 --> 00:05:14.000]  我們已經指著耶和華以色列的神
[00:05:14.000 --> 00:05:16.000]  向他們起誓
[00:05:16.000 --> 00:05:20.000]  現在我們不能害他們
[00:05:20.000 --> 00:05:24.000]  我們要如此待他們
[00:05:24.000 --> 00:05:27.000]  容他們活著
[00:05:27.000 --> 00:05:30.000]  免得有憤怒
[00:05:30.000 --> 00:05:32.000]  因我們所起的誓
[00:05:32.000 --> 00:05:35.000]  臨到我們身上
[00:05:35.000 --> 00:05:38.000]  首領又對會眾說
[00:05:38.000 --> 00:05:41.000]  要容他們活著
[00:05:41.000 --> 00:05:45.000]  於是他們為全會眾
[00:05:45.000 --> 00:05:49.000]  作了劈柴挑水的人
[00:05:49.000 --> 00:05:55.000]  正如首領對他們所說的話
[00:05:55.000 --> 00:05:57.000]  (字幕:陳志全)
[00:05:57.000 --> 00:05:59.000]  (字幕:陳志全)
[00:05:59.000 --> 00:06:01.000]  (字幕:陳志全)
[00:06:01.000 --> 00:06:03.000]  (字幕:陳志全)
[00:06:03.000 --> 00:06:05.000]  (字幕:陳志全)
[00:06:05.000 --> 00:06:07.000]  (字幕:陳志全)
[00:06:07.000 --> 00:06:09.000]  (字幕:陳志全)
[00:06:09.000 --> 00:06:11.000]  (字幕:陳志全)
[00:06:11.000 --> 00:06:13.000]  (字幕:陳志全)
[00:06:13.000 --> 00:06:15.000]  (字幕:陳志全)
[00:06:15.000 --> 00:06:17.000]  (字幕:陳志全)
[00:06:17.000 --> 00:06:19.000]  (字幕:陳志全)
[00:06:19.000 --> 00:06:21.000]  (字幕:陳志全)
[00:06:21.000 --> 00:06:23.000]  (字幕:陳志全)
[00:06:23.000 --> 00:06:25.000]  (字幕:陳志全)
[00:06:25.000 --> 00:06:27.000]  (字幕:陳志全)
[00:06:27.000 --> 00:06:29.000]  (字幕:陳志全)
[00:06:29.000 --> 00:06:31.000]  (字幕:陳志全)
[00:06:31.000 --> 00:06:35.000]  六個王決定聯手對抗以色列人
[00:06:35.000 --> 00:06:37.000]  而機騙人則是
[00:06:37.000 --> 00:06:39.000]  如經文所說
[00:06:39.000 --> 00:06:41.000]  設詭計騙以色列人
[00:06:41.000 --> 00:06:43.000]  與他們納約講和
[00:06:43.000 --> 00:06:45.000]  事實上他們本來是
[00:06:45.000 --> 00:06:47.000]  上帝要滅絕審判的對象
[00:06:47.000 --> 00:06:53.000]  但為何最後機騙人逃過厄運
[00:06:53.000 --> 00:06:57.000]  我們說成為繼幾里拉合一家之後
[00:06:57.000 --> 00:07:00.000]  另一個被拯救的迦南族群
[00:07:00.000 --> 00:07:03.000]  我們今天會和大家看看
[00:07:03.000 --> 00:07:05.000]  到底是什麼原因
[00:07:05.000 --> 00:07:07.000]  當然事件中亦記載
[00:07:07.000 --> 00:07:09.000]  以色列人受騙的經歷
[00:07:09.000 --> 00:07:12.000]  其實亦很值得我們去借鑒
[00:07:12.000 --> 00:07:14.000]  所以在這裡
[00:07:14.000 --> 00:07:16.000]  先和大家看幾幅圖畫
[00:07:16.000 --> 00:07:18.000]  麻煩音響室
[00:07:18.000 --> 00:07:20.000]  我想透過這幾幅圖畫
[00:07:20.000 --> 00:07:22.000]  來測試一下大家的眼睛
[00:07:22.000 --> 00:07:24.000]  先看第一幅
[00:07:24.000 --> 00:07:27.000]  你覺得裏面的家具擺設
[00:07:27.000 --> 00:07:29.000]  是否正常
[00:07:29.000 --> 00:07:31.000]  正不正常
[00:07:31.000 --> 00:07:32.000]  正常吧
[00:07:32.000 --> 00:07:34.000]  好,播放來看看
[00:07:34.000 --> 00:07:54.000]  原來你發覺用了距離感
[00:07:54.000 --> 00:07:55.000]  來做到好像
[00:07:55.000 --> 00:07:56.000]  你看的東西
[00:07:56.000 --> 00:07:59.000]  好像真實擺設的比例一樣正常
[00:07:59.000 --> 00:08:01.000]  再看第二幅
[00:08:01.000 --> 00:08:02.000]  這四條軌道
[00:08:02.000 --> 00:08:04.000]  是否全部向上斜
[00:08:04.000 --> 00:08:06.000]  看上去好像是
[00:08:06.000 --> 00:08:08.000]  但實際呢
[00:08:08.000 --> 00:08:22.000]  你發現其實只是用了另一個角度看
[00:08:22.000 --> 00:08:24.000]  其實它們本來是向下斜
[00:08:24.000 --> 00:08:26.000]  第三幅
[00:08:26.000 --> 00:08:28.000]  你看到你的
[00:08:28.000 --> 00:08:29.000]  左手邊
[00:08:29.000 --> 00:08:30.000]  或者右手邊
[00:08:30.000 --> 00:08:31.000]  即是你的
[00:08:31.000 --> 00:08:32.000]  是否有架飛機在這裏
[00:08:32.000 --> 00:08:34.000]  真還是假的呢
[00:08:34.000 --> 00:08:35.000]  真還是假的呢
[00:08:35.000 --> 00:08:37.000]  我們又看看
[00:08:37.000 --> 00:08:45.000]  在電腦特技效果裏
[00:08:45.000 --> 00:08:47.000]  真的不知道是真是假的
[00:08:47.000 --> 00:08:49.000]  最後一張
[00:08:49.000 --> 00:08:52.000]  是否看到有四個人坐在梳化裏
[00:08:52.000 --> 00:08:54.000]  看真一點
[00:08:54.000 --> 00:08:56.000]  是否真的有四個人
[00:08:56.000 --> 00:09:06.000]  原來有三個是紙版人
[00:09:06.000 --> 00:09:07.000]  只有一個真人
[00:09:07.000 --> 00:09:09.000]  還有一張單人梳化
[00:09:09.000 --> 00:09:10.000]  Ben 姐妹你看到
[00:09:10.000 --> 00:09:12.000]  製作這幾幅圖片的人
[00:09:12.000 --> 00:09:14.000]  其實運用了我們說的視覺效果
[00:09:14.000 --> 00:09:16.000]  令到你看上去
[00:09:16.000 --> 00:09:18.000]  產生一種錯覺
[00:09:18.000 --> 00:09:20.000]  以為你眼見的
[00:09:20.000 --> 00:09:22.000]  就是事實的真相
[00:09:22.000 --> 00:09:24.000]  其實以色列人當時
